	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_02.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_04.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_05.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_06.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_07.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_08.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_09.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d	122_F_P_sh_R_D_A_10.c3d
14	0.247509	0.241533	0.258908	0.271442	0.105319	0.252951	0.209174	0.446876	0.304837	0.252039	0.328624	0.180763	0.219272	0.181158	0.295562	0.298448	0.124938	0.183470	0.348510	0.271487	0.358289	0.276356	0.396167	0.415154	0.140217	0.308198	0.222405	0.239785	0.089424	0.172720	0.185993	0.261909	0.337367	0.383615	0.457755	0.327536	0.400695	0.123289	0.344950	0.680662	0.179836	0.213758	0.304110	0.142394	0.134385	0.321332	0.576711	0.249138	0.321190	0.244066	0.366430	0.284201	0.177862	0.143847	0.318297	0.392672	0.636691	0.091384	0.249563	0.363303	0.164585	0.304635	0.309822	0.416730
15	0.236162	0.239116	0.241897	0.260274	0.104584	0.235090	0.211384	0.460257	0.295331	0.256130	0.324339	0.207289	0.264287	0.186037	0.294647	0.291382	0.124002	0.172170	0.345841	0.220655	0.363588	0.362469	0.424925	0.449757	0.178146	0.326220	0.238202	0.240997	0.104857	0.179344	0.183864	0.274907	0.357533	0.364686	0.449451	0.318984	0.400057	0.124502	0.415076	0.654983	0.180407	0.207924	0.280622	0.135406	0.147255	0.342357	0.589839	0.243776	0.322357	0.225603	0.367718	0.308778	0.170563	0.137899	0.319019	0.394032	0.659596	0.091878	0.243344	0.369746	0.148999	0.301884	0.318752	0.438031
16	0.233409	0.198746	0.245822	0.249027	0.152016	0.214713	0.226000	0.490145	0.287390	0.255753	0.322216	0.207866	0.272487	0.203777	0.296265	0.292457	0.118541	0.171474	0.346806	0.178786	0.370153	0.378966	0.428612	0.563744	0.200742	0.342645	0.225122	0.235643	0.110904	0.174663	0.189342	0.285089	0.362518	0.356632	0.408198	0.292364	0.401530	0.132676	0.497156	0.642655	0.184349	0.199490	0.253444	0.135469	0.155074	0.343907	0.590268	0.221123	0.330141	0.229816	0.403460	0.316960	0.144910	0.135742	0.320044	0.395442	0.672992	0.088860	0.234301	0.370507	0.149861	0.293631	0.350087	0.476940
17	0.231800	0.186837	0.263463	0.237826	0.181065	0.198615	0.232657	0.483685	0.257474	0.255727	0.314881	0.205115	0.272048	0.249399	0.295415	0.288521	0.152146	0.175905	0.339415	0.159310	0.371123	0.372699	0.409861	0.573218	0.201433	0.375786	0.244584	0.220292	0.118158	0.177543	0.194845	0.286227	0.419775	0.363109	0.372037	0.288242	0.400030	0.153779	0.500382	0.640528	0.235907	0.194348	0.230684	0.122962	0.153519	0.346901	0.586528	0.223884	0.348676	0.244821	0.441830	0.325525	0.114015	0.134203	0.309653	0.432181	0.667043	0.096148	0.219855	0.379897	0.146112	0.294696	0.339454	0.491313
18	0.232082	0.183286	0.261728	0.234266	0.183428	0.187708	0.262437	0.488154	0.252308	0.260233	0.316986	0.209028	0.286909	0.279891	0.301999	0.270123	0.217230	0.178024	0.339077	0.156722	0.369126	0.374327	0.401923	0.570827	0.201137	0.416263	0.254009	0.216367	0.136326	0.188186	0.197851	0.280252	0.502480	0.363335	0.310525	0.282376	0.316884	0.165311	0.498215	0.640691	0.246867	0.186558	0.193607	0.099967	0.148243	0.355362	0.576057	0.220692	0.395691	0.257723	0.504391	0.336043	0.116499	0.137685	0.236980	0.443740	0.665528	0.107189	0.223745	0.380879	0.139428	0.294283	0.295596	0.491265
19	0.216721	0.183988	0.253468	0.226344	0.184069	0.234166	0.284368	0.461157	0.245796	0.262246	0.308405	0.208605	0.340898	0.293345	0.311223	0.266839	0.224462	0.176012	0.339872	0.168998	0.363107	0.390835	0.395892	0.561213	0.200283	0.438982	0.253839	0.208918	0.140084	0.203275	0.171862	0.261485	0.553493	0.350409	0.270950	0.276565	0.252864	0.183943	0.498433	0.638323	0.254933	0.177444	0.182199	0.098324	0.145310	0.362705	0.554291	0.220187	0.429857	0.275839	0.556345	0.354090	0.152671	0.138891	0.221968	0.420226	0.722285	0.114568	0.252928	0.376397	0.135675	0.284989	0.296487	0.486813
20	0.214606	0.184209	0.202440	0.222302	0.203395	0.320499	0.282707	0.378942	0.233120	0.275017	0.262524	0.209251	0.359841	0.294901	0.306436	0.268088	0.214143	0.180677	0.326973	0.173232	0.351928	0.421494	0.391520	0.536986	0.201547	0.453931	0.247626	0.207362	0.151165	0.206136	0.166137	0.260770	0.564728	0.333822	0.257216	0.274654	0.250110	0.227110	0.495333	0.635733	0.368266	0.180498	0.184451	0.099855	0.146955	0.366220	0.503910	0.220340	0.419440	0.277913	0.568616	0.382543	0.174731	0.135379	0.211774	0.379911	0.764872	0.116729	0.265316	0.339340	0.136384	0.261528	0.276845	0.482789
21	0.218368	0.175006	0.196629	0.225113	0.204130	0.321848	0.233624	0.360354	0.195858	0.284006	0.210321	0.218158	0.375799	0.291121	0.283618	0.271041	0.209606	0.187728	0.292658	0.160655	0.341362	0.451087	0.380972	0.531007	0.212110	0.460680	0.212762	0.200950	0.220065	0.208808	0.157871	0.258836	0.563273	0.312508	0.250138	0.269077	0.247907	0.255560	0.499704	0.605721	0.428679	0.190264	0.182747	0.099976	0.167668	0.364661	0.472315	0.221540	0.430289	0.260409	0.566919	0.408055	0.185909	0.147698	0.234095	0.390548	0.711958	0.122551	0.266584	0.325774	0.142302	0.229395	0.261075	0.484626
22	0.207072	0.167911	0.193612	0.213722	0.203578	0.330566	0.216221	0.360162	0.231276	0.281248	0.196337	0.232951	0.377581	0.288161	0.253286	0.261509	0.211395	0.188803	0.237278	0.151691	0.339573	0.477959	0.342592	0.477684	0.215606	0.453378	0.204103	0.202207	0.261419	0.208276	0.160296	0.225447	0.575172	0.290606	0.250730	0.265557	0.222911	0.259187	0.496297	0.556044	0.438789	0.190552	0.175088	0.099191	0.201566	0.349935	0.463590	0.220347	0.514846	0.240447	0.569751	0.416840	0.185607	0.175546	0.280044	0.407323	0.664422	0.123882	0.263416	0.279771	0.140759	0.213590	0.265323	0.481136
23	0.187256	0.169737	0.193455	0.202285	0.203490	0.327905	0.217134	0.346480	0.263811	0.289425	0.217355	0.232054	0.378660	0.285057	0.236041	0.245233	0.251338	0.186626	0.230806	0.145570	0.323026	0.492540	0.281832	0.466909	0.251547	0.435925	0.206664	0.233139	0.262438	0.208514	0.157971	0.197805	0.597693	0.267399	0.250541	0.248641	0.189281	0.253495	0.478922	0.520150	0.437644	0.205874	0.161491	0.101610	0.224034	0.318195	0.459159	0.185534	0.604922	0.241832	0.569398	0.409908	0.192677	0.187483	0.279129	0.424343	0.668900	0.126958	0.263429	0.243183	0.132187	0.213325	0.274361	0.455293
24	0.200354	0.185508	0.198590	0.224038	0.200565	0.340349	0.227171	0.345190	0.265750	0.292949	0.232775	0.222145	0.379169	0.279735	0.232650	0.239529	0.318658	0.177474	0.240947	0.134676	0.219740	0.493598	0.317809	0.467365	0.335950	0.413199	0.205222	0.226675	0.271410	0.221254	0.130775	0.179191	0.604152	0.251028	0.271990	0.214748	0.165497	0.254182	0.451269	0.498442	0.454929	0.231009	0.162621	0.129005	0.227707	0.292933	0.416957	0.177040	0.632327	0.245578	0.565645	0.409521	0.209800	0.188729	0.270573	0.435421	0.685477	0.144594	0.279165	0.242470	0.118302	0.212984	0.273221	0.398964
25	0.259257	0.209440	0.197536	0.185506	0.198088	0.346317	0.227420	0.338122	0.286220	0.293026	0.224926	0.224901	0.376991	0.276512	0.196557	0.238645	0.371630	0.150665	0.231036	0.135074	0.212507	0.489933	0.353921	0.465300	0.370083	0.387628	0.208672	0.224153	0.288285	0.227305	0.132077	0.176843	0.602283	0.240583	0.302159	0.200867	0.150885	0.263561	0.410879	0.494189	0.453070	0.232317	0.153568	0.127965	0.228503	0.276015	0.391482	0.161897	0.632590	0.250362	0.575094	0.410933	0.227861	0.179997	0.269951	0.443303	0.709524	0.169142	0.298989	0.249173	0.114668	0.216380	0.271851	0.366565
26	0.307756	0.206566	0.189695	0.165794	0.200196	0.349425	0.227132	0.349606	0.331741	0.284724	0.196685	0.231943	0.361687	0.275856	0.157463	0.206723	0.390172	0.119069	0.206746	0.138368	0.215701	0.459535	0.323433	0.470318	0.378985	0.396631	0.206176	0.251213	0.294033	0.214656	0.122943	0.189817	0.602141	0.235389	0.303070	0.230662	0.144222	0.269010	0.402028	0.464101	0.453306	0.219101	0.155840	0.129196	0.236803	0.268553	0.360754	0.182832	0.636929	0.266993	0.576330	0.406469	0.249313	0.167589	0.269780	0.441776	0.724645	0.196733	0.297742	0.259665	0.113906	0.219965	0.264832	0.350937
27	0.316634	0.196336	0.188157	0.158705	0.188003	0.358034	0.223943	0.303193	0.349759	0.279962	0.192891	0.234349	0.366148	0.287686	0.161154	0.173349	0.405113	0.122191	0.192527	0.140852	0.222711	0.390252	0.312765	0.428016	0.381888	0.414894	0.206097	0.329611	0.291065	0.209633	0.126759	0.233149	0.596200	0.233292	0.265960	0.239936	0.143544	0.270723	0.397563	0.374212	0.476714	0.214632	0.152270	0.129867	0.240280	0.268279	0.363366	0.222023	0.707197	0.282508	0.568088	0.387655	0.266352	0.175401	0.271385	0.429207	0.711000	0.256730	0.273094	0.274341	0.113539	0.207967	0.261262	0.340124
28	0.414990	0.203393	0.165421	0.163288	0.164837	0.367573	0.244764	0.273035	0.346608	0.278202	0.192439	0.224843	0.378994	0.305634	0.152440	0.175266	0.438087	0.140963	0.193874	0.151177	0.322787	0.355306	0.451511	0.206226	0.391148	0.422755	0.194572	0.382800	0.284183	0.209920	0.180526	0.248092	0.574170	0.239627	0.219811	0.241659	0.141268	0.278684	0.395033	0.278640	0.569945	0.232442	0.155900	0.139992	0.248193	0.275686	0.369320	0.218458	0.752726	0.288286	0.531195	0.355837	0.272882	0.193115	0.271677	0.412622	0.692903	0.339038	0.260496	0.283010	0.108701	0.183368	0.253165	0.320469
29	0.481603	0.204152	0.164744	0.172690	0.177249	0.373692	0.231126	0.259999	0.346530	0.284231	0.193006	0.209393	0.378521	0.324916	0.148525	0.158449	0.451773	0.185093	0.187772	0.194380	0.365093	0.358737	0.613493	0.188845	0.398979	0.413760	0.168104	0.394473	0.287264	0.207920	0.230330	0.257160	0.561762	0.237964	0.219319	0.250264	0.142536	0.279564	0.283993	0.272606	0.660329	0.245610	0.232133	0.141836	0.246429	0.277113	0.370383	0.211326	0.755075	0.288377	0.509308	0.326525	0.271954	0.215120	0.270036	0.405312	0.675396	0.376825	0.270130	0.290930	0.081691	0.161588	0.254824	0.295198
30	0.486879	0.203377	0.146754	0.172376	0.175709	0.371982	0.213946	0.255678	0.355576	0.294627	0.197418	0.220721	0.373412	0.338567	0.147130	0.135854	0.465107	0.227059	0.189171	0.200372	0.370011	0.383688	0.628284	0.204626	0.400486	0.397924	0.165367	0.396695	0.280643	0.200666	0.233162	0.257018	0.534478	0.234396	0.224956	0.250002	0.113973	0.284154	0.162211	0.310777	0.688392	0.237971	0.257307	0.157860	0.252968	0.246007	0.370458	0.226637	0.769299	0.287947	0.502500	0.316913	0.273271	0.225061	0.263673	0.404937	0.699392	0.376784	0.316809	0.287161	0.081841	0.169275	0.238637	0.265705
