	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_01.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_03.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_04.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_05.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_06.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_08.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d	129_M_P_sh_L_ND_A_10.c3d
7	0.448351	0.352527	0.164762	0.583441	0.198400	0.179456	0.089774	0.238795	0.264057	0.486260	0.262295	0.479763	0.207886	0.329965	0.161302	0.184934	0.267754	0.677834	0.232207	0.606540	0.412926	0.529339	0.301078	0.437066	0.192372	0.261980	0.290550	0.480260	0.328394	0.233116	0.093578	0.178907	0.121416	0.265815	0.133357	0.391008	0.164658	0.216630	0.085279	0.095577	0.155519	0.076359	0.101511	0.084175	0.156068	0.190752	0.115367	0.125128	0.196047	0.160714	0.166055	0.278492	0.169031	0.130351	0.118518	0.069122
8	0.453710	0.362587	0.167314	0.618079	0.209124	0.210504	0.090706	0.257279	0.265626	0.495637	0.262992	0.490489	0.236471	0.318293	0.144306	0.159587	0.274478	0.699650	0.227118	0.614906	0.409488	0.525182	0.297149	0.426506	0.185340	0.272702	0.280825	0.444677	0.365764	0.220465	0.089585	0.170828	0.135703	0.275598	0.167622	0.393606	0.178048	0.175636	0.103436	0.096439	0.130127	0.076307	0.109252	0.122048	0.159330	0.182425	0.115882	0.112796	0.207043	0.168361	0.161060	0.269739	0.158507	0.128367	0.105411	0.062515
9	0.444749	0.375748	0.177347	0.638342	0.206490	0.245941	0.083606	0.272115	0.269573	0.503786	0.270804	0.493037	0.247681	0.283540	0.139170	0.140197	0.277206	0.695481	0.243715	0.611298	0.401426	0.516590	0.306051	0.414780	0.177738	0.263356	0.283141	0.365953	0.368882	0.213765	0.105802	0.169831	0.140101	0.288536	0.187750	0.387343	0.181986	0.141108	0.103652	0.100698	0.131482	0.083534	0.112418	0.153158	0.159122	0.188778	0.135496	0.111482	0.210419	0.174989	0.145197	0.255617	0.157403	0.124804	0.110815	0.059356
10	0.437809	0.378060	0.200408	0.643355	0.205726	0.257942	0.078269	0.274980	0.274406	0.506538	0.274815	0.491939	0.257758	0.235859	0.148433	0.127380	0.273575	0.698964	0.268784	0.619918	0.383265	0.497903	0.312730	0.399635	0.170213	0.255795	0.281395	0.268145	0.368915	0.212909	0.131907	0.165695	0.137116	0.280942	0.204076	0.366404	0.179222	0.130071	0.103645	0.100481	0.148052	0.108759	0.125491	0.163767	0.160363	0.196529	0.147783	0.108862	0.202495	0.203667	0.115859	0.245283	0.142407	0.127024	0.111943	0.066032
11	0.437810	0.379224	0.220435	0.641995	0.204649	0.257806	0.075352	0.272939	0.259654	0.509126	0.278471	0.492877	0.259732	0.193349	0.165171	0.127573	0.260684	0.709127	0.271395	0.645375	0.369553	0.468580	0.312967	0.390862	0.165015	0.265771	0.274893	0.190830	0.366003	0.213437	0.142861	0.175835	0.132958	0.257668	0.206035	0.335543	0.176234	0.126823	0.104687	0.100661	0.145094	0.116094	0.127642	0.165932	0.159834	0.193805	0.151646	0.110161	0.194658	0.219824	0.099923	0.237252	0.095120	0.127377	0.114403	0.069640
12	0.436673	0.382833	0.216050	0.627901	0.185527	0.279253	0.079644	0.263643	0.240990	0.509212	0.277555	0.492948	0.246118	0.197423	0.171543	0.127304	0.242052	0.690486	0.273092	0.642014	0.364436	0.459363	0.296620	0.395585	0.137103	0.277070	0.277439	0.189051	0.358774	0.209123	0.143373	0.202305	0.135527	0.256304	0.221743	0.325478	0.182043	0.130698	0.104545	0.112951	0.147531	0.135222	0.122489	0.192157	0.166436	0.183774	0.151994	0.110328	0.195703	0.219868	0.098319	0.234435	0.075707	0.126642	0.123549	0.069406
13	0.425487	0.376923	0.216386	0.606008	0.152009	0.303087	0.090163	0.252308	0.224278	0.505443	0.276987	0.496308	0.239964	0.217681	0.163096	0.125739	0.219541	0.644274	0.268268	0.618366	0.362898	0.474438	0.254604	0.402047	0.136543	0.300936	0.278655	0.236332	0.360715	0.189563	0.144416	0.211501	0.140115	0.262634	0.245743	0.343672	0.186445	0.171097	0.115031	0.171267	0.157766	0.135450	0.121702	0.252622	0.175392	0.171287	0.146868	0.112705	0.234223	0.229627	0.115590	0.235988	0.093705	0.122592	0.115753	0.070723
14	0.399788	0.355096	0.216097	0.592595	0.149823	0.336224	0.086497	0.231020	0.206563	0.505018	0.280090	0.489788	0.237469	0.224200	0.157846	0.119427	0.199557	0.615818	0.276835	0.593016	0.360979	0.492930	0.216338	0.399571	0.128723	0.302833	0.272274	0.253158	0.338712	0.163548	0.144167	0.210172	0.139213	0.269863	0.271577	0.353080	0.205998	0.225799	0.116696	0.213645	0.159699	0.135836	0.121974	0.300036	0.176923	0.155409	0.146438	0.117537	0.267335	0.249305	0.168737	0.244227	0.103386	0.119196	0.114326	0.069214
15	0.385798	0.353670	0.212780	0.568027	0.144895	0.341989	0.080719	0.224819	0.200325	0.507420	0.275503	0.464825	0.237242	0.222063	0.157823	0.123977	0.199835	0.610248	0.296473	0.590690	0.352812	0.472749	0.199662	0.368048	0.118094	0.295298	0.259779	0.261950	0.316926	0.149450	0.143629	0.217333	0.135409	0.266017	0.274491	0.329581	0.203708	0.280470	0.118716	0.231884	0.167329	0.135512	0.121245	0.324835	0.170761	0.158638	0.145563	0.124119	0.285858	0.276308	0.206205	0.256394	0.115472	0.120757	0.119015	0.069881
16	0.377251	0.350727	0.213449	0.548828	0.144982	0.339110	0.083881	0.218403	0.207010	0.539776	0.253451	0.439610	0.228776	0.246938	0.164742	0.153350	0.191223	0.604784	0.301303	0.581945	0.308287	0.409133	0.199197	0.330815	0.084617	0.291825	0.246058	0.274334	0.313555	0.153008	0.144669	0.237780	0.130248	0.250801	0.275504	0.293392	0.201192	0.296579	0.118573	0.233605	0.172998	0.138657	0.123776	0.327349	0.164749	0.162305	0.142175	0.135749	0.287542	0.298887	0.212619	0.272696	0.124073	0.115513	0.123931	0.076009
17	0.364511	0.354871	0.217474	0.558769	0.138947	0.343227	0.092107	0.229326	0.231207	0.554748	0.239120	0.438674	0.211189	0.241356	0.162809	0.152765	0.187126	0.579039	0.301729	0.549913	0.251382	0.357861	0.196787	0.299268	0.078158	0.302984	0.191748	0.264196	0.303838	0.146931	0.149004	0.238615	0.130127	0.243221	0.268386	0.279636	0.197636	0.299364	0.118894	0.241114	0.173517	0.141171	0.151100	0.342926	0.174117	0.172819	0.135769	0.139362	0.288104	0.307718	0.215974	0.287020	0.131232	0.118000	0.118743	0.095289
18	0.366258	0.366313	0.222333	0.587221	0.137442	0.382856	0.092498	0.257795	0.253533	0.557148	0.239390	0.445387	0.199327	0.231864	0.163229	0.146470	0.190085	0.525052	0.343594	0.484920	0.206669	0.345777	0.191638	0.289462	0.096134	0.307444	0.143244	0.265742	0.243831	0.113159	0.155680	0.226221	0.128551	0.240689	0.266118	0.282688	0.198101	0.347501	0.117114	0.255739	0.169540	0.152695	0.167647	0.372536	0.177746	0.165006	0.136571	0.129031	0.288038	0.307629	0.235785	0.289133	0.149897	0.114272	0.138696	0.093094
19	0.374066	0.355617	0.209555	0.585419	0.135013	0.432722	0.091327	0.268946	0.270873	0.564514	0.234842	0.445381	0.197477	0.230319	0.171855	0.150087	0.173208	0.479077	0.405651	0.462624	0.182129	0.356432	0.187560	0.302924	0.149208	0.310345	0.171391	0.263742	0.168639	0.135609	0.158778	0.225623	0.122529	0.240295	0.265368	0.291502	0.246830	0.427156	0.115000	0.272781	0.170501	0.172528	0.172899	0.400315	0.175590	0.148414	0.138651	0.124270	0.287313	0.306706	0.252532	0.287601	0.156324	0.110461	0.158156	0.092229
20	0.326426	0.322723	0.195372	0.539295	0.125163	0.485175	0.093504	0.261895	0.269980	0.564961	0.240163	0.444975	0.195880	0.239362	0.177134	0.151766	0.142685	0.480725	0.427721	0.538266	0.152979	0.377537	0.174794	0.338357	0.178403	0.301873	0.197341	0.264216	0.199084	0.146055	0.171952	0.225623	0.115248	0.240483	0.252501	0.299196	0.270697	0.474887	0.098874	0.287775	0.205479	0.229818	0.190846	0.423639	0.172675	0.151713	0.138853	0.124319	0.282653	0.306071	0.254268	0.288305	0.156767	0.108989	0.179325	0.095469
21	0.240327	0.297598	0.185820	0.468125	0.090356	0.505542	0.101220	0.237850	0.266050	0.560269	0.246485	0.439786	0.159173	0.259144	0.175201	0.166768	0.114527	0.542191	0.418612	0.609669	0.154580	0.389229	0.163622	0.375927	0.180273	0.292088	0.202654	0.286170	0.204822	0.163957	0.168386	0.229560	0.101100	0.229769	0.234558	0.291975	0.265840	0.486766	0.083514	0.299659	0.244747	0.234245	0.192321	0.434348	0.178921	0.154024	0.142809	0.124492	0.273220	0.307333	0.249073	0.287785	0.160547	0.108423	0.175946	0.099046
22	0.224466	0.331124	0.190431	0.445548	0.093442	0.495080	0.106305	0.229326	0.261765	0.540353	0.232229	0.431604	0.153576	0.289204	0.170440	0.210635	0.114423	0.570018	0.395244	0.643875	0.158345	0.399903	0.151954	0.391316	0.182703	0.312764	0.216159	0.378432	0.218042	0.183192	0.158429	0.256175	0.100584	0.204329	0.226906	0.271108	0.266049	0.490220	0.083167	0.302736	0.275728	0.246427	0.190402	0.439626	0.186365	0.155926	0.144720	0.122973	0.262364	0.301128	0.250247	0.280018	0.159983	0.106003	0.175371	0.094604
23	0.240326	0.370513	0.181571	0.459728	0.139584	0.499073	0.108636	0.240856	0.262712	0.509207	0.223475	0.418061	0.168696	0.307034	0.161665	0.233975	0.128784	0.561799	0.383186	0.630673	0.159662	0.405723	0.132763	0.395562	0.221715	0.381674	0.220948	0.473503	0.232313	0.184732	0.157709	0.290654	0.100150	0.202356	0.225164	0.258195	0.267954	0.491748	0.082655	0.302183	0.285873	0.245528	0.175959	0.439098	0.209377	0.161647	0.144076	0.125713	0.253668	0.287406	0.251235	0.259792	0.159180	0.108464	0.173720	0.092094
24	0.240675	0.374510	0.159488	0.472147	0.170361	0.508729	0.105896	0.257744	0.275348	0.484677	0.229417	0.392330	0.174836	0.309344	0.150654	0.236139	0.132615	0.600277	0.385116	0.634855	0.162165	0.405038	0.115338	0.395779	0.346165	0.454963	0.213144	0.540931	0.227228	0.178563	0.156763	0.306873	0.092518	0.189329	0.221566	0.253750	0.272615	0.490407	0.086982	0.302157	0.299596	0.252931	0.173712	0.439068	0.216751	0.177685	0.147895	0.123052	0.244372	0.276659	0.251374	0.226276	0.157502	0.108898	0.164756	0.093037
25	0.239474	0.379167	0.119305	0.474556	0.177327	0.495493	0.103822	0.265751	0.292755	0.470764	0.229888	0.366446	0.179884	0.339551	0.161018	0.235567	0.135142	0.697557	0.389600	0.726535	0.176603	0.404974	0.090751	0.400544	0.392313	0.462164	0.235503	0.539607	0.247478	0.223995	0.154932	0.311204	0.092120	0.197242	0.198371	0.247285	0.267267	0.487650	0.086691	0.294007	0.341857	0.271837	0.171559	0.433906	0.215950	0.181411	0.145324	0.122810	0.239466	0.256525	0.250233	0.201962	0.147659	0.115207	0.158522	0.094491
26	0.238949	0.397474	0.115928	0.487088	0.177358	0.477464	0.099389	0.257384	0.301260	0.461137	0.232231	0.356311	0.166540	0.368374	0.178473	0.248060	0.146906	0.781511	0.418275	0.853375	0.203639	0.396099	0.068807	0.402527	0.393620	0.455409	0.304790	0.526882	0.254376	0.275962	0.155899	0.348080	0.113549	0.191254	0.167528	0.257273	0.261868	0.472407	0.070754	0.265837	0.380003	0.316856	0.167887	0.443076	0.215054	0.176658	0.127306	0.134364	0.238765	0.251067	0.248518	0.199269	0.171151	0.124280	0.158122	0.089765
27	0.239699	0.439067	0.135204	0.531076	0.199927	0.452070	0.102771	0.250579	0.300288	0.472290	0.253686	0.364874	0.181152	0.388636	0.187037	0.267486	0.196058	0.845334	0.453223	0.957570	0.218685	0.379957	0.063741	0.393700	0.394363	0.481582	0.370784	0.534829	0.250893	0.350498	0.155706	0.414793	0.133206	0.213176	0.169476	0.304708	0.254670	0.451470	0.070857	0.243834	0.428267	0.369411	0.165995	0.475918	0.213973	0.166079	0.109706	0.151292	0.227917	0.251317	0.250574	0.199803	0.166987	0.137817	0.151654	0.090874
28	0.273841	0.500522	0.167636	0.624999	0.217264	0.446565	0.104212	0.246290	0.309676	0.502230	0.248627	0.388715	0.187428	0.401953	0.185689	0.273454	0.247566	0.879512	0.450544	1.015955	0.223865	0.355359	0.073666	0.363113	0.400234	0.511806	0.420310	0.538472	0.253820	0.392247	0.150918	0.482404	0.140131	0.218106	0.181522	0.324270	0.293198	0.425553	0.063468	0.236753	0.434318	0.423247	0.167093	0.521765	0.214226	0.160173	0.102151	0.162796	0.179503	0.237470	0.253418	0.197752	0.169337	0.148621	0.146838	0.086803
29	0.316455	0.549846	0.197141	0.676602	0.221328	0.453556	0.103016	0.246377	0.318293	0.527355	0.264897	0.411560	0.187996	0.386855	0.184989	0.260142	0.262769	0.883191	0.442829	1.032254	0.236451	0.383053	0.084471	0.339766	0.411072	0.519703	0.429372	0.541201	0.253017	0.397479	0.138564	0.510663	0.142883	0.211532	0.177042	0.317539	0.330326	0.436318	0.070768	0.245765	0.433038	0.446651	0.158708	0.552606	0.212015	0.163519	0.100132	0.171545	0.123483	0.211087	0.225618	0.182800	0.174186	0.147412	0.151486	0.067246
30	0.337771	0.573202	0.220005	0.698762	0.222186	0.461925	0.100085	0.235681	0.319921	0.547264	0.289543	0.418932	0.199657	0.376130	0.193008	0.254402	0.257841	0.880086	0.437775	1.033104	0.241492	0.372269	0.109376	0.318904	0.419038	0.516971	0.454801	0.537356	0.246342	0.390529	0.133742	0.512329	0.146954	0.265004	0.179992	0.344743	0.394009	0.437608	0.080115	0.246567	0.432865	0.454191	0.135360	0.556660	0.206335	0.163296	0.099971	0.176099	0.099184	0.169337	0.200315	0.165086	0.201949	0.144601	0.152823	0.068170
31	0.353482	0.578721	0.219558	0.698217	0.224101	0.433935	0.113599	0.206612	0.317670	0.546247	0.320012	0.414997	0.223231	0.374131	0.195030	0.255764	0.257862	0.876086	0.399326	1.033212	0.244369	0.373757	0.128641	0.313851	0.412802	0.518620	0.499773	0.542159	0.218197	0.408019	0.101604	0.528340	0.165541	0.320557	0.224348	0.391348	0.404653	0.401908	0.087872	0.228901	0.440063	0.452488	0.127106	0.543267	0.202055	0.163792	0.099742	0.174222	0.127129	0.184290	0.209211	0.177696	0.207509	0.141410	0.150135	0.072336
32	0.354563	0.572084	0.216790	0.677788	0.238929	0.389307	0.119001	0.187538	0.318567	0.525119	0.325241	0.405358	0.234181	0.374322	0.187818	0.255464	0.264154	0.856371	0.336085	1.018112	0.252906	0.393162	0.141908	0.314595	0.407969	0.520559	0.536340	0.555976	0.219318	0.446075	0.081486	0.557840	0.176037	0.337261	0.250056	0.396022	0.364325	0.326966	0.109531	0.209145	0.441774	0.441698	0.114793	0.523277	0.203471	0.159201	0.100137	0.173110	0.174092	0.288216	0.224450	0.215103	0.207013	0.142085	0.153637	0.071590
33	0.339839	0.559508	0.218028	0.658995	0.240544	0.312990	0.119138	0.182822	0.317723	0.463395	0.324224	0.396547	0.234252	0.369989	0.182843	0.255102	0.269430	0.811780	0.314901	0.968238	0.257850	0.405764	0.145962	0.305969	0.406545	0.535037	0.560381	0.580371	0.210987	0.474175	0.101232	0.564078	0.179881	0.361156	0.254436	0.390595	0.386442	0.276128	0.126410	0.189645	0.422560	0.422417	0.082097	0.504103	0.198230	0.159205	0.113675	0.178535	0.203324	0.366310	0.208280	0.253166	0.204214	0.146202	0.178410	0.070228
34	0.324948	0.553291	0.221134	0.647576	0.237194	0.259418	0.113958	0.189292	0.302900	0.411511	0.327634	0.385459	0.238692	0.361204	0.182349	0.249681	0.280089	0.776081	0.313265	0.934345	0.256868	0.481217	0.163514	0.271706	0.406728	0.532140	0.562829	0.559705	0.193147	0.478334	0.113498	0.542123	0.184212	0.412078	0.247872	0.405658	0.472762	0.285991	0.138622	0.169365	0.401498	0.422130	0.104368	0.488125	0.186846	0.152949	0.121190	0.183522	0.209267	0.401881	0.191137	0.283738	0.205696	0.223967	0.210326	0.072057
35	0.326103	0.550370	0.222151	0.642919	0.232527	0.236167	0.106895	0.185080	0.278893	0.395800	0.329816	0.374272	0.252785	0.354184	0.194416	0.218140	0.282831	0.772160	0.313164	0.924873	0.251993	0.480930	0.185834	0.216355	0.410142	0.492365	0.559729	0.495811	0.192518	0.477873	0.119630	0.525816	0.184317	0.432787	0.276825	0.408693	0.477320	0.287226	0.152657	0.167341	0.386874	0.413880	0.142003	0.489296	0.188728	0.153482	0.117386	0.202154	0.223313	0.404128	0.208000	0.287815	0.207820	0.290671	0.236786	0.074117
36	0.353361	0.524243	0.221057	0.622650	0.217533	0.216486	0.111279	0.165412	0.254318	0.395809	0.328392	0.375050	0.255233	0.357268	0.197629	0.192596	0.278942	0.766615	0.320272	0.930524	0.250688	0.474288	0.196247	0.178641	0.371540	0.410840	0.564446	0.401522	0.165377	0.464369	0.136471	0.525244	0.184163	0.435860	0.324262	0.409380	0.473945	0.316973	0.166732	0.171693	0.381149	0.435293	0.177342	0.521553	0.207333	0.154261	0.114295	0.215776	0.253605	0.404554	0.216106	0.289962	0.208464	0.293603	0.248236	0.072829
