	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_02.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_04.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_05.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_08.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_09.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d	127_M_P_sh_L_ND_A_10.c3d
8	0.190736	0.310246	0.230808	0.125451	0.448531	0.491225	0.226173	0.107926	0.336731	0.322579	0.123824	0.175033	0.235710	0.293667	0.125801	0.117953	0.191800	0.390627	0.182598	0.125058	0.326147	0.350353	0.192523	0.070475	0.098289	0.056441	0.211167	0.160880	0.426584	0.136572	0.104584	0.065624	0.258874	0.379732	0.111526	0.140494	0.573940	0.178209	0.185456	0.059324	0.260202	0.308571	0.130756	0.109428	0.460180	0.295583	0.132949	0.111904
9	0.157664	0.269226	0.233958	0.112362	0.481220	0.511239	0.236551	0.108051	0.335340	0.336379	0.137947	0.182487	0.246643	0.297394	0.128302	0.120264	0.186595	0.391081	0.175105	0.129426	0.344582	0.386543	0.199949	0.071295	0.138678	0.083216	0.208484	0.173927	0.467840	0.178748	0.089773	0.083488	0.264279	0.380523	0.139153	0.145352	0.569771	0.184395	0.185850	0.054861	0.263280	0.337342	0.122115	0.109407	0.468403	0.308363	0.153886	0.115129
10	0.145690	0.262437	0.229221	0.110817	0.501188	0.513783	0.237817	0.107607	0.319775	0.354211	0.145651	0.185787	0.245631	0.297370	0.151259	0.120073	0.184791	0.385097	0.173737	0.133394	0.482712	0.391745	0.225755	0.067899	0.187997	0.146388	0.234158	0.182923	0.531908	0.175965	0.070989	0.096931	0.268608	0.373082	0.169538	0.147127	0.570718	0.188697	0.183589	0.050602	0.274438	0.347198	0.112673	0.110314	0.492098	0.437146	0.169544	0.117211
11	0.142816	0.233459	0.207711	0.107354	0.551029	0.540057	0.241952	0.096775	0.295835	0.358528	0.145427	0.181266	0.242778	0.297385	0.162463	0.120154	0.184603	0.382450	0.173556	0.130114	0.512571	0.398908	0.256274	0.067317	0.214238	0.177865	0.298151	0.183068	0.541766	0.175146	0.077300	0.097799	0.267273	0.361970	0.224874	0.147417	0.575355	0.193289	0.182817	0.053144	0.296878	0.392133	0.119442	0.104516	0.453147	0.499156	0.169967	0.115460
12	0.132859	0.188200	0.181510	0.092563	0.540872	0.524529	0.249556	0.088341	0.286452	0.359866	0.174432	0.173679	0.236877	0.299227	0.163096	0.118096	0.163636	0.377751	0.163716	0.130977	0.513394	0.421395	0.286747	0.070904	0.223924	0.257904	0.353177	0.178432	0.543489	0.278075	0.121021	0.098857	0.257758	0.342864	0.287341	0.169605	0.598345	0.186012	0.184427	0.056230	0.324226	0.412639	0.140130	0.087270	0.405619	0.513769	0.169398	0.112377
13	0.108240	0.116330	0.182444	0.084809	0.551698	0.499036	0.257795	0.082744	0.291703	0.340909	0.215430	0.175652	0.234503	0.300950	0.166753	0.113600	0.139767	0.368913	0.146740	0.130607	0.513459	0.430908	0.294838	0.073986	0.225218	0.295442	0.402803	0.198206	0.530006	0.327353	0.140426	0.101972	0.223807	0.287178	0.324516	0.234354	0.620133	0.177802	0.192745	0.057456	0.343568	0.488413	0.191690	0.077802	0.337382	0.521598	0.168901	0.112686
14	0.089336	0.152001	0.185750	0.093430	0.513202	0.473142	0.272150	0.085886	0.278066	0.303814	0.235931	0.178878	0.231363	0.332123	0.171066	0.104384	0.143533	0.368044	0.125718	0.133283	0.497463	0.426110	0.303799	0.077122	0.234143	0.303441	0.419314	0.230900	0.523431	0.356889	0.153163	0.110427	0.204778	0.259034	0.340190	0.287463	0.623394	0.167219	0.202012	0.057174	0.357091	0.522417	0.241819	0.103574	0.323122	0.523882	0.168861	0.114021
15	0.147087	0.286193	0.171752	0.124943	0.514737	0.434337	0.279339	0.088939	0.238072	0.315267	0.238268	0.178039	0.229310	0.343770	0.162967	0.099783	0.145635	0.377813	0.099913	0.131203	0.485277	0.415486	0.311954	0.081063	0.250374	0.335155	0.424253	0.268190	0.529497	0.378409	0.154096	0.125197	0.226120	0.251760	0.341686	0.311467	0.621862	0.162827	0.211868	0.053952	0.357888	0.531121	0.286626	0.143339	0.310630	0.522216	0.167537	0.117714
16	0.191690	0.415386	0.153946	0.175023	0.505238	0.518639	0.271954	0.095814	0.211768	0.406281	0.238772	0.168583	0.228631	0.358597	0.155120	0.100504	0.146992	0.392063	0.072329	0.123496	0.485560	0.412529	0.323849	0.085359	0.278030	0.375045	0.425392	0.284889	0.554483	0.384967	0.155869	0.136912	0.277553	0.256246	0.353872	0.320190	0.626137	0.162913	0.215625	0.047152	0.350332	0.532568	0.335148	0.175908	0.310551	0.513022	0.154071	0.115782
17	0.205891	0.467350	0.128682	0.197413	0.514641	0.543451	0.239982	0.091442	0.200629	0.412627	0.234199	0.141001	0.229076	0.373029	0.150089	0.102706	0.146532	0.392299	0.064616	0.124237	0.478961	0.407303	0.326671	0.090187	0.311227	0.404639	0.437794	0.290772	0.560183	0.393635	0.168865	0.141511	0.326255	0.258072	0.393645	0.321582	0.629363	0.173533	0.228267	0.046091	0.329738	0.524839	0.364327	0.200780	0.308321	0.497508	0.148751	0.109013
18	0.207066	0.481888	0.139605	0.199447	0.514864	0.552678	0.226200	0.086629	0.191502	0.458750	0.236952	0.120914	0.227093	0.360755	0.142316	0.106571	0.164256	0.429702	0.065773	0.134254	0.474309	0.392948	0.319453	0.090927	0.330414	0.419574	0.449985	0.291414	0.557608	0.397396	0.197311	0.141989	0.342009	0.245355	0.487379	0.325665	0.630821	0.181192	0.233989	0.045584	0.311121	0.517721	0.362789	0.212885	0.297922	0.480200	0.152399	0.103961
19	0.214933	0.532621	0.145861	0.198721	0.469395	0.552762	0.227428	0.086547	0.188558	0.472631	0.235060	0.119161	0.228881	0.378097	0.145864	0.108138	0.202189	0.494895	0.061856	0.154194	0.498419	0.389867	0.313263	0.092638	0.334764	0.421367	0.463098	0.285908	0.555124	0.410691	0.210227	0.141834	0.340937	0.252174	0.574519	0.337944	0.633085	0.174013	0.231708	0.045940	0.308794	0.516480	0.362314	0.214614	0.283773	0.460437	0.159565	0.094248
20	0.220291	0.578243	0.146880	0.197171	0.454598	0.581700	0.210586	0.086137	0.193666	0.516770	0.226021	0.113206	0.230431	0.369295	0.146299	0.097738	0.241418	0.603757	0.067787	0.171155	0.507552	0.386120	0.328524	0.097224	0.335064	0.421509	0.481355	0.279112	0.552414	0.421481	0.209267	0.140702	0.337206	0.177316	0.609029	0.350072	0.659571	0.168837	0.227589	0.046821	0.320899	0.525223	0.381268	0.217039	0.245727	0.450733	0.167945	0.079421
21	0.229192	0.612123	0.136678	0.194431	0.447340	0.624780	0.199012	0.087792	0.210365	0.525691	0.221183	0.095145	0.206999	0.346015	0.149855	0.084644	0.273068	0.665636	0.068284	0.185389	0.504163	0.363395	0.345683	0.101695	0.333603	0.420750	0.501360	0.270885	0.540172	0.413406	0.210637	0.136855	0.357039	0.185722	0.612876	0.353872	0.637936	0.168492	0.226949	0.046575	0.327453	0.547160	0.404944	0.221965	0.231831	0.442095	0.175864	0.075666
22	0.232345	0.628592	0.130006	0.193869	0.463977	0.613110	0.183495	0.086971	0.232108	0.539156	0.231368	0.084375	0.145643	0.352964	0.155219	0.079206	0.305814	0.654368	0.082759	0.188139	0.490398	0.346657	0.353310	0.102316	0.321164	0.418013	0.511767	0.274067	0.476169	0.438936	0.211089	0.124318	0.403664	0.184084	0.612334	0.352997	0.532640	0.166169	0.223967	0.046594	0.340064	0.577832	0.453953	0.232254	0.224094	0.438393	0.167119	0.075978
23	0.232951	0.641569	0.133102	0.194730	0.448551	0.610968	0.188175	0.082591	0.244515	0.547518	0.240938	0.081152	0.159327	0.353056	0.152190	0.077670	0.343890	0.642984	0.135507	0.190322	0.486821	0.287452	0.358082	0.097216	0.298937	0.402407	0.518122	0.288221	0.410930	0.443694	0.209202	0.116269	0.436948	0.185697	0.607452	0.356265	0.445220	0.173624	0.216819	0.048002	0.363785	0.600178	0.485980	0.237487	0.198969	0.406448	0.135192	0.073062
24	0.234693	0.642968	0.136850	0.197224	0.398004	0.596673	0.188972	0.078696	0.242940	0.555442	0.229346	0.081689	0.163989	0.377742	0.127570	0.078310	0.388144	0.638229	0.198006	0.198666	0.472784	0.230469	0.355734	0.093757	0.284078	0.388057	0.497810	0.326733	0.385824	0.441595	0.198152	0.115389	0.455703	0.187449	0.610680	0.358615	0.446147	0.186265	0.215040	0.053797	0.369925	0.583253	0.491940	0.237914	0.145276	0.206230	0.124854	0.075991
25	0.243558	0.641844	0.128486	0.201376	0.389302	0.575798	0.179861	0.082049	0.233324	0.557790	0.204082	0.079097	0.172744	0.413901	0.114667	0.080365	0.430251	0.638983	0.244852	0.201700	0.362819	0.232575	0.343189	0.093383	0.278471	0.346999	0.464100	0.357129	0.319054	0.374849	0.175379	0.114725	0.461216	0.194279	0.611195	0.360044	0.446195	0.192806	0.216335	0.057537	0.359073	0.574384	0.492303	0.237417	0.150701	0.142496	0.128755	0.080960
26	0.260180	0.618708	0.121788	0.201699	0.372611	0.557775	0.171784	0.082358	0.232711	0.558228	0.186597	0.078388	0.181419	0.423599	0.108989	0.086515	0.452093	0.638725	0.284186	0.198776	0.276497	0.217486	0.323706	0.093476	0.277378	0.324925	0.418301	0.358386	0.259701	0.351981	0.161937	0.111874	0.461193	0.209807	0.589167	0.345575	0.443297	0.195692	0.216892	0.059930	0.342791	0.545886	0.490048	0.239430	0.150142	0.107001	0.134477	0.079885
27	0.236771	0.557331	0.136979	0.183991	0.358926	0.550536	0.144957	0.078519	0.232547	0.533702	0.187320	0.078633	0.199197	0.414090	0.103418	0.087878	0.453890	0.636567	0.294759	0.197281	0.263605	0.187431	0.294760	0.092113	0.270018	0.333526	0.400142	0.339642	0.268899	0.316552	0.152912	0.101091	0.460392	0.218649	0.575769	0.299404	0.435622	0.188608	0.218022	0.059832	0.336379	0.539522	0.483060	0.244341	0.154263	0.100170	0.141425	0.077827
28	0.209291	0.479534	0.174219	0.144776	0.366558	0.549264	0.127124	0.070370	0.220542	0.465546	0.199730	0.085749	0.202215	0.403399	0.098933	0.088234	0.503306	0.648218	0.296790	0.199379	0.263768	0.131730	0.278213	0.089205	0.253862	0.306063	0.420656	0.310090	0.258077	0.313680	0.151856	0.083542	0.454741	0.219485	0.578825	0.253303	0.409077	0.182955	0.224836	0.057587	0.350883	0.497602	0.465943	0.259008	0.155596	0.300914	0.143244	0.074260
29	0.228578	0.448587	0.173199	0.125733	0.379430	0.477235	0.126830	0.063183	0.209364	0.457939	0.230151	0.108824	0.201621	0.394449	0.098226	0.084621	0.624397	0.669025	0.298767	0.206589	0.261242	0.124543	0.265139	0.087136	0.225780	0.257213	0.452958	0.294312	0.212968	0.323219	0.149815	0.071202	0.441280	0.219257	0.590121	0.234155	0.378067	0.181176	0.223174	0.056902	0.369338	0.495259	0.451361	0.268872	0.178679	0.345075	0.144882	0.070166
30	0.264354	0.420425	0.186911	0.124772	0.382402	0.433696	0.127102	0.059146	0.204329	0.414107	0.243464	0.134551	0.196965	0.371089	0.100401	0.083681	0.681071	0.699022	0.326530	0.212679	0.252574	0.122342	0.247483	0.082189	0.178342	0.208245	0.467852	0.300424	0.201473	0.331929	0.128925	0.068183	0.401644	0.209385	0.586564	0.241066	0.379205	0.182212	0.219701	0.057305	0.374345	0.494267	0.434862	0.270388	0.187114	0.413285	0.151676	0.068883
31	0.279896	0.348819	0.238063	0.123189	0.370981	0.404688	0.132997	0.063094	0.201568	0.394964	0.246720	0.149860	0.196632	0.337030	0.111115	0.085275	0.733128	0.730498	0.357386	0.215248	0.243247	0.123876	0.226955	0.078002	0.137531	0.178624	0.467340	0.312610	0.196118	0.367003	0.083640	0.067360	0.366323	0.209317	0.563986	0.253990	0.379872	0.183182	0.201448	0.057587	0.378084	0.487198	0.409419	0.265787	0.205515	0.450024	0.145814	0.070607
32	0.279048	0.271224	0.272063	0.120699	0.377404	0.393427	0.123266	0.066009	0.200280	0.324050	0.250098	0.161158	0.199676	0.301704	0.126704	0.088754	0.763256	0.733576	0.374469	0.215920	0.241455	0.125601	0.211173	0.070663	0.128798	0.174349	0.455199	0.324233	0.181013	0.353844	0.065382	0.071000	0.358587	0.206687	0.475265	0.250947	0.367205	0.184024	0.179771	0.056864	0.380827	0.475311	0.391724	0.262730	0.225174	0.460006	0.136474	0.072620
33	0.275686	0.229983	0.275176	0.123083	0.373229	0.383489	0.120800	0.066772	0.181115	0.238156	0.240570	0.166359	0.202019	0.319637	0.133119	0.096216	0.770844	0.731605	0.385872	0.217392	0.238127	0.126572	0.208653	0.069007	0.125425	0.174489	0.430713	0.336153	0.176099	0.344286	0.059346	0.075499	0.371809	0.177179	0.377532	0.234035	0.369740	0.179418	0.156114	0.054964	0.379959	0.465986	0.391481	0.261491	0.241562	0.469579	0.130606	0.072920
34	0.282590	0.195723	0.275595	0.132652	0.367113	0.216398	0.122845	0.066338	0.142923	0.188358	0.229020	0.165063	0.171950	0.322251	0.133725	0.104001	0.772260	0.728843	0.396921	0.215666	0.202183	0.126820	0.207183	0.068174	0.125760	0.177418	0.403722	0.342357	0.177630	0.342058	0.057168	0.073060	0.392735	0.166191	0.352666	0.214241	0.344349	0.175968	0.150147	0.055254	0.360480	0.464314	0.386111	0.262037	0.241755	0.483657	0.117434	0.072734
35	0.300010	0.165970	0.279864	0.144052	0.364554	0.165439	0.129949	0.064836	0.121789	0.212605	0.224925	0.168814	0.172732	0.309442	0.126915	0.109564	0.766273	0.700153	0.407953	0.207258	0.123232	0.126354	0.185771	0.063425	0.130519	0.175656	0.392306	0.337712	0.178975	0.289283	0.053845	0.071919	0.386288	0.159531	0.403111	0.203268	0.313431	0.200547	0.155568	0.056722	0.340576	0.451955	0.373802	0.260146	0.241179	0.489938	0.109406	0.071400
36	0.320156	0.162083	0.285677	0.155687	0.325155	0.171254	0.141437	0.066663	0.156921	0.265018	0.215338	0.173473	0.153656	0.308764	0.122772	0.109699	0.755931	0.639505	0.417223	0.191528	0.113202	0.125403	0.143239	0.060712	0.122395	0.175142	0.374031	0.322942	0.175921	0.304635	0.053615	0.069114	0.343825	0.162786	0.458528	0.194241	0.235651	0.229878	0.159570	0.056217	0.348143	0.445678	0.375315	0.271127	0.249857	0.517190	0.110600	0.070591
37	0.318606	0.163905	0.289142	0.157550	0.294280	0.178884	0.141507	0.069486	0.194081	0.267098	0.226585	0.189087	0.149831	0.282576	0.120086	0.108456	0.746341	0.523681	0.421509	0.175466	0.099714	0.120335	0.102892	0.052006	0.161210	0.237575	0.352548	0.283758	0.166297	0.306232	0.055641	0.068573	0.301268	0.164267	0.508316	0.187505	0.259493	0.335135	0.160611	0.056287	0.359604	0.447301	0.355768	0.297628	0.278226	0.523329	0.113963	0.068712
38	0.294176	0.162823	0.292972	0.146693	0.293239	0.236434	0.144288	0.070711	0.197224	0.268258	0.246610	0.206634	0.142370	0.245569	0.120532	0.108383	0.736694	0.480377	0.422550	0.158126	0.135691	0.113234	0.089845	0.053864	0.251940	0.386981	0.347728	0.245612	0.163802	0.328171	0.063366	0.068263	0.294695	0.172591	0.512572	0.186722	0.286964	0.346062	0.162186	0.056390	0.350122	0.427674	0.352440	0.330907	0.291747	0.550956	0.116030	0.061324
39	0.287508	0.153937	0.297090	0.144184	0.297473	0.271591	0.142280	0.071009	0.197433	0.267983	0.256712	0.214166	0.136836	0.232379	0.120987	0.104541	0.721681	0.427425	0.418191	0.150163	0.173623	0.112367	0.121939	0.053439	0.305051	0.528256	0.347738	0.227670	0.154444	0.338648	0.065050	0.069905	0.325854	0.200216	0.496951	0.190245	0.300543	0.345670	0.162745	0.060748	0.351453	0.433926	0.377175	0.365246	0.360579	0.560510	0.108508	0.059667
40	0.301421	0.194415	0.303865	0.193187	0.297941	0.300896	0.142885	0.073622	0.197901	0.293989	0.264625	0.211543	0.097903	0.295261	0.120765	0.100915	0.703806	0.426860	0.405691	0.137225	0.192108	0.058546	0.158126	0.051633	0.317743	0.602176	0.350315	0.231599	0.157168	0.336639	0.067457	0.069860	0.361784	0.208710	0.494843	0.190612	0.289796	0.342190	0.160141	0.062330	0.351639	0.433813	0.386081	0.383848	0.366093	0.561194	0.100456	0.059193
41	0.350900	0.278712	0.315448	0.279525	0.286679	0.314234	0.141231	0.079914	0.215128	0.337694	0.267011	0.220313	0.148936	0.294763	0.122793	0.100792	0.676919	0.424100	0.383390	0.127159	0.198316	0.048144	0.176334	0.051410	0.322221	0.622454	0.335110	0.239263	0.165970	0.318324	0.088275	0.065567	0.379504	0.209126	0.499605	0.198020	0.290152	0.338726	0.155377	0.065091	0.345780	0.430699	0.388544	0.387347	0.370201	0.528609	0.099010	0.058038
42	0.393122	0.306296	0.317723	0.350383	0.225177	0.302129	0.135245	0.085791	0.256207	0.342602	0.258939	0.211646	0.176392	0.306655	0.123026	0.105043	0.651759	0.423807	0.359685	0.126579	0.198024	0.045667	0.187113	0.051467	0.324348	0.654311	0.309805	0.236899	0.159533	0.303317	0.101578	0.061564	0.381272	0.217199	0.505607	0.210691	0.331193	0.343663	0.161740	0.065377	0.339536	0.420669	0.400089	0.383911	0.365324	0.484008	0.105023	0.056715
43	0.400214	0.319403	0.273748	0.395095	0.223614	0.302926	0.129552	0.085871	0.274620	0.351197	0.270067	0.200812	0.212223	0.367889	0.121112	0.114940	0.643098	0.427885	0.333992	0.127094	0.225486	0.045030	0.186566	0.052254	0.326176	0.705941	0.288791	0.233093	0.164507	0.268387	0.109632	0.058756	0.402685	0.343823	0.498800	0.212727	0.337477	0.350443	0.169786	0.064317	0.325412	0.424564	0.401133	0.373796	0.350059	0.466472	0.110389	0.057170
44	0.406772	0.349913	0.263862	0.401222	0.340017	0.304981	0.125461	0.080469	0.297399	0.390380	0.278993	0.192338	0.213683	0.374490	0.123697	0.119679	0.648667	0.440663	0.330396	0.125851	0.284759	0.046893	0.189261	0.057464	0.335843	0.707563	0.253925	0.215338	0.172561	0.230106	0.109722	0.058596	0.423894	0.510267	0.490582	0.204982	0.368639	0.354938	0.160346	0.063374	0.322744	0.471909	0.389605	0.360699	0.343953	0.403135	0.106024	0.053698
