	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_01.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_02.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_03.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_04.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_05.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_06.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_07.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_08.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_09.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d	119_F_P_sh_L_ND_A_10.c3d
7	0.202859	0.517626	0.552174	0.459536	0.269480	0.455529	0.332493	0.121955	0.347907	0.404507	0.461447	0.399535	0.332945	0.690036	0.401199	0.174424	0.175625	0.480747	0.491107	0.376019	0.499178	0.393229	0.607688	0.401828	0.244489	0.474559	0.488602	0.514247	0.385122	0.378039	0.313455	0.397318	0.305349	0.508381	0.497532	0.132530	0.205642	0.412283	0.264551	0.072733	0.254054	0.660156	0.391182	0.310326	0.756899	0.372152	0.773914	0.157130	0.245436	0.501252	0.480525	0.591539	0.239494	0.202867	0.361774	0.336451	0.305051	0.711046	0.457805	0.348590	0.260377	0.294146	0.268315	0.050962	0.275220	0.491843	0.404054	0.547036	0.403289	0.455893	0.312186	0.427405	0.230444	0.323046	0.335702	0.081214	0.216111	0.507886	0.709798	0.179525
8	0.197107	0.526927	0.504746	0.441859	0.270669	0.444652	0.324452	0.091342	0.256909	0.504968	0.371357	0.488173	0.338012	0.696455	0.471505	0.179812	0.178169	0.494314	0.483073	0.368162	0.495036	0.381018	0.611230	0.395181	0.244402	0.462784	0.507089	0.519004	0.346016	0.414774	0.311510	0.396518	0.338027	0.514752	0.544032	0.176917	0.242031	0.439753	0.260781	0.070956	0.264761	0.717668	0.390311	0.305837	0.757462	0.424724	0.769713	0.155567	0.254973	0.492836	0.522130	0.610516	0.250914	0.214986	0.368089	0.344409	0.328734	0.662361	0.459277	0.349134	0.285546	0.291321	0.294879	0.054743	0.300561	0.495016	0.424245	0.580048	0.321389	0.542654	0.384037	0.434074	0.245637	0.321089	0.317398	0.090130	0.213700	0.463498	0.706251	0.175854
9	0.183465	0.529368	0.468839	0.421339	0.270916	0.426683	0.322542	0.073247	0.224162	0.552950	0.331752	0.538606	0.316935	0.680848	0.481849	0.194676	0.180944	0.493180	0.447622	0.351756	0.498617	0.381945	0.607831	0.409005	0.266509	0.458988	0.511170	0.506131	0.343519	0.429971	0.329878	0.395839	0.348875	0.507359	0.540208	0.232323	0.252940	0.448345	0.281169	0.071077	0.266445	0.734998	0.387256	0.293896	0.756118	0.500790	0.768271	0.155404	0.299096	0.543827	0.529728	0.612409	0.256717	0.163078	0.371202	0.344685	0.325017	0.646468	0.471807	0.359885	0.290171	0.293413	0.306008	0.058205	0.328653	0.429704	0.494476	0.648305	0.284658	0.543599	0.396177	0.437777	0.253431	0.335738	0.353763	0.097176	0.216523	0.394471	0.677199	0.170457
10	0.182311	0.533249	0.448422	0.412413	0.256308	0.407178	0.331768	0.067351	0.225584	0.533898	0.344236	0.547509	0.375562	0.619042	0.459835	0.214710	0.189470	0.496583	0.359999	0.284054	0.493531	0.387362	0.598087	0.412676	0.340553	0.402435	0.510962	0.521337	0.357790	0.417024	0.322914	0.383737	0.338438	0.461410	0.534209	0.270598	0.241082	0.461541	0.299221	0.066169	0.266564	0.752112	0.420437	0.287668	0.751225	0.499182	0.767119	0.155491	0.318767	0.579296	0.526642	0.612840	0.259034	0.150635	0.373388	0.344413	0.324189	0.603683	0.454968	0.360438	0.274032	0.323088	0.357548	0.060880	0.324744	0.427339	0.562011	0.688005	0.285194	0.556111	0.361342	0.402597	0.223023	0.352578	0.373763	0.098613	0.247333	0.355518	0.620869	0.157075
11	0.185160	0.530751	0.452051	0.406935	0.256026	0.346715	0.330220	0.066091	0.201410	0.521985	0.424940	0.545410	0.540705	0.568057	0.476165	0.245569	0.192008	0.505973	0.264226	0.176221	0.492014	0.383845	0.605211	0.427698	0.395780	0.336241	0.530130	0.540769	0.298709	0.462781	0.321915	0.347589	0.332589	0.465664	0.572340	0.285223	0.229375	0.570262	0.294056	0.056168	0.259787	0.771644	0.400125	0.288080	0.693067	0.474085	0.767891	0.155082	0.332623	0.584833	0.513724	0.612244	0.255739	0.156275	0.360967	0.344806	0.399884	0.651907	0.449026	0.363835	0.258842	0.385310	0.360241	0.060726	0.316701	0.439436	0.641183	0.697323	0.289671	0.551386	0.367679	0.345468	0.214573	0.356219	0.360120	0.101354	0.266711	0.418503	0.634660	0.150196
12	0.186995	0.576617	0.457756	0.401325	0.254242	0.313310	0.293526	0.062479	0.198355	0.511506	0.476128	0.554452	0.728111	0.562829	0.829626	0.232968	0.218579	0.482394	0.261146	0.146142	0.490637	0.393301	0.609362	0.453010	0.394549	0.312329	0.548879	0.546449	0.293508	0.459725	0.322239	0.329583	0.347509	0.464293	0.598677	0.287852	0.228661	0.631131	0.330281	0.047709	0.258817	0.745445	0.390209	0.289441	0.653885	0.485604	0.731978	0.152345	0.331932	0.592681	0.504109	0.613190	0.257430	0.182746	0.348259	0.340916	0.419667	0.667916	0.446201	0.363434	0.247211	0.391539	0.348109	0.053927	0.320687	0.438095	0.709663	0.700512	0.290916	0.541025	0.379890	0.323438	0.276917	0.367368	0.366020	0.156215	0.246310	0.439154	0.711920	0.160815
13	0.205522	0.610753	0.473308	0.395044	0.251785	0.273777	0.252658	0.060235	0.207262	0.503736	0.492556	0.569606	0.925187	0.376510	0.856912	0.227388	0.273154	0.427100	0.253462	0.143628	0.492385	0.426250	0.590600	0.475524	0.428675	0.264849	0.556414	0.562069	0.288668	0.481454	0.353673	0.328464	0.350554	0.460590	0.582205	0.313218	0.227800	0.655902	0.356432	0.044602	0.266122	0.721579	0.398171	0.282751	0.616134	0.485637	0.585908	0.132276	0.332427	0.604920	0.504700	0.613919	0.257340	0.188541	0.349161	0.323928	0.413210	0.663189	0.450104	0.360613	0.222261	0.386126	0.341552	0.052913	0.318619	0.477641	0.720916	0.735626	0.291245	0.632561	0.419803	0.320889	0.368402	0.388913	0.373796	0.206847	0.268572	0.424095	0.687613	0.159256
14	0.232362	0.606552	0.478694	0.388092	0.239524	0.288872	0.249122	0.060665	0.204311	0.488230	0.505876	0.587139	0.931176	0.368142	0.883490	0.275009	0.277485	0.418361	0.305534	0.145716	0.492304	0.403437	0.553944	0.492291	0.472698	0.270799	0.550760	0.564886	0.314725	0.526035	0.362617	0.276844	0.367403	0.437072	0.574411	0.341982	0.228162	0.653129	0.357967	0.044732	0.262678	0.722996	0.369707	0.237596	0.619017	0.509518	0.521399	0.102615	0.342512	0.631116	0.502861	0.597850	0.258538	0.213147	0.340894	0.263971	0.439782	0.648892	0.475885	0.360122	0.223368	0.384397	0.337816	0.052201	0.326984	0.514401	0.728122	0.778439	0.334056	0.693328	0.510609	0.271137	0.410013	0.397170	0.487347	0.214551	0.263574	0.446841	0.633437	0.137689
15	0.225440	0.609572	0.482531	0.388032	0.237366	0.288696	0.247796	0.061293	0.200277	0.483350	0.539405	0.620727	0.937696	0.457664	0.919683	0.276999	0.304535	0.421830	0.398618	0.151138	0.486523	0.405481	0.497283	0.496731	0.479160	0.320017	0.568972	0.585294	0.360995	0.598371	0.355946	0.195406	0.375718	0.431137	0.569423	0.379946	0.233801	0.648513	0.356728	0.043466	0.267485	0.708397	0.376602	0.215371	0.608667	0.521015	0.528934	0.092527	0.342382	0.634523	0.482082	0.547199	0.251898	0.298533	0.324816	0.202783	0.481005	0.708547	0.480625	0.386990	0.220650	0.390794	0.336791	0.049951	0.328814	0.584698	0.758424	0.825803	0.408628	0.679989	0.538982	0.180582	0.417203	0.469445	0.607624	0.214534	0.260889	0.482978	0.624701	0.121431
16	0.233880	0.601004	0.455697	0.360785	0.248395	0.296323	0.226570	0.062120	0.199401	0.457681	0.563901	0.672201	0.937292	0.469847	0.937005	0.342743	0.317239	0.415887	0.403992	0.160861	0.400628	0.430333	0.453386	0.493339	0.478514	0.336281	0.576893	0.586057	0.363280	0.626274	0.355958	0.145597	0.373193	0.454815	0.604651	0.438430	0.234414	0.642356	0.400122	0.054021	0.268627	0.700953	0.420266	0.245122	0.593699	0.485191	0.596057	0.098919	0.347036	0.639836	0.487557	0.520846	0.218062	0.297445	0.340445	0.179649	0.498110	0.819254	0.494968	0.394022	0.220993	0.378571	0.333477	0.048849	0.332136	0.648347	0.802853	0.843951	0.409143	0.636678	0.552257	0.148853	0.513470	0.687803	0.725099	0.225680	0.263677	0.498875	0.599396	0.109702
17	0.213467	0.597534	0.392946	0.295696	0.257407	0.315108	0.221033	0.066411	0.229710	0.451719	0.572799	0.685811	0.931224	0.463260	0.924346	0.510145	0.325381	0.518570	0.403213	0.157436	0.333876	0.464141	0.463264	0.486486	0.479022	0.343632	0.568247	0.582542	0.374395	0.650619	0.361674	0.129417	0.380802	0.516032	0.665461	0.464403	0.210736	0.628693	0.424927	0.059931	0.273240	0.691316	0.414166	0.257921	0.598384	0.466585	0.621054	0.103855	0.347628	0.625821	0.488397	0.520548	0.198678	0.297191	0.355565	0.172097	0.498183	0.851133	0.512587	0.387161	0.220560	0.362865	0.339326	0.046880	0.349526	0.698041	0.838387	0.827624	0.409230	0.635935	0.605160	0.146141	0.687568	0.827536	0.796736	0.274328	0.277133	0.574465	0.579002	0.094299
18	0.201958	0.625447	0.318085	0.213039	0.270829	0.322714	0.263730	0.082521	0.243413	0.453551	0.592698	0.686329	0.929158	0.463184	0.926230	0.635686	0.310704	0.480531	0.393042	0.154878	0.359169	0.512139	0.445671	0.480152	0.468877	0.320795	0.539410	0.561718	0.373484	0.618584	0.376335	0.130495	0.427662	0.530770	0.670503	0.468977	0.242017	0.636816	0.453094	0.072668	0.252921	0.794788	0.419964	0.260977	0.566947	0.466746	0.603616	0.097988	0.345403	0.592275	0.481883	0.511778	0.194373	0.291215	0.305794	0.142683	0.498850	0.853059	0.596372	0.403522	0.233435	0.362932	0.343360	0.050851	0.349333	0.734751	0.850071	0.782564	0.448825	0.595344	0.617940	0.143821	0.768754	0.872325	0.807764	0.332623	0.279252	0.583601	0.568215	0.092715
19	0.205311	0.567909	0.265010	0.149308	0.289403	0.317342	0.257672	0.086787	0.236155	0.441208	0.587474	0.676387	0.860098	0.458374	0.932880	0.689139	0.310460	0.456622	0.384125	0.147515	0.362415	0.556156	0.463078	0.463882	0.473557	0.380182	0.547926	0.531282	0.370333	0.598856	0.369704	0.154281	0.453258	0.525331	0.669306	0.467866	0.279561	0.635840	0.452456	0.076116	0.269069	0.927753	0.420988	0.255839	0.521970	0.458654	0.605387	0.097970	0.351046	0.563667	0.479369	0.489568	0.157471	0.290689	0.246920	0.110530	0.497310	0.907713	0.613724	0.408713	0.213449	0.356506	0.349128	0.055589	0.384918	0.745862	0.841898	0.780658	0.464570	0.504404	0.582627	0.122117	0.771655	0.864709	0.902777	0.337577	0.278041	0.596664	0.568763	0.094496
20	0.202681	0.535855	0.260317	0.132451	0.286198	0.317375	0.254910	0.086797	0.219338	0.431970	0.584176	0.615206	0.792104	0.462047	0.761191	0.824316	0.309338	0.450089	0.389170	0.139209	0.427307	0.558849	0.500445	0.430895	0.475902	0.391190	0.577606	0.537161	0.363936	0.576343	0.359570	0.155998	0.441596	0.543839	0.690945	0.471930	0.262969	0.634038	0.486752	0.085740	0.276885	0.915546	0.423595	0.242774	0.516041	0.455284	0.620005	0.101816	0.340463	0.493420	0.483229	0.460454	0.129518	0.279718	0.258799	0.059763	0.494692	0.923425	0.616550	0.409078	0.206011	0.399540	0.331966	0.055059	0.447316	0.763859	0.839322	0.821117	0.451340	0.499083	0.576288	0.100637	0.771807	0.874230	0.990832	0.360159	0.279265	0.586622	0.570112	0.095549
21	0.243689	0.559899	0.271367	0.131473	0.312274	0.326699	0.240430	0.086853	0.214458	0.334953	0.618286	0.541631	0.615094	0.422854	0.558528	0.931189	0.317053	0.458373	0.434112	0.141258	0.443539	0.562758	0.496752	0.398637	0.449667	0.394178	0.755804	0.553420	0.351929	0.566389	0.344630	0.146561	0.440746	0.551690	0.712401	0.482951	0.269540	0.621472	0.543481	0.100923	0.302306	0.912625	0.424627	0.215169	0.517421	0.338767	0.624713	0.105081	0.319045	0.458551	0.497356	0.426865	0.129429	0.276762	0.265612	0.054619	0.497104	0.920102	0.621370	0.405001	0.246951	0.391829	0.389802	0.055737	0.478970	0.971276	0.874380	0.890216	0.456830	0.500009	0.573519	0.093573	0.777115	0.954814	1.060868	0.385984	0.274124	0.603280	0.569993	0.096840
