	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_1.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_10.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_2.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_3.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_4.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_5.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d	123_F_P_sh_R_D_A_7.c3d
7	0.191366	0.115921	0.173559	0.325523	0.265919	0.622863	0.193440	0.248393	0.117574	0.201024	0.153829	0.215473	0.365974	0.330716	0.272027	0.226818	0.166677	0.163724	0.219617	0.252348	0.323929	0.321126	0.402077	0.428650	0.574693	0.248311	0.330967	0.373839	0.509426	0.303342	0.277783	0.502970	0.129980	0.128439	0.281682	0.584052	0.321332	0.486695	0.215124	0.264688	0.228111	0.138240	0.148716	0.194037	0.250899	0.258810	0.228447	0.218217	0.201061	0.103714	0.283352	0.262900	0.449502	0.121846	0.163105	0.154117
8	0.208057	0.129374	0.167125	0.330474	0.265892	0.630595	0.194940	0.252521	0.136288	0.210181	0.168096	0.203685	0.364283	0.352216	0.270272	0.220334	0.156585	0.164995	0.217276	0.249988	0.341816	0.328708	0.403067	0.434632	0.556202	0.260444	0.329184	0.365672	0.509854	0.307578	0.280402	0.494879	0.129428	0.115264	0.253413	0.596293	0.326470	0.472769	0.232103	0.266393	0.234335	0.128837	0.158864	0.180765	0.223537	0.242709	0.229780	0.206230	0.211706	0.097232	0.281541	0.284453	0.462025	0.117752	0.154689	0.148003
9	0.223010	0.172455	0.165628	0.313931	0.264664	0.626923	0.182046	0.208693	0.136711	0.218280	0.188263	0.220736	0.366385	0.356469	0.264570	0.219261	0.161530	0.165692	0.236321	0.245045	0.352891	0.332281	0.413521	0.452279	0.540463	0.268382	0.318847	0.363770	0.494198	0.298299	0.252508	0.473478	0.126944	0.120122	0.235870	0.584659	0.323598	0.460499	0.251948	0.258915	0.243781	0.116923	0.164951	0.166518	0.203252	0.231217	0.222442	0.203839	0.224489	0.095011	0.282652	0.289017	0.461087	0.117897	0.146129	0.147953
10	0.231750	0.196482	0.162072	0.289324	0.252859	0.623514	0.179434	0.167093	0.138997	0.226055	0.240381	0.216883	0.395036	0.354899	0.258622	0.217248	0.161327	0.165597	0.240161	0.235056	0.374070	0.336169	0.442254	0.468649	0.572519	0.272590	0.304244	0.360826	0.474275	0.285216	0.243600	0.466455	0.121361	0.141965	0.259100	0.559859	0.344645	0.358737	0.261755	0.253914	0.258227	0.109434	0.167944	0.154941	0.201662	0.225089	0.222702	0.203605	0.234649	0.129840	0.287765	0.301361	0.454992	0.118008	0.147507	0.148490
11	0.236031	0.217562	0.146580	0.283318	0.176362	0.615844	0.169402	0.208496	0.143124	0.233136	0.233488	0.209248	0.398402	0.350076	0.246934	0.217102	0.154402	0.164263	0.235809	0.228191	0.391540	0.341441	0.475572	0.476215	0.640147	0.270495	0.297681	0.358071	0.465601	0.282131	0.244538	0.469560	0.118150	0.165561	0.278118	0.497168	0.373430	0.351257	0.263166	0.253702	0.272815	0.104843	0.169360	0.154590	0.200010	0.217729	0.222412	0.199377	0.232003	0.163793	0.295258	0.299354	0.447067	0.118027	0.146174	0.146742
12	0.234354	0.223060	0.139927	0.284071	0.177141	0.571181	0.160574	0.249880	0.152888	0.245650	0.231749	0.204200	0.379562	0.348216	0.252047	0.210144	0.151303	0.161977	0.234729	0.218382	0.398755	0.350417	0.478357	0.476306	0.713089	0.253048	0.306960	0.363818	0.465319	0.284483	0.257035	0.457686	0.114816	0.173050	0.274621	0.429757	0.380759	0.347355	0.252586	0.271578	0.283511	0.103477	0.171389	0.144536	0.199322	0.218118	0.235223	0.195892	0.213865	0.166107	0.280609	0.302284	0.441473	0.117955	0.157997	0.135920
13	0.232415	0.249968	0.144489	0.283982	0.181880	0.515966	0.162822	0.268116	0.175255	0.268515	0.228994	0.206416	0.368692	0.369578	0.224814	0.201435	0.167939	0.159550	0.233851	0.217629	0.400612	0.346563	0.504201	0.477968	0.793188	0.224547	0.318854	0.369459	0.468136	0.284480	0.285865	0.431713	0.122273	0.175170	0.269237	0.379256	0.385519	0.325234	0.242584	0.245400	0.289028	0.096843	0.198729	0.153327	0.195943	0.218269	0.235030	0.194688	0.186124	0.165405	0.277688	0.304042	0.439290	0.120997	0.169725	0.138107
14	0.231082	0.307300	0.133161	0.283088	0.172437	0.370308	0.196244	0.252952	0.182044	0.293566	0.233674	0.222393	0.374881	0.401723	0.255078	0.197462	0.191549	0.153702	0.233017	0.195205	0.399691	0.324094	0.520529	0.479154	0.892795	0.214986	0.319975	0.365785	0.453056	0.281266	0.303548	0.375012	0.134455	0.185304	0.270468	0.360924	0.384457	0.300152	0.246967	0.248236	0.287772	0.094296	0.241126	0.167113	0.181499	0.219537	0.215326	0.185974	0.182040	0.166320	0.241738	0.291380	0.438964	0.127374	0.173652	0.152409
15	0.227543	0.342931	0.127504	0.276182	0.275103	0.258866	0.201749	0.247745	0.190860	0.284170	0.236415	0.233228	0.373864	0.408703	0.315440	0.204151	0.193910	0.143737	0.232538	0.156401	0.404005	0.312413	0.520245	0.485667	0.919264	0.213624	0.315703	0.364356	0.424518	0.274437	0.283622	0.309396	0.157136	0.192280	0.277700	0.357282	0.374800	0.234835	0.269710	0.266878	0.282123	0.094526	0.285612	0.185803	0.169957	0.216343	0.202967	0.176983	0.190845	0.168495	0.182419	0.279103	0.438468	0.128138	0.178056	0.151310
16	0.222784	0.357676	0.115581	0.258261	0.425522	0.249857	0.249458	0.268122	0.194227	0.267595	0.241902	0.244609	0.336991	0.424608	0.322118	0.190947	0.195876	0.127914	0.232042	0.142898	0.414039	0.304391	0.519971	0.485884	0.893066	0.213468	0.312946	0.362909	0.383716	0.261298	0.278718	0.271478	0.189851	0.198819	0.293960	0.354151	0.368076	0.229144	0.268093	0.243480	0.270463	0.091998	0.289205	0.204780	0.155932	0.209086	0.214686	0.171441	0.204619	0.173452	0.181328	0.286364	0.438247	0.125121	0.163768	0.156405
17	0.229246	0.371060	0.112015	0.249417	0.521151	0.261370	0.232117	0.292906	0.197830	0.263927	0.240845	0.235200	0.294135	0.418195	0.315982	0.175915	0.199709	0.109417	0.230529	0.152529	0.429893	0.297665	0.516505	0.483936	0.888995	0.216180	0.312630	0.359379	0.339263	0.257920	0.292103	0.265257	0.230755	0.198305	0.300234	0.350628	0.370416	0.230145	0.248808	0.239254	0.249888	0.092464	0.297037	0.210769	0.151506	0.202764	0.238887	0.173951	0.212099	0.184077	0.180482	0.286732	0.429851	0.116801	0.154025	0.168474
18	0.238433	0.378285	0.132846	0.248390	0.552561	0.261137	0.237664	0.326127	0.212855	0.266310	0.240562	0.224891	0.279527	0.382404	0.308686	0.169309	0.201217	0.092590	0.198863	0.159143	0.450138	0.287793	0.505812	0.483974	0.968406	0.222466	0.322102	0.375529	0.319015	0.261724	0.320391	0.253490	0.253955	0.195006	0.303988	0.320924	0.377150	0.231699	0.239699	0.232449	0.228614	0.093289	0.306366	0.212068	0.145460	0.195484	0.271259	0.177921	0.203664	0.198986	0.149469	0.215584	0.400106	0.120013	0.173095	0.172880
19	0.239239	0.381459	0.148412	0.248871	0.667129	0.264130	0.270152	0.334644	0.219891	0.267035	0.250957	0.254698	0.287027	0.378317	0.272059	0.156082	0.205833	0.091308	0.172628	0.151952	0.459575	0.278004	0.526736	0.489597	1.100296	0.223214	0.326378	0.391426	0.331658	0.266080	0.325122	0.219652	0.253106	0.191479	0.305495	0.290303	0.379987	0.251626	0.235821	0.240830	0.216923	0.092045	0.307055	0.216553	0.151228	0.187387	0.301112	0.164800	0.190966	0.206170	0.142295	0.179100	0.375986	0.120473	0.193229	0.181963
20	0.239456	0.383117	0.152161	0.248038	0.902473	0.266947	0.286408	0.336796	0.206142	0.267834	0.255588	0.323859	0.295517	0.376337	0.269150	0.148696	0.228536	0.104002	0.167869	0.133242	0.459219	0.274308	0.545941	0.503599	1.210859	0.215069	0.309510	0.386687	0.339769	0.254048	0.312405	0.193453	0.251525	0.188468	0.305498	0.279477	0.352390	0.243177	0.226263	0.239613	0.214730	0.092307	0.306983	0.217031	0.153828	0.175909	0.315753	0.165309	0.174664	0.199745	0.138685	0.178514	0.360057	0.120968	0.204624	0.183630
21	0.242648	0.383435	0.152721	0.238134	1.042345	0.275665	0.300236	0.330276	0.185805	0.265103	0.242973	0.327482	0.296764	0.371940	0.270307	0.167549	0.239185	0.111099	0.139869	0.135536	0.457829	0.273803	0.546643	0.509964	1.269911	0.201677	0.312608	0.346165	0.317380	0.243901	0.307307	0.175952	0.266705	0.186215	0.303885	0.238197	0.327250	0.255902	0.187615	0.225752	0.221995	0.092326	0.303967	0.227715	0.144355	0.167121	0.377747	0.182465	0.160517	0.188072	0.125306	0.186316	0.331463	0.123074	0.223496	0.183798
22	0.242823	0.384540	0.148900	0.206738	1.064115	0.281614	0.315346	0.299538	0.185098	0.271533	0.248435	0.365194	0.299055	0.356602	0.270926	0.174248	0.243342	0.111555	0.140042	0.149142	0.457361	0.275521	0.540234	0.488216	1.294483	0.185716	0.305665	0.302882	0.258111	0.228007	0.335459	0.182815	0.291521	0.185504	0.302450	0.190754	0.405869	0.263008	0.187558	0.199334	0.231745	0.094504	0.293925	0.229922	0.127896	0.160107	0.383541	0.191622	0.154767	0.185646	0.106112	0.202898	0.323392	0.135319	0.232741	0.184170
23	0.223680	0.384695	0.144756	0.171333	1.090066	0.284635	0.342755	0.273674	0.184511	0.276349	0.209967	0.399699	0.294292	0.362723	0.289945	0.174374	0.243979	0.115933	0.145222	0.162989	0.458416	0.277444	0.580477	0.445732	1.295563	0.174807	0.290160	0.291485	0.216154	0.207633	0.344898	0.188950	0.320364	0.185777	0.302160	0.187429	0.451575	0.328042	0.268890	0.217254	0.236327	0.096418	0.286427	0.212454	0.103840	0.152284	0.381047	0.195008	0.159650	0.232354	0.105815	0.201119	0.312405	0.162430	0.239886	0.184724
24	0.208300	0.381860	0.150493	0.154367	1.134039	0.304114	0.322691	0.275838	0.180497	0.280987	0.190423	0.417809	0.246020	0.367807	0.296302	0.174713	0.245607	0.122510	0.149899	0.175242	0.460557	0.276801	0.612276	0.415596	1.295499	0.159277	0.280814	0.291928	0.206921	0.214719	0.386035	0.191991	0.341619	0.188321	0.303224	0.152558	0.438118	0.338356	0.359753	0.214191	0.231074	0.096233	0.279314	0.210345	0.126465	0.151555	0.375575	0.205602	0.162400	0.234285	0.107237	0.203129	0.276745	0.177899	0.265382	0.181897
25	0.199191	0.371578	0.155749	0.145555	1.151098	0.314057	0.325196	0.279190	0.182598	0.284961	0.193145	0.435966	0.229486	0.378878	0.295411	0.181465	0.248097	0.124314	0.154280	0.184179	0.461904	0.271522	0.617438	0.396390	1.309195	0.139997	0.282349	0.293452	0.204581	0.211239	0.397589	0.193492	0.345176	0.187080	0.293007	0.102715	0.419931	0.378421	0.365736	0.210704	0.222311	0.102235	0.276640	0.210333	0.150450	0.151337	0.372229	0.224080	0.163229	0.235145	0.106946	0.213054	0.207901	0.225099	0.283226	0.176087
26	0.187474	0.351826	0.159209	0.148278	1.116357	0.342288	0.291842	0.268543	0.168778	0.271798	0.191779	0.468204	0.230712	0.404085	0.290049	0.191393	0.247678	0.122887	0.131760	0.198243	0.461528	0.256698	0.595564	0.372180	1.328537	0.126079	0.281937	0.295512	0.204789	0.216201	0.399225	0.194778	0.348142	0.178666	0.260720	0.091612	0.417986	0.361772	0.375616	0.223326	0.216853	0.117937	0.275504	0.210124	0.154439	0.149694	0.373196	0.231536	0.165245	0.252975	0.110840	0.255043	0.139645	0.225780	0.295230	0.174243
27	0.178672	0.342099	0.163820	0.157213	1.065886	0.307692	0.295265	0.253989	0.172249	0.243883	0.191352	0.484158	0.232435	0.397818	0.283495	0.194127	0.242668	0.122001	0.118102	0.226141	0.449064	0.241361	0.571271	0.362963	1.336527	0.119122	0.283537	0.296460	0.205513	0.218467	0.400103	0.185961	0.357161	0.158139	0.216707	0.089951	0.416310	0.439932	0.450163	0.221571	0.212502	0.121109	0.273482	0.204163	0.176535	0.145773	0.386164	0.231226	0.148173	0.266642	0.134726	0.253495	0.109651	0.225292	0.298323	0.187022
28	0.173501	0.333732	0.163151	0.175171	1.037490	0.261090	0.288103	0.222040	0.216091	0.228073	0.208318	0.478159	0.228925	0.400359	0.240980	0.191905	0.238090	0.121727	0.116724	0.250510	0.423265	0.227750	0.572312	0.364911	1.311862	0.121428	0.288405	0.295746	0.204021	0.275787	0.392628	0.175805	0.369604	0.147643	0.185954	0.091886	0.408898	0.442125	0.445544	0.222631	0.205352	0.127200	0.273371	0.202584	0.198649	0.130541	0.393944	0.231576	0.128376	0.274354	0.147944	0.250947	0.085162	0.225551	0.300046	0.232760
29	0.173363	0.332100	0.160637	0.182458	1.010714	0.258605	0.268768	0.201025	0.214347	0.224918	0.205632	0.472475	0.224198	0.388164	0.180750	0.184357	0.239435	0.121605	0.117005	0.256865	0.398175	0.214154	0.578697	0.364471	1.271019	0.120522	0.273887	0.280403	0.198109	0.300002	0.375485	0.184621	0.372855	0.154843	0.168025	0.091391	0.406864	0.473399	0.436698	0.224862	0.194138	0.125255	0.261396	0.197290	0.203764	0.101576	0.391704	0.233785	0.133363	0.266661	0.222488	0.255212	0.077310	0.226756	0.360290	0.258323
30	0.173424	0.316854	0.154944	0.182814	0.837507	0.254059	0.265684	0.251007	0.215666	0.211906	0.198118	0.465293	0.229454	0.371213	0.210183	0.181432	0.248842	0.123490	0.117935	0.258678	0.379473	0.205676	0.580154	0.357098	1.207365	0.117631	0.267887	0.257287	0.180127	0.354464	0.355033	0.276094	0.368981	0.168368	0.168593	0.089740	0.405112	0.637358	0.435352	0.223054	0.186884	0.125259	0.248954	0.186705	0.208678	0.092118	0.389225	0.233373	0.152079	0.260401	0.290088	0.257539	0.067307	0.228186	0.395575	0.262079
31	0.182269	0.274947	0.153631	0.183478	0.614550	0.251917	0.280351	0.299909	0.274342	0.212270	0.201703	0.462830	0.261727	0.364976	0.213317	0.165936	0.270137	0.126922	0.122060	0.258693	0.363886	0.201646	0.572970	0.337843	1.129529	0.116383	0.269185	0.242299	0.166127	0.349462	0.348293	0.349515	0.364718	0.162169	0.163725	0.079367	0.385970	0.632848	0.435754	0.233322	0.182999	0.137725	0.195885	0.168618	0.208228	0.104023	0.388915	0.231174	0.154405	0.263619	0.303274	0.250915	0.077169	0.228264	0.389025	0.256353
32	0.229963	0.276093	0.156146	0.183538	0.491091	0.244682	0.287840	0.310206	0.403302	0.216149	0.200189	0.459090	0.264570	0.375024	0.217487	0.153246	0.298756	0.128215	0.123065	0.259345	0.334219	0.198955	0.551825	0.319386	1.109180	0.118775	0.284354	0.241426	0.223624	0.342886	0.355372	0.351576	0.352772	0.161672	0.132350	0.069036	0.276015	0.632917	0.434336	0.290214	0.181816	0.148379	0.185404	0.142449	0.208603	0.164750	0.384622	0.222505	0.154940	0.285198	0.303539	0.230220	0.104346	0.226993	0.386767	0.252044
33	0.276047	0.283370	0.160451	0.185682	0.457884	0.240308	0.277175	0.309248	0.437255	0.221741	0.177079	0.413438	0.234780	0.377075	0.213661	0.153346	0.320982	0.131688	0.128025	0.263179	0.305667	0.197146	0.524212	0.312018	1.108691	0.128908	0.308984	0.238931	0.257402	0.342887	0.370820	0.357535	0.334066	0.164509	0.103019	0.064492	0.178371	0.603725	0.422940	0.305752	0.193600	0.166301	0.180043	0.127795	0.209844	0.182331	0.365251	0.209333	0.163490	0.270622	0.309288	0.225683	0.125452	0.231425	0.384800	0.252942
34	0.277846	0.269636	0.159071	0.204048	0.338327	0.259099	0.287852	0.306429	0.438133	0.222538	0.176440	0.403608	0.226303	0.378151	0.213539	0.147350	0.327108	0.137188	0.174504	0.268542	0.291651	0.189056	0.523322	0.322359	1.073586	0.121491	0.329683	0.226958	0.259486	0.344180	0.364732	0.387622	0.310584	0.163926	0.094068	0.078585	0.168828	0.598840	0.357092	0.306661	0.215482	0.164495	0.160393	0.125578	0.221027	0.182229	0.334306	0.204867	0.172708	0.229163	0.308950	0.250015	0.134343	0.243829	0.381594	0.251984
35	0.272068	0.266798	0.168199	0.240721	0.178957	0.277420	0.312048	0.297677	0.449069	0.212882	0.178057	0.379668	0.229648	0.377601	0.237505	0.124437	0.327372	0.139670	0.211170	0.277324	0.285581	0.180396	0.504800	0.318281	0.962707	0.112789	0.297387	0.193495	0.243936	0.347626	0.368939	0.415286	0.306345	0.179251	0.084371	0.088807	0.146261	0.578703	0.332320	0.291602	0.234790	0.162193	0.157738	0.117985	0.225408	0.190530	0.304146	0.204473	0.180836	0.227434	0.305989	0.252858	0.142847	0.261948	0.380279	0.245957
36	0.272524	0.274914	0.184351	0.262875	0.075820	0.232868	0.329157	0.406131	0.457682	0.256692	0.151252	0.322771	0.238777	0.380095	0.240039	0.120202	0.341186	0.134483	0.215173	0.297056	0.285223	0.176041	0.498449	0.310441	0.793066	0.110198	0.292795	0.154995	0.229349	0.350175	0.368139	0.423487	0.310115	0.202442	0.082947	0.091050	0.119956	0.568212	0.363319	0.441558	0.235015	0.180654	0.158259	0.114766	0.221369	0.227799	0.296664	0.201670	0.180676	0.225976	0.311801	0.246747	0.150013	0.257361	0.378579	0.239360
