	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_01.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_02.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_03.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_04.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_05.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_06.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_07.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_08.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_09.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d	223_C_T2_sh_ND_L_10.c3d
7	0.139555	0.231997	0.259324	0.076956	0.284766	0.273440	0.268516	0.188067	0.352954	0.321440	0.171965	0.162282	0.127862	0.316069	0.157998	0.069008	0.103548	0.390134	0.131080	0.065198	0.096286	0.188526	0.117388	0.157628	0.354833	0.560199	0.134540	0.073901	0.458569	0.377425	0.245076	0.160434	0.626391	0.526529	0.146987	0.087811	0.407011	0.475161	0.098950	0.230310	0.359749	0.496937	0.178766	0.072392	0.251987	0.331500	0.153977	0.150960	0.114597	0.263218	0.140309	0.042332	0.173960	0.354969	0.115128	0.118389	0.239642	0.800121	0.156040	0.104110	0.249950	0.428725	0.168071	0.121648	0.144503	0.199991	0.217693	0.177317	0.152468	0.367623	0.257647	0.254735	0.099279	0.238349	0.251171	0.143161	0.330397	0.483223	0.337350	0.095793
8	0.188669	0.460007	0.271766	0.079556	0.290479	0.326979	0.299901	0.278338	0.333605	0.323355	0.084172	0.170696	0.126131	0.312598	0.182860	0.094967	0.112201	0.447914	0.127316	0.065232	0.108652	0.197930	0.123461	0.177664	0.380029	0.639471	0.124445	0.088950	0.480271	0.339572	0.243465	0.226037	0.620665	0.525117	0.159562	0.085129	0.336679	0.496756	0.097789	0.261465	0.290692	0.540068	0.176144	0.068089	0.239578	0.344210	0.128112	0.157102	0.103439	0.272196	0.159570	0.044230	0.152501	0.337353	0.125614	0.119908	0.247100	0.788867	0.139213	0.104260	0.265777	0.518569	0.206167	0.116425	0.156289	0.234899	0.253171	0.169322	0.172547	0.390811	0.342115	0.259876	0.102205	0.231912	0.303895	0.158330	0.333204	0.487274	0.355556	0.092714
9	0.205958	0.634903	0.274233	0.082342	0.284282	0.373501	0.300231	0.333945	0.297390	0.328357	0.126412	0.168283	0.133347	0.311863	0.196405	0.236515	0.119791	0.448923	0.125279	0.065217	0.129846	0.219386	0.143225	0.183455	0.478630	0.668102	0.123388	0.086799	0.567842	0.413836	0.240874	0.223364	0.586427	0.519829	0.280260	0.092532	0.284248	0.551979	0.147741	0.270512	0.240443	0.579667	0.176661	0.067692	0.234446	0.300956	0.125104	0.157621	0.101007	0.264244	0.167261	0.057954	0.161571	0.319572	0.133461	0.120338	0.249447	0.782820	0.131141	0.096654	0.299940	0.528034	0.209073	0.102483	0.156101	0.221927	0.265760	0.170802	0.176837	0.384754	0.360258	0.266543	0.146591	0.245221	0.393697	0.160002	0.322467	0.482139	0.343021	0.095690
10	0.198466	0.638388	0.270205	0.084273	0.272159	0.386056	0.302412	0.336236	0.280732	0.328920	0.163301	0.162047	0.150438	0.303258	0.197068	0.295640	0.131131	0.460510	0.202304	0.081763	0.133720	0.227030	0.144753	0.189559	0.511938	0.653270	0.165990	0.093071	0.653710	0.458230	0.269613	0.241448	0.515587	0.495717	0.298605	0.094334	0.289814	0.544470	0.149569	0.361005	0.196273	0.579766	0.172796	0.068224	0.238634	0.300827	0.125568	0.156314	0.102153	0.261584	0.167027	0.059919	0.157707	0.314852	0.128110	0.119784	0.248762	0.783849	0.140012	0.077574	0.303833	0.526738	0.209577	0.139661	0.167328	0.252641	0.266781	0.162453	0.174912	0.380239	0.401331	0.271004	0.157464	0.239766	0.446918	0.161625	0.296284	0.425908	0.340262	0.095870
11	0.203002	0.732810	0.258562	0.084771	0.313224	0.441452	0.355755	0.339006	0.263625	0.317591	0.171928	0.158561	0.178559	0.282179	0.204623	0.298619	0.137640	0.462180	0.262322	0.103839	0.146342	0.230927	0.151014	0.195315	0.538126	0.610423	0.269686	0.130118	0.650946	0.456378	0.252230	0.273704	0.508807	0.430037	0.351525	0.125550	0.309604	0.571471	0.162303	0.388451	0.178489	0.648860	0.151515	0.066009	0.240002	0.291067	0.129308	0.157765	0.108206	0.286689	0.167410	0.067853	0.148259	0.296172	0.127291	0.116540	0.246715	0.785243	0.166402	0.072125	0.302205	0.522775	0.221639	0.148628	0.185378	0.374398	0.265818	0.157224	0.175067	0.377741	0.433151	0.281051	0.225498	0.267830	0.466111	0.168730	0.265268	0.336050	0.335714	0.089634
12	0.211536	0.777761	0.253401	0.081851	0.343707	0.459016	0.406320	0.342502	0.245521	0.305679	0.177924	0.158743	0.194990	0.287037	0.259569	0.300032	0.146117	0.460797	0.264770	0.106637	0.148368	0.229962	0.157855	0.199412	0.537115	0.543942	0.271600	0.131596	0.642763	0.455755	0.257874	0.290062	0.514606	0.407192	0.366598	0.148686	0.328381	0.613369	0.205716	0.395169	0.174072	0.716610	0.125954	0.052633	0.249376	0.321943	0.113063	0.160895	0.108415	0.316633	0.168060	0.089400	0.128484	0.280153	0.126672	0.095635	0.240931	0.765385	0.163388	0.080502	0.298404	0.505437	0.265850	0.157162	0.185024	0.392699	0.233338	0.156939	0.177251	0.352851	0.434402	0.291217	0.259342	0.311329	0.475816	0.175952	0.255441	0.319437	0.324305	0.087242
13	0.202473	0.782822	0.226308	0.077674	0.345776	0.447022	0.409831	0.357298	0.241770	0.344298	0.178376	0.162970	0.191449	0.235360	0.336061	0.307521	0.154067	0.464672	0.275562	0.119315	0.140875	0.233806	0.157333	0.215315	0.538675	0.542578	0.272516	0.131373	0.620423	0.443947	0.266450	0.294763	0.504394	0.409242	0.368321	0.149273	0.352187	0.644277	0.318832	0.410333	0.205204	0.754600	0.122065	0.050727	0.256710	0.405183	0.097641	0.158629	0.110443	0.316096	0.162777	0.092026	0.123278	0.281667	0.127543	0.094347	0.238037	0.763666	0.160655	0.103748	0.301491	0.501964	0.270687	0.169738	0.167014	0.414633	0.206513	0.144434	0.175985	0.350111	0.441915	0.299507	0.292391	0.460569	0.476807	0.177929	0.172472	0.264664	0.319991	0.085949
14	0.206639	0.787383	0.178277	0.059442	0.346192	0.433117	0.421955	0.364073	0.270158	0.390926	0.177649	0.166761	0.219085	0.194652	0.343005	0.325579	0.168004	0.469827	0.282694	0.122636	0.140575	0.237376	0.157279	0.221208	0.529056	0.557173	0.272107	0.131023	0.555502	0.364768	0.255345	0.295208	0.454070	0.425556	0.366235	0.148935	0.348799	0.639178	0.331711	0.415476	0.221024	0.768590	0.124186	0.050444	0.261798	0.411901	0.097156	0.153894	0.111304	0.325733	0.163058	0.094711	0.121429	0.270896	0.127352	0.091772	0.239516	0.701128	0.195408	0.130591	0.296073	0.499427	0.280451	0.176377	0.152659	0.450452	0.175526	0.087613	0.179801	0.340774	0.446759	0.304352	0.304296	0.567010	0.477792	0.171507	0.149597	0.255921	0.309639	0.085304
15	0.207534	0.787947	0.173650	0.050730	0.342494	0.432380	0.424455	0.362498	0.256212	0.401400	0.182803	0.166952	0.239611	0.201535	0.340770	0.338616	0.188225	0.470375	0.304250	0.127470	0.149408	0.247657	0.158614	0.220827	0.481225	0.628289	0.271082	0.130665	0.534081	0.353797	0.251188	0.294821	0.385815	0.470312	0.369763	0.150204	0.344986	0.602518	0.336732	0.419997	0.231911	0.787396	0.121267	0.045361	0.274625	0.442853	0.095084	0.138830	0.106608	0.320257	0.158447	0.094018	0.117996	0.233074	0.114734	0.082299	0.225155	0.660516	0.264166	0.129429	0.240238	0.425902	0.287234	0.161143	0.178511	0.468933	0.166545	0.068204	0.184700	0.346574	0.447529	0.306350	0.326785	0.574130	0.447503	0.157661	0.144651	0.256718	0.290940	0.068308
16	0.211316	0.787434	0.169133	0.047465	0.327544	0.423629	0.418091	0.357126	0.254447	0.410193	0.196790	0.146632	0.242684	0.208986	0.339817	0.346103	0.177035	0.429581	0.306395	0.197300	0.150204	0.247450	0.157528	0.218836	0.442596	0.650859	0.261662	0.130269	0.520612	0.352752	0.255643	0.292317	0.344860	0.470688	0.415674	0.155057	0.333687	0.597642	0.343501	0.425118	0.233791	0.797622	0.104642	0.038949	0.282025	0.454254	0.093194	0.115813	0.101033	0.274720	0.123100	0.094364	0.117017	0.183128	0.113217	0.082461	0.151991	0.432222	0.261592	0.124049	0.232968	0.403391	0.271053	0.160833	0.194766	0.524637	0.249598	0.064973	0.183907	0.351631	0.440483	0.307655	0.329579	0.574154	0.499544	0.169120	0.119694	0.248930	0.306924	0.056593
17	0.213253	0.803606	0.170393	0.044730	0.284585	0.417906	0.400866	0.355830	0.255252	0.398798	0.199162	0.113140	0.236960	0.212027	0.340741	0.347500	0.173701	0.392238	0.303780	0.235555	0.149203	0.237118	0.161361	0.213953	0.426457	0.579073	0.258815	0.122710	0.500047	0.359122	0.240419	0.259730	0.321149	0.456884	0.427531	0.222308	0.318609	0.585983	0.350525	0.416060	0.233210	0.803447	0.108632	0.034233	0.254409	0.455340	0.085914	0.107835	0.101305	0.269145	0.106525	0.106685	0.109072	0.168745	0.110553	0.082520	0.159992	0.340433	0.268435	0.128447	0.215238	0.294294	0.237952	0.159966	0.207308	0.572038	0.297253	0.253974	0.176509	0.338494	0.411214	0.289051	0.344987	0.601719	0.527373	0.235972	0.110764	0.250720	0.335133	0.056829
18	0.218391	0.873467	0.162371	0.043699	0.237030	0.420271	0.344602	0.331976	0.236474	0.395265	0.197676	0.110988	0.235848	0.215492	0.341223	0.347561	0.180011	0.387227	0.298198	0.233017	0.143148	0.220676	0.167969	0.208006	0.293051	0.518457	0.256449	0.122484	0.481073	0.521341	0.227620	0.204756	0.315101	0.453179	0.432777	0.280638	0.280095	0.562239	0.353449	0.392982	0.225323	0.795295	0.131271	0.055598	0.216779	0.405326	0.073078	0.073349	0.098445	0.271793	0.088453	0.105257	0.104587	0.196534	0.113299	0.078444	0.150170	0.330691	0.289269	0.136396	0.160658	0.261768	0.262109	0.160719	0.226531	0.604993	0.297356	0.280411	0.172265	0.299812	0.407438	0.215792	0.387797	0.670666	0.483773	0.249761	0.110598	0.217651	0.343561	0.050167
19	0.210124	0.900301	0.112079	0.041707	0.224900	0.368183	0.334253	0.250466	0.220163	0.382083	0.197254	0.097012	0.235012	0.218500	0.339266	0.347776	0.197478	0.282739	0.308936	0.237429	0.147201	0.205298	0.161820	0.205399	0.227011	0.509655	0.236823	0.117398	0.325274	0.625043	0.208076	0.199239	0.318128	0.451989	0.457467	0.283731	0.244532	0.505796	0.348785	0.379238	0.214580	0.772525	0.131386	0.135676	0.208706	0.419897	0.083659	0.054177	0.091988	0.300174	0.087158	0.103619	0.104376	0.211023	0.106541	0.072514	0.142239	0.338177	0.288083	0.136783	0.157656	0.267100	0.334194	0.136310	0.260526	0.600671	0.356583	0.277699	0.171916	0.273279	0.403041	0.178054	0.384891	0.684624	0.531018	0.264450	0.084439	0.160111	0.267910	0.052285
20	0.192187	0.752343	0.062405	0.032459	0.229482	0.352412	0.337690	0.206041	0.214388	0.379026	0.189773	0.081340	0.233998	0.220082	0.335850	0.348260	0.203223	0.225496	0.330143	0.249231	0.150141	0.203093	0.167589	0.184749	0.137893	0.505636	0.100469	0.065105	0.216906	0.646819	0.167606	0.167104	0.325297	0.453038	0.485042	0.283077	0.299304	0.493827	0.335561	0.357878	0.206685	0.724766	0.135264	0.174260	0.197834	0.443204	0.092879	0.057656	0.080392	0.321804	0.087436	0.100489	0.092399	0.227534	0.097357	0.064072	0.135330	0.361833	0.280566	0.137446	0.146902	0.266025	0.378469	0.209154	0.266514	0.548370	0.389567	0.288792	0.161120	0.229042	0.376101	0.175324	0.351477	0.676750	0.594316	0.286556	0.065150	0.154634	0.252113	0.063508
21	0.216127	0.702259	0.047840	0.029866	0.242237	0.334797	0.335186	0.205412	0.224793	0.438005	0.147899	0.067561	0.233925	0.221889	0.331365	0.348266	0.199379	0.207839	0.332707	0.265990	0.134714	0.180825	0.159245	0.172531	0.140190	0.507096	0.089333	0.056002	0.220311	0.681138	0.159239	0.106819	0.306069	0.521604	0.512745	0.296670	0.357967	0.499310	0.334583	0.266073	0.210426	0.672576	0.154042	0.175662	0.194418	0.445441	0.098382	0.095662	0.088766	0.316550	0.078164	0.081800	0.074146	0.264745	0.104106	0.053079	0.141989	0.341181	0.283497	0.139103	0.121661	0.233938	0.354252	0.261755	0.281159	0.545185	0.391479	0.330054	0.136936	0.162721	0.304137	0.167506	0.331993	0.658003	0.595672	0.288775	0.067293	0.154968	0.252697	0.240878
