	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_01.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_02.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_05.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_06.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d	217_C_T1_sh_L_ND_11.c3d
8	0.094998	0.097094	0.185101	0.295698	0.131392	0.206138	0.433305	0.369223	0.092728	0.235809	0.317953	0.333316	0.426940	0.179995	0.316448	0.287534	0.082368	0.143235	0.173964	0.246613	0.079312	0.087496	0.151451	0.264529	0.099854	0.112455	0.175299	0.279937	0.103247	0.150862	0.529184	0.570189	0.093872	0.146491	0.320824	0.389248	0.110099	0.097879	0.351582	0.347279
9	0.094183	0.092034	0.286959	0.384813	0.108511	0.159285	0.418411	0.358049	0.183619	0.207551	0.314903	0.337580	0.389024	0.176358	0.242582	0.320683	0.082133	0.147893	0.157240	0.219557	0.068167	0.171154	0.151043	0.299618	0.091539	0.126921	0.404551	0.359738	0.102448	0.149650	0.532941	0.573811	0.099646	0.145545	0.355564	0.437357	0.110874	0.102592	0.366163	0.339852
10	0.096445	0.099276	0.317638	0.413083	0.086020	0.114015	0.365966	0.371639	0.210088	0.153005	0.311470	0.353993	0.358047	0.155192	0.290283	0.300211	0.093301	0.134412	0.151002	0.204119	0.077435	0.175132	0.263692	0.370644	0.082062	0.127031	0.440474	0.368796	0.105197	0.148030	0.540080	0.584036	0.120905	0.155179	0.356109	0.549376	0.150370	0.102404	0.375172	0.340753
11	0.099962	0.110498	0.319837	0.432342	0.080456	0.105673	0.356457	0.373012	0.222977	0.126342	0.288005	0.350149	0.187496	0.122844	0.282426	0.292129	0.091917	0.103174	0.194463	0.216161	0.086625	0.183495	0.271831	0.365379	0.076413	0.124734	0.531723	0.373493	0.111628	0.149838	0.535686	0.600395	0.126417	0.158603	0.367268	0.606421	0.174324	0.104286	0.376922	0.412107
12	0.099088	0.111698	0.345456	0.509874	0.077991	0.105198	0.316683	0.365363	0.221972	0.118731	0.271001	0.362975	0.156993	0.132002	0.345512	0.330437	0.092875	0.096307	0.199631	0.222782	0.169857	0.196334	0.331774	0.393284	0.072703	0.126829	0.571183	0.379883	0.114014	0.152012	0.513636	0.600002	0.126446	0.156629	0.474563	0.612109	0.187259	0.113680	0.377981	0.479009
13	0.096342	0.103348	0.400701	0.572886	0.079252	0.103876	0.309526	0.371853	0.229416	0.124698	0.289112	0.362713	0.136315	0.131605	0.368811	0.350749	0.095869	0.106946	0.198206	0.246366	0.185944	0.219272	0.359516	0.432943	0.071909	0.128940	0.573672	0.400713	0.115452	0.157517	0.512080	0.582277	0.123700	0.151145	0.567698	0.631525	0.194922	0.122247	0.384410	0.474616
14	0.093646	0.095341	0.438267	0.601464	0.081254	0.112989	0.313109	0.386216	0.229922	0.111509	0.273167	0.356797	0.136115	0.133761	0.355641	0.337478	0.098693	0.117170	0.188727	0.300438	0.192522	0.235244	0.359699	0.439608	0.071849	0.126059	0.575472	0.449446	0.130527	0.170491	0.574570	0.636167	0.123318	0.148668	0.560567	0.631472	0.192529	0.117948	0.443996	0.490107
15	0.090491	0.107908	0.439569	0.602915	0.070105	0.112960	0.264079	0.389795	0.229768	0.096800	0.271444	0.337093	0.142062	0.142281	0.382604	0.362291	0.099105	0.119501	0.189473	0.359404	0.197906	0.234752	0.359011	0.441519	0.072027	0.125475	0.595151	0.494627	0.148069	0.176849	0.725168	0.770688	0.113906	0.141427	0.554806	0.575037	0.191264	0.117613	0.505369	0.564811
16	0.095707	0.126272	0.438324	0.599714	0.057847	0.110983	0.248333	0.386418	0.232899	0.099808	0.254746	0.305297	0.142848	0.147087	0.389304	0.394584	0.096716	0.117088	0.214613	0.423661	0.214036	0.224776	0.368031	0.433944	0.067729	0.120762	0.607418	0.516675	0.152054	0.166594	0.806059	0.837310	0.106041	0.132793	0.580015	0.556574	0.185067	0.126431	0.512020	0.649572
17	0.097267	0.132347	0.431502	0.570985	0.056466	0.109482	0.254339	0.401532	0.232814	0.099034	0.280600	0.294407	0.143895	0.147141	0.391498	0.372948	0.093105	0.125209	0.221522	0.430579	0.242365	0.232506	0.415633	0.482408	0.063207	0.103001	0.606763	0.500193	0.138570	0.159207	0.825771	0.777291	0.108004	0.128454	0.583919	0.564412	0.171926	0.126707	0.462983	0.697098
18	0.098691	0.133288	0.398459	0.509648	0.057512	0.107519	0.240515	0.405546	0.207287	0.099342	0.417045	0.323099	0.135835	0.147401	0.391768	0.392686	0.094944	0.150958	0.268125	0.475393	0.243802	0.249471	0.426557	0.524695	0.049203	0.069475	0.514073	0.434973	0.152294	0.209032	0.853203	0.797501	0.107616	0.132991	0.562819	0.533742	0.170256	0.123672	0.430614	0.707077
19	0.098443	0.132305	0.354341	0.456996	0.059204	0.114180	0.242435	0.403613	0.148606	0.099344	0.444186	0.340042	0.112305	0.136568	0.404911	0.424728	0.097535	0.161150	0.307096	0.585988	0.254461	0.246285	0.469646	0.551128	0.043828	0.050972	0.457631	0.442862	0.167169	0.242091	0.953243	0.882825	0.084407	0.119760	0.552092	0.419225	0.171450	0.117019	0.506827	0.706730
20	0.091830	0.122422	0.342063	0.450372	0.058739	0.127075	0.261692	0.394628	0.111090	0.090604	0.473254	0.324096	0.086400	0.128826	0.382258	0.402824	0.101705	0.164944	0.319383	0.667797	0.288924	0.242468	0.527112	0.602953	0.042176	0.054031	0.434323	0.622015	0.164136	0.244417	1.009665	0.912910	0.074904	0.112827	0.555565	0.342984	0.171399	0.122497	0.546056	0.726630
21	0.083561	0.115017	0.339890	0.403830	0.055673	0.130368	0.258298	0.355037	0.105581	0.098737	0.509969	0.311371	0.064125	0.125319	0.345863	0.375538	0.088564	0.163159	0.316409	0.697802	0.284165	0.218568	0.534349	0.627604	0.043370	0.054492	0.406408	0.826106	0.157971	0.240597	1.036155	0.892646	0.077816	0.117634	0.473811	0.338975	0.132136	0.131210	0.544138	0.721074
22	0.078001	0.113290	0.316777	0.336468	0.056222	0.126566	0.243079	0.340574	0.093068	0.100473	0.490272	0.281480	0.061671	0.120801	0.345250	0.373586	0.084571	0.160888	0.297353	0.698290	0.283127	0.216450	0.535133	0.631857	0.045012	0.061284	0.407559	0.863784	0.158125	0.239746	1.038355	0.873563	0.075028	0.120516	0.341837	0.301694	0.110223	0.129111	0.572346	0.653122
23	0.069462	0.113800	0.270577	0.443292	0.049040	0.117729	0.218589	0.276468	0.075156	0.095758	0.484848	0.290872	0.049973	0.098713	0.329518	0.330104	0.086148	0.157517	0.294734	0.696221	0.281285	0.221742	0.532919	0.631279	0.056722	0.091600	0.415292	0.872921	0.153215	0.232976	1.038285	0.866803	0.071450	0.122781	0.333537	0.234081	0.089362	0.119728	0.587960	0.613057
24	0.072225	0.110245	0.236995	0.563185	0.050893	0.108635	0.220001	0.259567	0.077040	0.099860	0.486433	0.322208	0.042629	0.080329	0.301139	0.268872	0.084018	0.148783	0.294319	0.687813	0.305697	0.195923	0.496958	0.613092	0.092833	0.138874	0.430233	0.947576	0.137015	0.222288	0.955546	0.788456	0.070669	0.114710	0.302465	0.231327	0.074960	0.111865	0.582402	0.617943
25	0.064584	0.093800	0.237940	0.572370	0.067294	0.137588	0.195116	0.226923	0.074505	0.097634	0.469434	0.340055	0.039692	0.082091	0.297889	0.259447	0.081342	0.140850	0.292921	0.664907	0.294452	0.176258	0.412872	0.473763	0.108167	0.151328	0.435407	0.995882	0.116874	0.213299	0.881168	0.656585	0.059169	0.097791	0.244621	0.203298	0.076192	0.110754	0.524765	0.592990
26	0.063104	0.085475	0.246925	0.636194	0.077221	0.230579	0.153482	0.143137	0.067800	0.096531	0.463368	0.349153	0.032883	0.077584	0.255737	0.216030	0.081538	0.138569	0.289572	0.640248	0.310525	0.238063	0.412805	0.467813	0.108578	0.152769	0.444499	1.003826	0.112211	0.213349	0.762998	0.607378	0.062817	0.107432	0.182810	0.168181	0.104400	0.100091	0.481779	0.505058
27	0.062966	0.083632	0.255073	0.714385	0.076740	0.249390	0.141117	0.104007	0.062984	0.095613	0.408298	0.341567	0.029525	0.061543	0.209119	0.114391	0.076288	0.139551	0.347331	0.627966	0.410964	0.292174	0.264073	0.374564	0.113091	0.168369	0.445269	1.005049	0.112898	0.191762	0.738696	0.585561	0.070071	0.120507	0.153312	0.160273	0.108719	0.091672	0.472639	0.381157
28	0.063283	0.084068	0.230453	0.746550	0.080795	0.267303	0.114454	0.085980	0.040336	0.094484	0.296021	0.304846	0.030512	0.048084	0.198561	0.064861	0.071598	0.131865	0.404614	0.693654	0.421056	0.295140	0.194991	0.224442	0.120871	0.188524	0.433833	0.998455	0.095046	0.122453	0.654251	0.462655	0.073884	0.126898	0.151499	0.159128	0.109907	0.100982	0.463164	0.303013
29	0.074415	0.097673	0.224544	0.748954	0.082061	0.272987	0.088430	0.055349	0.040276	0.093418	0.284310	0.287797	0.036926	0.093569	0.166838	0.060487	0.060090	0.101180	0.375526	0.697409	0.424849	0.303149	0.198959	0.170005	0.128213	0.203846	0.393465	0.927748	0.147312	0.077143	0.466928	0.288908	0.075597	0.126485	0.113182	0.111242	0.128222	0.111133	0.452224	0.320385
30	0.083924	0.118805	0.223557	0.748027	0.082250	0.272357	0.132967	0.075681	0.040720	0.085598	0.188597	0.290185	0.054486	0.167971	0.159268	0.036358	0.055091	0.080699	0.353759	0.600513	0.430244	0.303594	0.198211	0.168256	0.133510	0.211002	0.322948	0.744951	0.281912	0.069026	0.267462	0.160001	0.071863	0.120251	0.087303	0.076454	0.144231	0.117106	0.343045	0.321878
31	0.098753	0.126777	0.199451	0.746066	0.082901	0.271514	0.204273	0.230421	0.045599	0.070235	0.148290	0.291316	0.057631	0.187950	0.149498	0.025152	0.057418	0.076390	0.370330	0.525181	0.444449	0.324141	0.206836	0.165487	0.133829	0.209220	0.305016	0.650315	0.416717	0.075729	0.177285	0.131742	0.071697	0.118038	0.069049	0.094758	0.156004	0.110403	0.313671	0.276007
32	0.099530	0.133397	0.157975	0.706513	0.158396	0.266657	0.206750	0.287457	0.062239	0.065607	0.148609	0.292011	0.059016	0.189258	0.110894	0.110901	0.060017	0.077386	0.384114	0.522648	0.497435	0.337585	0.257832	0.289829	0.131468	0.201410	0.297402	0.631648	0.555068	0.142872	0.169663	0.138060	0.077838	0.117639	0.090996	0.236750	0.241081	0.147359	0.289483	0.270003
33	0.106022	0.139229	0.148345	0.565707	0.153738	0.265690	0.256560	0.294265	0.062961	0.070908	0.141954	0.269430	0.060137	0.189234	0.117143	0.205710	0.061789	0.083751	0.385283	0.539362	0.740361	0.346202	0.278825	0.440402	0.111818	0.171518	0.250986	0.486316	0.607726	0.179171	0.185868	0.149207	0.087210	0.122513	0.168734	0.307820	0.249560	0.155594	0.226832	0.258158
34	0.112792	0.141575	0.137505	0.501019	0.147863	0.217339	0.271787	0.301342	0.061270	0.068627	0.116281	0.204721	0.069488	0.192064	0.117979	0.238404	0.056769	0.083461	0.385610	0.549518	0.777772	0.316808	0.262012	0.439894	0.088555	0.152144	0.155786	0.285948	0.639337	0.191625	0.185580	0.142405	0.089484	0.120449	0.174648	0.325183	0.299470	0.204246	0.195156	0.235651
35	0.112194	0.133241	0.135554	0.476381	0.159229	0.187708	0.305302	0.307858	0.066230	0.073799	0.112253	0.142754	0.160914	0.208329	0.116532	0.252500	0.061941	0.101129	0.385088	0.549985	0.818613	0.327679	0.254909	0.442770	0.086451	0.151189	0.098082	0.157445	0.639954	0.191635	0.182907	0.120429	0.081456	0.098985	0.183485	0.338669	0.386724	0.334481	0.188003	0.223165
36	0.107609	0.128194	0.115279	0.353778	0.206343	0.282630	0.320334	0.408179	0.070312	0.070745	0.113535	0.123419	0.160977	0.213550	0.118559	0.265414	0.068867	0.121984	0.384984	0.545599	0.818352	0.321014	0.249411	0.449751	0.083030	0.138557	0.107453	0.129939	0.639790	0.187952	0.169172	0.119310	0.074210	0.096635	0.188256	0.348510	0.476463	0.400486	0.188002	0.222668
37	0.106768	0.126807	0.103943	0.189519	0.220319	0.266283	0.326111	0.471058	0.074462	0.065823	0.112892	0.123463	0.160955	0.212552	0.118018	0.294734	0.076200	0.141929	0.381043	0.536801	0.823909	0.334055	0.285186	0.510052	0.073744	0.111876	0.263631	0.173842	0.641344	0.182909	0.153598	0.132168	0.096390	0.137003	0.195950	0.403782	0.545197	0.405663	0.188373	0.220893
38	0.103609	0.124682	0.107806	0.123814	0.225562	0.282512	0.336358	0.513460	0.075900	0.068656	0.109498	0.118703	0.157022	0.171544	0.118424	0.321027	0.081361	0.155014	0.310064	0.502113	0.838056	0.339869	0.339805	0.547058	0.059720	0.079611	0.311728	0.261534	0.645933	0.182481	0.160221	0.172590	0.099363	0.141230	0.299601	0.420200	0.650842	0.436047	0.187740	0.212458
39	0.092470	0.115319	0.220103	0.138049	0.256762	0.341141	0.330321	0.558060	0.076120	0.077719	0.096862	0.178319	0.180644	0.158243	0.128540	0.329589	0.083360	0.162067	0.218542	0.398749	0.818072	0.399184	0.334130	0.549960	0.044270	0.044971	0.326437	0.354134	0.625813	0.183492	0.169917	0.182105	0.099175	0.141024	0.407694	0.425629	0.706748	0.464201	0.182350	0.187632
40	0.084127	0.120178	0.367292	0.274282	0.249333	0.414823	0.427270	0.568521	0.077992	0.084012	0.134849	0.313587	0.197625	0.214494	0.121440	0.328360	0.083527	0.165898	0.209162	0.325168	0.702105	0.518815	0.334093	0.409574	0.076464	0.059169	0.377235	0.358531	0.548132	0.181560	0.165208	0.206506	0.099151	0.140784	0.416267	0.442363	0.706594	0.491526	0.136487	0.121376
41	0.088918	0.139396	0.449269	0.396308	0.259263	0.432897	0.440521	0.591269	0.076738	0.091491	0.190463	0.353901	0.199255	0.223046	0.116918	0.299102	0.084797	0.167314	0.192421	0.320190	0.457812	0.637240	0.318976	0.353897	0.140664	0.092247	0.417213	0.398185	0.484691	0.173893	0.165206	0.218089	0.095163	0.139566	0.436446	0.395957	0.714087	0.503921	0.064336	0.074922
42	0.106175	0.141525	0.448675	0.415339	0.259036	0.442759	0.436427	0.593262	0.070899	0.097319	0.257992	0.354527	0.209376	0.266405	0.113280	0.284471	0.091958	0.161664	0.138235	0.292752	0.345066	0.869390	0.321366	0.347569	0.141799	0.099646	0.420472	0.412426	0.323261	0.128548	0.165450	0.217438	0.093446	0.140978	0.452389	0.395823	0.734191	0.566224	0.055869	0.073121
43	0.110545	0.181069	0.447425	0.415010	0.257976	0.455898	0.412834	0.593178	0.071547	0.107144	0.270610	0.382252	0.163726	0.307608	0.114148	0.278156	0.135469	0.160373	0.259677	0.361601	0.283368	0.871147	0.325994	0.346084	0.142640	0.100824	0.422193	0.432235	0.192994	0.130071	0.190787	0.258870	0.101689	0.148164	0.531798	0.468361	0.733803	0.611190	0.050108	0.125233
44	0.129739	0.190112	0.459209	0.451369	0.231719	0.422058	0.400083	0.574489	0.072120	0.115415	0.342265	0.446877	0.159703	0.308825	0.116148	0.275878	0.135049	0.174690	0.523579	0.507904	0.314332	0.891873	0.308227	0.290966	0.145314	0.121506	0.425955	0.448778	0.150083	0.146606	0.214445	0.315533	0.113503	0.158412	0.620217	0.497285	0.733449	0.608876	0.083271	0.247990
45	0.138059	0.205075	0.502610	0.535923	0.202115	0.443684	0.396286	0.472253	0.068230	0.115397	0.454646	0.510898	0.163901	0.315597	0.124951	0.249253	0.144195	0.179467	0.573770	0.534236	0.337787	0.992564	0.260982	0.161828	0.147243	0.132193	0.429730	0.450500	0.151122	0.146542	0.243238	0.350705	0.117579	0.153846	0.645509	0.502678	0.708000	0.582025	0.088926	0.261890
46	0.139235	0.205634	0.625796	0.575731	0.207068	0.488390	0.382931	0.456911	0.065998	0.116511	0.498388	0.548585	0.166693	0.331461	0.128573	0.206214	0.162074	0.247109	0.610785	0.545885	0.403018	1.003721	0.186478	0.071346	0.146674	0.134026	0.372002	0.444719	0.156097	0.146353	0.261207	0.360730	0.095842	0.108394	0.647307	0.461613	0.662416	0.515455	0.095295	0.278020
47	0.141819	0.212677	0.685703	0.598232	0.197622	0.532487	0.376805	0.367712	0.070275	0.123793	0.507071	0.561081	0.158706	0.356655	0.117612	0.199802	0.165323	0.265094	0.718623	0.602095	0.416856	0.988203	0.162068	0.040052	0.144562	0.132314	0.327485	0.423280	0.122533	0.145840	0.260980	0.359192	0.090635	0.102576	0.611671	0.445200	0.594483	0.484150	0.126816	0.315201
48	0.152566	0.235774	0.685199	0.605736	0.153168	0.515777	0.260384	0.265550	0.080136	0.133314	0.509022	0.562977	0.134328	0.339350	0.104342	0.180035	0.172409	0.304260	0.787860	0.649909	0.452068	0.966992	0.098944	0.058986	0.148065	0.133906	0.297080	0.334039	0.136082	0.149694	0.248469	0.351785	0.095847	0.113031	0.547461	0.445296	0.549233	0.483834	0.185158	0.346005
49	0.163678	0.238812	0.650044	0.599220	0.117788	0.638310	0.121828	0.164924	0.085155	0.140822	0.549335	0.552200	0.246832	0.346598	0.084959	0.156133	0.179818	0.372051	0.805902	0.681424	0.425564	0.696370	0.220863	0.257576	0.142210	0.137997	0.252342	0.322179	0.245402	0.193142	0.238604	0.349484	0.106636	0.134258	0.547488	0.430860	0.387442	0.457395	0.203414	0.366673
50	0.163098	0.223301	0.566024	0.520374	0.119803	0.660141	0.062872	0.092586	0.087027	0.150613	0.563560	0.514649	0.284600	0.335061	0.084563	0.117542	0.180409	0.393716	0.807897	0.698379	0.437458	0.655898	0.303412	0.392498	0.073155	0.140676	0.171943	0.291998	0.339675	0.204218	0.237659	0.332218	0.112657	0.148071	0.535173	0.431769	0.330063	0.474387	0.231052	0.370364
51	0.151586	0.230987	0.540800	0.469665	0.145625	0.718958	0.045553	0.079108	0.083351	0.155951	0.539214	0.531408	0.305701	0.284773	0.081745	0.076596	0.180595	0.392855	0.816910	0.699301	0.427327	0.652563	0.333217	0.405164	0.079955	0.160831	0.152785	0.277922	0.376850	0.207175	0.237771	0.323761	0.107508	0.145906	0.509673	0.391761	0.318142	0.451175	0.239636	0.390661
52	0.142358	0.269654	0.543660	0.460656	0.162582	0.722887	0.029616	0.078948	0.083199	0.155657	0.529765	0.534907	0.340532	0.285467	0.079351	0.044360	0.181618	0.393014	0.821652	0.699439	0.403100	0.543083	0.409521	0.478405	0.088709	0.172876	0.146959	0.258713	0.387879	0.204182	0.224217	0.315845	0.096938	0.137157	0.439167	0.312122	0.293047	0.434124	0.264241	0.462069
53	0.128633	0.248964	0.544400	0.456151	0.165299	0.701471	0.056578	0.088322	0.121487	0.143877	0.512062	0.500874	0.344709	0.275088	0.057608	0.042672	0.174221	0.398354	0.821623	0.694705	0.276373	0.423332	0.418817	0.548992	0.085715	0.163890	0.141875	0.219906	0.403201	0.193180	0.187596	0.257666	0.087061	0.126258	0.308470	0.304793	0.217522	0.342214	0.266763	0.578205
54	0.107973	0.287869	0.531811	0.390492	0.161044	0.715979	0.170469	0.323962	0.120438	0.137123	0.447367	0.441916	0.349286	0.268114	0.051429	0.063224	0.142126	0.398561	0.783654	0.628190	0.261220	0.320131	0.444854	0.555197	0.081660	0.152920	0.123843	0.209359	0.404287	0.195764	0.154459	0.186847	0.082526	0.118905	0.249445	0.311702	0.158446	0.289483	0.295572	0.638541
55	0.103597	0.334030	0.452476	0.276028	0.152720	0.663717	0.241301	0.526603	0.119350	0.138034	0.336951	0.401497	0.480301	0.270110	0.055636	0.142001	0.141942	0.410346	0.643531	0.494433	0.168629	0.228328	0.453472	0.597676	0.080198	0.151069	0.100920	0.201655	0.404151	0.207259	0.096792	0.137774	0.084636	0.119055	0.242706	0.311293	0.160019	0.293623	0.314718	0.618553
56	0.104768	0.335046	0.256082	0.212817	0.151733	0.647775	0.287829	0.608860	0.118764	0.137566	0.312673	0.380441	0.484048	0.232103	0.054532	0.152290	0.131680	0.411048	0.605726	0.458268	0.155377	0.229453	0.459328	0.613288	0.080719	0.151258	0.091550	0.177688	0.403342	0.274383	0.054658	0.109253	0.084815	0.121860	0.256665	0.312888	0.160436	0.294047	0.334162	0.634276
