	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_01.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_02.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_03.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_05.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_06.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_07.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_08.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_09.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d	232_C_T1_sh_L_ND_10.c3d
7	0.129199	0.251203	0.387906	0.558168	0.080557	0.298777	0.185067	0.188748	0.103367	0.448656	0.473130	0.370302	0.077713	0.282443	0.295991	0.196583	0.126865	0.258230	0.526991	0.355648	0.069015	0.330067	0.303805	0.196183	0.127598	0.259370	0.227222	0.240174	0.113245	0.292835	0.223652	0.244886	0.273740	0.304148	0.834287	0.625517	0.048218	0.300555	0.372264	0.471450	0.113391	0.215199	0.246405	0.225846	0.031502	0.200197	0.268938	0.182481	0.206415	0.284568	0.179470	0.143783	0.062304	0.114309	0.252820	0.194304	0.067725	0.098557	0.276712	0.177156	0.080123	0.428733	0.365209	0.328864	0.065604	0.116920	0.600940	0.228668	0.066387	0.113097	0.266889	0.193836
8	0.124475	0.245265	0.389737	0.586119	0.093046	0.354630	0.180217	0.260381	0.104716	0.458728	0.490668	0.370797	0.077681	0.252282	0.268377	0.212552	0.094300	0.235559	0.523673	0.368661	0.057051	0.298430	0.305982	0.181936	0.108710	0.242854	0.240274	0.259434	0.104433	0.259761	0.231666	0.249819	0.269701	0.304507	0.838406	0.615882	0.055523	0.305071	0.425950	0.513881	0.114352	0.206228	0.274144	0.323673	0.037387	0.188237	0.294352	0.174906	0.187340	0.220432	0.196558	0.136304	0.059030	0.089874	0.281916	0.171518	0.063546	0.078694	0.272335	0.173595	0.101838	0.444353	0.362173	0.450317	0.063833	0.116443	0.601231	0.229328	0.064294	0.111018	0.266993	0.211518
9	0.098770	0.207779	0.385885	0.586428	0.102319	0.374922	0.167272	0.277178	0.097691	0.456479	0.498261	0.360403	0.084855	0.258875	0.262199	0.235128	0.120543	0.272209	0.537477	0.349881	0.054586	0.278468	0.321922	0.170030	0.082430	0.241188	0.242309	0.252940	0.098773	0.250528	0.232132	0.248642	0.268277	0.290303	0.834178	0.614704	0.057746	0.311027	0.452037	0.532414	0.092577	0.173747	0.295687	0.400782	0.044678	0.186644	0.297339	0.174033	0.171562	0.144226	0.279725	0.189317	0.068517	0.079655	0.278345	0.155212	0.056202	0.075456	0.233612	0.178271	0.119323	0.467963	0.386457	0.614202	0.062218	0.116261	0.604049	0.223105	0.063887	0.112134	0.268858	0.198757
10	0.074473	0.132025	0.390757	0.594763	0.092415	0.374093	0.192851	0.276325	0.096958	0.430168	0.509641	0.330278	0.085627	0.254411	0.255157	0.306023	0.131061	0.285667	0.542902	0.352970	0.046847	0.270812	0.335152	0.159216	0.084884	0.240051	0.268083	0.278746	0.099775	0.254044	0.223659	0.251481	0.261817	0.252269	0.831180	0.613644	0.060098	0.329331	0.454833	0.539709	0.057052	0.135045	0.300645	0.406853	0.042802	0.176218	0.295071	0.169895	0.151538	0.076879	0.304018	0.250465	0.074964	0.089337	0.278455	0.148216	0.056430	0.060980	0.207028	0.214865	0.129223	0.490617	0.402315	0.669134	0.062336	0.117017	0.609971	0.220710	0.063942	0.103476	0.265256	0.193936
11	0.073851	0.121780	0.383534	0.623253	0.081074	0.377244	0.226289	0.352854	0.096516	0.349071	0.508852	0.328058	0.087092	0.250729	0.207959	0.317334	0.130595	0.271706	0.454533	0.312349	0.045085	0.229395	0.343159	0.117964	0.089435	0.252566	0.301559	0.298900	0.100746	0.259321	0.206939	0.232305	0.230576	0.196451	0.830392	0.613538	0.064071	0.349829	0.456112	0.550743	0.076265	0.138410	0.358739	0.425468	0.048724	0.184515	0.288665	0.164029	0.110658	0.087834	0.297973	0.256935	0.066807	0.096434	0.261006	0.167849	0.047873	0.063668	0.257431	0.243879	0.134175	0.502319	0.403763	0.641844	0.063320	0.117743	0.613397	0.220519	0.063268	0.115251	0.266804	0.193605
12	0.074078	0.116136	0.406703	0.632014	0.084931	0.367429	0.243477	0.341207	0.099066	0.311493	0.518547	0.345806	0.094742	0.246798	0.174904	0.327109	0.131559	0.268542	0.435527	0.318809	0.052166	0.165529	0.347839	0.099689	0.093234	0.233927	0.326197	0.299041	0.096757	0.255897	0.179727	0.211465	0.168108	0.158657	0.805761	0.628198	0.066721	0.345364	0.457042	0.554956	0.091038	0.139564	0.394036	0.472794	0.055313	0.184281	0.257807	0.153642	0.104837	0.086306	0.343867	0.271033	0.063297	0.115353	0.224109	0.193996	0.046224	0.080136	0.262881	0.250319	0.134514	0.503013	0.399312	0.646156	0.061345	0.113859	0.611958	0.220571	0.067642	0.137224	0.284634	0.198140
13	0.071593	0.084296	0.458793	0.651116	0.086879	0.349245	0.294312	0.344692	0.104151	0.308462	0.528197	0.349595	0.100723	0.239118	0.176750	0.334973	0.133509	0.267495	0.394820	0.403437	0.054922	0.146757	0.330654	0.100355	0.081537	0.214152	0.300010	0.308224	0.095591	0.249360	0.182127	0.241188	0.109550	0.141120	0.666384	0.610605	0.061214	0.312107	0.431265	0.543122	0.099819	0.131836	0.415927	0.517056	0.056120	0.178355	0.250073	0.173636	0.080353	0.087210	0.365438	0.278572	0.060562	0.123855	0.205111	0.188623	0.053271	0.092714	0.246594	0.275908	0.141605	0.504651	0.384180	0.712694	0.059319	0.104806	0.553513	0.220494	0.071044	0.147508	0.251682	0.238915
14	0.074138	0.077776	0.501643	0.648592	0.087743	0.340764	0.306568	0.366278	0.110963	0.282578	0.548647	0.320770	0.097077	0.225010	0.173240	0.360214	0.128390	0.239660	0.306513	0.415450	0.055224	0.146567	0.253047	0.100574	0.071935	0.213891	0.288984	0.300459	0.093656	0.235917	0.196668	0.269132	0.103190	0.136795	0.537691	0.545252	0.052104	0.274355	0.408659	0.550784	0.098314	0.125879	0.421403	0.528245	0.055723	0.152699	0.249007	0.175729	0.065769	0.095643	0.371164	0.284785	0.064783	0.130315	0.206269	0.166764	0.053694	0.098299	0.286454	0.261830	0.162148	0.513480	0.387432	0.754311	0.064983	0.090920	0.501395	0.221539	0.070316	0.150311	0.182850	0.255384
15	0.070103	0.083573	0.515468	0.623352	0.085505	0.287661	0.304916	0.368023	0.112664	0.246332	0.553000	0.277904	0.092425	0.217102	0.202265	0.374510	0.125863	0.239158	0.287135	0.367470	0.059321	0.141832	0.231109	0.098015	0.074130	0.213406	0.331308	0.306669	0.087721	0.218275	0.195527	0.273062	0.105325	0.124816	0.500309	0.498011	0.053587	0.273701	0.396637	0.568898	0.094526	0.125653	0.414014	0.527536	0.055462	0.120948	0.235463	0.178769	0.064002	0.095537	0.400118	0.287730	0.071646	0.134217	0.206673	0.163491	0.052594	0.093443	0.356185	0.267972	0.170198	0.511300	0.429002	0.772987	0.061998	0.081336	0.494024	0.235434	0.066454	0.160086	0.176069	0.249767
16	0.067075	0.085175	0.445177	0.599493	0.085289	0.275458	0.300593	0.373965	0.102366	0.251492	0.544580	0.267761	0.091208	0.193148	0.235715	0.381402	0.126121	0.226893	0.265983	0.365625	0.061669	0.124553	0.227300	0.097859	0.074756	0.194571	0.319301	0.286048	0.084000	0.205230	0.195279	0.269475	0.106173	0.122693	0.500617	0.493767	0.056574	0.273667	0.346515	0.550313	0.094334	0.137557	0.388241	0.520353	0.056749	0.114893	0.210153	0.173587	0.064097	0.094007	0.434582	0.337553	0.075058	0.135588	0.204051	0.179615	0.052082	0.090878	0.358768	0.269272	0.169836	0.482974	0.467706	0.776114	0.058040	0.074107	0.488535	0.222608	0.059909	0.160974	0.176286	0.280405
17	0.066817	0.085734	0.426833	0.428310	0.083971	0.228076	0.293174	0.368858	0.095992	0.255277	0.545066	0.278065	0.089405	0.139484	0.244633	0.375889	0.117481	0.214318	0.258210	0.350382	0.062272	0.110585	0.226628	0.111650	0.074175	0.211650	0.315916	0.299981	0.081692	0.203564	0.186623	0.250649	0.105647	0.122953	0.475534	0.494399	0.057411	0.273325	0.311176	0.489921	0.094698	0.148060	0.403825	0.507241	0.062182	0.116996	0.203982	0.173731	0.068392	0.098037	0.423394	0.410821	0.074441	0.135746	0.207950	0.200130	0.052334	0.094336	0.438384	0.278163	0.168993	0.448667	0.489027	0.777026	0.058748	0.073916	0.448249	0.190661	0.042524	0.161083	0.184473	0.317651
18	0.065747	0.085836	0.435861	0.340409	0.065191	0.108041	0.283616	0.328386	0.094785	0.250522	0.553841	0.292927	0.088076	0.121615	0.273958	0.362471	0.083604	0.129957	0.208827	0.337158	0.062333	0.108403	0.229516	0.115149	0.072388	0.234647	0.317890	0.312719	0.081337	0.199289	0.220608	0.296902	0.105548	0.124963	0.420635	0.482830	0.056456	0.252673	0.313824	0.484366	0.091833	0.192590	0.372959	0.436562	0.064712	0.103848	0.193366	0.171024	0.072105	0.106378	0.398082	0.380186	0.073759	0.129783	0.169337	0.215122	0.053080	0.099865	0.498824	0.284018	0.168555	0.403375	0.495673	0.775062	0.061292	0.074453	0.381683	0.157723	0.037163	0.161200	0.185261	0.316069
19	0.056752	0.077759	0.443778	0.345646	0.056794	0.076395	0.300502	0.323885	0.094846	0.229212	0.531712	0.293639	0.079029	0.119337	0.281425	0.371613	0.072480	0.081063	0.343625	0.350750	0.065547	0.088251	0.235121	0.123589	0.061881	0.228151	0.321473	0.314627	0.083876	0.185861	0.268435	0.371786	0.105391	0.127457	0.368045	0.465211	0.055987	0.229235	0.306342	0.451713	0.093237	0.193115	0.351143	0.379544	0.063777	0.098523	0.150935	0.165968	0.067668	0.097943	0.414931	0.389022	0.068910	0.127470	0.115458	0.214878	0.055767	0.103179	0.540738	0.257194	0.167972	0.399275	0.497073	0.771942	0.062347	0.080128	0.295143	0.153356	0.036923	0.158221	0.182730	0.291773
20	0.042761	0.065696	0.426087	0.343952	0.055741	0.065046	0.289353	0.274424	0.093368	0.202158	0.448124	0.273635	0.070820	0.102087	0.285406	0.356515	0.064150	0.075151	0.442030	0.452089	0.068859	0.083256	0.261124	0.145649	0.045266	0.242370	0.302909	0.314484	0.086148	0.161205	0.299615	0.413407	0.095080	0.119745	0.308567	0.426197	0.052323	0.236438	0.237415	0.368972	0.087625	0.211682	0.343744	0.379253	0.058124	0.099708	0.142831	0.202331	0.060768	0.098774	0.410419	0.430719	0.057706	0.126048	0.122504	0.228432	0.053213	0.092554	0.563177	0.247932	0.159335	0.378235	0.489449	0.752430	0.062300	0.096021	0.230887	0.163987	0.036865	0.154087	0.203918	0.301332
21	0.040221	0.067508	0.433325	0.329983	0.048677	0.069980	0.286101	0.217800	0.087544	0.230597	0.405300	0.261443	0.070121	0.097791	0.303333	0.300613	0.060263	0.063060	0.448402	0.456743	0.066747	0.077803	0.271838	0.147716	0.042866	0.255789	0.302186	0.305476	0.089534	0.142109	0.309045	0.419329	0.064330	0.119089	0.212542	0.395949	0.051719	0.396477	0.139392	0.292315	0.078392	0.282306	0.280975	0.383542	0.055895	0.099229	0.201367	0.238090	0.065838	0.101203	0.393923	0.433747	0.057724	0.114010	0.195611	0.228534	0.045546	0.087590	0.567575	0.220813	0.144409	0.312273	0.470407	0.620767	0.063408	0.168846	0.227902	0.171604	0.037625	0.155506	0.243246	0.317315
22	0.040979	0.094558	0.406497	0.380845	0.043072	0.217835	0.254934	0.215834	0.100238	0.614508	0.421772	0.279116	0.068327	0.096896	0.309079	0.292864	0.057061	0.054515	0.470539	0.397547	0.061501	0.073292	0.260778	0.174994	0.041867	0.258206	0.302326	0.304031	0.092288	0.136112	0.307067	0.409016	0.040706	0.160125	0.145233	0.394924	0.055149	0.504739	0.132585	0.286457	0.079322	0.295844	0.271524	0.362582	0.057085	0.088106	0.228240	0.240077	0.060547	0.093108	0.389645	0.431828	0.069978	0.110806	0.225655	0.210649	0.038728	0.081199	0.561467	0.210944	0.131077	0.242602	0.446377	0.513274	0.066659	0.278099	0.237039	0.175437	0.037965	0.150047	0.274292	0.325679
23	0.043476	0.103946	0.358303	0.370076	0.041622	0.279524	0.256588	0.200869	0.126984	0.945347	0.439191	0.287633	0.058445	0.101136	0.297972	0.278481	0.063009	0.067265	0.511357	0.493133	0.054963	0.078697	0.259103	0.196335	0.036566	0.266611	0.250020	0.270947	0.092596	0.134507	0.301608	0.403533	0.033304	0.205674	0.142900	0.371126	0.052456	0.499215	0.218912	0.297470	0.085911	0.316506	0.313808	0.378964	0.052772	0.081587	0.228050	0.244382	0.054082	0.088569	0.379427	0.428148	0.072750	0.091665	0.228042	0.194913	0.045845	0.084177	0.537784	0.278901	0.122888	0.213393	0.414011	0.472291	0.069174	0.359902	0.235350	0.178032	0.033813	0.120542	0.271004	0.327991
24	0.040577	0.112175	0.308808	0.355220	0.046582	0.287110	0.261552	0.265584	0.134859	1.072578	0.449177	0.281066	0.051420	0.111461	0.321617	0.288013	0.069856	0.086777	0.537892	0.514868	0.054990	0.132124	0.258083	0.212660	0.035009	0.307396	0.224771	0.250459	0.089948	0.120345	0.307329	0.404103	0.032047	0.253990	0.154947	0.347410	0.068042	0.571386	0.234638	0.383804	0.088507	0.326991	0.334365	0.373477	0.049591	0.083380	0.227556	0.235788	0.053747	0.093232	0.374677	0.426837	0.087667	0.126205	0.223527	0.199243	0.062063	0.096771	0.575665	0.324879	0.126558	0.210019	0.394102	0.472872	0.071450	0.385600	0.220497	0.255019	0.022126	0.097288	0.263264	0.320045
25	0.038530	0.132707	0.369756	0.369156	0.069023	0.333623	0.265099	0.308228	0.135752	1.095829	0.441546	0.285907	0.050905	0.102740	0.343718	0.317121	0.078763	0.100169	0.544915	0.534119	0.055336	0.174350	0.257353	0.217002	0.039583	0.305811	0.262848	0.260275	0.087590	0.111978	0.323374	0.405791	0.032295	0.291946	0.157542	0.341227	0.084143	0.639535	0.232879	0.563326	0.088964	0.329938	0.336739	0.385011	0.050902	0.080114	0.226242	0.236787	0.051834	0.090395	0.404286	0.354386	0.098870	0.121546	0.248217	0.223652	0.076405	0.112746	0.584004	0.329762	0.157569	0.216531	0.445010	0.421302	0.102565	0.401691	0.262884	0.416707	0.021603	0.095072	0.294023	0.320654
