	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_01.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_02.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_03.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_04.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_05.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_06.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_08.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_09.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d	203_C_T2_ih_ND_10.c3d
7	0.131064	0.200111	0.144891	0.267752	0.220520	0.805037	0.419179	0.269630	0.238085	0.385855	0.259653	0.510052	0.380020	0.404334	0.156653	0.307569	0.271665	0.221227	0.159044	0.202559	0.725591	0.714991	0.174158	0.372253	0.087853	0.153475	0.102632	0.287618	0.138240	0.449500	0.117749	0.231471	0.144426	0.147748	0.383670	0.599631	0.328848	0.466894	0.199911	0.240185	0.334178	0.356687	0.149009	0.295889	0.263210	0.259873	0.214963	0.222408	0.168820	0.231822	0.173560	0.432809	0.172762	0.200349	0.116432	0.201731	0.120636	0.155421	0.214358	0.158061	0.274385	0.273658	0.429584	0.661637	0.056521	0.063021	0.159150	0.239030	0.194344	0.339151	0.195799	0.121831
8	0.127852	0.189898	0.149088	0.270079	0.214938	0.743278	0.417012	0.269738	0.227830	0.310130	0.293172	0.529860	0.435697	0.502196	0.160450	0.305125	0.267614	0.234112	0.166401	0.219604	0.717645	0.703485	0.183774	0.383929	0.094887	0.147846	0.121936	0.284549	0.139427	0.450650	0.116678	0.250134	0.170668	0.168556	0.396353	0.597567	0.349391	0.490260	0.204315	0.246145	0.355292	0.384862	0.139069	0.300756	0.262305	0.257176	0.212600	0.224633	0.184619	0.252717	0.187565	0.479801	0.209864	0.220508	0.136608	0.204668	0.112899	0.137200	0.203973	0.152513	0.280995	0.281327	0.430857	0.669861	0.058748	0.084650	0.100842	0.230606	0.188628	0.323485	0.191216	0.127613
9	0.106682	0.147108	0.146753	0.251894	0.200740	0.663786	0.416490	0.263996	0.255917	0.290269	0.295272	0.638697	0.432153	0.525683	0.157825	0.293594	0.235594	0.260104	0.197432	0.285124	0.686035	0.657279	0.182334	0.388652	0.096122	0.151004	0.118009	0.279672	0.147549	0.454428	0.119236	0.314119	0.215201	0.226806	0.427562	0.593549	0.360924	0.496164	0.189797	0.247212	0.358289	0.402374	0.120939	0.255458	0.256349	0.241486	0.200275	0.234455	0.186451	0.256859	0.175438	0.504783	0.229690	0.236064	0.151617	0.198880	0.115581	0.196647	0.173412	0.155416	0.282325	0.280670	0.430921	0.688853	0.071949	0.099345	0.115151	0.250487	0.188320	0.323683	0.181147	0.139053
10	0.087483	0.126572	0.146208	0.197516	0.188986	0.577853	0.418720	0.246199	0.268126	0.293890	0.330574	0.713694	0.446752	0.519798	0.177854	0.303560	0.216301	0.284110	0.202825	0.306803	0.649969	0.606027	0.178752	0.395488	0.131132	0.168551	0.118540	0.241448	0.148830	0.455751	0.153077	0.332032	0.219560	0.236940	0.435369	0.581963	0.359030	0.493194	0.149074	0.247421	0.260527	0.307967	0.126099	0.200190	0.242375	0.230572	0.183189	0.232648	0.177082	0.258489	0.182002	0.503633	0.233978	0.238687	0.175884	0.189885	0.115124	0.203356	0.180473	0.151985	0.396031	0.351302	0.432423	0.709318	0.075579	0.101415	0.126707	0.254145	0.189248	0.319866	0.167599	0.154403
11	0.085486	0.124569	0.145686	0.173591	0.180825	0.520334	0.418918	0.250862	0.276803	0.303063	0.385457	0.716882	0.480417	0.525158	0.208868	0.319725	0.220039	0.273275	0.203727	0.307162	0.605425	0.557478	0.171894	0.396750	0.147602	0.184007	0.119432	0.219474	0.133655	0.460071	0.180282	0.326582	0.242848	0.259822	0.443671	0.571139	0.358362	0.491744	0.143223	0.247113	0.233523	0.281840	0.142405	0.205596	0.225127	0.231162	0.200741	0.217313	0.162080	0.253617	0.191260	0.530892	0.240138	0.227671	0.216904	0.242765	0.112326	0.206689	0.171677	0.160333	0.515429	0.422170	0.432505	0.726960	0.096173	0.112595	0.133292	0.262074	0.180022	0.298371	0.161286	0.157025
12	0.084817	0.120482	0.160348	0.179632	0.177392	0.479771	0.431333	0.265409	0.291471	0.305734	0.383095	0.720172	0.514843	0.533749	0.215198	0.310143	0.155438	0.248190	0.203229	0.303104	0.573865	0.532646	0.176997	0.376647	0.146534	0.204766	0.123460	0.212858	0.108143	0.462736	0.190775	0.330473	0.252356	0.259636	0.442903	0.569202	0.354798	0.486162	0.162709	0.241670	0.218660	0.256466	0.123671	0.247439	0.221693	0.229576	0.208051	0.208420	0.167899	0.253409	0.188230	0.541097	0.239124	0.221030	0.247333	0.293290	0.115554	0.206752	0.138582	0.134222	0.510863	0.416407	0.437754	0.736632	0.132601	0.182038	0.143160	0.252089	0.190691	0.301214	0.157547	0.153604
13	0.077691	0.117534	0.155954	0.170327	0.178557	0.453046	0.460950	0.278927	0.264938	0.261247	0.381914	0.712534	0.542200	0.538266	0.213666	0.297439	0.149629	0.275907	0.207816	0.303652	0.563645	0.521502	0.212935	0.368855	0.155099	0.214797	0.122265	0.144939	0.111253	0.469402	0.191541	0.325572	0.240341	0.244574	0.436655	0.554927	0.348431	0.469742	0.170729	0.239902	0.160574	0.309573	0.136041	0.302842	0.248375	0.220621	0.217365	0.208360	0.172830	0.254655	0.183774	0.565896	0.266210	0.244766	0.260606	0.296323	0.127526	0.268158	0.158756	0.128349	0.499657	0.413334	0.453198	0.742701	0.163397	0.247126	0.149624	0.229896	0.214672	0.303921	0.158248	0.155424
14	0.065056	0.105206	0.154628	0.162933	0.176817	0.431472	0.466455	0.292875	0.259888	0.249624	0.388683	0.648276	0.554400	0.515602	0.219405	0.314681	0.143094	0.317734	0.203929	0.290781	0.559324	0.529213	0.278705	0.370029	0.195053	0.304908	0.096317	0.081763	0.127867	0.473100	0.199848	0.315290	0.242458	0.314853	0.430059	0.477644	0.344691	0.451646	0.174663	0.238500	0.148093	0.355445	0.130778	0.306374	0.248082	0.204294	0.272082	0.210502	0.148170	0.218559	0.168064	0.554978	0.308648	0.267753	0.259267	0.305270	0.140797	0.306538	0.202226	0.136063	0.496853	0.418567	0.458829	0.745943	0.181602	0.266782	0.139512	0.196817	0.237581	0.338066	0.159637	0.160358
15	0.060310	0.096479	0.162265	0.162646	0.172682	0.410121	0.458926	0.314361	0.257263	0.255312	0.362468	0.641732	0.556816	0.475528	0.212391	0.323525	0.154059	0.378753	0.174006	0.273761	0.560223	0.529225	0.335121	0.391266	0.192752	0.304558	0.136837	0.104263	0.174830	0.461725	0.214094	0.308077	0.246618	0.451106	0.267875	0.358650	0.333612	0.428467	0.174529	0.233580	0.145630	0.373590	0.129274	0.301267	0.214890	0.169648	0.332491	0.210998	0.121392	0.182246	0.144148	0.532672	0.338938	0.283715	0.261228	0.329046	0.194159	0.377483	0.213230	0.149432	0.492937	0.415542	0.458462	0.744020	0.252758	0.372609	0.137896	0.201595	0.256503	0.369379	0.160930	0.169239
16	0.060342	0.106742	0.164987	0.163475	0.166063	0.393697	0.458379	0.312914	0.239667	0.287098	0.363909	0.619960	0.553959	0.453710	0.233952	0.390846	0.179823	0.459608	0.155437	0.264898	0.518587	0.485721	0.360165	0.410307	0.204060	0.336896	0.131819	0.103662	0.188857	0.383647	0.215134	0.324038	0.233648	0.457877	0.253662	0.351666	0.318632	0.405965	0.180227	0.226174	0.173655	0.404704	0.106458	0.290732	0.173626	0.129860	0.340685	0.192306	0.120397	0.190896	0.139173	0.488024	0.344451	0.287845	0.269135	0.364773	0.196508	0.386065	0.213511	0.147979	0.488984	0.396139	0.458779	0.742611	0.257749	0.382243	0.137555	0.205251	0.265437	0.381306	0.161463	0.177870
17	0.069090	0.149299	0.154384	0.157468	0.167169	0.394169	0.459762	0.311724	0.178586	0.239544	0.352575	0.556020	0.550230	0.443945	0.247233	0.441309	0.195664	0.486361	0.125704	0.203112	0.432445	0.393266	0.363848	0.420528	0.220255	0.341882	0.168186	0.142181	0.189770	0.338089	0.215291	0.326462	0.205831	0.462868	0.176491	0.296191	0.310905	0.395624	0.298578	0.262545	0.176382	0.423050	0.118158	0.427321	0.175031	0.138570	0.339839	0.171228	0.120315	0.201676	0.157740	0.472680	0.346700	0.289297	0.294078	0.409449	0.205185	0.394173	0.267959	0.147575	0.487808	0.391093	0.459349	0.741511	0.255962	0.389648	0.126655	0.182812	0.264799	0.377365	0.165087	0.191191
18	0.079278	0.161015	0.144323	0.149299	0.168391	0.389124	0.459928	0.311681	0.165580	0.233732	0.307093	0.515126	0.548700	0.443491	0.247590	0.438889	0.195192	0.474877	0.115020	0.111498	0.321326	0.318854	0.359554	0.421703	0.216522	0.336552	0.230321	0.164640	0.195422	0.340907	0.207136	0.343019	0.234588	0.526694	0.146829	0.190284	0.309507	0.393474	0.397370	0.332060	0.194076	0.413793	0.190318	0.373605	0.177600	0.161389	0.362513	0.165516	0.147235	0.262110	0.184034	0.412190	0.345007	0.285841	0.337866	0.449671	0.210340	0.399160	0.365163	0.207662	0.476640	0.385691	0.459490	0.738737	0.265373	0.407486	0.102341	0.150573	0.265901	0.373156	0.165228	0.193513
19	0.077537	0.159564	0.136003	0.132824	0.154346	0.368622	0.456273	0.314099	0.134304	0.223082	0.238496	0.504384	0.542407	0.442855	0.264270	0.431424	0.187749	0.478944	0.120822	0.122860	0.254972	0.283229	0.347557	0.440905	0.206932	0.339373	0.243050	0.166539	0.200817	0.332470	0.197732	0.364726	0.259812	0.585231	0.120254	0.141118	0.309170	0.392589	0.444463	0.356469	0.193556	0.374374	0.196884	0.360327	0.176273	0.176694	0.408278	0.168393	0.170393	0.313417	0.185258	0.387251	0.346751	0.293542	0.373207	0.473416	0.211525	0.401570	0.369683	0.207328	0.474528	0.376572	0.457302	0.689984	0.268965	0.430626	0.122161	0.142525	0.267836	0.370144	0.163235	0.199539
20	0.078331	0.206757	0.130608	0.117068	0.147854	0.350986	0.456004	0.323584	0.085972	0.266163	0.222059	0.487004	0.527797	0.441771	0.309078	0.432242	0.182052	0.494447	0.136092	0.128306	0.203557	0.262405	0.354359	0.478870	0.206335	0.321556	0.250833	0.182238	0.207409	0.328702	0.195440	0.384884	0.274932	0.701935	0.109418	0.137390	0.306975	0.390999	0.454661	0.324245	0.199579	0.304088	0.204058	0.360737	0.178439	0.181137	0.451105	0.171276	0.178837	0.319896	0.191210	0.234764	0.355129	0.320555	0.378604	0.478989	0.211694	0.408052	0.375704	0.225354	0.476223	0.378176	0.456825	0.553001	0.257435	0.428466	0.373063	0.307786	0.266962	0.360512	0.161951	0.222501
21	0.079273	0.240997	0.126034	0.114855	0.148431	0.340713	0.407492	0.340213	0.084915	0.283606	0.227216	0.485813	0.473018	0.432651	0.312682	0.436672	0.170078	0.484821	0.138331	0.126704	0.192484	0.270070	0.419439	0.497448	0.206670	0.316872	0.266792	0.187167	0.208502	0.322245	0.205984	0.395845	0.280165	0.710921	0.123706	0.183181	0.290424	0.377077	0.457951	0.320412	0.193192	0.283168	0.204255	0.359010	0.189706	0.214163	0.468860	0.167028	0.188719	0.324819	0.200182	0.230093	0.361758	0.344456	0.378845	0.478659	0.223796	0.398422	0.392234	0.237126	0.476331	0.382004	0.407288	0.450073	0.278267	0.465311	0.536635	0.474611	0.256991	0.339100	0.141533	0.245748
22	0.078944	0.242726	0.122307	0.112101	0.148782	0.327168	0.321012	0.343651	0.084547	0.283253	0.195747	0.419757	0.402788	0.334692	0.334324	0.436981	0.174043	0.476703	0.140137	0.231132	0.178289	0.249252	0.467790	0.462725	0.179299	0.230500	0.293022	0.236395	0.209154	0.303838	0.218035	0.365061	0.279917	0.704865	0.127843	0.203092	0.266994	0.352330	0.476805	0.347784	0.190939	0.251579	0.244636	0.227127	0.221905	0.285703	0.469010	0.152112	0.224140	0.360191	0.209058	0.207923	0.369813	0.356586	0.378671	0.475876	0.224662	0.380346	0.388809	0.236296	0.474524	0.379660	0.261711	0.449512	0.293973	0.503387	0.561675	0.511672	0.236930	0.315044	0.113248	0.264984
23	0.076646	0.249494	0.096369	0.095595	0.150623	0.301064	0.287771	0.343617	0.083708	0.271717	0.226590	0.422183	0.387356	0.246656	0.414533	0.435859	0.155769	0.406846	0.142622	0.299783	0.197767	0.239639	0.487879	0.466596	0.182443	0.239010	0.295427	0.233858	0.217687	0.291672	0.208907	0.316600	0.271793	0.623613	0.121601	0.210130	0.242418	0.321484	0.496348	0.386926	0.213085	0.265220	0.267641	0.207724	0.249142	0.315375	0.467195	0.195888	0.249420	0.381699	0.212947	0.203293	0.367481	0.354662	0.376929	0.471741	0.200974	0.335437	0.379775	0.228236	0.468760	0.373271	0.210775	0.449984	0.284637	0.485578	0.590103	0.563738	0.226598	0.313313	0.103862	0.271859
24	0.084067	0.291134	0.085953	0.102130	0.145990	0.254197	0.292048	0.354725	0.091464	0.247360	0.441041	0.416492	0.374922	0.240811	0.469057	0.419382	0.151918	0.374995	0.135686	0.314951	0.228822	0.267669	0.502447	0.456660	0.177462	0.205512	0.298992	0.229542	0.234449	0.303174	0.178566	0.306454	0.290425	0.603603	0.161840	0.208276	0.213203	0.280326	0.512933	0.420902	0.196781	0.254849	0.245006	0.230926	0.256192	0.318666	0.470864	0.211006	0.252043	0.383384	0.246059	0.188851	0.349053	0.341192	0.375199	0.471194	0.195172	0.323061	0.382737	0.230093	0.465296	0.369742	0.213886	0.422614	0.266461	0.457263	0.690741	0.624801	0.230257	0.317638	0.103962	0.272764
25	0.102299	0.345974	0.096118	0.132425	0.141222	0.214041	0.296506	0.368827	0.106275	0.249677	0.463697	0.330692	0.330978	0.223915	0.484761	0.395400	0.122056	0.285235	0.138765	0.330673	0.223698	0.274955	0.505260	0.450696	0.143115	0.171422	0.309086	0.221630	0.246554	0.328354	0.160229	0.304124	0.318778	0.587906	0.179302	0.207865	0.205327	0.254553	0.524990	0.443328	0.189746	0.244348	0.238025	0.252612	0.256456	0.343830	0.501705	0.208099	0.253929	0.369484	0.264426	0.159813	0.330599	0.327832	0.373760	0.471190	0.188102	0.284722	0.346434	0.227014	0.461870	0.365376	0.208433	0.385937	0.291897	0.474079	0.756621	0.649979	0.233339	0.319057	0.104887	0.266661
26	0.114377	0.368639	0.116450	0.168867	0.139947	0.194355	0.294573	0.372555	0.126884	0.257146	0.501744	0.306681	0.278317	0.222239	0.482485	0.380025	0.116325	0.278461	0.138957	0.337006	0.227494	0.274969	0.504840	0.448740	0.141996	0.179412	0.270810	0.213460	0.249296	0.326948	0.154657	0.296274	0.306421	0.537703	0.178476	0.195103	0.235299	0.239692	0.529313	0.451844	0.189697	0.255264	0.238550	0.251805	0.241812	0.348137	0.528897	0.214832	0.233209	0.308713	0.263855	0.151240	0.322715	0.325177	0.368574	0.467878	0.194669	0.305370	0.236852	0.174334	0.302691	0.254768	0.203461	0.343704	0.408175	0.579671	0.772223	0.650833	0.233247	0.322387	0.103867	0.256726
