	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_01.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_02.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_03.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_04.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_05.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_08.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_09.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d	225_C_T2_sh_ND_L_10.c3d
14	0.316227	0.252291	0.147905	0.359994	0.187838	0.234049	0.179853	0.148614	0.377331	0.151691	0.148191	0.159865	0.263258	0.228056	0.309200	0.483075	0.151174	0.258051	0.158655	0.194122	0.219325	0.214908	0.196283	0.273301	0.259443	0.316149	0.209432	0.193289	0.226682	0.156695	0.320591	0.421056	0.104767	0.075538	0.323720	0.405487	0.308788	0.125780	0.384427	0.482524	0.250732	0.125248	0.337941	0.357047	0.108968	0.168032	0.227507	0.262933	0.094364	0.096257	0.336701	0.280605	0.265487	0.154798	0.285157	0.338089	0.129932	0.080068	0.303287	0.143272	0.173756	0.217783	0.316198	0.370853
15	0.295605	0.234517	0.156489	0.360454	0.198679	0.256896	0.179131	0.124360	0.376621	0.153938	0.141651	0.154211	0.276563	0.217194	0.320813	0.530416	0.147398	0.257609	0.165400	0.215859	0.217337	0.188583	0.191972	0.268805	0.261542	0.293026	0.194301	0.185645	0.235291	0.170511	0.329351	0.399909	0.105083	0.080887	0.329429	0.441173	0.303432	0.121719	0.393664	0.486503	0.254811	0.151240	0.361344	0.363891	0.111496	0.199873	0.219787	0.272223	0.084948	0.094902	0.313070	0.253929	0.272859	0.151814	0.300308	0.301395	0.129927	0.075437	0.279912	0.087058	0.174179	0.199113	0.309318	0.370010
16	0.289376	0.213583	0.160154	0.357130	0.222389	0.273892	0.205716	0.121494	0.360438	0.140805	0.163772	0.160700	0.277811	0.217974	0.320596	0.593101	0.143153	0.275209	0.176063	0.227258	0.219264	0.166397	0.185740	0.264608	0.228927	0.263156	0.179457	0.193870	0.236850	0.171083	0.329714	0.399395	0.113812	0.107851	0.333996	0.452995	0.300645	0.133378	0.393492	0.511598	0.259673	0.174099	0.383657	0.361165	0.109410	0.203000	0.213896	0.277542	0.070508	0.091705	0.285821	0.256601	0.274088	0.150273	0.307753	0.282727	0.125585	0.071273	0.265279	0.058511	0.173902	0.168307	0.286573	0.355153
17	0.218701	0.153031	0.161174	0.355964	0.225283	0.275189	0.237757	0.136061	0.364022	0.138122	0.215428	0.173830	0.287004	0.236414	0.332422	0.630143	0.144939	0.298768	0.177917	0.230982	0.223426	0.141130	0.184430	0.270726	0.184310	0.219698	0.183355	0.195410	0.237755	0.174407	0.331808	0.402282	0.119112	0.138069	0.354008	0.454303	0.310779	0.149384	0.406948	0.532249	0.260399	0.183051	0.398965	0.365342	0.116516	0.231038	0.194630	0.281952	0.066521	0.087624	0.250062	0.239381	0.273929	0.155692	0.309214	0.272254	0.127869	0.070246	0.247642	0.055222	0.166013	0.145276	0.285065	0.330330
18	0.171606	0.129028	0.145216	0.303690	0.245749	0.275130	0.242498	0.199323	0.350986	0.135725	0.222648	0.184927	0.297536	0.244884	0.350822	0.641654	0.154023	0.304372	0.186945	0.230152	0.220707	0.131283	0.176873	0.279130	0.175528	0.202157	0.209657	0.194809	0.243585	0.175298	0.337864	0.353287	0.123661	0.156965	0.367773	0.452481	0.318003	0.159745	0.411291	0.536758	0.258716	0.184591	0.401822	0.369759	0.112832	0.251159	0.159488	0.275865	0.053453	0.090463	0.244458	0.203493	0.273896	0.165990	0.310790	0.263412	0.127606	0.069609	0.215099	0.043650	0.152122	0.125139	0.268443	0.329082
19	0.138937	0.131173	0.140905	0.214115	0.261772	0.274574	0.245080	0.242048	0.319535	0.121050	0.232534	0.189011	0.308874	0.239752	0.361253	0.639736	0.151210	0.303139	0.195211	0.228897	0.207447	0.130075	0.169220	0.286036	0.157291	0.200786	0.246269	0.192138	0.245784	0.172409	0.350030	0.266725	0.123054	0.160068	0.371647	0.452153	0.316232	0.160822	0.411250	0.534530	0.258667	0.184552	0.402081	0.366084	0.112777	0.250281	0.154478	0.255307	0.040691	0.092503	0.232724	0.152826	0.272028	0.172680	0.308354	0.257884	0.124304	0.066078	0.208949	0.043514	0.140819	0.121841	0.235938	0.342552
20	0.125409	0.166938	0.134513	0.169604	0.284480	0.271157	0.267451	0.262904	0.310617	0.116454	0.263854	0.194801	0.319171	0.241351	0.370448	0.637769	0.134552	0.290308	0.184614	0.230152	0.183739	0.124547	0.178590	0.287454	0.154797	0.201556	0.261789	0.188215	0.245169	0.164634	0.358173	0.269180	0.122629	0.159400	0.366460	0.452164	0.262779	0.151984	0.411638	0.513665	0.253061	0.184693	0.402193	0.351985	0.116392	0.253427	0.120053	0.237504	0.039490	0.099696	0.201566	0.119922	0.260146	0.171137	0.307740	0.256272	0.124408	0.064813	0.209200	0.053986	0.127946	0.179200	0.198467	0.348046
21	0.098818	0.182322	0.106416	0.167777	0.296192	0.259215	0.297196	0.268680	0.303213	0.116377	0.307012	0.208907	0.326015	0.238661	0.372734	0.631870	0.129099	0.271011	0.174349	0.241867	0.164334	0.117882	0.180876	0.279954	0.143926	0.205011	0.256287	0.201874	0.255017	0.163714	0.360655	0.267111	0.120768	0.158017	0.354213	0.453292	0.207075	0.146927	0.402601	0.483756	0.231560	0.185565	0.402109	0.339982	0.118889	0.283413	0.113445	0.231698	0.033320	0.099361	0.169719	0.092362	0.244455	0.211202	0.300066	0.255962	0.132551	0.065347	0.190322	0.055257	0.126400	0.218384	0.176643	0.333325
22	0.108664	0.213052	0.134683	0.157779	0.294483	0.234848	0.313150	0.270222	0.281327	0.113915	0.339582	0.220916	0.327371	0.225553	0.372554	0.628322	0.128128	0.245838	0.175181	0.258883	0.152185	0.110489	0.174267	0.276620	0.129334	0.202685	0.247763	0.234905	0.262208	0.173842	0.345273	0.256561	0.120711	0.156634	0.341476	0.455100	0.182720	0.145852	0.373593	0.467529	0.225233	0.225105	0.401444	0.337017	0.118864	0.294307	0.115080	0.230526	0.030514	0.106983	0.128963	0.081256	0.230751	0.313413	0.288683	0.255994	0.133116	0.067117	0.146075	0.052002	0.127687	0.222721	0.177508	0.289710
23	0.149743	0.225087	0.187378	0.122454	0.294785	0.218806	0.317864	0.286620	0.253065	0.106365	0.350728	0.231295	0.322693	0.205958	0.372654	0.578526	0.132068	0.226079	0.174399	0.265654	0.146673	0.104355	0.164380	0.259474	0.141766	0.193103	0.274790	0.250916	0.258927	0.188368	0.334305	0.235482	0.125552	0.158017	0.338459	0.425530	0.183364	0.138082	0.342316	0.396287	0.227994	0.343462	0.397752	0.327348	0.113760	0.277620	0.116030	0.198670	0.030237	0.111033	0.129104	0.083004	0.224287	0.378262	0.284140	0.254391	0.133451	0.115261	0.111881	0.057283	0.114632	0.219420	0.168793	0.232768
24	0.160471	0.255746	0.188621	0.121908	0.296266	0.214317	0.316746	0.305091	0.242799	0.096058	0.349815	0.237556	0.314790	0.187424	0.366396	0.505860	0.139521	0.237619	0.165490	0.235315	0.143567	0.104373	0.160283	0.263915	0.142480	0.199507	0.300444	0.255133	0.257434	0.213278	0.334194	0.232026	0.136477	0.165314	0.323980	0.352474	0.182034	0.135743	0.337968	0.326719	0.231659	0.402040	0.338109	0.287229	0.087132	0.241384	0.088330	0.158249	0.032132	0.103111	0.111558	0.084655	0.220250	0.384467	0.265520	0.261896	0.122135	0.167644	0.114680	0.076414	0.080327	0.216491	0.138922	0.196369
25	0.179196	0.299148	0.195207	0.128868	0.295070	0.215041	0.317641	0.312267	0.219042	0.086776	0.349373	0.237967	0.309553	0.188243	0.325475	0.484717	0.142352	0.281868	0.171191	0.220009	0.144384	0.119392	0.162539	0.273816	0.141293	0.219073	0.317201	0.259520	0.237179	0.216790	0.333050	0.236361	0.142616	0.173560	0.296740	0.309412	0.202777	0.153425	0.301584	0.303481	0.201632	0.402835	0.264199	0.253699	0.089973	0.237350	0.091588	0.120710	0.039120	0.119797	0.087401	0.087490	0.213026	0.464679	0.235757	0.290394	0.103597	0.182931	0.136432	0.091698	0.081448	0.234151	0.122639	0.188821
26	0.181653	0.314081	0.222281	0.128550	0.282244	0.208389	0.315124	0.305544	0.199754	0.091599	0.346431	0.216923	0.306094	0.207361	0.284022	0.487236	0.135252	0.297814	0.174046	0.215765	0.144375	0.144168	0.167112	0.274338	0.134330	0.217665	0.325309	0.257058	0.185844	0.211358	0.321975	0.238624	0.142853	0.176789	0.271843	0.300955	0.254170	0.179131	0.256364	0.306879	0.133044	0.408506	0.244695	0.245855	0.093985	0.263826	0.112405	0.112022	0.040643	0.221142	0.086964	0.110622	0.208643	0.504117	0.218366	0.303420	0.100517	0.193546	0.138709	0.095073	0.102604	0.252854	0.119902	0.193898
27	0.186078	0.315358	0.250033	0.123278	0.269883	0.219612	0.312384	0.301498	0.191644	0.097404	0.341348	0.197500	0.295967	0.229812	0.270050	0.483252	0.126638	0.299933	0.170889	0.198202	0.129643	0.159229	0.158835	0.270992	0.147977	0.210837	0.329397	0.253204	0.166349	0.216522	0.267522	0.241568	0.141641	0.176765	0.257217	0.294713	0.284919	0.205941	0.197230	0.315321	0.121405	0.412044	0.245646	0.244609	0.107597	0.265209	0.118884	0.097820	0.051127	0.234968	0.107523	0.115217	0.196834	0.506517	0.218084	0.294196	0.102646	0.209623	0.137258	0.099506	0.105880	0.265213	0.119696	0.198561
28	0.186215	0.313125	0.261750	0.113660	0.257924	0.232962	0.307427	0.301289	0.165293	0.103081	0.336669	0.194728	0.283311	0.247625	0.255654	0.469631	0.128857	0.297451	0.160367	0.190332	0.110754	0.161615	0.136298	0.273661	0.159365	0.208320	0.333350	0.253150	0.149970	0.215802	0.207712	0.245129	0.123177	0.176197	0.237983	0.252964	0.297869	0.213130	0.153799	0.318375	0.124980	0.411611	0.224138	0.222125	0.118121	0.261314	0.116198	0.090698	0.061270	0.271706	0.144483	0.196506	0.167087	0.505263	0.212710	0.276734	0.115646	0.215079	0.140193	0.108191	0.107244	0.277033	0.118426	0.198915
29	0.185575	0.296491	0.267259	0.110282	0.242478	0.224282	0.271225	0.300570	0.149351	0.110152	0.331222	0.196932	0.284428	0.251285	0.242174	0.429611	0.128845	0.278764	0.152274	0.186590	0.111274	0.170581	0.125672	0.276535	0.149342	0.208297	0.331332	0.249520	0.143047	0.207970	0.193984	0.245197	0.117718	0.174882	0.221864	0.170779	0.313968	0.212121	0.152769	0.294999	0.123750	0.427453	0.187258	0.171954	0.134378	0.266473	0.115640	0.130713	0.066217	0.274093	0.154223	0.310011	0.138476	0.504532	0.184919	0.255411	0.149551	0.257380	0.140327	0.109452	0.114201	0.288194	0.120812	0.199292
30	0.179387	0.274759	0.268822	0.110163	0.228838	0.224803	0.245406	0.289905	0.141374	0.111969	0.306882	0.199975	0.280597	0.245564	0.239816	0.361702	0.121457	0.300131	0.151763	0.187107	0.109497	0.183657	0.134533	0.281150	0.149601	0.209667	0.326235	0.248701	0.143364	0.206497	0.201751	0.238757	0.109395	0.160724	0.219736	0.114563	0.405694	0.205851	0.141551	0.247252	0.127758	0.463038	0.142532	0.120150	0.131041	0.268194	0.118591	0.248658	0.068106	0.348830	0.177242	0.331171	0.121066	0.504918	0.170665	0.244374	0.185346	0.407724	0.141302	0.116619	0.118703	0.297683	0.119602	0.194072
