	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_04.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_05.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_06.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_07.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_09.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d	221_C_T1_sh_ND_10.c3d
9	0.580734	0.426473	0.147629	0.364231	0.104263	0.160416	0.413167	0.181682	0.193033	0.192515	0.235183	0.552454	0.095853	0.273363	0.460160	0.329785	0.209174	0.157835	0.415151	0.280972	0.094551	0.219575	0.240954	0.192067	0.046024	0.244119	0.125765	0.376658	0.148089	0.226328	0.675607	0.444123	0.299054	0.327935	0.290085	0.493616	0.148903	0.194504	0.402943	0.534316	0.438940	0.167654	0.584004	0.181830	0.203095	0.261609	0.289323	0.171463
10	0.606912	0.427047	0.153296	0.366741	0.121885	0.164748	0.405765	0.166045	0.318758	0.186061	0.266674	0.502256	0.114746	0.185749	0.480639	0.371150	0.211346	0.158194	0.414612	0.242456	0.092786	0.221939	0.216940	0.262062	0.055950	0.192384	0.150404	0.403945	0.145720	0.226324	0.817997	0.518197	0.202659	0.365142	0.164447	0.434351	0.162465	0.205058	0.413197	0.557116	0.656072	0.223629	0.565205	0.163709	0.183331	0.176299	0.297294	0.158963
11	0.613330	0.431960	0.150040	0.376147	0.123746	0.167673	0.382784	0.155523	0.410254	0.189724	0.291130	0.404981	0.142402	0.167715	0.473731	0.424385	0.200346	0.157627	0.418952	0.229643	0.153176	0.253252	0.211988	0.333276	0.059561	0.172504	0.168148	0.402235	0.134256	0.209724	0.895643	0.581500	0.138618	0.384628	0.107386	0.252024	0.164483	0.208665	0.414994	0.569158	0.705624	0.231293	0.560324	0.156011	0.184366	0.161678	0.294375	0.140405
12	0.564967	0.374025	0.155525	0.270361	0.125455	0.166924	0.353073	0.135703	0.520186	0.224060	0.289784	0.421660	0.142617	0.164918	0.493482	0.467804	0.198058	0.157775	0.419665	0.241434	0.263524	0.385232	0.213476	0.351374	0.066543	0.172892	0.168925	0.403440	0.140246	0.185614	0.905300	0.611955	0.135185	0.375925	0.117877	0.258470	0.165555	0.213805	0.358378	0.547056	1.036250	0.330090	0.557945	0.136832	0.172825	0.160674	0.256931	0.144057
13	0.430350	0.293497	0.159111	0.193813	0.126202	0.172888	0.313182	0.139613	0.532789	0.222856	0.281891	0.459922	0.142920	0.163052	0.523224	0.487433	0.197960	0.157687	0.419315	0.252369	0.278204	0.409906	0.211873	0.353549	0.065669	0.169724	0.195325	0.388266	0.143319	0.186067	0.903814	0.625707	0.091320	0.289773	0.127386	0.303615	0.167715	0.214607	0.340558	0.469164	1.094751	0.357109	0.551982	0.097008	0.141184	0.189353	0.285098	0.156474
14	0.359214	0.202502	0.178899	0.188303	0.132505	0.185653	0.181934	0.123783	0.590797	0.243212	0.313409	0.492349	0.138029	0.157984	0.525429	0.491792	0.193582	0.152181	0.418619	0.257914	0.294061	0.443259	0.229365	0.385169	0.066492	0.170130	0.197619	0.341664	0.144344	0.182145	0.899646	0.624970	0.114935	0.273652	0.149920	0.341372	0.166536	0.210667	0.316646	0.410362	1.128199	0.360110	0.535923	0.060023	0.148639	0.276018	0.296646	0.170998
15	0.239307	0.216173	0.196581	0.208911	0.127749	0.191923	0.116309	0.108612	0.589920	0.241964	0.290368	0.558507	0.130180	0.155969	0.513935	0.491667	0.168086	0.135398	0.407397	0.259175	0.296937	0.446352	0.237029	0.448762	0.068530	0.165208	0.203471	0.299768	0.145114	0.181999	0.888545	0.613684	0.104628	0.258152	0.163297	0.417962	0.167062	0.208725	0.301723	0.398287	1.128623	0.359453	0.516470	0.085555	0.166303	0.282055	0.287061	0.170334
16	0.186598	0.219913	0.187231	0.199251	0.134487	0.228388	0.097503	0.108900	0.481630	0.193678	0.287524	0.584898	0.129743	0.152268	0.496539	0.492383	0.147628	0.123037	0.360929	0.258287	0.298201	0.439870	0.287679	0.504686	0.117236	0.160598	0.200363	0.302632	0.144511	0.179175	0.832045	0.555372	0.096218	0.187212	0.191559	0.441575	0.172950	0.223023	0.312393	0.383046	1.126320	0.358898	0.511876	0.155781	0.174373	0.290483	0.256022	0.173801
17	0.179733	0.204719	0.205801	0.191387	0.128053	0.225082	0.104663	0.123913	0.358415	0.132962	0.251441	0.488587	0.139786	0.170855	0.489139	0.489363	0.137319	0.108403	0.335862	0.256144	0.301876	0.436746	0.323956	0.533571	0.190323	0.158624	0.195917	0.264230	0.139784	0.143685	0.698630	0.490467	0.096797	0.132019	0.189229	0.428512	0.176232	0.207125	0.284155	0.343960	1.125285	0.362329	0.390649	0.208904	0.168891	0.286773	0.230854	0.243814
18	0.160834	0.220638	0.216463	0.189382	0.126532	0.221630	0.116173	0.135902	0.335440	0.129533	0.253334	0.378812	0.157674	0.202942	0.489536	0.480218	0.135194	0.105315	0.325018	0.258710	0.305870	0.439373	0.317691	0.541304	0.190058	0.166194	0.190930	0.146142	0.109195	0.097277	0.689142	0.476605	0.099147	0.126688	0.209570	0.372131	0.183311	0.226216	0.288792	0.300750	1.121822	0.360571	0.211777	0.243373	0.169518	0.280691	0.235098	0.299320
19	0.153306	0.246327	0.224972	0.218473	0.123666	0.222540	0.133789	0.157014	0.274764	0.106742	0.214994	0.367808	0.167677	0.216490	0.474304	0.453938	0.110406	0.073030	0.267661	0.285630	0.306778	0.441710	0.305986	0.542302	0.219501	0.168198	0.163401	0.136802	0.086909	0.088450	0.560924	0.452204	0.118365	0.137931	0.225804	0.491598	0.177976	0.219968	0.296326	0.258547	1.034331	0.330367	0.146188	0.245928	0.166437	0.279552	0.244895	0.360750
20	0.124820	0.258036	0.191179	0.247197	0.124692	0.215168	0.149449	0.145288	0.185246	0.075888	0.204702	0.474123	0.185641	0.249403	0.438623	0.401898	0.090358	0.063740	0.209633	0.317206	0.306621	0.441620	0.304428	0.541650	0.253054	0.177189	0.159370	0.152297	0.085848	0.089461	0.348027	0.354034	0.117347	0.140376	0.286133	0.612894	0.166501	0.212292	0.307760	0.274925	0.925806	0.299912	0.221709	0.249857	0.177779	0.279504	0.237650	0.368682
21	0.111113	0.261768	0.200302	0.216489	0.101536	0.187056	0.141337	0.201143	0.155553	0.085955	0.197623	0.483816	0.196351	0.255242	0.402760	0.384891	0.106684	0.072032	0.179002	0.353804	0.302873	0.429942	0.304607	0.537210	0.259047	0.193591	0.149980	0.171252	0.068955	0.076635	0.239756	0.272265	0.148633	0.117644	0.353622	0.598660	0.165562	0.204749	0.301207	0.306240	0.885168	0.296782	0.303358	0.275256	0.178974	0.287117	0.338508	0.368563
22	0.118876	0.291075	0.207092	0.197011	0.123436	0.190413	0.166190	0.229796	0.123504	0.068954	0.263441	0.541959	0.224995	0.280028	0.350190	0.381510	0.154192	0.072941	0.168679	0.414313	0.298702	0.424323	0.299942	0.519899	0.262485	0.209723	0.108877	0.179719	0.051628	0.055639	0.212304	0.215727	0.184165	0.137324	0.369642	0.741643	0.169735	0.215408	0.297415	0.341629	0.450617	0.183177	0.318716	0.305251	0.197566	0.304539	0.394175	0.368671
23	0.148170	0.340084	0.304822	0.294362	0.106744	0.139470	0.215382	0.431536	0.118657	0.083908	0.264510	0.583440	0.228524	0.301129	0.315809	0.372469	0.230236	0.083100	0.203638	0.474203	0.302652	0.439343	0.300189	0.467424	0.265955	0.218475	0.168383	0.180649	0.044955	0.043755	0.213222	0.212278	0.189504	0.134797	0.401511	0.809020	0.173138	0.222506	0.308733	0.343843	0.281409	0.141446	0.377654	0.338832	0.173857	0.230878	0.366649	0.376371
24	0.156551	0.351097	0.374745	0.336266	0.117095	0.145547	0.223541	0.526071	0.130069	0.093825	0.264184	0.605729	0.211994	0.291233	0.311161	0.376022	0.255702	0.091131	0.192365	0.505228	0.255290	0.406976	0.300720	0.426008	0.264333	0.217870	0.234679	0.194837	0.044703	0.042597	0.213487	0.226598	0.190003	0.130374	0.383683	0.801519	0.172764	0.235309	0.335836	0.361821	0.172359	0.141794	0.396183	0.357922	0.164766	0.192627	0.370871	0.385244
25	0.155777	0.344755	0.556564	0.318250	0.153119	0.149104	0.371505	0.546129	0.147206	0.093835	0.261972	0.525668	0.207537	0.304335	0.251995	0.378375	0.258490	0.092022	0.205269	0.502675	0.173348	0.301324	0.294910	0.423301	0.231764	0.197950	0.241190	0.191859	0.044502	0.050708	0.215698	0.231676	0.169177	0.111850	0.389210	0.714754	0.177565	0.237997	0.366579	0.411493	0.180885	0.153526	0.393370	0.357890	0.133169	0.182412	0.426269	0.396909
26	0.141718	0.308547	0.625984	0.294320	0.161013	0.158724	0.373286	0.586822	0.146960	0.085279	0.226935	0.387441	0.206224	0.309252	0.198302	0.401239	0.258635	0.102510	0.216369	0.499336	0.172709	0.286316	0.272697	0.429534	0.210814	0.165897	0.263311	0.189899	0.046206	0.051915	0.212068	0.262113	0.165393	0.121764	0.316374	0.590077	0.174294	0.220532	0.386937	0.458041	0.182866	0.152055	0.384752	0.337274	0.129376	0.190348	0.436714	0.396421
27	0.117893	0.281928	0.624375	0.343588	0.161539	0.170646	0.376319	0.615115	0.265481	0.108512	0.208348	0.350864	0.208827	0.312417	0.284525	0.411272	0.259384	0.111104	0.223923	0.522068	0.148761	0.235079	0.260643	0.404030	0.223274	0.167927	0.306913	0.246150	0.045830	0.053539	0.194512	0.285219	0.136706	0.131637	0.241887	0.547897	0.138070	0.187443	0.396941	0.487028	0.179357	0.141805	0.381689	0.308520	0.130345	0.199264	0.428664	0.356632
28	0.109346	0.263436	0.662937	0.416993	0.166599	0.185198	0.373421	0.615455	0.427435	0.141121	0.117635	0.260462	0.212366	0.316741	0.346027	0.411874	0.263232	0.113918	0.250531	0.575332	0.142773	0.228306	0.250065	0.338491	0.173237	0.166662	0.314458	0.274496	0.051166	0.058013	0.176556	0.296317	0.128729	0.128294	0.225491	0.280686	0.118151	0.155265	0.382337	0.491832	0.163744	0.139128	0.385133	0.359331	0.129911	0.200219	0.418848	0.306747
29	0.049005	0.174790	0.588233	0.393822	0.153705	0.188569	0.371454	0.583890	0.527526	0.216442	0.108498	0.203925	0.215167	0.318622	0.349768	0.417067	0.339379	0.124179	0.284435	0.634014	0.138114	0.240496	0.216239	0.287087	0.178338	0.159982	0.317493	0.269546	0.057317	0.060208	0.188532	0.294853	0.157476	0.135517	0.150485	0.090292	0.129138	0.161147	0.353472	0.476456	0.120534	0.133501	0.393149	0.627522	0.121971	0.200913	0.415485	0.248297
30	0.112539	0.202195	0.536011	0.375056	0.154731	0.191387	0.354330	0.428351	0.561979	0.240047	0.098884	0.171006	0.211505	0.307077	0.371180	0.438124	0.419397	0.125962	0.313566	0.679294	0.133337	0.254880	0.201480	0.272948	0.176088	0.147098	0.318305	0.281085	0.061064	0.056525	0.188220	0.292032	0.276492	0.192499	0.205085	0.106904	0.138344	0.162985	0.321969	0.443837	0.111312	0.131212	0.344446	0.787651	0.116576	0.201609	0.401479	0.246900
31	0.128778	0.189616	0.326860	0.378889	0.122064	0.185019	0.315915	0.384081	0.564940	0.261238	0.176627	0.178835	0.198848	0.281015	0.435365	0.469349	0.422958	0.139295	0.336710	0.704639	0.139564	0.273559	0.243525	0.332025	0.172798	0.120905	0.324421	0.338791	0.078621	0.073944	0.204749	0.292507	0.386431	0.207734	0.176473	0.133191	0.143889	0.163865	0.316847	0.406136	0.116480	0.127482	0.287440	0.789407	0.112754	0.223958	0.300595	0.282618
32	0.248953	0.202910	0.285503	0.406319	0.106646	0.188855	0.165219	0.328348	0.561758	0.297446	0.192834	0.175540	0.192372	0.271625	0.464823	0.493354	0.425942	0.149766	0.337287	0.706651	0.148309	0.292777	0.249029	0.414750	0.170309	0.119543	0.301055	0.361713	0.082721	0.084235	0.268876	0.341241	0.659369	0.259123	0.211449	0.138963	0.132168	0.141657	0.355136	0.422275	0.121847	0.133963	0.283191	0.812702	0.098087	0.233628	0.306117	0.323701
33	0.325274	0.230091	0.260917	0.358039	0.090654	0.193174	0.248490	0.257661	0.430424	0.301048	0.196387	0.156730	0.171922	0.236543	0.491948	0.506263	0.426038	0.142511	0.331990	0.695341	0.149718	0.298163	0.308717	0.446236	0.175692	0.143284	0.275737	0.357237	0.093595	0.113658	0.349535	0.436509	0.666330	0.248790	0.216665	0.137232	0.132049	0.133915	0.373370	0.492587	0.118990	0.131998	0.236163	0.911447	0.097509	0.228771	0.306327	0.319492
34	0.366451	0.262255	0.231957	0.254784	0.089255	0.191943	0.306591	0.196141	0.381212	0.288620	0.229598	0.160571	0.163488	0.230314	0.502844	0.508412	0.417943	0.141621	0.328911	0.666960	0.149836	0.297389	0.366995	0.457459	0.181508	0.198106	0.273819	0.380744	0.124186	0.132418	0.355658	0.584500	0.660539	0.245203	0.241324	0.133317	0.139423	0.127370	0.388527	0.521197	0.108240	0.122178	0.214242	0.980888	0.097610	0.215134	0.284125	0.310938
35	0.368506	0.269273	0.275461	0.209142	0.083187	0.152028	0.315309	0.177254	0.334369	0.400730	0.260368	0.192113	0.120415	0.194715	0.497915	0.511623	0.403178	0.145397	0.324687	0.620237	0.149238	0.287183	0.397086	0.466699	0.186457	0.205037	0.265596	0.388614	0.153605	0.146198	0.370402	0.628231	0.664384	0.250397	0.270376	0.138540	0.144236	0.121366	0.361815	0.487787	0.097081	0.111516	0.214178	0.993356	0.101476	0.213089	0.214740	0.302572
36	0.358762	0.288210	0.285025	0.212662	0.127675	0.153128	0.354559	0.167778	0.312437	0.397963	0.255942	0.228060	0.093202	0.149954	0.500253	0.498979	0.364614	0.139375	0.305921	0.567200	0.142934	0.258335	0.414047	0.539618	0.187023	0.202314	0.232101	0.362802	0.164811	0.151261	0.368553	0.626236	0.611449	0.203397	0.243732	0.113438	0.148117	0.119896	0.338733	0.446720	0.094428	0.111558	0.229808	0.992966	0.101957	0.193458	0.218696	0.302991
37	0.338687	0.338190	0.377645	0.303543	0.148441	0.150820	0.448880	0.172947	0.299263	0.378726	0.280031	0.213814	0.089352	0.145593	0.507991	0.454612	0.363171	0.145293	0.309383	0.546834	0.143662	0.237125	0.416883	0.620224	0.167198	0.203567	0.232907	0.350308	0.165599	0.151041	0.400899	0.709836	0.484955	0.179335	0.250890	0.152482	0.144251	0.115613	0.339874	0.417670	0.096057	0.112334	0.252064	0.998797	0.103797	0.199635	0.220473	0.302911
38	0.313136	0.388220	0.390088	0.283851	0.191140	0.158613	0.454199	0.174904	0.270000	0.358184	0.326028	0.223861	0.079550	0.112628	0.508713	0.406551	0.371674	0.149521	0.302702	0.581325	0.127490	0.237040	0.430823	0.672745	0.157290	0.193783	0.222866	0.347416	0.183871	0.160746	0.434589	0.783475	0.159020	0.097636	0.241526	0.173265	0.132762	0.105439	0.385884	0.405845	0.103408	0.115783	0.245345	0.964947	0.108155	0.198334	0.226190	0.307610
39	0.255711	0.489579	0.478208	0.362728	0.209531	0.145624	0.444765	0.169256	0.254165	0.381870	0.329474	0.240616	0.078747	0.094867	0.498897	0.361951	0.383556	0.146491	0.298107	0.672706	0.124561	0.239407	0.443535	0.702688	0.147840	0.192990	0.213654	0.308833	0.209522	0.187346	0.446694	0.799039	0.142621	0.095595	0.367209	0.200308	0.125733	0.098053	0.430525	0.409761	0.124290	0.126818	0.277593	0.798463	0.109666	0.215099	0.295065	0.335880
40	0.243758	0.524606	0.432671	0.392648	0.330233	0.152128	0.405843	0.222632	0.148354	0.282953	0.313318	0.290751	0.074001	0.082500	0.470147	0.351155	0.381377	0.147707	0.291450	0.777565	0.128695	0.243471	0.445383	0.712924	0.146412	0.191514	0.182543	0.243766	0.267736	0.301955	0.449585	0.801172	0.123023	0.090965	0.424466	0.248974	0.118719	0.094384	0.453497	0.429883	0.115204	0.118316	0.308506	0.682416	0.143498	0.300395	0.310207	0.336826
41	0.254646	0.505885	0.526608	0.435636	0.340794	0.151376	0.366284	0.210651	0.152090	0.257073	0.295376	0.258548	0.067272	0.070543	0.439587	0.357991	0.379847	0.145663	0.283204	0.796951	0.133168	0.243864	0.446030	0.708236	0.147649	0.190830	0.153737	0.235327	0.283110	0.331629	0.449492	0.794097	0.079185	0.069447	0.437139	0.251921	0.115858	0.088931	0.439202	0.443923	0.134597	0.125379	0.313863	0.687577	0.203809	0.333638	0.285978	0.287853
42	0.256670	0.470283	0.516151	0.466412	0.341274	0.145775	0.379126	0.243632	0.153192	0.247166	0.279581	0.256880	0.059454	0.063415	0.441248	0.355558	0.274139	0.136701	0.250731	0.764590	0.131719	0.226175	0.442568	0.696816	0.121494	0.119405	0.173464	0.231009	0.296167	0.357612	0.401837	0.754631	0.071754	0.073267	0.464582	0.320129	0.116362	0.088093	0.412586	0.393755	0.277012	0.384412	0.295217	0.629252	0.242807	0.378655	0.275054	0.276998
43	0.249195	0.450462	0.540846	0.425169	0.349288	0.267259	0.331543	0.255562	0.161353	0.251140	0.186560	0.250393	0.057417	0.077291	0.425735	0.331728	0.199840	0.135176	0.224516	0.730670	0.122470	0.204551	0.430408	0.690375	0.099547	0.098128	0.170873	0.188091	0.297965	0.363729	0.383611	0.671749	0.071615	0.076687	0.479728	0.360322	0.108674	0.075397	0.369701	0.305539	0.333382	0.545229	0.268228	0.444284	0.244940	0.378693	0.268673	0.305761
44	0.223610	0.397577	0.579935	0.444784	0.376252	0.401830	0.269746	0.252329	0.136892	0.218054	0.150253	0.258828	0.054443	0.080714	0.359898	0.306974	0.248739	0.127059	0.193565	0.720084	0.105846	0.163961	0.444097	0.675812	0.083582	0.089217	0.187049	0.149065	0.293984	0.385140	0.377879	0.565297	0.055857	0.052957	0.482480	0.402779	0.094195	0.056853	0.336046	0.244190	0.374315	0.594559	0.267980	0.277572	0.247216	0.377856	0.254887	0.336288
45	0.155649	0.190240	0.548766	0.371399	0.376963	0.446589	0.294832	0.255036	0.141536	0.241872	0.123356	0.199379	0.057809	0.083379	0.315679	0.367131	0.259098	0.122354	0.194259	0.732312	0.095350	0.130245	0.449392	0.669664	0.067450	0.072727	0.204821	0.133765	0.287785	0.382506	0.368984	0.557699	0.053525	0.046520	0.393518	0.487814	0.076827	0.048133	0.326409	0.242867	0.375048	0.597465	0.269892	0.246367	0.248072	0.377229	0.281687	0.331173
