	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_01.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_02.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_04.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_05.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_06.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_07.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_08.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d	202_C_T2_ih_ND_10.c3d
15	0.178470	0.124387	0.266628	0.278879	0.079023	0.114051	0.260124	0.144845	0.105006	0.091880	0.269990	0.210422	0.175582	0.231946	0.310465	0.181695	0.081400	0.057490	0.240844	0.282048	0.170248	0.111957	0.301087	0.107931	0.290469	0.123577	0.288441	0.137093	0.165058	0.257529	0.162957	0.173085	0.089514	0.071757	0.725711	0.337424	0.053271	0.087626	0.194494	0.156458	0.143657	0.057344	0.445045	0.270875	0.114686	0.276958	0.194799	0.240266	0.267843	0.292447	0.450770	0.550083	0.101897	0.087610	0.188699	0.131536	0.047537	0.045604	0.146905	0.337588	0.467153	0.228828	0.097851	0.132018
16	0.176399	0.108194	0.296661	0.255724	0.082000	0.101830	0.208511	0.196865	0.092419	0.071404	0.260826	0.216704	0.176887	0.232318	0.319678	0.173693	0.079256	0.057429	0.240456	0.283063	0.167332	0.118284	0.287504	0.111196	0.266365	0.109849	0.271729	0.137963	0.172596	0.216998	0.150274	0.194004	0.088879	0.068686	0.723193	0.329537	0.047354	0.052149	0.183761	0.221452	0.103217	0.053216	0.424945	0.218315	0.118830	0.282387	0.185845	0.243776	0.267464	0.284602	0.448637	0.551903	0.110385	0.103407	0.186621	0.156471	0.057716	0.045277	0.129813	0.337975	0.483520	0.231144	0.105876	0.137267
17	0.103332	0.057831	0.308328	0.254973	0.102434	0.086898	0.189645	0.201712	0.073053	0.057286	0.249649	0.211724	0.176709	0.230623	0.348317	0.160029	0.078928	0.057192	0.222585	0.281691	0.167288	0.119411	0.263804	0.115121	0.261138	0.103114	0.272307	0.139451	0.162386	0.199544	0.172308	0.213306	0.087865	0.068022	0.720842	0.317132	0.042620	0.023451	0.153472	0.223292	0.078008	0.035743	0.291727	0.180028	0.121432	0.285806	0.182209	0.242711	0.265313	0.283493	0.446280	0.550305	0.110578	0.104517	0.201361	0.156975	0.063953	0.052916	0.130806	0.333772	0.480596	0.310575	0.107951	0.139205
18	0.046466	0.038088	0.313755	0.247081	0.126126	0.091232	0.188344	0.238417	0.056693	0.042804	0.215878	0.193460	0.170989	0.210917	0.415609	0.159849	0.104380	0.061079	0.174042	0.262241	0.173490	0.117099	0.260836	0.107092	0.256418	0.094909	0.276088	0.140590	0.148436	0.203298	0.204698	0.222284	0.087012	0.066709	0.712589	0.315573	0.042621	0.052335	0.161422	0.234784	0.029027	0.018162	0.179513	0.184811	0.122653	0.286629	0.148919	0.238689	0.187017	0.262903	0.417709	0.529849	0.112269	0.105086	0.261121	0.144821	0.134828	0.107082	0.135834	0.314381	0.468149	0.354572	0.144877	0.131945
19	0.046688	0.036863	0.310478	0.239229	0.129644	0.086640	0.123723	0.288405	0.095396	0.080325	0.174156	0.196360	0.175393	0.206476	0.475631	0.168007	0.125587	0.076587	0.134418	0.250261	0.175252	0.124988	0.249004	0.095407	0.256399	0.086290	0.290944	0.138644	0.154256	0.209173	0.217564	0.222518	0.087451	0.066962	0.682272	0.314578	0.043793	0.078401	0.156366	0.253665	0.026812	0.015445	0.179065	0.196793	0.124903	0.285886	0.140228	0.234617	0.140625	0.258384	0.333583	0.385579	0.112224	0.106541	0.275963	0.155546	0.196285	0.138451	0.140933	0.314145	0.465572	0.359127	0.202261	0.114238
20	0.050989	0.037163	0.291059	0.228107	0.125044	0.094830	0.211499	0.312362	0.132879	0.104700	0.210742	0.209839	0.165852	0.163852	0.503832	0.187010	0.126771	0.075194	0.106355	0.249336	0.182515	0.144744	0.252954	0.098377	0.259899	0.093547	0.304944	0.123070	0.156467	0.173275	0.223791	0.216512	0.088017	0.071022	0.651683	0.319681	0.042302	0.092761	0.145935	0.268759	0.031868	0.018161	0.206925	0.230897	0.126121	0.284060	0.144796	0.233503	0.157480	0.223034	0.278579	0.278634	0.116563	0.108812	0.263665	0.150655	0.247765	0.149810	0.145377	0.318593	0.465264	0.381345	0.230559	0.104118
21	0.056511	0.035512	0.266927	0.226455	0.133449	0.170084	0.261558	0.323366	0.145515	0.106407	0.230025	0.234155	0.144363	0.128293	0.503461	0.209368	0.134748	0.076240	0.095602	0.236934	0.182772	0.154096	0.251333	0.099578	0.265078	0.098725	0.317047	0.118958	0.203750	0.161862	0.256418	0.201786	0.092503	0.084344	0.642225	0.330773	0.040684	0.093298	0.149855	0.268818	0.041724	0.026992	0.248070	0.266308	0.125539	0.283516	0.137397	0.206929	0.168114	0.158584	0.274664	0.272484	0.119540	0.114001	0.293078	0.154673	0.268684	0.151545	0.143861	0.302854	0.459199	0.385949	0.233538	0.104253
22	0.056109	0.035741	0.262154	0.229040	0.132344	0.176841	0.266413	0.322362	0.145734	0.106583	0.230966	0.237671	0.135681	0.118605	0.504475	0.227006	0.201603	0.111689	0.101852	0.215100	0.179907	0.155141	0.239726	0.110349	0.258255	0.094053	0.321379	0.120677	0.300818	0.197844	0.252634	0.206455	0.097287	0.089963	0.652741	0.343769	0.038551	0.094587	0.154576	0.262947	0.040583	0.027026	0.244943	0.256630	0.116341	0.260480	0.119517	0.150320	0.288841	0.199083	0.275012	0.259412	0.177691	0.154423	0.306236	0.160836	0.335688	0.191072	0.130801	0.262247	0.425298	0.400672	0.232285	0.102817
23	0.055101	0.037594	0.278386	0.264826	0.133975	0.235067	0.261734	0.320591	0.152402	0.116005	0.270705	0.230792	0.135864	0.119783	0.501726	0.221316	0.260121	0.132180	0.109020	0.189220	0.171994	0.155382	0.248190	0.192234	0.251050	0.097157	0.302753	0.117437	0.380649	0.206981	0.242550	0.194351	0.114427	0.090517	0.643190	0.344932	0.030706	0.103330	0.148622	0.258423	0.045054	0.026806	0.232612	0.243122	0.084465	0.178769	0.136777	0.137552	0.315490	0.211287	0.238472	0.214925	0.194696	0.151090	0.305648	0.163755	0.410930	0.220180	0.125098	0.230470	0.386645	0.404329	0.227045	0.103823
24	0.054933	0.041592	0.298703	0.281631	0.188335	0.266504	0.259320	0.306905	0.162324	0.126761	0.297925	0.209989	0.132298	0.122381	0.479287	0.208879	0.271843	0.134888	0.126582	0.165045	0.165165	0.154698	0.280711	0.254750	0.231787	0.108303	0.259573	0.120722	0.443320	0.253400	0.258889	0.167252	0.119296	0.094895	0.571810	0.327525	0.028680	0.114693	0.136977	0.257612	0.046027	0.028510	0.226846	0.246773	0.073711	0.171522	0.153005	0.131830	0.316138	0.210150	0.181378	0.170113	0.190568	0.150469	0.306674	0.164043	0.428135	0.226359	0.149574	0.240101	0.372011	0.404377	0.226625	0.099850
25	0.056829	0.046349	0.307503	0.265646	0.340028	0.325195	0.266478	0.276101	0.172702	0.137728	0.308809	0.200897	0.114873	0.120804	0.447254	0.204198	0.306481	0.150747	0.154212	0.158042	0.156827	0.149631	0.269521	0.261017	0.219664	0.117349	0.218219	0.138030	0.538506	0.322660	0.257357	0.133384	0.207265	0.138417	0.447835	0.301791	0.033097	0.122266	0.137642	0.229565	0.045988	0.029602	0.235486	0.248088	0.069644	0.165778	0.154162	0.108301	0.317974	0.209496	0.123061	0.157762	0.193433	0.140404	0.307511	0.156558	0.431809	0.226696	0.183780	0.248756	0.365469	0.397642	0.229731	0.120369
26	0.065765	0.049033	0.331972	0.241720	0.469532	0.355888	0.276038	0.280119	0.178381	0.137730	0.316814	0.195360	0.084272	0.096022	0.419733	0.205656	0.322952	0.159522	0.160325	0.151552	0.151686	0.144167	0.261159	0.268298	0.195448	0.116573	0.200572	0.139597	0.604836	0.343952	0.263116	0.111158	0.286669	0.168208	0.354796	0.287361	0.033927	0.137720	0.176844	0.190238	0.046464	0.034693	0.262827	0.252637	0.070923	0.156785	0.154401	0.076823	0.316740	0.207635	0.088665	0.150168	0.340296	0.161110	0.305052	0.143962	0.433647	0.228005	0.218725	0.250310	0.263705	0.373295	0.240345	0.132208
27	0.111131	0.049421	0.351695	0.230856	0.478112	0.368794	0.277830	0.258625	0.178984	0.138121	0.316403	0.196326	0.082354	0.091231	0.406487	0.204884	0.324093	0.163692	0.164237	0.148141	0.144297	0.134618	0.279023	0.283260	0.185778	0.116537	0.196486	0.138792	0.628614	0.340311	0.281808	0.105186	0.292126	0.173154	0.319707	0.284518	0.040474	0.156518	0.200589	0.192586	0.045412	0.036535	0.269547	0.253091	0.080185	0.165601	0.154404	0.055331	0.312749	0.205836	0.087514	0.127860	0.462915	0.174394	0.284596	0.153801	0.438599	0.229156	0.237493	0.250368	0.123673	0.365441	0.248437	0.129161
28	0.120324	0.060822	0.346645	0.225231	0.542174	0.406699	0.278402	0.209503	0.178211	0.146375	0.301749	0.204577	0.111636	0.115204	0.391183	0.205950	0.325996	0.167678	0.184777	0.148457	0.134518	0.125811	0.278759	0.296156	0.197448	0.120577	0.198463	0.141443	0.629304	0.336121	0.287016	0.108252	0.300943	0.181328	0.311371	0.288589	0.056237	0.155522	0.200115	0.171875	0.043454	0.036221	0.256377	0.253245	0.089034	0.185990	0.154803	0.055331	0.312110	0.205556	0.086898	0.120113	0.463720	0.181602	0.233678	0.149619	0.440160	0.229223	0.241695	0.236736	0.087480	0.355416	0.246704	0.127735
29	0.138620	0.074351	0.339632	0.224104	0.686440	0.438703	0.225664	0.170501	0.153888	0.161908	0.266565	0.183419	0.145052	0.140635	0.321794	0.209596	0.321074	0.167598	0.203321	0.148777	0.128066	0.122402	0.277951	0.306035	0.201036	0.121404	0.209576	0.165036	0.625255	0.328704	0.301081	0.110748	0.301091	0.181575	0.338673	0.297090	0.059207	0.147620	0.198844	0.147797	0.043310	0.035087	0.220525	0.228776	0.092798	0.200708	0.156555	0.131455	0.311903	0.205562	0.106915	0.119905	0.465337	0.185126	0.221062	0.132309	0.444346	0.231164	0.244359	0.222897	0.089246	0.280658	0.244048	0.130774
30	0.153728	0.080503	0.347978	0.227866	0.690087	0.416745	0.154123	0.143158	0.141311	0.170743	0.246670	0.129170	0.175163	0.150809	0.239675	0.212933	0.327881	0.177042	0.209490	0.157792	0.120845	0.126786	0.278007	0.314866	0.202596	0.121499	0.219057	0.202537	0.596417	0.309752	0.290610	0.097213	0.301499	0.182169	0.384164	0.305142	0.060008	0.144495	0.190348	0.135653	0.040555	0.029897	0.177844	0.201092	0.095653	0.210232	0.183617	0.247067	0.311496	0.205492	0.135038	0.115991	0.464930	0.186503	0.203547	0.120529	0.444186	0.232253	0.270127	0.231826	0.088304	0.236778	0.219288	0.130447
31	0.153221	0.080259	0.355641	0.240369	0.692722	0.413145	0.152591	0.138570	0.143630	0.178146	0.261139	0.135594	0.211589	0.152536	0.218715	0.203321	0.343562	0.186757	0.214830	0.180078	0.113918	0.131687	0.279671	0.318974	0.205284	0.124544	0.227750	0.239440	0.540275	0.291811	0.289243	0.085337	0.302221	0.182687	0.410525	0.307433	0.060064	0.144709	0.188803	0.136998	0.069461	0.038029	0.182536	0.198869	0.097319	0.211759	0.218487	0.284863	0.308995	0.204149	0.145584	0.115268	0.464800	0.202608	0.121798	0.113807	0.443771	0.231726	0.326091	0.255243	0.087740	0.232748	0.172923	0.129232
