	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_01.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_02.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_03.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_04.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_05.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_08.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_09.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d	216_C_T1_sh_L_ND_10.c3d
14	0.303990	0.337204	0.344544	0.280737	0.152463	0.166673	0.410345	0.363719	0.400986	0.300553	0.308316	0.453274	0.135915	0.226073	0.298782	0.555048	0.420732	0.312395	0.252550	0.137436	0.169880	0.207820	0.252295	0.383516	0.315656	0.471975	0.095492	0.241311	0.100146	0.221894	0.200922	0.515152	0.296984	0.218888	0.122096	0.261040	0.106368	0.330624	0.331279	0.457082	0.206396	0.114313	0.152928	0.234285	0.196096	0.299457	0.655074	0.454297	0.153685	0.124284	0.297900	0.290925	0.289611	0.334223	0.248530	0.461760	0.574097	0.576149	0.154399	0.231632	0.088393	0.221280	0.335085	0.918156
15	0.377200	0.332998	0.323929	0.280918	0.157994	0.164187	0.408520	0.437262	0.258922	0.300198	0.261255	0.460192	0.136892	0.209550	0.262519	0.568223	0.553203	0.393773	0.236973	0.119604	0.200547	0.198174	0.215852	0.410848	0.506248	0.462321	0.086400	0.242488	0.107229	0.210176	0.175456	0.566440	0.189181	0.191428	0.259682	0.261836	0.108536	0.383074	0.333071	0.467464	0.256206	0.254367	0.163360	0.183460	0.191842	0.295346	0.640907	0.577821	0.169726	0.144956	0.280173	0.336191	0.307256	0.348848	0.218843	0.464000	0.586665	0.577598	0.151601	0.241250	0.097805	0.232928	0.345750	0.900908
16	0.468110	0.346986	0.265271	0.312235	0.182331	0.160641	0.410015	0.456570	0.248838	0.303727	0.186997	0.467683	0.148716	0.207575	0.260347	0.626211	0.575510	0.410327	0.208960	0.082749	0.200920	0.201548	0.272310	0.491259	0.518266	0.492967	0.082537	0.213996	0.110383	0.186350	0.110958	0.579194	0.097411	0.172671	0.281948	0.237526	0.096631	0.448425	0.369107	0.489511	0.316441	0.275449	0.158876	0.307889	0.187344	0.282655	0.582391	0.636417	0.456863	0.202817	0.252980	0.345587	0.339251	0.367756	0.227645	0.471468	0.581813	0.427997	0.162263	0.265073	0.100345	0.223226	0.349067	0.904638
17	0.534081	0.333681	0.168258	0.313290	0.211107	0.152472	0.350696	0.527886	0.217786	0.308196	0.275224	0.415781	0.158221	0.211048	0.236647	0.678293	0.672508	0.514538	0.203686	0.090105	0.196176	0.203888	0.274130	0.489433	0.535938	0.546192	0.067510	0.207728	0.110413	0.185116	0.132791	0.521886	0.149623	0.157315	0.331301	0.289896	0.093550	0.437138	0.387785	0.483074	0.367945	0.275576	0.158878	0.370965	0.176682	0.256542	0.438862	0.696618	0.517378	0.202586	0.249944	0.344669	0.341927	0.370056	0.227797	0.483341	0.594763	0.414372	0.171207	0.270750	0.101299	0.219248	0.349117	0.909274
18	0.550481	0.330849	0.145692	0.349142	0.179141	0.142713	0.271455	0.549518	0.158935	0.266186	0.266481	0.275561	0.172856	0.236528	0.259856	0.676919	0.720211	0.541485	0.193711	0.065906	0.185251	0.159635	0.288427	0.434026	0.530153	0.540471	0.106858	0.338172	0.110596	0.170691	0.134707	0.554014	0.186459	0.132237	0.332894	0.302083	0.107369	0.444427	0.381339	0.486047	0.391995	0.350419	0.198439	0.410077	0.100825	0.234435	0.302108	0.703518	0.522248	0.228177	0.179441	0.308748	0.343888	0.372573	0.212863	0.489049	0.582466	0.363298	0.206874	0.259598	0.102677	0.233741	0.348331	0.884462
19	0.564892	0.368653	0.151101	0.329161	0.194367	0.141773	0.268407	0.548598	0.103698	0.234688	0.279607	0.250337	0.194291	0.228480	0.256890	0.666731	0.713880	0.541212	0.167377	0.077903	0.168571	0.130007	0.300756	0.427706	0.532642	0.440347	0.134347	0.363536	0.117188	0.081892	0.128895	0.549781	0.191625	0.124464	0.371518	0.300822	0.112098	0.456514	0.386042	0.482708	0.473624	0.389418	0.240182	0.420065	0.095984	0.251568	0.289492	0.659827	0.544024	0.239012	0.083950	0.293231	0.344164	0.371363	0.200961	0.457366	0.445541	0.257977	0.217695	0.257124	0.102544	0.247035	0.347024	0.833497
20	0.608293	0.313778	0.156867	0.326935	0.221919	0.137747	0.268162	0.559231	0.177666	0.248991	0.286585	0.280063	0.198605	0.208449	0.253661	0.656995	0.700593	0.531574	0.085863	0.083871	0.164164	0.128238	0.308043	0.414044	0.521033	0.353850	0.160662	0.384042	0.147889	0.072764	0.142343	0.530612	0.192237	0.132739	0.402128	0.292879	0.102839	0.440033	0.374244	0.415939	0.481185	0.390822	0.235762	0.438567	0.114790	0.268694	0.223551	0.620723	0.547073	0.238310	0.096147	0.300629	0.341633	0.316989	0.196402	0.389644	0.410973	0.256331	0.208808	0.238447	0.104305	0.286415	0.329414	0.765957
21	0.623759	0.307207	0.122163	0.304268	0.229746	0.110973	0.270789	0.566791	0.181389	0.254551	0.393512	0.260441	0.211166	0.201816	0.280685	0.625043	0.617589	0.456103	0.077102	0.097388	0.162660	0.198905	0.317893	0.429093	0.307742	0.349832	0.162376	0.398945	0.167343	0.073476	0.143536	0.514685	0.190392	0.166595	0.350662	0.296241	0.102674	0.434670	0.370946	0.353872	0.471068	0.386231	0.235021	0.480424	0.097164	0.363418	0.228450	0.604451	0.543296	0.238055	0.103648	0.292407	0.332477	0.245634	0.181154	0.392726	0.361872	0.282361	0.208566	0.231710	0.103610	0.306060	0.301579	0.760916
22	0.537657	0.315066	0.109445	0.516738	0.228833	0.080580	0.281157	0.575883	0.186386	0.245162	0.404514	0.222469	0.220788	0.202901	0.295693	0.620987	0.495818	0.377523	0.097253	0.098757	0.088045	0.445810	0.273227	0.436790	0.231279	0.244419	0.165199	0.411969	0.155596	0.102276	0.140659	0.484159	0.183016	0.188824	0.324671	0.313299	0.104732	0.438708	0.369168	0.337433	0.437852	0.314102	0.238191	0.500299	0.092347	0.578963	0.234298	0.588500	0.538108	0.229078	0.130267	0.250804	0.315907	0.239354	0.181203	0.352576	0.365386	0.288665	0.200734	0.187236	0.106129	0.304807	0.330178	0.741409
23	0.427951	0.256498	0.123160	0.558201	0.229291	0.069770	0.271411	0.556391	0.176886	0.214609	0.358334	0.228819	0.352043	0.225880	0.326762	0.619632	0.445527	0.340062	0.241668	0.158444	0.068255	0.500408	0.253981	0.355057	0.148728	0.126957	0.175156	0.396459	0.151392	0.137362	0.145654	0.486582	0.144025	0.175619	0.265950	0.311294	0.106191	0.454575	0.366695	0.277000	0.385262	0.294358	0.253371	0.509812	0.124384	0.700438	0.251300	0.399192	0.525939	0.209563	0.153205	0.199647	0.287456	0.225186	0.181920	0.319616	0.336635	0.245379	0.203985	0.283871	0.091113	0.297041	0.337533	0.616361
24	0.411558	0.343113	0.191894	0.586656	0.227418	0.067538	0.190613	0.534615	0.176174	0.153072	0.354526	0.227308	0.443994	0.226210	0.320274	0.594283	0.231661	0.138977	0.452603	0.185482	0.070467	0.520149	0.196394	0.301531	0.146412	0.136669	0.253171	0.392143	0.304439	0.146423	0.151388	0.416642	0.063982	0.175823	0.262056	0.299614	0.099401	0.525210	0.320779	0.289003	0.335147	0.288825	0.258213	0.472109	0.127914	0.742812	0.236975	0.335360	0.299046	0.162600	0.185668	0.190568	0.265795	0.214470	0.206165	0.280540	0.349623	0.218596	0.201649	0.301189	0.084238	0.295965	0.300527	0.544124
25	0.425676	0.383768	0.235843	0.556891	0.224963	0.066454	0.189622	0.520818	0.172902	0.136409	0.357400	0.245602	0.449779	0.261244	0.317957	0.468881	0.095135	0.051841	0.507468	0.194558	0.067836	0.515468	0.222450	0.304903	0.123651	0.121601	0.254502	0.400783	0.404087	0.155148	0.151505	0.367871	0.039789	0.194330	0.224233	0.257402	0.088906	0.579148	0.252105	0.358657	0.296464	0.197160	0.270827	0.442221	0.128665	0.961974	0.273286	0.266694	0.299321	0.152281	0.212994	0.193592	0.195724	0.190686	0.192398	0.267592	0.368872	0.218975	0.186226	0.313714	0.111753	0.291983	0.303234	0.545708
26	0.449186	0.344479	0.300573	0.647855	0.218131	0.064066	0.154456	0.492086	0.105478	0.103629	0.380587	0.466197	0.450136	0.310992	0.320717	0.437997	0.089512	0.051164	0.689822	0.208919	0.057255	0.521710	0.209704	0.217000	0.116756	0.076022	0.242819	0.416553	0.476988	0.206349	0.144517	0.364348	0.033286	0.192040	0.142250	0.245998	0.087555	0.548071	0.231097	0.323931	0.115324	0.090441	0.236242	0.432457	0.136039	1.190032	0.307859	0.286437	0.296863	0.111035	0.255038	0.204309	0.172754	0.166671	0.184832	0.274925	0.363655	0.209934	0.178693	0.325020	0.119365	0.296273	0.292310	0.540066
27	0.354358	0.333915	0.318452	0.741507	0.189644	0.057543	0.150292	0.434675	0.061261	0.076650	0.323318	0.524467	0.457649	0.323941	0.341418	0.335745	0.098757	0.053324	0.762366	0.248101	0.058412	0.557290	0.218770	0.220320	0.116446	0.079270	0.278969	0.403976	0.516395	0.218853	0.135220	0.341957	0.052688	0.168567	0.067693	0.357390	0.088087	0.504178	0.138833	0.296923	0.056420	0.083566	0.227171	0.504852	0.126721	1.230282	0.305794	0.262697	0.269184	0.104318	0.359136	0.227727	0.080707	0.113172	0.186774	0.269129	0.301353	0.198926	0.121837	0.333400	0.172818	0.300949	0.289050	0.518708
28	0.309407	0.335034	0.350273	0.738508	0.165776	0.054857	0.145705	0.391645	0.045531	0.083133	0.310291	0.549548	0.476031	0.317625	0.325963	0.209876	0.086702	0.080528	0.769168	0.281342	0.145006	0.661046	0.203730	0.216197	0.100058	0.085340	0.327499	0.400881	0.524777	0.262933	0.133838	0.217003	0.080890	0.152450	0.162388	0.389623	0.081926	0.478660	0.112371	0.293943	0.055800	0.083287	0.263929	0.511059	0.130007	1.220584	0.291343	0.261795	0.307812	0.104834	0.401166	0.233702	0.059875	0.096973	0.180736	0.248663	0.336927	0.209742	0.124690	0.356328	0.176922	0.293743	0.288654	0.506372
29	0.308440	0.331751	0.345079	0.597080	0.160903	0.042041	0.169842	0.366329	0.055792	0.084265	0.322651	0.591247	0.476690	0.301793	0.302260	0.195936	0.083856	0.094619	0.771450	0.352734	0.193401	0.614052	0.206067	0.169479	0.085257	0.079413	0.325031	0.392717	0.523631	0.311495	0.121307	0.197390	0.089386	0.168502	0.238511	0.375426	0.072158	0.458579	0.120458	0.289923	0.052567	0.077137	0.254355	0.490194	0.157182	1.157367	0.300494	0.254473	0.307448	0.109727	0.407261	0.238608	0.046220	0.080703	0.175900	0.271086	0.342681	0.201476	0.136962	0.442052	0.177535	0.272019	0.288596	0.504165
30	0.288897	0.323556	0.398631	0.625838	0.121876	0.034993	0.170873	0.359272	0.063970	0.106457	0.324537	0.601539	0.467970	0.376368	0.299382	0.182535	0.085020	0.099292	0.743353	0.512894	0.243996	0.505490	0.212708	0.151639	0.041036	0.061059	0.250434	0.282320	0.514819	0.339981	0.104720	0.195022	0.100723	0.172085	0.293078	0.402977	0.109417	0.451577	0.118470	0.285715	0.052833	0.066395	0.243971	0.469254	0.145153	1.070522	0.308390	0.205889	0.301364	0.109568	0.396200	0.255837	0.042787	0.076162	0.197748	0.249972	0.349515	0.175052	0.149293	0.440971	0.177661	0.240384	0.288203	0.443427
