	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_01.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_02.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_03.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_04.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_05.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_06.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_07.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_08.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_09.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d	219_C_T2_sh_ND_10.c3d
7	1.200263	0.984303	0.366666	0.170433	0.217418	0.121827	0.348469	0.236690	0.419054	0.649400	0.300294	0.221540	0.461636	0.961634	0.264381	0.435245	0.656442	0.467038	0.627038	0.268378	0.201318	0.184467	0.387262	0.300790	0.620435	0.595815	0.334163	0.329418	0.578606	0.622209	0.315937	0.391086	0.423429	0.268344	0.289635	0.187007	0.154902	0.144258	0.590932	0.504412	0.598854	0.725296	0.278147	0.320807	0.382635	0.596781	0.536583	0.306885	0.565592	0.256904	0.284203	0.278173	0.107324	0.242226	0.416319	0.503162	0.729940	0.648388	0.257689	0.529306	0.221603	0.389275	0.562876	0.367340	0.756136	0.464422	0.481893	0.389133	0.467115	0.234637	0.420889	0.345249	0.733704	0.211856	0.396995	0.446927	0.450324	0.219216	0.595257	0.211385
8	1.203299	0.979321	0.369389	0.183416	0.211822	0.126436	0.375436	0.240229	0.359638	0.549296	0.320462	0.228779	0.422942	0.868059	0.299770	0.437991	0.650901	0.393980	0.632952	0.254873	0.122523	0.192421	0.403770	0.328251	0.658251	0.637215	0.327374	0.336863	0.547527	0.614951	0.339128	0.323361	0.423375	0.256981	0.260605	0.209251	0.179110	0.170950	0.693052	0.527721	0.585941	0.665832	0.294479	0.361920	0.383624	0.596809	0.510442	0.327302	0.596608	0.245719	0.279436	0.255403	0.104135	0.255386	0.442480	0.528155	0.602963	0.638421	0.278615	0.547408	0.238865	0.380341	0.570330	0.429232	0.761157	0.509455	0.486301	0.448496	0.436360	0.248524	0.473303	0.356366	0.735183	0.213170	0.404745	0.414312	0.446090	0.223204	0.593539	0.214576
9	1.309917	1.102579	0.366121	0.301609	0.224630	0.134322	0.345684	0.253005	0.349546	0.569780	0.320803	0.233638	0.380361	0.728874	0.451635	0.446315	0.651062	0.382654	0.635738	0.366231	0.132048	0.198176	0.453779	0.433351	0.674074	0.663565	0.326809	0.341443	0.524955	0.575280	0.335899	0.306321	0.423000	0.266447	0.217679	0.207884	0.183725	0.177539	0.719336	0.646034	0.597382	0.644951	0.334883	0.377822	0.384491	0.595833	0.508896	0.356283	0.621852	0.251813	0.277518	0.253458	0.104828	0.259357	0.452714	0.532043	0.620552	0.638528	0.294002	0.625087	0.241852	0.380383	0.578350	0.434861	0.822495	0.624776	0.491318	0.539324	0.450347	0.253305	0.527023	0.367692	0.732954	0.209015	0.401095	0.413193	0.445441	0.224697	0.561956	0.216490
10	1.536677	1.311432	0.369859	0.394048	0.215602	0.125724	0.340674	0.241576	0.377469	0.609970	0.326344	0.242004	0.380253	0.671039	0.464605	0.484427	0.650908	0.342416	0.633196	0.462721	0.134069	0.203154	0.407734	0.472810	0.653323	0.651330	0.343523	0.340425	0.475605	0.494710	0.342896	0.273361	0.400232	0.281597	0.302688	0.207715	0.198658	0.169942	0.804348	0.683723	0.605192	0.640222	0.300075	0.350239	0.369581	0.574229	0.603324	0.362477	0.611759	0.263548	0.237411	0.235353	0.104707	0.261268	0.435560	0.492691	0.688415	0.637571	0.292005	0.705307	0.225274	0.350797	0.583883	0.434299	0.860410	0.691831	0.484338	0.570323	0.382367	0.256140	0.525193	0.371541	0.724621	0.209932	0.393324	0.395473	0.447440	0.231956	0.531581	0.216033
11	1.661155	1.414580	0.367384	0.398242	0.181299	0.111593	0.341698	0.243700	0.381214	0.527092	0.325684	0.458806	0.355368	0.640101	0.470199	0.494052	0.652894	0.324504	0.640643	0.473065	0.145185	0.164949	0.440855	0.606948	0.668271	0.667710	0.361580	0.345338	0.476931	0.492456	0.337609	0.196477	0.389582	0.270990	0.329642	0.209884	0.237101	0.183748	0.882945	0.687934	0.526966	0.543827	0.276423	0.370228	0.342454	0.523987	0.588779	0.383030	0.591460	0.266227	0.219197	0.208788	0.102437	0.251394	0.425628	0.497774	0.677602	0.634551	0.292921	0.724051	0.219702	0.344167	0.587546	0.442913	0.886509	0.712117	0.563727	0.570216	0.366876	0.253555	0.531635	0.368346	0.712546	0.204117	0.394187	0.380417	0.445655	0.233448	0.535270	0.207475
12	1.694377	1.467728	0.366080	0.430007	0.166596	0.114084	0.323143	0.280205	0.356616	0.466493	0.328064	0.568256	0.285025	0.541170	0.446099	0.498341	0.635344	0.319070	0.641809	0.486728	0.172158	0.151717	0.527618	0.657325	0.728401	0.755398	0.335815	0.330824	0.410536	0.403879	0.335123	0.200750	0.406213	0.262139	0.328967	0.211032	0.238475	0.176681	0.904682	0.687379	0.383246	0.380305	0.276977	0.377458	0.302698	0.418487	0.509463	0.434349	0.588152	0.285220	0.225416	0.201483	0.107313	0.215382	0.385040	0.482669	0.652881	0.623571	0.303050	0.740006	0.194127	0.330244	0.596748	0.435937	0.889316	0.709593	0.692755	0.559893	0.360506	0.248121	0.532345	0.367054	0.701074	0.205841	0.393479	0.366404	0.433591	0.231840	0.519884	0.206604
13	1.706396	1.499665	0.352253	0.457439	0.142984	0.106846	0.288570	0.287280	0.343296	0.481178	0.337806	0.572979	0.245954	0.320000	0.443141	0.503156	0.580316	0.321948	0.637044	0.513674	0.180586	0.158504	0.525428	0.679708	0.735998	0.842570	0.280317	0.251479	0.271184	0.217531	0.332072	0.191736	0.383847	0.238348	0.329679	0.240250	0.239450	0.171430	0.899636	0.640024	0.317487	0.245565	0.296799	0.378218	0.297234	0.412924	0.514480	0.517528	0.597699	0.290483	0.221248	0.205842	0.116340	0.206687	0.271614	0.429503	0.666006	0.578900	0.314380	0.755529	0.175554	0.315659	0.589740	0.416016	0.884739	0.694134	0.793387	0.549276	0.261921	0.193105	0.527272	0.363906	0.675894	0.208726	0.425661	0.348974	0.427342	0.217255	0.523978	0.196965
14	1.715964	1.512935	0.330484	0.460115	0.141556	0.110741	0.284163	0.346081	0.393763	0.544380	0.335925	0.602958	0.255472	0.171549	0.478392	0.474051	0.560427	0.322501	0.634076	0.529101	0.185932	0.161083	0.527936	0.684837	0.765574	0.867424	0.278275	0.224804	0.285374	0.328497	0.269277	0.174355	0.376903	0.234980	0.328789	0.250314	0.239502	0.170401	0.895070	0.544476	0.303548	0.189915	0.327538	0.391343	0.261079	0.401815	0.522810	0.535034	0.603897	0.280816	0.246622	0.224734	0.154336	0.240511	0.282967	0.403243	0.679454	0.495991	0.304621	0.757775	0.177126	0.314275	0.485846	0.403268	0.879437	0.675099	0.805581	0.548545	0.238741	0.165121	0.529159	0.363207	0.592149	0.195547	0.441369	0.329365	0.403209	0.187149	0.460715	0.186036
15	1.707624	1.511956	0.315850	0.457377	0.147722	0.111199	0.285813	0.407295	0.455759	0.549794	0.364259	0.635910	0.230946	0.181240	0.497785	0.437534	0.541683	0.322632	0.633236	0.531736	0.186083	0.160233	0.528281	0.681516	0.781549	0.852692	0.264039	0.228550	0.316644	0.451245	0.235350	0.154984	0.377396	0.230979	0.337862	0.263601	0.238690	0.172440	0.896973	0.531251	0.296735	0.189330	0.336402	0.391668	0.186390	0.328069	0.521917	0.535569	0.592566	0.279755	0.273047	0.239654	0.140391	0.271947	0.292464	0.350584	0.685119	0.457910	0.290685	0.756736	0.174487	0.287170	0.390958	0.398125	0.863629	0.660735	0.804358	0.549336	0.236967	0.158269	0.512134	0.358497	0.557585	0.191318	0.437678	0.328151	0.377116	0.175280	0.402713	0.188770
16	1.706095	1.511132	0.320668	0.460946	0.156655	0.113470	0.283040	0.421254	0.475257	0.546290	0.371953	0.656098	0.213468	0.180598	0.498609	0.435232	0.526310	0.314262	0.624727	0.532505	0.186568	0.161120	0.519522	0.682274	0.771207	0.848125	0.253328	0.208558	0.303084	0.453526	0.182129	0.139549	0.372933	0.235287	0.336188	0.302016	0.220175	0.160395	0.869922	0.525463	0.286619	0.190823	0.327816	0.387405	0.136076	0.233312	0.500470	0.502699	0.497653	0.257977	0.306236	0.225926	0.160697	0.281916	0.270253	0.268922	0.629000	0.324346	0.271982	0.750886	0.166932	0.276654	0.398494	0.364872	0.826185	0.641218	0.802840	0.560899	0.237023	0.154415	0.420900	0.306623	0.557568	0.189854	0.419444	0.269019	0.359189	0.174866	0.395039	0.211095
17	1.696700	1.484867	0.323577	0.471810	0.159455	0.116747	0.287540	0.400469	0.489317	0.538411	0.415311	0.660426	0.208626	0.180178	0.499494	0.393079	0.399362	0.268785	0.485022	0.531182	0.185093	0.157649	0.505200	0.665915	0.771234	0.847514	0.280925	0.199457	0.310864	0.450002	0.151204	0.136282	0.326841	0.217339	0.341631	0.315607	0.212383	0.161515	0.673987	0.532845	0.293805	0.197463	0.391609	0.417188	0.138418	0.177722	0.506840	0.488432	0.434791	0.238037	0.334112	0.222588	0.174060	0.281236	0.217985	0.239221	0.563578	0.194636	0.262859	0.752385	0.136841	0.185439	0.388782	0.351233	0.792164	0.633918	0.783701	0.563808	0.236951	0.141381	0.401543	0.388707	0.557278	0.176189	0.428921	0.213909	0.308526	0.158441	0.296144	0.213313
18	1.660762	1.430078	0.308948	0.475026	0.162188	0.122718	0.276949	0.398529	0.497663	0.539521	0.429580	0.664979	0.208350	0.181609	0.506104	0.384624	0.248631	0.254476	0.400399	0.526858	0.178451	0.143981	0.501184	0.664365	0.770141	0.843763	0.315846	0.194637	0.322943	0.534464	0.132828	0.128932	0.317217	0.220386	0.342760	0.318156	0.212723	0.154742	0.607874	0.503617	0.302766	0.201437	0.434025	0.485768	0.149327	0.142188	0.503200	0.490762	0.416244	0.239874	0.330691	0.226754	0.195557	0.318279	0.248054	0.260195	0.553205	0.213056	0.262502	0.752324	0.134239	0.160394	0.364262	0.344223	0.732184	0.608441	0.773399	0.562594	0.233138	0.194402	0.391316	0.369923	0.534252	0.154107	0.423031	0.301258	0.189660	0.134770	0.274173	0.168620
19	1.583526	1.367174	0.293054	0.472717	0.164122	0.123996	0.247692	0.391964	0.496501	0.535264	0.424138	0.661556	0.208435	0.182303	0.505826	0.391642	0.183934	0.254043	0.380550	0.525980	0.167955	0.132944	0.476069	0.671642	0.759227	0.828595	0.319880	0.215294	0.347117	0.587182	0.101780	0.119336	0.266527	0.236078	0.373887	0.316603	0.228892	0.240708	0.567011	0.332336	0.305376	0.203699	0.439280	0.489714	0.145276	0.140263	0.490548	0.463303	0.407635	0.239824	0.351405	0.205477	0.210507	0.333156	0.246040	0.237007	0.552744	0.215437	0.261214	0.740585	0.126353	0.146576	0.327184	0.252355	0.669860	0.590331	0.734484	0.563342	0.220339	0.287713	0.357572	0.327413	0.407436	0.151788	0.405059	0.386173	0.109067	0.102794	0.276392	0.142691
20	1.487678	1.318682	0.276872	0.473231	0.162376	0.121288	0.190272	0.386393	0.493698	0.535314	0.427389	0.662353	0.207496	0.184150	0.416499	0.393300	0.162735	0.244290	0.283550	0.517420	0.154964	0.116639	0.409575	0.595983	0.707861	0.759836	0.328901	0.217685	0.389286	0.686794	0.085902	0.113403	0.251841	0.238453	0.406086	0.295373	0.210819	0.297135	0.434803	0.284357	0.309671	0.188397	0.443884	0.492464	0.143975	0.139786	0.505472	0.445404	0.407090	0.239244	0.352293	0.230586	0.264755	0.345465	0.246947	0.207071	0.552049	0.221958	0.263413	0.663878	0.092391	0.144082	0.297518	0.168250	0.662572	0.589186	0.707244	0.498063	0.175078	0.306665	0.259448	0.320676	0.248053	0.155444	0.378942	0.385007	0.093898	0.084836	0.276442	0.130513
21	1.373924	1.278691	0.256873	0.481329	0.142242	0.102584	0.176177	0.377279	0.488020	0.531548	0.397145	0.655139	0.201750	0.185169	0.326019	0.328652	0.159020	0.236998	0.206647	0.514301	0.152463	0.111980	0.399759	0.559186	0.635666	0.699615	0.347936	0.218576	0.409864	0.703088	0.064860	0.100286	0.254586	0.239138	0.425732	0.290254	0.208941	0.382587	0.248367	0.280331	0.315820	0.181858	0.443264	0.506375	0.122487	0.126228	0.422576	0.434583	0.402502	0.233152	0.351172	0.325186	0.261495	0.345261	0.242724	0.208519	0.564633	0.241551	0.266239	0.614394	0.079600	0.155446	0.273663	0.174359	0.568371	0.572210	0.695606	0.480750	0.185908	0.411770	0.220520	0.300881	0.199758	0.156301	0.379519	0.385935	0.087250	0.083389	0.280514	0.130297
22	1.265366	1.241382	0.298767	0.480565	0.114998	0.089978	0.168451	0.385228	0.487055	0.525686	0.385938	0.651586	0.183070	0.184289	0.314866	0.316424	0.144740	0.210753	0.197700	0.510413	0.139721	0.110656	0.360240	0.406608	0.579977	0.659058	0.381454	0.221368	0.431085	0.721836	0.062508	0.072096	0.262016	0.225958	0.421336	0.418321	0.210957	0.404058	0.189140	0.281600	0.308094	0.190348	0.434133	0.490691	0.121531	0.121902	0.310592	0.416237	0.364162	0.231930	0.346121	0.351356	0.256420	0.342061	0.219642	0.205473	0.579267	0.257012	0.278804	0.588614	0.069138	0.166396	0.295760	0.170206	0.551988	0.541810	0.699253	0.495171	0.178554	0.423615	0.221117	0.302719	0.206419	0.162773	0.381937	0.385597	0.055708	0.059578	0.274365	0.131837
