	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_02.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_04.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_06.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_08.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d	222_C_T1_sh_ND_09.c3d
9	0.109861	0.058289	0.432729	0.185207	0.067197	0.041322	0.448050	0.210008	0.078342	0.075645	0.561756	0.177574	0.085467	0.041681	0.745160	0.442932	0.100562	0.076624	0.490883	0.594255	0.131688	0.102496	0.740219	0.160350	0.079411	0.060803	0.713792	0.561579	0.107117	0.075989	0.252597	0.231789	0.096358	0.079519	0.517283	0.446759	0.121985	0.088469	0.367041	0.402051
10	0.115009	0.058521	0.461186	0.191962	0.072936	0.041998	0.475403	0.197119	0.078935	0.074724	0.541363	0.168274	0.077011	0.036086	0.814598	0.446347	0.108721	0.084053	0.548297	0.568298	0.131894	0.106993	0.729940	0.166056	0.085727	0.065150	0.673166	0.570329	0.108143	0.082684	0.233268	0.238839	0.103618	0.085999	0.537085	0.452706	0.129467	0.081551	0.304925	0.402004
11	0.097873	0.054165	0.431994	0.188544	0.075630	0.042077	0.496823	0.171174	0.079037	0.074634	0.467628	0.157986	0.079352	0.039399	0.846816	0.447694	0.114997	0.086828	0.555955	0.563721	0.126807	0.110867	0.692370	0.167037	0.090943	0.065430	0.603772	0.574017	0.107360	0.089185	0.221713	0.232807	0.110105	0.090251	0.545416	0.451539	0.139389	0.079816	0.276485	0.401705
12	0.092596	0.058696	0.372121	0.172835	0.084456	0.044406	0.550032	0.167327	0.079911	0.077357	0.419627	0.156013	0.081973	0.040096	0.876595	0.449707	0.115812	0.087198	0.554767	0.582140	0.125739	0.110703	0.618566	0.162871	0.096766	0.065413	0.587624	0.576162	0.106359	0.089322	0.271438	0.211469	0.112191	0.089194	0.543627	0.447079	0.142552	0.077873	0.312380	0.380752
13	0.106179	0.078161	0.378753	0.181046	0.113287	0.052764	0.590453	0.168677	0.076775	0.076038	0.391017	0.149220	0.083054	0.040549	0.918219	0.452061	0.118175	0.090904	0.575306	0.617555	0.115406	0.097786	0.614682	0.162246	0.129849	0.076865	0.604215	0.575754	0.104596	0.084788	0.286333	0.217925	0.111459	0.086566	0.540626	0.449296	0.142137	0.071154	0.367997	0.319175
14	0.108237	0.084775	0.369552	0.198110	0.123175	0.051953	0.592211	0.176655	0.075532	0.073180	0.383162	0.146613	0.083683	0.045833	0.913110	0.450016	0.119190	0.093347	0.595283	0.650725	0.100833	0.083732	0.560742	0.160840	0.187437	0.107800	0.594901	0.579804	0.110580	0.076060	0.271405	0.221877	0.110650	0.085932	0.540636	0.452755	0.142349	0.066943	0.400319	0.243014
15	0.110312	0.099577	0.357603	0.208693	0.126043	0.056640	0.622055	0.165927	0.074822	0.072639	0.395420	0.144989	0.083502	0.058185	0.850883	0.424407	0.122192	0.094095	0.602520	0.668089	0.098303	0.078105	0.463564	0.156987	0.230861	0.139130	0.483659	0.564751	0.114846	0.071845	0.272189	0.229288	0.110363	0.087698	0.538399	0.455184	0.151679	0.073141	0.417161	0.204053
16	0.116315	0.118097	0.347884	0.209307	0.143394	0.072141	0.769132	0.166943	0.083145	0.073348	0.372296	0.132076	0.083573	0.061249	0.790423	0.404532	0.132983	0.095740	0.615973	0.673761	0.102055	0.078648	0.441717	0.165084	0.250839	0.155414	0.435433	0.593140	0.123335	0.070240	0.273307	0.229619	0.108965	0.089599	0.534863	0.454788	0.151686	0.067432	0.406329	0.203924
17	0.127775	0.130653	0.360951	0.211791	0.147392	0.075639	0.882403	0.202754	0.089813	0.072642	0.314563	0.134243	0.086982	0.058969	0.748389	0.395650	0.139516	0.094273	0.643257	0.676891	0.103970	0.083568	0.455626	0.171528	0.250878	0.156342	0.455010	0.607939	0.133839	0.069194	0.269172	0.216358	0.107570	0.090897	0.533435	0.458496	0.146079	0.063159	0.390299	0.201909
18	0.129059	0.130767	0.399138	0.209475	0.144142	0.074678	0.913545	0.214318	0.087178	0.068124	0.301928	0.211494	0.095244	0.057048	0.738735	0.395271	0.140661	0.091364	0.651226	0.679476	0.114663	0.091559	0.465004	0.163367	0.258262	0.156536	0.461271	0.582854	0.127743	0.068401	0.260817	0.186210	0.107472	0.091010	0.533037	0.462692	0.137257	0.082937	0.451237	0.195890
19	0.135076	0.133463	0.442230	0.207104	0.143230	0.075158	0.916429	0.213665	0.080236	0.063779	0.359712	0.247808	0.090338	0.057400	0.733280	0.375488	0.142547	0.090793	0.650381	0.680210	0.104793	0.087007	0.415739	0.168056	0.278682	0.159100	0.470608	0.533259	0.131512	0.067238	0.261804	0.171402	0.107676	0.090037	0.530316	0.449250	0.137419	0.097456	0.477066	0.188670
20	0.144208	0.137095	0.432193	0.208541	0.143705	0.075266	0.917265	0.212871	0.085043	0.069063	0.384096	0.257970	0.082131	0.066174	0.730757	0.329962	0.143649	0.090988	0.642513	0.673653	0.114833	0.092661	0.362343	0.180404	0.303699	0.159018	0.546742	0.504475	0.155434	0.069781	0.255671	0.172559	0.111961	0.090773	0.516112	0.412863	0.139933	0.101461	0.478218	0.185564
21	0.145632	0.137284	0.425914	0.209179	0.143766	0.074844	0.942888	0.213935	0.126569	0.089644	0.402087	0.257816	0.085647	0.074565	0.722713	0.254001	0.145454	0.092600	0.635889	0.645166	0.122574	0.097240	0.360001	0.182259	0.316961	0.159123	0.564413	0.520281	0.166933	0.070792	0.262700	0.165771	0.112894	0.090070	0.485677	0.369192	0.141436	0.106604	0.471404	0.182846
22	0.144208	0.138447	0.429889	0.209982	0.142045	0.074307	0.924592	0.209175	0.170238	0.110510	0.412971	0.267400	0.084826	0.075287	0.674677	0.203926	0.147680	0.094048	0.636881	0.602549	0.120592	0.095814	0.355842	0.171598	0.327089	0.164573	0.544464	0.532912	0.164571	0.070891	0.256309	0.139221	0.109693	0.085525	0.456463	0.337075	0.141206	0.107092	0.465156	0.170992
23	0.149434	0.141346	0.399102	0.224961	0.139540	0.074963	0.880043	0.198916	0.185058	0.117020	0.416103	0.303713	0.090490	0.076212	0.590875	0.205290	0.147789	0.093428	0.637024	0.622365	0.119689	0.091301	0.350901	0.163310	0.330448	0.173239	0.576545	0.535187	0.163403	0.068341	0.287658	0.146891	0.098111	0.075916	0.449947	0.330035	0.139108	0.109282	0.463271	0.174681
24	0.157664	0.142865	0.404360	0.265198	0.138112	0.077345	0.861023	0.197097	0.187115	0.116799	0.436969	0.335839	0.095595	0.076196	0.529885	0.214683	0.146299	0.087932	0.615546	0.689641	0.122035	0.086093	0.324254	0.159273	0.327426	0.183508	0.641378	0.544767	0.163476	0.073111	0.450910	0.245451	0.088981	0.069117	0.443448	0.330956	0.138901	0.113561	0.461226	0.229450
25	0.158896	0.140908	0.402132	0.296435	0.135178	0.077890	0.834839	0.178516	0.189252	0.114223	0.449525	0.352324	0.115829	0.085198	0.438455	0.211258	0.151641	0.078835	0.538973	0.743837	0.125064	0.084131	0.310606	0.155900	0.308259	0.189721	0.625514	0.567676	0.163839	0.081007	0.502733	0.369045	0.088493	0.068194	0.383270	0.325295	0.154341	0.122558	0.456082	0.293478
26	0.155560	0.139694	0.391399	0.301867	0.115045	0.071289	0.804346	0.185000	0.197971	0.118859	0.480122	0.376012	0.146030	0.102897	0.334727	0.205314	0.188866	0.082062	0.477470	0.758690	0.125487	0.087317	0.324115	0.156617	0.283289	0.188720	0.621197	0.546293	0.166760	0.084831	0.492317	0.418474	0.089955	0.066694	0.270648	0.307594	0.170595	0.141285	0.441276	0.343369
27	0.147962	0.143396	0.405838	0.282998	0.100927	0.067982	0.806793	0.192428	0.210730	0.128570	0.519133	0.379651	0.157303	0.110934	0.363293	0.202816	0.234643	0.092385	0.504307	0.742074	0.130848	0.096995	0.327585	0.153064	0.272138	0.192227	0.619165	0.494996	0.179934	0.086623	0.517830	0.418366	0.084455	0.058513	0.231642	0.280102	0.172744	0.149901	0.415804	0.352626
28	0.146301	0.176048	0.453332	0.339739	0.110361	0.065588	0.796767	0.223057	0.216613	0.137306	0.507597	0.405339	0.158696	0.106420	0.382264	0.188795	0.267579	0.097313	0.534600	0.739909	0.139975	0.104108	0.320767	0.168057	0.276887	0.197792	0.605244	0.455032	0.203895	0.088679	0.548060	0.456116	0.077448	0.049866	0.241531	0.261289	0.207993	0.186187	0.473603	0.351142
29	0.146679	0.219629	0.494494	0.484153	0.120805	0.049471	0.670215	0.266654	0.212353	0.142292	0.475081	0.428217	0.170255	0.103703	0.363719	0.178638	0.276323	0.092985	0.514083	0.772902	0.146306	0.108605	0.320303	0.235231	0.274061	0.198683	0.597153	0.443938	0.202134	0.089975	0.608707	0.554597	0.081062	0.049348	0.395720	0.268358	0.225642	0.215463	0.501396	0.371133
30	0.150220	0.270018	0.501373	0.617581	0.171672	0.044518	0.496143	0.277900	0.211305	0.149326	0.469434	0.429213	0.206140	0.110149	0.387423	0.169304	0.273592	0.096002	0.476629	0.828473	0.146259	0.105520	0.300804	0.260717	0.262579	0.201124	0.596465	0.442482	0.209426	0.115436	0.622689	0.638160	0.098784	0.058827	0.453603	0.272935	0.221198	0.222090	0.499452	0.390859
31	0.149106	0.278810	0.495597	0.665148	0.222581	0.048785	0.451681	0.269845	0.211828	0.164191	0.477967	0.395413	0.208078	0.111237	0.426057	0.171116	0.272100	0.101397	0.444306	0.874256	0.136224	0.098873	0.266187	0.267103	0.253426	0.219387	0.576855	0.415280	0.232543	0.140405	0.623548	0.677047	0.119790	0.066121	0.464226	0.266009	0.216155	0.223215	0.504113	0.400194
32	0.146570	0.282805	0.484941	0.671284	0.235898	0.078225	0.489701	0.293556	0.211471	0.172851	0.458158	0.382950	0.214221	0.112884	0.435817	0.169965	0.269666	0.101247	0.395017	0.895798	0.146954	0.112252	0.261957	0.261091	0.275010	0.272894	0.505090	0.363249	0.244573	0.175400	0.629551	0.688993	0.135338	0.065538	0.461690	0.259098	0.218329	0.221500	0.503084	0.408242
33	0.148702	0.287862	0.497424	0.737961	0.239164	0.140838	0.494968	0.340097	0.204647	0.168413	0.459324	0.388817	0.220642	0.109090	0.438478	0.168607	0.268392	0.099400	0.360321	0.899522	0.145525	0.113908	0.277463	0.275503	0.299075	0.350515	0.495232	0.317026	0.238764	0.259567	0.762160	0.690358	0.140571	0.063509	0.471251	0.269864	0.220075	0.218158	0.518508	0.416289
34	0.173502	0.289182	0.521579	0.825941	0.268575	0.178252	0.462593	0.388811	0.184264	0.160288	0.447824	0.393058	0.218453	0.103091	0.551960	0.170780	0.267655	0.097937	0.436996	0.898264	0.139455	0.109552	0.276191	0.336014	0.325025	0.366648	0.499716	0.305711	0.227028	0.298835	0.797444	0.690446	0.141310	0.063540	0.510104	0.279601	0.219546	0.216488	0.526046	0.420816
35	0.216439	0.304787	0.525430	0.890641	0.326057	0.223466	0.431560	0.407119	0.182027	0.164279	0.440616	0.380580	0.224461	0.102558	0.674407	0.169060	0.266469	0.097735	0.455854	0.908191	0.145901	0.106968	0.276012	0.401894	0.348184	0.364133	0.458689	0.285313	0.222083	0.303759	0.793901	0.693348	0.141571	0.064982	0.557248	0.267362	0.220187	0.213608	0.526633	0.421508
36	0.262852	0.318348	0.517100	0.921581	0.395279	0.279003	0.418534	0.417754	0.187343	0.167919	0.437070	0.349716	0.245782	0.101360	0.715530	0.171932	0.265867	0.097758	0.469328	0.974405	0.197736	0.110611	0.280855	0.435907	0.349727	0.371449	0.446044	0.270432	0.221870	0.323902	0.791545	0.703057	0.143148	0.065449	0.620719	0.249348	0.220065	0.213785	0.532082	0.421126
37	0.371874	0.323148	0.500414	0.914581	0.534944	0.377539	0.418554	0.428190	0.188323	0.171876	0.414451	0.336870	0.255219	0.109525	0.715657	0.171477	0.264556	0.096415	0.505359	0.999421	0.217722	0.134078	0.296268	0.448251	0.361931	0.375798	0.445073	0.207764	0.222697	0.349643	0.728662	0.748582	0.140439	0.064436	0.714725	0.245921	0.217557	0.214012	0.563316	0.441871
38	0.427508	0.325936	0.500785	0.903882	0.605702	0.453818	0.414060	0.434279	0.199882	0.171441	0.398427	0.327953	0.254609	0.134450	0.715069	0.168748	0.264243	0.095210	0.530092	0.989512	0.217311	0.172762	0.293712	0.451388	0.360295	0.370586	0.467745	0.189890	0.224421	0.373300	0.675951	0.705293	0.137858	0.066164	0.795177	0.292479	0.208435	0.213151	0.581758	0.457325
39	0.430724	0.345315	0.505139	0.902702	0.607953	0.459374	0.411997	0.429413	0.213851	0.164390	0.348789	0.308777	0.240335	0.149338	0.693509	0.179262	0.265446	0.095173	0.549319	0.933359	0.227356	0.236392	0.279739	0.450860	0.351461	0.364012	0.511680	0.215975	0.225229	0.382867	0.676859	0.669882	0.136879	0.065813	0.826401	0.361970	0.189665	0.207728	0.580401	0.416401
40	0.457827	0.368773	0.493198	0.906550	0.623685	0.473513	0.430468	0.427365	0.214548	0.160428	0.349554	0.303490	0.232545	0.192116	0.658421	0.264790	0.265611	0.095234	0.579762	0.858902	0.241759	0.250990	0.392302	0.450792	0.346589	0.361860	0.544114	0.236913	0.216798	0.387319	0.661648	0.668007	0.136532	0.068155	0.831525	0.404972	0.175086	0.194772	0.574051	0.379933
41	0.497047	0.380869	0.451414	0.900431	0.664317	0.520999	0.422316	0.423606	0.215886	0.163687	0.415965	0.269426	0.231848	0.315064	0.648415	0.440261	0.254034	0.096939	0.635472	0.815136	0.253115	0.248930	0.502768	0.447605	0.345802	0.361385	0.548681	0.240439	0.193332	0.389604	0.638081	0.644922	0.136410	0.080470	0.833875	0.423683	0.172184	0.189853	0.578086	0.372606
42	0.551721	0.371068	0.400004	0.850146	0.714445	0.588456	0.414967	0.424606	0.219539	0.171682	0.431999	0.236612	0.225754	0.425941	0.651278	0.451299	0.222493	0.101682	0.651260	0.807484	0.256591	0.255351	0.502288	0.417970	0.337860	0.355762	0.538298	0.240418	0.188663	0.390362	0.583726	0.566343	0.136109	0.111117	0.852841	0.424614	0.117600	0.146214	0.531053	0.364740
43	0.596812	0.343395	0.365458	0.764887	0.743079	0.645490	0.413659	0.489122	0.220425	0.177158	0.421306	0.220290	0.196488	0.444778	0.639516	0.448738	0.205501	0.128493	0.626557	0.802162	0.263178	0.264806	0.505555	0.404477	0.310589	0.331174	0.513785	0.235059	0.176041	0.384491	0.570244	0.465926	0.134469	0.163237	0.888421	0.419497	0.070483	0.104061	0.513397	0.340087
44	0.618508	0.319726	0.367323	0.682937	0.745878	0.667961	0.383632	0.507279	0.219864	0.171775	0.385272	0.221842	0.189927	0.511752	0.608024	0.445475	0.267659	0.154965	0.602885	0.768383	0.266327	0.264922	0.506910	0.484694	0.269374	0.260095	0.504046	0.233638	0.148508	0.378330	0.573543	0.402130	0.136220	0.188433	0.925290	0.421202	0.066528	0.095490	0.514577	0.315642
45	0.628983	0.320075	0.359385	0.675459	0.746791	0.669476	0.334358	0.494941	0.219861	0.176480	0.372856	0.217626	0.181818	0.561015	0.598238	0.443485	0.307613	0.165655	0.600160	0.687955	0.262479	0.258897	0.492252	0.536971	0.232851	0.199407	0.499846	0.231508	0.141015	0.372217	0.570543	0.379212	0.178103	0.197425	0.945100	0.421155	0.070836	0.113657	0.497014	0.298752
46	0.632893	0.312901	0.359884	0.640906	0.747823	0.659148	0.384747	0.465536	0.218898	0.182963	0.353797	0.206798	0.181495	0.582919	0.605255	0.442681	0.312890	0.163146	0.620284	0.589828	0.260951	0.255771	0.473819	0.528035	0.172729	0.254960	0.446292	0.235097	0.164161	0.329326	0.408747	0.378460	0.320594	0.198867	0.919186	0.416793	0.064386	0.143834	0.437326	0.280754
47	0.630015	0.312240	0.347430	0.530473	0.739982	0.650238	0.468865	0.424364	0.205241	0.177730	0.463290	0.199032	0.195292	0.586730	0.542122	0.442292	0.312110	0.160560	0.756446	0.513538	0.261257	0.255921	0.485649	0.492072	0.162939	0.278527	0.405502	0.234539	0.181366	0.297275	0.373423	0.388670	0.396232	0.196958	0.871673	0.413393	0.062442	0.169620	0.404646	0.267013
48	0.621189	0.303754	0.357205	0.397205	0.718609	0.637408	0.474432	0.404136	0.179802	0.165583	0.553549	0.198482	0.201906	0.588797	0.405451	0.440150	0.316362	0.163429	0.870307	0.479277	0.257216	0.256099	0.507619	0.439086	0.197633	0.322170	0.406045	0.218380	0.185300	0.314240	0.385234	0.386836	0.405589	0.194275	0.864036	0.416538	0.080479	0.186984	0.408293	0.261861
49	0.602411	0.284652	0.366182	0.255917	0.684318	0.626923	0.473141	0.395882	0.172361	0.162278	0.552356	0.187527	0.178670	0.595446	0.352843	0.433529	0.323534	0.171927	0.868201	0.472771	0.222684	0.256580	0.511804	0.402353	0.233655	0.398920	0.395699	0.203092	0.235663	0.326102	0.371567	0.368099	0.400657	0.195533	0.861870	0.418725	0.131564	0.187526	0.419593	0.268438
50	0.566861	0.271662	0.409892	0.211950	0.591965	0.594186	0.504100	0.387876	0.183005	0.163406	0.563766	0.180385	0.161119	0.606339	0.383082	0.429896	0.327654	0.185034	0.837398	0.480357	0.196366	0.249261	0.508887	0.387811	0.231862	0.403292	0.363890	0.176016	0.311282	0.322487	0.360005	0.194635	0.406441	0.207094	0.861855	0.414010	0.167993	0.187942	0.413029	0.290134
51	0.490916	0.270036	0.454838	0.213169	0.507419	0.538611	0.568863	0.379686	0.178600	0.181611	0.572976	0.415294	0.148164	0.629991	0.406136	0.430182	0.329147	0.207755	0.834813	0.438032	0.195650	0.229074	0.506424	0.387233	0.234696	0.402615	0.287714	0.137108	0.350952	0.297325	0.397039	0.153057	0.422962	0.232081	0.847383	0.405468	0.175219	0.187725	0.360492	0.237827
52	0.482831	0.256159	0.479754	0.207054	0.511268	0.539040	0.578245	0.379160	0.160081	0.216189	0.571148	0.679723	0.144981	0.684209	0.432206	0.427108	0.330709	0.227314	0.826632	0.247912	0.188105	0.169529	0.503914	0.391237	0.237662	0.403146	0.267151	0.134220	0.365351	0.283208	0.453886	0.206381	0.440464	0.253212	0.817736	0.399409	0.183410	0.186285	0.373764	0.161753
53	0.474225	0.217781	0.486758	0.238312	0.504772	0.545775	0.562680	0.375348	0.147870	0.245658	0.539020	0.760635	0.143340	0.742890	0.438246	0.388866	0.333347	0.245907	0.813910	0.183777	0.173323	0.147355	0.432421	0.392525	0.237697	0.403176	0.288567	0.131187	0.363428	0.290884	0.471418	0.270325	0.453942	0.265910	0.779755	0.402571	0.208146	0.185844	0.482191	0.173102
54	0.457292	0.178772	0.492595	0.284937	0.461729	0.535632	0.567054	0.365657	0.153630	0.272126	0.571731	0.768094	0.148420	0.738296	0.432993	0.161426	0.346309	0.269270	0.802459	0.179185	0.147573	0.204996	0.259834	0.390186	0.246486	0.406933	0.308860	0.145101	0.369044	0.317910	0.472533	0.295006	0.460341	0.272826	0.710629	0.412352	0.255896	0.186268	0.592897	0.198189
55	0.437001	0.148114	0.542089	0.290341	0.379955	0.478656	0.577570	0.338283	0.185183	0.282114	0.763341	0.790426	0.158187	0.677192	0.432436	0.109674	0.365398	0.289624	0.784054	0.211689	0.131666	0.289859	0.256153	0.386311	0.279857	0.416421	0.327691	0.157577	0.387552	0.349007	0.477796	0.301708	0.462591	0.274282	0.607060	0.407034	0.294814	0.188140	0.627275	0.234555
56	0.408648	0.132694	0.612990	0.365535	0.291467	0.396371	0.583971	0.200590	0.202718	0.279037	0.880578	0.870690	0.160194	0.669745	0.433570	0.111284	0.375308	0.298434	0.751461	0.254326	0.129470	0.340602	0.253455	0.381749	0.306646	0.420953	0.360543	0.188189	0.405242	0.375486	0.473925	0.302646	0.463232	0.274640	0.536658	0.355333	0.299959	0.207042	0.608523	0.275387
