	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_01.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_02.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_03.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_04.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_05.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_06.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_07.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_08.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_09.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d	174_P_T1_sh_L_ND_A_10.c3d
7	0.164346	0.118997	0.081588	0.271021	0.454107	0.066516	0.188812	0.161773	0.282029	0.615200	0.199154	0.142994	0.096155	0.037941	0.075887	0.128453	0.102739	0.226358	0.105165	0.171413	0.393043	0.234187	0.099639	0.241305	0.079981	0.086875	0.118489	0.239864	0.186012	0.413478	0.102081	0.195327	0.096891	0.343061	0.246937	0.182558	0.404886	0.292004	0.119940	0.136316	0.105364	0.212288	0.141769	0.240403	0.283319	0.224201	0.152199	0.197780	0.169527	0.364076	0.143189	0.124253	0.225009	0.228313	0.068836	0.158036	1.052304	0.084687	0.107201	0.192594	0.567334	0.500887	0.081536	0.142130	0.091142	0.065947	0.159376	0.076464	0.221025	0.317577	0.062736	0.161382	0.127040	0.351358	0.122879	0.132410	0.198550	0.080798	0.143038	0.163568
8	0.165103	0.090139	0.087355	0.274022	0.417753	0.065662	0.250710	0.182444	0.257469	0.244819	0.175512	0.141632	0.096751	0.040515	0.057734	0.133678	0.074383	0.101279	0.123375	0.183284	0.377326	0.231141	0.098332	0.270160	0.074610	0.136277	0.153452	0.244389	0.187994	0.262857	0.195152	0.227678	0.100865	0.276629	0.211336	0.171364	0.396940	0.201521	0.122788	0.131558	0.109296	0.211452	0.148657	0.240715	0.272514	0.224143	0.151338	0.191368	0.189060	0.440747	0.142621	0.124602	0.218346	0.205682	0.073901	0.157476	1.067928	0.082431	0.116981	0.178348	0.545987	0.586403	0.100259	0.135643	0.067744	0.069009	0.172455	0.088215	0.215219	0.316834	0.061150	0.157467	0.134593	0.355408	0.116615	0.142870	0.187456	0.080754	0.143449	0.164754
9	0.129163	0.077074	0.071305	0.226986	0.407822	0.070227	0.485168	0.234350	0.192501	0.169219	0.147139	0.120114	0.107279	0.041188	0.061368	0.133342	0.067213	0.066021	0.130665	0.273063	0.347972	0.229472	0.108887	0.271088	0.076948	0.169739	0.156054	0.266158	0.202199	0.250566	0.332154	0.347002	0.100686	0.233045	0.229937	0.211561	0.396700	0.134575	0.117762	0.130342	0.110504	0.205630	0.147933	0.231882	0.314450	0.223536	0.156536	0.187396	0.188688	0.446192	0.203803	0.193190	0.211695	0.172649	0.077694	0.158149	1.049628	0.082998	0.109223	0.185353	0.514572	0.569727	0.118725	0.122055	0.078381	0.071391	0.221629	0.090284	0.194018	0.317331	0.070626	0.152688	0.167816	0.374075	0.116303	0.160525	0.184566	0.113580	0.143952	0.178937
10	0.115632	0.068725	0.075204	0.224494	0.407633	0.077500	0.508138	0.409168	0.125637	0.151168	0.138137	0.095672	0.140320	0.041212	0.064941	0.139952	0.070444	0.070464	0.145995	0.349353	0.234952	0.234473	0.143557	0.287023	0.071118	0.184621	0.163556	0.251266	0.225143	0.264160	0.348137	0.344234	0.101924	0.194101	0.235326	0.396078	0.357006	0.132282	0.114173	0.128162	0.089707	0.179335	0.179340	0.225354	0.331886	0.218445	0.160106	0.171841	0.189497	0.485294	0.212568	0.243264	0.170580	0.195237	0.081681	0.166984	1.040594	0.076381	0.106290	0.204410	0.389645	0.601036	0.126381	0.121083	0.076231	0.071517	0.251585	0.084984	0.177541	0.314335	0.077198	0.148863	0.159582	0.351153	0.117516	0.172162	0.184897	0.192083	0.144620	0.217316
11	0.098851	0.065531	0.086647	0.225486	0.365627	0.083358	0.616608	0.466636	0.119450	0.151131	0.147430	0.096600	0.141153	0.042701	0.065967	0.131773	0.119185	0.099605	0.153332	0.352900	0.147687	0.256255	0.159038	0.289731	0.078760	0.184878	0.174423	0.247569	0.241994	0.258678	0.428939	0.343652	0.102631	0.172581	0.269693	0.462139	0.352088	0.131305	0.112693	0.107337	0.075233	0.137464	0.235305	0.212879	0.336078	0.192879	0.153372	0.149386	0.180885	0.475583	0.221971	0.245153	0.102431	0.191307	0.086726	0.208501	0.950006	0.061394	0.103542	0.210615	0.301047	0.748755	0.125178	0.154271	0.071948	0.066279	0.261024	0.082184	0.084669	0.313817	0.071948	0.141467	0.156790	0.280055	0.128608	0.188950	0.189583	0.195816	0.134458	0.231151
12	0.093306	0.070490	0.088240	0.145608	0.167060	0.149018	0.700482	0.641454	0.081330	0.116732	0.127743	0.072700	0.233861	0.042794	0.067366	0.150757	0.127834	0.104290	0.158067	0.345449	0.143960	0.274780	0.160893	0.277589	0.080113	0.188382	0.161959	0.228010	0.241867	0.256813	0.485052	0.347282	0.102274	0.183642	0.292626	0.466068	0.355933	0.124241	0.118253	0.082703	0.070806	0.132660	0.246966	0.231864	0.335028	0.129571	0.148536	0.143989	0.184981	0.469753	0.230180	0.254146	0.097010	0.172808	0.118246	0.211981	0.821698	0.060136	0.092247	0.206628	0.281980	0.755107	0.125423	0.167390	0.090997	0.063633	0.260844	0.080179	0.065445	0.291936	0.100791	0.139756	0.155312	0.241295	0.158560	0.209464	0.189447	0.197893	0.128890	0.255922
13	0.081969	0.068671	0.082140	0.127722	0.175987	0.188039	0.697716	0.681047	0.083009	0.076235	0.116972	0.081754	0.330527	0.049730	0.068419	0.169908	0.136684	0.101138	0.150897	0.360129	0.155577	0.298985	0.179027	0.295183	0.078560	0.158128	0.153914	0.157052	0.268789	0.259480	0.497363	0.354478	0.117426	0.194736	0.291296	0.475783	0.343794	0.101967	0.117572	0.094666	0.057444	0.117638	0.281633	0.240213	0.309305	0.078043	0.176289	0.113678	0.202105	0.478216	0.241977	0.303435	0.114930	0.165897	0.146689	0.206423	0.648161	0.061781	0.146334	0.204451	0.285434	0.725072	0.148584	0.166762	0.162970	0.061621	0.255007	0.086702	0.059511	0.258583	0.121727	0.142903	0.154678	0.244213	0.248938	0.276577	0.188886	0.213872	0.134245	0.272116
14	0.043930	0.044624	0.075093	0.122167	0.183024	0.185668	0.695024	0.681113	0.114642	0.063017	0.119362	0.081695	0.334423	0.068455	0.071599	0.180103	0.150756	0.098486	0.128090	0.341281	0.151762	0.289483	0.211618	0.318922	0.100922	0.145203	0.170036	0.155135	0.282240	0.268533	0.501540	0.368455	0.124262	0.201597	0.288196	0.510446	0.380238	0.089154	0.115383	0.088974	0.057688	0.070471	0.282877	0.250604	0.292789	0.051991	0.220801	0.094111	0.209950	0.482544	0.251540	0.360510	0.123970	0.165211	0.158533	0.207332	0.611614	0.069743	0.169521	0.297634	0.278945	0.721701	0.166631	0.155539	0.193769	0.062057	0.244455	0.111103	0.069143	0.268515	0.119975	0.182270	0.150575	0.237824	0.246036	0.456711	0.192795	0.247665	0.151476	0.273038
15	0.049558	0.041257	0.069375	0.105710	0.183067	0.189625	0.678533	0.676664	0.119839	0.079191	0.088410	0.078950	0.331057	0.073833	0.107952	0.181697	0.153904	0.094471	0.116450	0.331289	0.141269	0.294243	0.230006	0.318796	0.114252	0.099620	0.169044	0.107148	0.274829	0.270733	0.499722	0.353065	0.171293	0.245394	0.278225	0.531854	0.424539	0.052901	0.111119	0.087932	0.050884	0.072462	0.329747	0.247261	0.295923	0.075236	0.270304	0.110420	0.216185	0.473981	0.256827	0.396329	0.151920	0.182435	0.161677	0.214926	0.550810	0.070084	0.173458	0.316895	0.277454	0.716324	0.167361	0.150163	0.202345	0.059917	0.265069	0.135986	0.079459	0.273458	0.122117	0.180236	0.177655	0.273941	0.279967	0.491783	0.196226	0.259662	0.173424	0.261543
16	0.064332	0.050497	0.134201	0.112459	0.189303	0.188367	0.539533	0.667980	0.127746	0.140888	0.117158	0.108954	0.389655	0.073116	0.122760	0.226609	0.154052	0.093559	0.123316	0.256783	0.144671	0.286133	0.231183	0.312198	0.142127	0.079412	0.151803	0.101580	0.267956	0.256489	0.482302	0.334559	0.184964	0.286763	0.249326	0.565021	0.432798	0.037000	0.110697	0.087631	0.047470	0.072376	0.369230	0.259087	0.352129	0.096970	0.275968	0.183085	0.225018	0.461519	0.264453	0.412622	0.202984	0.237728	0.169537	0.214249	0.428315	0.075716	0.173449	0.335122	0.278108	0.717005	0.164067	0.158605	0.251436	0.059054	0.258392	0.126604	0.080226	0.264983	0.146543	0.170768	0.190411	0.289457	0.291700	0.489579	0.190265	0.263428	0.176406	0.277845
17	0.095846	0.106666	0.178132	0.134842	0.188872	0.199852	0.535280	0.581446	0.125971	0.141668	0.200608	0.284339	0.458641	0.075082	0.183734	0.247611	0.148218	0.089359	0.104302	0.154286	0.187335	0.294181	0.228880	0.309414	0.160346	0.077152	0.147331	0.106987	0.261760	0.209616	0.410573	0.264664	0.206757	0.295437	0.256117	0.599745	0.424367	0.033525	0.113523	0.088484	0.057085	0.077972	0.365920	0.260458	0.390854	0.111508	0.323951	0.189133	0.274485	0.472621	0.267479	0.413322	0.209777	0.243404	0.198848	0.214155	0.307246	0.089624	0.172264	0.349493	0.269118	0.717511	0.161209	0.164417	0.255983	0.076835	0.214533	0.124521	0.084857	0.263752	0.175028	0.170982	0.187747	0.290758	0.294801	0.515808	0.218019	0.269292	0.169318	0.319260
18	0.162648	0.132426	0.198958	0.169003	0.186005	0.201262	0.430866	0.547260	0.128977	0.142430	0.224792	0.288826	0.485642	0.074382	0.189169	0.258695	0.106868	0.054410	0.089569	0.149636	0.219316	0.302927	0.238965	0.308107	0.167262	0.066568	0.168922	0.115407	0.262423	0.241249	0.376695	0.180428	0.212150	0.290520	0.262305	0.609023	0.396666	0.034811	0.120668	0.100208	0.055215	0.077964	0.326089	0.288975	0.409007	0.119611	0.396923	0.203295	0.300339	0.478923	0.262348	0.413057	0.212328	0.243365	0.206192	0.213868	0.215480	0.099154	0.170586	0.354552	0.266018	0.707577	0.161209	0.154935	0.261811	0.093079	0.186781	0.121232	0.084427	0.261665	0.187397	0.181596	0.173614	0.287308	0.297874	0.617132	0.218647	0.269761	0.174754	0.340732
19	0.175370	0.137895	0.205727	0.192951	0.158560	0.315054	0.267344	0.304021	0.125878	0.144736	0.315319	0.396474	0.492085	0.074153	0.224348	0.260247	0.093022	0.041815	0.077821	0.142927	0.235021	0.308934	0.269257	0.294760	0.180627	0.092689	0.145297	0.233190	0.286137	0.480376	0.332259	0.180103	0.267778	0.297437	0.257831	0.610582	0.394513	0.036242	0.120332	0.112949	0.054636	0.076426	0.309682	0.272531	0.420794	0.119824	0.450122	0.212905	0.287547	0.487992	0.258454	0.413341	0.219623	0.240228	0.203906	0.206675	0.196115	0.101182	0.170421	0.361355	0.265438	0.697709	0.166674	0.158595	0.268061	0.130290	0.184011	0.126055	0.087512	0.254699	0.190029	0.171874	0.160051	0.253739	0.298387	0.669528	0.219585	0.272630	0.178295	0.342490
20	0.186254	0.137868	0.207171	0.206255	0.182968	0.321617	0.247214	0.183151	0.146975	0.110575	0.330284	0.444545	0.489108	0.074377	0.258808	0.252720	0.075606	0.039221	0.112225	0.095522	0.239902	0.326633	0.278395	0.348091	0.234358	0.102994	0.149526	0.252898	0.293451	0.542067	0.198429	0.170071	0.279766	0.325687	0.234036	0.602756	0.429992	0.038883	0.123968	0.112884	0.056803	0.070365	0.273837	0.262702	0.378338	0.122225	0.465183	0.225016	0.307604	0.434706	0.239028	0.416414	0.217484	0.231280	0.203912	0.220375	0.230123	0.122062	0.172513	0.363199	0.249054	0.659963	0.164224	0.179612	0.267293	0.130034	0.186868	0.126611	0.100912	0.229264	0.191243	0.168160	0.181330	0.249887	0.297120	0.675033	0.219648	0.272631	0.178494	0.341662
