	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_01.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_02.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_03.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_04.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_05.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_06.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_08.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_09.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d	181_P_T3_sh_R_ND_A_10.c3d
7	0.228694	0.041281	0.325660	0.350117	0.044650	0.122479	0.339708	0.122973	0.056155	0.050384	0.574121	0.275477	0.060934	0.205506	0.427700	0.178375	0.145434	0.039400	0.282546	0.122165	0.043966	0.103098	0.211081	0.190343	0.033326	0.089360	0.185043	0.054088	0.062188	0.137275	0.275964	0.181046	0.112354	0.070158	0.651590	0.193082	0.096126	0.136165	0.213154	0.083508	0.081904	0.024823	0.115483	0.134271	0.104449	0.451530	0.380323	0.331292	0.045679	0.071186	0.338697	0.174660	0.083070	0.074201	0.329015	0.123726	0.031291	0.031351	0.106241	0.038559	0.056974	0.040459	0.299762	0.172508	0.313890	0.046619	0.673089	0.575050	0.140543	0.051013	0.165693	0.088655
8	0.074384	0.042771	0.360341	0.414472	0.040974	0.094124	0.318965	0.139449	0.054923	0.044551	0.540193	0.271399	0.056376	0.202299	0.457003	0.222230	0.141687	0.045176	0.292203	0.120289	0.041957	0.125912	0.191763	0.204984	0.033541	0.073289	0.190741	0.068343	0.080862	0.205840	0.278183	0.168202	0.111943	0.068528	0.581813	0.184808	0.095442	0.185865	0.212912	0.086787	0.036565	0.024988	0.119169	0.152048	0.107669	0.507181	0.370541	0.363395	0.044731	0.071788	0.328400	0.157647	0.073973	0.080486	0.341150	0.162201	0.042303	0.052160	0.113837	0.038548	0.052967	0.044357	0.274353	0.170131	0.274971	0.045969	0.685488	0.681270	0.131678	0.060545	0.181175	0.081896
9	0.082861	0.044727	0.502266	0.426062	0.053158	0.088756	0.328295	0.138947	0.043210	0.035935	0.446981	0.269872	0.055382	0.188521	0.460774	0.233106	0.140908	0.048802	0.340161	0.124351	0.037764	0.130544	0.191074	0.206297	0.033573	0.071212	0.241493	0.075620	0.083945	0.232724	0.273170	0.167144	0.108127	0.067988	0.565442	0.178953	0.093460	0.199912	0.212474	0.115728	0.026772	0.021627	0.151319	0.153444	0.110477	0.498204	0.365852	0.387722	0.033651	0.067346	0.321907	0.139944	0.075224	0.104178	0.381288	0.183411	0.044862	0.074887	0.115465	0.038038	0.047291	0.044457	0.278314	0.151389	0.211362	0.052309	0.719794	0.737018	0.130666	0.061828	0.184672	0.114727
10	0.071493	0.045626	0.609002	0.361310	0.063564	0.082928	0.291438	0.179917	0.029906	0.029957	0.414689	0.255561	0.049431	0.185790	0.486966	0.241754	0.139359	0.050028	0.399235	0.160616	0.034414	0.127818	0.209482	0.199189	0.035591	0.056012	0.252752	0.084019	0.092577	0.229179	0.251515	0.152737	0.106558	0.050246	0.553227	0.184405	0.089403	0.306398	0.216037	0.143346	0.026999	0.016313	0.177558	0.167733	0.111820	0.500938	0.343704	0.389433	0.014921	0.049562	0.295974	0.134570	0.071980	0.106539	0.408230	0.185417	0.044213	0.075577	0.143662	0.049891	0.045309	0.045101	0.273316	0.125483	0.217262	0.056287	0.723453	0.747694	0.131626	0.098565	0.183629	0.183262
11	0.063480	0.043627	0.580495	0.340244	0.093301	0.082437	0.283427	0.191918	0.025842	0.030208	0.427247	0.261086	0.053780	0.161604	0.491419	0.266924	0.134953	0.051504	0.433934	0.279672	0.038302	0.130423	0.216020	0.190799	0.036137	0.035123	0.250473	0.099951	0.093260	0.227388	0.227510	0.126234	0.104695	0.031573	0.547712	0.167319	0.088149	0.326891	0.220933	0.148199	0.026088	0.015531	0.188058	0.177907	0.116632	0.502590	0.347246	0.386314	0.015111	0.046641	0.363862	0.136541	0.074629	0.106556	0.408430	0.186432	0.041433	0.076865	0.162731	0.089470	0.044029	0.053308	0.303059	0.099853	0.188588	0.056529	0.735995	0.748396	0.138035	0.127430	0.186838	0.240965
12	0.049380	0.038041	0.591889	0.258594	0.097737	0.070788	0.301686	0.239397	0.026535	0.030630	0.363340	0.272647	0.057980	0.123078	0.488413	0.329580	0.137406	0.052797	0.536612	0.391150	0.044559	0.131966	0.212564	0.184347	0.034175	0.030116	0.249375	0.123608	0.093158	0.227425	0.209142	0.103560	0.080844	0.028791	0.464125	0.145971	0.084412	0.322723	0.275815	0.157806	0.028799	0.019945	0.201596	0.166444	0.119379	0.502557	0.351325	0.390075	0.014926	0.047374	0.371085	0.135791	0.072521	0.109295	0.404592	0.188545	0.041206	0.079656	0.185166	0.092611	0.048523	0.059519	0.356962	0.092638	0.124065	0.056785	0.734701	0.753712	0.141531	0.129085	0.248541	0.258599
13	0.027044	0.032802	0.549764	0.249105	0.097855	0.044219	0.329477	0.277715	0.035696	0.040402	0.313003	0.236408	0.057160	0.085410	0.448450	0.381791	0.126986	0.058197	0.588150	0.419981	0.045239	0.151100	0.212121	0.184178	0.044114	0.026968	0.333229	0.143372	0.093922	0.228059	0.187076	0.098583	0.036265	0.018650	0.326698	0.134239	0.064219	0.322622	0.423813	0.190854	0.032327	0.021476	0.198551	0.152136	0.121130	0.500506	0.348164	0.384129	0.014769	0.044641	0.390568	0.139910	0.071128	0.115221	0.404437	0.192756	0.042101	0.082748	0.310369	0.094696	0.046678	0.059412	0.400178	0.092215	0.108602	0.056836	0.740914	0.756361	0.141062	0.129385	0.328640	0.263178
14	0.017325	0.034518	0.302872	0.173466	0.099909	0.045064	0.349904	0.281833	0.035459	0.048363	0.307724	0.204681	0.057098	0.068684	0.416540	0.407890	0.116191	0.065539	0.610300	0.421026	0.044163	0.154207	0.236294	0.175238	0.053867	0.026569	0.422233	0.149697	0.093736	0.228244	0.193433	0.103639	0.019605	0.014084	0.251884	0.135060	0.055113	0.322437	0.429314	0.216691	0.032988	0.020739	0.328530	0.166510	0.120580	0.491857	0.341052	0.342312	0.014133	0.036615	0.390172	0.148473	0.070205	0.116052	0.406533	0.203496	0.042736	0.082764	0.347117	0.127481	0.044811	0.060778	0.403614	0.090310	0.102871	0.058022	0.650331	0.748480	0.135274	0.136926	0.350570	0.291825
15	0.014426	0.112105	0.295996	0.283856	0.105676	0.111734	0.335862	0.281930	0.033872	0.048382	0.304606	0.198817	0.060939	0.069349	0.413736	0.413535	0.116075	0.070910	0.616512	0.444554	0.043814	0.155157	0.301341	0.174911	0.059201	0.026506	0.430082	0.190051	0.092352	0.228345	0.197967	0.104541	0.019941	0.013826	0.240568	0.131704	0.049908	0.322031	0.472513	0.230605	0.031320	0.023220	0.363912	0.172419	0.110512	0.393704	0.331224	0.262990	0.013257	0.071237	0.346462	0.148529	0.069501	0.110064	0.409737	0.213627	0.041819	0.099429	0.359594	0.133893	0.046089	0.062749	0.396657	0.095401	0.100130	0.060272	0.425411	0.689603	0.133457	0.137758	0.350320	0.326376
16	0.056464	0.330807	0.246887	0.282779	0.106250	0.135683	0.319411	0.277243	0.033805	0.048495	0.332265	0.208704	0.070297	0.082475	0.397376	0.406941	0.111422	0.072813	0.616994	0.487218	0.043334	0.153036	0.341715	0.183152	0.061111	0.026606	0.462508	0.238155	0.091048	0.228457	0.197209	0.103393	0.020103	0.014216	0.240017	0.128324	0.054420	0.321202	0.478530	0.270672	0.028229	0.029949	0.373462	0.174955	0.090757	0.360618	0.301357	0.259094	0.015013	0.164289	0.340999	0.116948	0.071014	0.129348	0.453884	0.214850	0.036161	0.347440	0.846543	0.196937	0.045866	0.064056	0.378287	0.106533	0.099353	0.061096	0.408373	0.612613	0.131936	0.140339	0.351645	0.350601
17	0.074123	0.389889	0.216279	0.313636	0.099053	0.160218	0.335776	0.295538	0.034649	0.049910	0.325433	0.220491	0.078253	0.096885	0.351106	0.418033	0.096868	0.072961	0.615966	0.519744	0.043274	0.148277	0.351454	0.186518	0.064270	0.029919	0.471874	0.262333	0.089546	0.228492	0.200733	0.099644	0.019849	0.014100	0.180997	0.127290	0.057139	0.313479	0.478706	0.294124	0.037817	0.036150	0.419059	0.170498	0.073188	0.162268	0.285786	0.239975	0.023388	0.226200	0.347583	0.102140	0.069531	0.150922	0.579293	0.220050	0.027403	0.510622	0.967326	0.288707	0.046937	0.062888	0.356407	0.105094	0.099689	0.061213	0.388646	0.572855	0.126104	0.146017	0.355590	0.366564
18	0.080548	0.392588	0.280604	0.384278	0.090109	0.161955	0.326064	0.340886	0.037680	0.049859	0.314761	0.222603	0.083389	0.097537	0.362520	0.463157	0.089132	0.071977	0.618879	0.545869	0.043977	0.145597	0.351239	0.177693	0.072526	0.034240	0.466456	0.266453	0.085375	0.217195	0.205390	0.095047	0.019824	0.013981	0.124584	0.107922	0.063756	0.295643	0.490316	0.302430	0.036646	0.036266	0.446807	0.175265	0.069339	0.109685	0.297244	0.189396	0.024968	0.268035	0.378139	0.168016	0.067111	0.165401	0.699282	0.223312	0.052660	0.655693	0.979599	0.305788	0.047140	0.062560	0.357914	0.083042	0.098083	0.060457	0.389216	0.570524	0.082308	0.147037	0.368145	0.372205
19	0.092113	0.395260	0.324687	0.386040	0.080070	0.161404	0.350537	0.332631	0.042230	0.050687	0.314694	0.225298	0.084435	0.092910	0.310489	0.503149	0.087411	0.076808	0.641363	0.567849	0.045387	0.143191	0.361644	0.147261	0.086527	0.037896	0.535669	0.265858	0.076657	0.197598	0.187943	0.086716	0.017152	0.015129	0.137619	0.079178	0.064233	0.330412	0.501663	0.294554	0.037098	0.042141	0.446894	0.166586	0.065512	0.100710	0.247553	0.156153	0.028050	0.270869	0.317432	0.172320	0.064566	0.166388	0.728396	0.198423	0.055451	0.708300	1.099972	0.312126	0.044280	0.059698	0.365186	0.073370	0.097675	0.060834	0.400075	0.515006	0.082346	0.147372	0.381406	0.373639
20	0.093290	0.292278	0.299328	0.453707	0.147223	0.161246	0.402438	0.328137	0.047513	0.051903	0.312111	0.232932	0.085196	0.091484	0.303865	0.512771	0.084806	0.113350	0.672300	0.579423	0.045218	0.132858	0.368116	0.148583	0.098825	0.039465	0.624209	0.304894	0.061894	0.173555	0.168615	0.087986	0.020473	0.018527	0.177730	0.059236	0.065162	0.319175	0.531652	0.290417	0.036972	0.046342	0.446540	0.165768	0.057697	0.097125	0.161396	0.149275	0.036092	0.272319	0.296684	0.191350	0.066475	0.158813	0.720480	0.169459	0.056266	0.712106	1.249654	0.339015	0.044041	0.057690	0.368257	0.076840	0.094582	0.058064	0.393295	0.374386	0.082090	0.144976	0.379109	0.373353
21	0.094197	0.426992	0.348978	0.443160	0.186453	0.160986	0.376935	0.302363	0.048360	0.052743	0.322331	0.242743	0.084941	0.102361	0.262474	0.510776	0.073167	0.192286	0.694327	0.583475	0.044686	0.137209	0.348173	0.155316	0.107181	0.039235	0.641253	0.358462	0.055460	0.109059	0.203165	0.104444	0.020779	0.018816	0.181285	0.063946	0.068378	0.309385	0.575991	0.290981	0.034796	0.068260	0.441950	0.166093	0.048258	0.144623	0.131871	0.138042	0.037586	0.272285	0.281850	0.239161	0.064420	0.159870	0.702641	0.164053	0.056382	0.719153	1.279021	0.395307	0.044136	0.091625	0.365830	0.082531	0.080667	0.055553	0.325526	0.235235	0.081998	0.144093	0.375490	0.373320
22	0.097973	0.686786	0.367308	0.414279	0.202372	0.161290	0.386828	0.295150	0.048340	0.052611	0.322265	0.234189	0.082226	0.128053	0.245507	0.501456	0.073412	0.235067	0.695411	0.583640	0.044687	0.180552	0.334254	0.160473	0.107268	0.040965	0.656014	0.383057	0.047161	0.141743	0.385432	0.157978	0.028734	0.020138	0.201824	0.063602	0.065988	0.315993	0.603068	0.286803	0.038197	0.093116	0.422896	0.162658	0.045788	0.166539	0.124614	0.128956	0.038736	0.275298	0.283297	0.252255	0.053370	0.161237	0.729717	0.193967	0.060963	0.726302	1.272727	0.438337	0.047116	0.144784	0.361497	0.152333	0.060382	0.075493	0.317936	0.198173	0.081379	0.140819	0.368314	0.373512
23	0.092945	0.740522	0.334339	0.334859	0.214508	0.142094	0.406865	0.299894	0.049853	0.052699	0.332438	0.240095	0.084564	0.249785	0.272381	0.466846	0.073712	0.272855	0.677775	0.575583	0.041932	0.254806	0.333311	0.186409	0.107826	0.046846	0.674180	0.385339	0.041888	0.146529	0.525383	0.192042	0.050114	0.020714	0.228054	0.066459	0.068437	0.316130	0.497826	0.282244	0.041016	0.107893	0.329959	0.144177	0.044449	0.177680	0.122229	0.128885	0.043074	0.275713	0.299603	0.257184	0.046727	0.167665	0.796559	0.217399	0.063261	0.731276	1.275115	0.440887	0.060887	0.156495	0.362913	0.201549	0.063617	0.105056	0.280492	0.226588	0.081092	0.139642	0.370331	0.361460
24	0.070370	0.741862	0.332800	0.225606	0.241151	0.116133	0.393655	0.309631	0.046493	0.049904	0.383669	0.247826	0.112126	0.335824	0.288018	0.417778	0.072833	0.341385	0.666845	0.535316	0.058127	0.271619	0.332932	0.201672	0.105661	0.045793	0.657298	0.380845	0.046517	0.155793	0.544135	0.200396	0.054806	0.021019	0.236013	0.065111	0.068658	0.326771	0.485623	0.259569	0.041808	0.106352	0.339505	0.135230	0.048898	0.184295	0.121388	0.128480	0.056637	0.242920	0.305390	0.257762	0.046048	0.214811	0.885966	0.235104	0.061403	0.699966	1.110391	0.433819	0.070449	0.222136	0.327691	0.207601	0.084716	0.117091	0.276256	0.236173	0.078049	0.111030	0.378752	0.338791
