	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_01.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_02.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_03.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_04.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_05.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_06.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_07.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d	170_P_T3_sh_L_D_A_08.c3d
14	0.301147	0.100407	0.305790	0.444082	0.716829	0.524277	0.363332	0.578968	0.232697	0.096225	0.422708	0.477916	0.329057	0.130691	0.486596	0.539355	0.344267	0.133439	0.289790	0.464184	0.707546	0.249602	0.688478	0.716905	0.260070	0.121478	0.531748	0.687279	0.588450	0.282418	0.671968	0.558205	0.192646	0.100446	0.527118	0.972985	0.282339	0.256570	0.245184	0.481201	0.242679	0.118999	0.262026	0.589213	0.348968	0.224392	0.246930	0.304142	0.197138	0.085977	0.217734	0.367326	0.265609	0.125889	0.415818	0.463634	0.323287	0.186171	0.324439	0.251664	0.395808	0.233481	0.255411	0.321694
15	0.310427	0.099125	0.297290	0.427682	0.685846	0.507267	0.376446	0.609263	0.233465	0.097008	0.442123	0.509342	0.343355	0.131042	0.492698	0.531852	0.348286	0.136298	0.299391	0.436203	0.707576	0.247217	0.674159	0.720956	0.286581	0.143113	0.508830	0.717327	0.588086	0.279570	0.774789	0.548789	0.192641	0.097627	0.513781	0.977805	0.256546	0.254941	0.241872	0.550225	0.242747	0.115949	0.252926	0.585019	0.321857	0.221998	0.311747	0.397531	0.203226	0.087674	0.221270	0.365299	0.303958	0.124392	0.408407	0.510660	0.350098	0.192872	0.321028	0.263215	0.352279	0.168739	0.265700	0.308918
16	0.335133	0.117075	0.295022	0.440969	0.637923	0.482964	0.375525	0.611831	0.234422	0.097766	0.445659	0.523663	0.344639	0.134111	0.495028	0.536651	0.347089	0.137550	0.297924	0.393645	0.708270	0.242879	0.669809	0.722459	0.282847	0.151871	0.480350	0.745194	0.603162	0.276324	0.806754	0.506266	0.186047	0.090949	0.507663	0.979075	0.228967	0.247622	0.250189	0.600816	0.214224	0.095865	0.259098	0.682945	0.321713	0.227730	0.342745	0.469639	0.203705	0.086134	0.216998	0.353007	0.337158	0.125616	0.416617	0.535454	0.391743	0.208218	0.326799	0.248796	0.304112	0.135790	0.268017	0.303974
17	0.373917	0.147692	0.305694	0.448597	0.647828	0.481028	0.385255	0.576364	0.244760	0.097377	0.471143	0.524401	0.376328	0.141046	0.487555	0.533833	0.346315	0.138258	0.291584	0.426125	0.707975	0.244696	0.667749	0.726655	0.267558	0.157595	0.474974	0.747720	0.614094	0.274999	0.813518	0.491494	0.180371	0.083471	0.507972	0.969375	0.257112	0.244943	0.328761	0.598580	0.201623	0.068751	0.309150	0.738632	0.317665	0.222592	0.366487	0.497598	0.210656	0.086376	0.240381	0.319780	0.345138	0.125560	0.421625	0.514863	0.392077	0.203154	0.318266	0.237307	0.285830	0.133323	0.270285	0.324803
18	0.390953	0.163529	0.314556	0.438118	0.597872	0.406918	0.423312	0.608322	0.257786	0.097027	0.540101	0.525629	0.440617	0.167277	0.489313	0.532818	0.316931	0.138660	0.317203	0.353615	0.707330	0.243529	0.653910	0.726957	0.253290	0.164921	0.478995	0.738835	0.608272	0.335858	0.815748	0.485041	0.182299	0.081599	0.481687	0.961499	0.277483	0.235812	0.378777	0.601947	0.201688	0.055703	0.338245	0.663127	0.317670	0.206924	0.410328	0.498595	0.224965	0.093050	0.273766	0.318854	0.342525	0.122423	0.422286	0.460932	0.357470	0.179185	0.286341	0.204733	0.281584	0.133094	0.265507	0.389044
19	0.392213	0.167920	0.307722	0.412287	0.532690	0.277421	0.446125	0.677475	0.264938	0.094694	0.540177	0.523917	0.460427	0.175088	0.487013	0.538536	0.306038	0.155479	0.327515	0.254749	0.709737	0.242044	0.606647	0.725123	0.259039	0.168514	0.478302	0.722270	0.605569	0.498587	0.812335	0.485464	0.191747	0.079511	0.478963	0.961926	0.286178	0.228120	0.385406	0.613469	0.196234	0.060081	0.313011	0.603896	0.298766	0.205435	0.425113	0.513161	0.226697	0.094777	0.269296	0.303015	0.337966	0.122349	0.422264	0.443149	0.323236	0.149282	0.251076	0.195053	0.296940	0.134516	0.253990	0.409689
20	0.386710	0.169810	0.312954	0.395516	0.529592	0.239763	0.439423	0.708184	0.269084	0.089674	0.526213	0.522364	0.464015	0.174970	0.489502	0.526726	0.319487	0.184215	0.342686	0.264234	0.710601	0.235407	0.563755	0.726320	0.277229	0.166222	0.478215	0.708417	0.628801	0.558458	0.801039	0.481512	0.198019	0.078530	0.472286	0.870525	0.287492	0.227239	0.370878	0.634934	0.191443	0.063160	0.288400	0.600721	0.290184	0.200045	0.432421	0.533383	0.227420	0.094154	0.251803	0.276355	0.327777	0.121915	0.420601	0.448795	0.310682	0.137513	0.233704	0.165795	0.332224	0.141383	0.233947	0.409891
21	0.377590	0.171127	0.332565	0.378196	0.530730	0.227988	0.448235	0.707448	0.267229	0.076751	0.529635	0.519162	0.464661	0.176022	0.497507	0.480181	0.315077	0.192491	0.333895	0.264885	0.722905	0.223816	0.546191	0.691357	0.298874	0.162929	0.469710	0.700629	0.595445	0.649528	0.772769	0.394499	0.192553	0.078192	0.450193	0.717689	0.286853	0.227168	0.360447	0.644290	0.183153	0.062462	0.286253	0.594818	0.253753	0.180605	0.440026	0.543184	0.227384	0.092481	0.243008	0.232686	0.297181	0.120464	0.395104	0.442624	0.305846	0.133916	0.226611	0.167232	0.351096	0.150114	0.207400	0.410555
22	0.370309	0.170995	0.336646	0.338962	0.529183	0.222749	0.445032	0.660975	0.266263	0.070797	0.536005	0.509740	0.464674	0.182977	0.498908	0.443296	0.272948	0.184165	0.324252	0.298963	0.753945	0.220315	0.556356	0.616944	0.305489	0.153712	0.415744	0.550872	0.500981	0.686357	0.652499	0.391062	0.158438	0.069953	0.424607	0.708133	0.285761	0.227203	0.361431	0.645367	0.182848	0.063622	0.285793	0.607464	0.232686	0.168898	0.443705	0.553553	0.214002	0.090797	0.234487	0.166279	0.268624	0.136358	0.342778	0.384370	0.303672	0.134871	0.221852	0.163640	0.328158	0.149358	0.207126	0.424476
23	0.369406	0.170662	0.337447	0.324160	0.543987	0.223900	0.445854	0.658046	0.260409	0.073433	0.536215	0.476433	0.457929	0.196715	0.485374	0.339723	0.260809	0.180052	0.333167	0.353685	0.762532	0.218987	0.550271	0.567291	0.304023	0.147843	0.335635	0.439166	0.512390	0.688012	0.574905	0.388165	0.125962	0.062291	0.394352	0.667840	0.291941	0.235352	0.361393	0.628610	0.189417	0.070319	0.285145	0.595452	0.224521	0.160301	0.445704	0.549487	0.164275	0.075467	0.214201	0.173375	0.273510	0.223999	0.297491	0.380135	0.298057	0.140522	0.183312	0.143858	0.281767	0.148720	0.207446	0.445062
24	0.353366	0.166223	0.316778	0.264145	0.567448	0.234087	0.442676	0.654282	0.257894	0.073184	0.540644	0.468303	0.407721	0.185874	0.386445	0.267678	0.248018	0.175564	0.338256	0.361544	0.711362	0.197824	0.484591	0.550921	0.302505	0.139061	0.276289	0.432654	0.511309	0.683523	0.556844	0.376088	0.144304	0.064070	0.382676	0.613577	0.320659	0.302219	0.335530	0.592662	0.192349	0.081838	0.284249	0.569738	0.194650	0.130875	0.444967	0.546494	0.131904	0.068345	0.204984	0.167157	0.282223	0.356071	0.285198	0.379910	0.285684	0.138360	0.141979	0.144035	0.268239	0.190934	0.205043	0.444879
25	0.332961	0.158337	0.284614	0.234566	0.585516	0.277505	0.425895	0.628464	0.249922	0.070656	0.548247	0.455471	0.363693	0.178793	0.302802	0.231646	0.247558	0.170933	0.323498	0.359771	0.616890	0.157353	0.355521	0.434981	0.287721	0.140110	0.280840	0.426750	0.483728	0.660030	0.553543	0.258312	0.157307	0.058634	0.341678	0.487840	0.363056	0.436298	0.332393	0.588485	0.208198	0.104178	0.276122	0.554605	0.179317	0.129092	0.436487	0.556814	0.129033	0.068786	0.204188	0.171991	0.344315	0.379391	0.279157	0.376421	0.315426	0.142509	0.126027	0.156944	0.272891	0.225041	0.187996	0.438154
26	0.348044	0.156781	0.261963	0.231469	0.553783	0.367373	0.372172	0.604812	0.224893	0.065605	0.518356	0.406673	0.347080	0.193617	0.278662	0.190040	0.239608	0.170865	0.297166	0.357791	0.526854	0.175718	0.258410	0.292761	0.263920	0.138122	0.267153	0.421812	0.480728	0.657138	0.447925	0.172225	0.165255	0.052127	0.207161	0.281992	0.372703	0.506519	0.332160	0.585799	0.212736	0.133658	0.259975	0.551925	0.150406	0.127458	0.425413	0.557670	0.134685	0.082235	0.203092	0.172124	0.351258	0.417131	0.260535	0.350790	0.327592	0.144121	0.126347	0.175468	0.280305	0.228184	0.119517	0.410820
27	0.347829	0.154726	0.250755	0.232042	0.535383	0.470920	0.362368	0.559435	0.202056	0.055073	0.429168	0.349550	0.365795	0.191287	0.265092	0.161889	0.231515	0.167671	0.288966	0.362222	0.503665	0.276956	0.241570	0.259563	0.205825	0.114432	0.250000	0.388202	0.463003	0.658595	0.216084	0.166293	0.165300	0.046828	0.118210	0.204560	0.404285	0.494270	0.333245	0.504861	0.193134	0.174317	0.253582	0.551429	0.248789	0.240360	0.405118	0.527904	0.127202	0.097465	0.199522	0.164836	0.344668	0.482331	0.192586	0.276212	0.302045	0.131742	0.121197	0.146057	0.295262	0.239517	0.107781	0.408559
28	0.348967	0.154026	0.242142	0.232814	0.520333	0.491952	0.369995	0.548203	0.200886	0.057197	0.400982	0.300553	0.389592	0.192094	0.260140	0.137177	0.231660	0.162164	0.289748	0.362728	0.499811	0.356701	0.236062	0.246970	0.196084	0.094968	0.225510	0.296215	0.446215	0.669400	0.146892	0.162611	0.165851	0.043651	0.112410	0.195953	0.419451	0.489186	0.332943	0.322506	0.183075	0.189512	0.254343	0.549238	0.258049	0.354855	0.355449	0.456603	0.126611	0.104262	0.195403	0.164975	0.322159	0.499567	0.100312	0.211023	0.284362	0.104418	0.102575	0.179082	0.298907	0.243403	0.122774	0.408042
29	0.332213	0.142078	0.240865	0.203385	0.536128	0.509933	0.365356	0.552994	0.205444	0.057847	0.395654	0.270660	0.334344	0.172928	0.216040	0.137180	0.233893	0.160120	0.288735	0.312425	0.508927	0.361773	0.227038	0.242051	0.195890	0.085590	0.223291	0.259660	0.425903	0.657411	0.126941	0.216741	0.172861	0.044900	0.107397	0.192412	0.436214	0.506590	0.277374	0.250181	0.181524	0.189498	0.249657	0.425510	0.258595	0.442153	0.316198	0.375392	0.126079	0.101665	0.162636	0.177257	0.334962	0.505282	0.077883	0.412208	0.317323	0.102366	0.105599	0.184279	0.300236	0.245639	0.136109	0.368808
