	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_02.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_03.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_04.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_05.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_07.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d	199_P_T3_sh_R_D_A_08.c3d
8	0.032977	0.124302	0.096272	0.229820	0.068636	0.807030	0.160661	0.283108	0.373959	0.681226	0.131544	0.279361	0.479869	0.157811	0.345482	0.431775	0.305795	0.054155	0.060769	0.324609	0.076152	0.124824	0.209627	0.373660	0.069735	0.157819	0.208215	0.209223	0.048689	0.307086	0.128671	0.189377	0.056872	0.064382	0.138918	0.186427	0.080594	0.242418	0.219412	0.181407	0.068344	0.228369	0.148852	0.204782	0.048009	0.220151	0.288290	0.152546
9	0.024587	0.079100	0.092599	0.223568	0.070959	0.810239	0.159796	0.252393	0.288459	0.674801	0.102858	0.282255	0.481591	0.158936	0.351460	0.407578	0.165894	0.058592	0.090860	0.345024	0.069437	0.117916	0.227394	0.323631	0.069852	0.126866	0.210392	0.175870	0.048521	0.337357	0.141941	0.199883	0.055561	0.059854	0.136388	0.186920	0.080951	0.242560	0.225010	0.167846	0.056121	0.220183	0.135467	0.224100	0.048437	0.198301	0.357750	0.167428
10	0.024521	0.129373	0.196788	0.226796	0.072648	0.824911	0.161779	0.191065	0.283896	0.672565	0.099698	0.290822	0.478815	0.156822	0.345988	0.401239	0.082016	0.061715	0.111001	0.434363	0.058058	0.122768	0.236968	0.303925	0.062853	0.100483	0.188477	0.173045	0.048719	0.359156	0.141993	0.219833	0.058135	0.043754	0.166866	0.190509	0.081132	0.237287	0.261227	0.160764	0.040740	0.218904	0.136482	0.304630	0.049389	0.168110	0.362333	0.172818
11	0.027162	0.174331	0.246512	0.175114	0.071171	0.827422	0.238948	0.215573	0.306261	0.676471	0.105013	0.287633	0.471749	0.152349	0.344889	0.373661	0.081849	0.084472	0.120879	0.561674	0.042865	0.114612	0.240899	0.306551	0.055191	0.085168	0.115446	0.192821	0.052100	0.372739	0.147020	0.222125	0.061084	0.057418	0.194540	0.192091	0.081463	0.246962	0.279186	0.133474	0.041284	0.203533	0.140832	0.346579	0.048068	0.152764	0.379450	0.182472
12	0.027707	0.210838	0.254220	0.235780	0.059586	0.801899	0.302651	0.267478	0.309477	0.705393	0.129588	0.298933	0.464548	0.145091	0.345946	0.375995	0.118589	0.089551	0.180282	0.581368	0.040971	0.114574	0.240211	0.298966	0.049659	0.077142	0.099319	0.176298	0.052841	0.372929	0.209920	0.238618	0.061963	0.061076	0.194940	0.223628	0.082527	0.250474	0.287084	0.130886	0.041142	0.164793	0.143481	0.347162	0.038855	0.150110	0.400184	0.188135
13	0.029009	0.227563	0.318491	0.244089	0.053625	0.737615	0.344992	0.271989	0.312284	0.702395	0.136879	0.342467	0.462919	0.146153	0.344987	0.396258	0.135658	0.094063	0.199572	0.576674	0.027899	0.111680	0.245128	0.334348	0.051058	0.066829	0.109889	0.184333	0.052487	0.372874	0.227190	0.278982	0.051246	0.055192	0.194413	0.227240	0.079667	0.251789	0.291868	0.140527	0.039833	0.192607	0.147738	0.347554	0.036822	0.153520	0.475115	0.231540
14	0.032021	0.233601	0.331636	0.258729	0.055732	0.723295	0.377072	0.277373	0.315484	0.693297	0.127318	0.351170	0.458550	0.147545	0.342346	0.383719	0.139195	0.095007	0.204634	0.577251	0.022399	0.103653	0.314757	0.349835	0.038130	0.067364	0.131454	0.174357	0.051975	0.371402	0.228048	0.293654	0.043378	0.077865	0.198035	0.221872	0.063305	0.238635	0.376219	0.144615	0.039464	0.310656	0.179556	0.342318	0.035445	0.157012	0.532805	0.252971
15	0.032261	0.232284	0.338204	0.275672	0.052970	0.547128	0.381363	0.285776	0.304752	0.636740	0.126205	0.374153	0.441911	0.137979	0.255007	0.387672	0.170293	0.110340	0.206658	0.585565	0.023208	0.088744	0.463214	0.343854	0.047976	0.147293	0.145629	0.190545	0.047944	0.371044	0.270238	0.308272	0.036336	0.094808	0.190577	0.215683	0.043784	0.221303	0.455536	0.174216	0.036302	0.366569	0.182989	0.337484	0.034596	0.185713	0.538077	0.254640
16	0.037126	0.224537	0.339573	0.278702	0.053214	0.355263	0.421167	0.290825	0.291628	0.590434	0.126109	0.367127	0.409214	0.142021	0.199330	0.379447	0.169902	0.110020	0.220962	0.597461	0.027197	0.088695	0.689233	0.532402	0.054018	0.160828	0.190950	0.254247	0.042982	0.373465	0.282161	0.328778	0.035136	0.124099	0.170234	0.213867	0.036396	0.222268	0.481855	0.173893	0.023302	0.364777	0.177245	0.329236	0.033066	0.168818	0.538685	0.260755
17	0.038020	0.209202	0.272207	0.259039	0.047707	0.339692	0.458667	0.292351	0.282722	0.431350	0.154581	0.305563	0.327506	0.142084	0.196569	0.363028	0.166160	0.127126	0.287679	0.538438	0.031834	0.087862	0.757004	0.628795	0.054937	0.226158	0.224691	0.254604	0.041866	0.371831	0.314598	0.375483	0.036850	0.138623	0.166543	0.224335	0.037516	0.218271	0.484078	0.182599	0.022560	0.382768	0.190111	0.343320	0.033015	0.168250	0.536657	0.271408
18	0.048481	0.191753	0.284678	0.307426	0.043988	0.293553	0.470302	0.303474	0.237530	0.413697	0.207928	0.301943	0.184945	0.138031	0.170208	0.372912	0.166701	0.162718	0.287440	0.534704	0.033030	0.086396	0.771158	0.630971	0.060264	0.227371	0.291722	0.254508	0.040489	0.310860	0.402730	0.389501	0.036807	0.146753	0.167455	0.223065	0.039730	0.201968	0.508662	0.182070	0.023031	0.415995	0.200881	0.324078	0.032436	0.188850	0.517454	0.280268
19	0.048608	0.159563	0.289282	0.294287	0.044104	0.232686	0.480788	0.302627	0.201825	0.372481	0.231443	0.299258	0.075926	0.127210	0.131360	0.359841	0.167003	0.192548	0.300025	0.512671	0.036276	0.083220	0.883497	0.628696	0.069239	0.227474	0.363501	0.232587	0.034926	0.235961	0.408074	0.429090	0.036579	0.149323	0.167962	0.219379	0.042182	0.180896	0.562654	0.176191	0.023925	0.428639	0.198389	0.227649	0.029501	0.226712	0.477582	0.283329
20	0.051501	0.166083	0.227850	0.288059	0.044141	0.221592	0.485412	0.298831	0.208339	0.374412	0.234506	0.300938	0.070679	0.149144	0.112794	0.348940	0.167085	0.231618	0.300637	0.439117	0.035857	0.102663	1.008092	0.634969	0.079185	0.244908	0.458469	0.240381	0.033550	0.214877	0.485233	0.436357	0.029691	0.214662	0.133907	0.219343	0.041152	0.173752	0.581640	0.182182	0.016493	0.471886	0.264720	0.212335	0.028141	0.234101	0.423539	0.298263
21	0.051580	0.165210	0.238121	0.268684	0.040296	0.212461	0.486016	0.298111	0.199137	0.377480	0.315522	0.351500	0.072613	0.170354	0.113323	0.348280	0.155453	0.249629	0.287742	0.466515	0.036780	0.156930	1.063537	0.646205	0.105028	0.281987	0.464453	0.246108	0.033729	0.175794	0.562954	0.431157	0.026621	0.283928	0.145934	0.212599	0.043263	0.178746	0.589179	0.174900	0.015109	0.515118	0.278028	0.208020	0.029711	0.258326	0.425319	0.342821
22	0.051279	0.241711	0.231855	0.274609	0.036124	0.150002	0.486724	0.295835	0.186064	0.350266	0.423953	0.344565	0.069443	0.179687	0.134195	0.346913	0.129876	0.269574	0.264495	0.496579	0.037872	0.214788	1.082174	0.662692	0.104930	0.298182	0.457004	0.263326	0.032880	0.140522	0.625366	0.457705	0.038767	0.306546	0.244309	0.175242	0.044592	0.186934	0.578230	0.179929	0.015125	0.496328	0.338044	0.204748	0.029195	0.257754	0.450669	0.349317
23	0.050830	0.278470	0.294428	0.329598	0.035412	0.130768	0.466551	0.261881	0.185030	0.241753	0.428534	0.306509	0.065438	0.210374	0.172148	0.328018	0.118199	0.282162	0.270088	0.495194	0.038943	0.226913	1.080530	0.673546	0.102653	0.278769	0.463495	0.265295	0.027688	0.171676	0.670095	0.524457	0.056893	0.359747	0.338350	0.185008	0.043717	0.197001	0.563787	0.199261	0.016022	0.422618	0.341238	0.257409	0.029418	0.256275	0.469708	0.372711
24	0.050635	0.385845	0.274216	0.322227	0.036397	0.127681	0.426788	0.190208	0.200986	0.199162	0.440555	0.275662	0.066206	0.241496	0.177542	0.301135	0.080918	0.284717	0.274075	0.517492	0.037652	0.258171	1.080497	0.677893	0.101198	0.286927	0.520384	0.204671	0.035630	0.188464	0.668838	0.539446	0.073414	0.359775	0.348864	0.302608	0.041287	0.236809	0.557690	0.201870	0.017821	0.407764	0.354972	0.293377	0.024817	0.254757	0.415581	0.381889
25	0.040736	0.381354	0.270235	0.272232	0.033650	0.106237	0.389066	0.184399	0.186554	0.219139	0.462787	0.252712	0.065842	0.333994	0.190952	0.272968	0.029789	0.296728	0.285598	0.565795	0.036969	0.319362	1.079724	0.661848	0.101078	0.248935	0.514226	0.244553	0.037725	0.218614	0.665846	0.529749	0.073566	0.360634	0.346780	0.314918	0.039368	0.237830	0.555968	0.195202	0.029064	0.408072	0.380117	0.321815	0.025007	0.252753	0.336007	0.374169
26	0.043052	0.378393	0.280329	0.289153	0.027314	0.102240	0.354161	0.176883	0.186794	0.220697	0.474585	0.237143	0.062034	0.336634	0.208146	0.256029	0.027840	0.317027	0.248549	0.583429	0.037815	0.323099	1.062828	0.648968	0.097201	0.297582	0.479303	0.255887	0.037794	0.237374	0.665144	0.524088	0.078266	0.368317	0.355586	0.315750	0.039528	0.240651	0.523836	0.199128	0.029863	0.382373	0.429054	0.331873	0.024860	0.227512	0.345761	0.372654
27	0.038697	0.425391	0.268984	0.287675	0.027893	0.167808	0.350425	0.173999	0.189399	0.230146	0.475587	0.247121	0.053607	0.344643	0.210071	0.274349	0.026543	0.343377	0.218563	0.587315	0.038528	0.350327	1.012323	0.640057	0.092612	0.319154	0.442038	0.283547	0.037873	0.266312	0.648761	0.511646	0.078659	0.366186	0.389546	0.318220	0.039539	0.248842	0.441058	0.205625	0.037365	0.352754	0.449557	0.361115	0.025898	0.219850	0.358567	0.371620
28	0.036446	0.480816	0.267159	0.283586	0.027660	0.230920	0.303115	0.176090	0.207737	0.249812	0.457547	0.242897	0.048866	0.343864	0.328705	0.261531	0.024303	0.351239	0.288083	0.582515	0.038318	0.404364	0.879906	0.495137	0.081652	0.352223	0.330298	0.298350	0.037911	0.318956	0.649077	0.481275	0.079785	0.380406	0.401370	0.323654	0.039044	0.246539	0.393598	0.223456	0.078487	0.337083	0.464042	0.390428	0.027066	0.215806	0.358911	0.354177
29	0.033408	0.616785	0.617732	0.334624	0.027528	0.291328	0.231110	0.173459	0.223525	0.244795	0.442092	0.244582	0.044625	0.343895	0.447666	0.214811	0.021110	0.353528	0.324790	0.579083	0.037739	0.431324	0.810847	0.322439	0.052901	0.347503	0.349170	0.294124	0.038443	0.322451	0.622839	0.447323	0.080553	0.460074	0.426517	0.343018	0.037376	0.247296	0.385805	0.226953	0.081747	0.258396	0.463459	0.392718	0.027015	0.206181	0.357304	0.345666
30	0.027184	0.600275	0.708932	0.332699	0.027515	0.501680	0.192460	0.155337	0.215970	0.239137	0.440806	0.246284	0.039419	0.344331	0.453833	0.194373	0.020109	0.350894	0.399550	0.512085	0.037321	0.589653	0.798271	0.291993	0.046521	0.354636	0.390165	0.311385	0.036808	0.341521	0.586185	0.428453	0.080678	0.445718	0.429378	0.349886	0.035813	0.248379	0.371077	0.218379	0.084345	0.202319	0.535242	0.435826	0.026790	0.165028	0.364381	0.341820
31	0.026070	0.555309	0.752888	0.340525	0.026810	0.535817	0.167536	0.152231	0.211715	0.236232	0.431566	0.184707	0.031411	0.332791	0.466582	0.208770	0.019419	0.345641	0.524409	0.446988	0.034497	0.786310	0.680045	0.291681	0.046132	0.360856	0.451343	0.333251	0.037042	0.350123	0.580964	0.391356	0.081959	0.424991	0.456818	0.361121	0.032431	0.250703	0.297612	0.220729	0.092796	0.222251	0.533881	0.436818	0.026826	0.155864	0.363701	0.332421
32	0.030761	0.556965	0.749314	0.523174	0.029326	0.569857	0.168083	0.154596	0.193698	0.226898	0.350404	0.261129	0.032636	0.326761	0.478778	0.273441	0.015986	0.325531	0.568831	0.422968	0.035994	0.797742	0.468643	0.284260	0.049098	0.350929	0.458549	0.350513	0.037203	0.351040	0.518602	0.388228	0.078576	0.429177	0.422505	0.388947	0.030592	0.249174	0.181617	0.241948	0.094893	0.251416	0.530352	0.402288	0.025867	0.121684	0.356425	0.282738
33	0.029321	0.574316	0.769117	0.617268	0.035449	0.571389	0.278082	0.170459	0.193463	0.221177	0.339862	0.321199	0.038463	0.323806	0.477018	0.285293	0.034812	0.322424	0.717099	0.418118	0.041067	0.834872	0.295739	0.326821	0.054060	0.361460	0.478093	0.340594	0.037457	0.347434	0.443350	0.385464	0.061613	0.394636	0.397435	0.389720	0.025481	0.250800	0.149737	0.262327	0.094011	0.239204	0.511249	0.385786	0.022203	0.106333	0.320431	0.258314
34	0.028455	0.556605	0.780766	0.626610	0.036380	0.570954	0.457992	0.202681	0.188729	0.228924	0.349149	0.325011	0.037636	0.305611	0.463267	0.340827	0.037180	0.314649	0.791580	0.352144	0.042836	0.847349	0.228326	0.365109	0.055845	0.336286	0.480961	0.328688	0.037107	0.340258	0.350779	0.345626	0.057506	0.388709	0.438564	0.302396	0.020000	0.263309	0.194649	0.260104	0.096721	0.313907	0.489718	0.331858	0.020182	0.105049	0.258184	0.236814
35	0.030392	0.416221	0.769027	0.748258	0.036734	0.575094	0.492552	0.184821	0.166046	0.208729	0.354141	0.327751	0.035576	0.272573	0.467691	0.343952	0.039886	0.298208	0.821423	0.288966	0.042710	0.843453	0.252907	0.345376	0.057792	0.333831	0.481043	0.329472	0.036222	0.326620	0.291240	0.268029	0.085143	0.382997	0.520840	0.294039	0.019422	0.252980	0.204915	0.245911	0.106063	0.314186	0.431266	0.325573	0.022001	0.112004	0.247901	0.179387
36	0.030208	0.290824	0.411734	0.780387	0.036174	0.582014	0.494267	0.202893	0.165892	0.194839	0.356855	0.336706	0.036735	0.147892	0.467704	0.373352	0.049379	0.280896	0.840508	0.271098	0.042871	0.836185	0.266441	0.333654	0.066925	0.395935	0.507814	0.352977	0.027203	0.314962	0.293536	0.229286	0.090460	0.369137	0.580384	0.281205	0.019961	0.203831	0.205869	0.248724	0.104772	0.324697	0.421670	0.271460	0.022177	0.124879	0.227792	0.148009
37	0.029910	0.295113	0.350882	0.779570	0.033770	0.582163	0.521084	0.250017	0.162848	0.283132	0.372986	0.348744	0.036945	0.137910	0.461124	0.367058	0.067998	0.215865	0.832682	0.271299	0.043047	0.814160	0.264553	0.333166	0.069788	0.415908	0.576403	0.356355	0.026246	0.316872	0.293889	0.235570	0.099615	0.366661	0.567884	0.297716	0.019177	0.195040	0.208954	0.250119	0.189345	0.470190	0.416157	0.275298	0.024705	0.124724	0.185150	0.149561
38	0.029827	0.308282	0.289419	0.746544	0.033055	0.582476	0.574023	0.257769	0.154562	0.443277	0.398448	0.381141	0.036670	0.088864	0.464035	0.352083	0.080073	0.254265	0.804400	0.267496	0.042890	0.811555	0.266238	0.341623	0.070791	0.409799	0.587485	0.363033	0.028049	0.337789	0.294439	0.299664	0.110751	0.343500	0.557223	0.296354	0.017540	0.229925	0.210360	0.252948	0.191253	0.530274	0.445232	0.309596	0.037763	0.124878	0.178610	0.153378
39	0.027043	0.294416	0.265510	0.620188	0.032797	0.572676	0.639448	0.307313	0.068161	0.456721	0.421840	0.381167	0.046290	0.087058	0.385307	0.344843	0.108311	0.260035	0.790899	0.265460	0.042245	0.801851	0.286302	0.542467	0.075044	0.424994	0.598453	0.382418	0.029470	0.313194	0.299575	0.320623	0.111471	0.264535	0.541138	0.271426	0.016684	0.223920	0.209982	0.247118	0.192329	0.540627	0.407562	0.293678	0.037761	0.124492	0.201937	0.161337
40	0.030482	0.277901	0.147424	0.568716	0.035796	0.551226	0.670724	0.305449	0.041091	0.528489	0.426866	0.382565	0.087727	0.085634	0.245499	0.346060	0.110030	0.258518	0.712997	0.255621	0.040577	0.775891	0.282366	0.695577	0.073975	0.434680	0.529191	0.372827	0.028938	0.275897	0.335398	0.332100	0.113057	0.275526	0.536634	0.263683	0.019236	0.241779	0.210293	0.217861	0.200650	0.556607	0.399211	0.358113	0.043072	0.120101	0.213962	0.161039
41	0.035397	0.354202	0.129171	0.539443	0.036161	0.531680	0.681023	0.320348	0.035100	0.660797	0.443867	0.384221	0.103502	0.080646	0.235817	0.352165	0.118503	0.398177	0.679333	0.223167	0.036744	0.761148	0.287641	0.708433	0.072318	0.433780	0.520343	0.364152	0.029265	0.290222	0.377360	0.347663	0.112098	0.297999	0.505638	0.276859	0.023074	0.265826	0.209410	0.224356	0.200735	0.560540	0.429462	0.390699	0.046616	0.116639	0.208005	0.139336
42	0.054821	0.479728	0.107529	0.260148	0.036074	0.334882	0.683587	0.330885	0.036732	0.843227	0.440397	0.377812	0.112714	0.080003	0.213617	0.348364	0.119189	0.468396	0.582304	0.225025	0.036403	0.675469	0.310525	0.714917	0.073373	0.428474	0.549860	0.364878	0.036345	0.285448	0.385536	0.345535	0.111483	0.386372	0.521073	0.236754	0.023202	0.316264	0.208459	0.255959	0.200327	0.542048	0.435309	0.471558	0.046770	0.097164	0.196917	0.136200
43	0.109911	0.589460	0.082674	0.150718	0.036136	0.284462	0.681418	0.335334	0.034863	0.864835	0.393404	0.315268	0.123107	0.061618	0.186267	0.322097	0.117489	0.475500	0.408834	0.226309	0.035967	0.407551	0.335372	0.722360	0.072739	0.471042	0.632928	0.366125	0.036994	0.281405	0.373181	0.344460	0.110722	0.402739	0.547260	0.375416	0.022010	0.342509	0.221590	0.256792	0.197569	0.518492	0.485117	0.475778	0.046441	0.093185	0.191160	0.137764
44	0.154080	0.733006	0.112520	0.160151	0.034380	0.196637	0.677133	0.334819	0.033732	0.919349	0.385026	0.310320	0.161586	0.047223	0.193853	0.412231	0.118494	0.476858	0.459617	0.279163	0.035210	0.389472	0.366015	0.722613	0.070840	0.486142	0.662685	0.335465	0.036109	0.285646	0.347799	0.341495	0.105036	0.405672	0.603935	0.444140	0.022004	0.348447	0.237730	0.248487	0.193067	0.543331	0.539689	0.480942	0.046736	0.083304	0.193240	0.140737
