	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_03.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_04.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_05.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_06.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_07.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d	110_P_T3_sh_L_ND_A_08.c3d
8	0.309687	0.309150	0.261400	0.285657	0.140692	0.175755	0.236486	0.311195	0.437140	0.255667	0.226773	0.162328	0.261036	0.317538	0.287509	0.779109	0.408197	0.367184	0.543794	0.488960	0.238284	0.222626	0.536002	1.108843	0.664361	0.264723	0.340423	0.168552	0.598356	0.512021	0.184308	0.545332	0.247063	0.246494	0.457004	0.241259	0.191813	0.214821	0.260141	0.540813	0.584173	0.376205	0.337526	0.146573	0.394255	0.400656	0.163027	0.344251
9	0.321470	0.298745	0.294617	0.284412	0.153117	0.180378	0.205997	0.495840	0.447615	0.261462	0.252633	0.175777	0.254647	0.268090	0.250356	0.757023	0.442181	0.376178	0.583060	0.496780	0.252608	0.246065	0.538493	1.135005	0.577237	0.251189	0.388784	0.199496	0.595169	0.533018	0.183750	0.590701	0.244095	0.240889	0.571683	0.226103	0.191076	0.200070	0.253793	0.534551	0.635651	0.390385	0.444031	0.203971	0.386599	0.344226	0.185290	0.353097
10	0.313879	0.249903	0.336394	0.289312	0.157078	0.182401	0.206737	0.590726	0.492486	0.339361	0.261720	0.174660	0.223139	0.209815	0.225936	0.804485	0.556219	0.431174	0.578421	0.477416	0.320298	0.242399	0.577323	1.236374	0.586216	0.249011	0.384965	0.212925	0.297362	0.452095	0.213851	0.690992	0.208714	0.232371	0.643597	0.228140	0.226404	0.212622	0.256027	0.534646	0.842407	0.462361	0.469365	0.220511	0.376743	0.334620	0.224629	0.418442
11	0.309195	0.205463	0.349127	0.317577	0.163098	0.183208	0.208423	0.641855	0.544429	0.405793	0.256071	0.173936	0.164944	0.153203	0.277975	0.858515	0.568740	0.458012	0.531014	0.386374	0.360557	0.235361	0.657769	1.333915	0.340545	0.171603	0.403770	0.293920	0.214599	0.403086	0.262447	0.806920	0.223379	0.253771	0.679683	0.238348	0.255088	0.222335	0.252743	0.573075	0.842603	0.462459	0.470558	0.224562	0.295782	0.326959	0.233942	0.449894
12	0.305328	0.214128	0.353515	0.326200	0.174887	0.182804	0.239022	0.816090	0.552237	0.414445	0.259986	0.171663	0.161775	0.172046	0.293090	0.851456	0.609313	0.517978	0.485559	0.373948	0.364342	0.251399	0.711221	1.336856	0.373718	0.269889	0.481417	0.333021	0.197275	0.371762	0.336008	0.801591	0.279620	0.315278	0.681253	0.279192	0.369476	0.314804	0.260648	0.638026	0.843347	0.465785	0.486722	0.237754	0.281343	0.315200	0.290470	0.451924
13	0.282538	0.220920	0.358651	0.290036	0.191725	0.173433	0.388125	0.855532	0.549976	0.414019	0.258803	0.159868	0.161774	0.157081	0.277918	0.923997	0.638713	0.550207	0.478458	0.325012	0.393119	0.351137	0.716681	1.329506	0.501698	0.373993	0.593643	0.333994	0.230045	0.386091	0.350979	0.801315	0.288432	0.339458	0.574963	0.292439	0.384847	0.360909	0.271485	0.651665	0.792327	0.443555	0.548874	0.238544	0.228724	0.255856	0.314677	0.455822
14	0.287475	0.225056	0.326542	0.287293	0.232974	0.230051	0.438471	0.855704	0.544113	0.414663	0.271701	0.170658	0.158214	0.144676	0.292720	0.845278	0.643079	0.549218	0.467310	0.240133	0.430720	0.443749	0.736197	1.332616	0.503485	0.378185	0.664046	0.337467	0.286555	0.426549	0.351690	0.801300	0.299476	0.323414	0.536151	0.302866	0.381134	0.351347	0.250690	0.654204	0.710338	0.377423	0.616442	0.246814	0.193696	0.241937	0.307161	0.469437
15	0.271026	0.228606	0.298188	0.289404	0.261970	0.321122	0.423552	0.856736	0.518453	0.413662	0.250960	0.171973	0.159127	0.146166	0.293179	0.724459	0.635893	0.540935	0.455537	0.226929	0.440011	0.460229	0.733386	1.349094	0.511065	0.399939	0.680285	0.336404	0.316994	0.433341	0.359361	0.790259	0.295371	0.310726	0.540902	0.283294	0.383328	0.355969	0.222011	0.593991	0.656315	0.348992	0.630681	0.262830	0.204828	0.256829	0.296534	0.472582
16	0.224590	0.195905	0.285700	0.288776	0.273448	0.346742	0.424090	0.836605	0.517453	0.414793	0.274517	0.171871	0.161038	0.145183	0.272802	0.705136	0.613229	0.520680	0.450122	0.218738	0.438750	0.462430	0.694747	1.333470	0.511100	0.416426	0.681021	0.337293	0.321050	0.426700	0.355992	0.781737	0.349074	0.352119	0.510531	0.244819	0.384393	0.362739	0.229921	0.457423	0.643196	0.351532	0.630523	0.278924	0.208370	0.264586	0.295949	0.470077
17	0.220296	0.185989	0.289823	0.270204	0.268000	0.344710	0.421338	0.832990	0.519790	0.417283	0.297017	0.194672	0.158601	0.140285	0.268009	0.678187	0.576184	0.483471	0.436074	0.209787	0.424066	0.463569	0.639081	1.090548	0.510806	0.427243	0.675961	0.342367	0.321141	0.426978	0.338936	0.691567	0.370244	0.382019	0.350771	0.242012	0.381027	0.353382	0.231732	0.444815	0.641494	0.352662	0.610718	0.286847	0.208294	0.289139	0.293277	0.463304
18	0.219651	0.184689	0.303361	0.242536	0.268293	0.353935	0.415526	0.813192	0.524406	0.432484	0.297252	0.244758	0.166463	0.143400	0.270319	0.676371	0.549820	0.476835	0.388539	0.209667	0.422957	0.463143	0.626060	0.803047	0.511005	0.428985	0.639336	0.342302	0.312854	0.420818	0.339622	0.581134	0.365205	0.375944	0.258424	0.239728	0.384779	0.352855	0.248391	0.408278	0.642452	0.344264	0.547322	0.275483	0.201668	0.305716	0.289415	0.359739
19	0.185630	0.185384	0.281690	0.240541	0.283809	0.377676	0.415866	0.686941	0.483533	0.432148	0.294868	0.251933	0.167075	0.144498	0.259915	0.529722	0.526892	0.472350	0.289046	0.211714	0.403288	0.447802	0.621081	0.780256	0.511319	0.430846	0.609877	0.328157	0.295760	0.392203	0.343563	0.546948	0.339802	0.340860	0.183510	0.219130	0.388245	0.356690	0.250574	0.404912	0.534842	0.314762	0.478534	0.242099	0.197628	0.311677	0.281936	0.332932
20	0.207503	0.185466	0.230768	0.232076	0.290889	0.392397	0.414686	0.660513	0.475559	0.429270	0.305337	0.265255	0.156587	0.140958	0.203950	0.443099	0.458960	0.458939	0.254780	0.203559	0.336881	0.441778	0.573709	0.575026	0.465251	0.419172	0.613243	0.332767	0.288182	0.398182	0.358089	0.245159	0.301555	0.290219	0.182782	0.157275	0.372529	0.365332	0.246437	0.407193	0.254653	0.225424	0.464191	0.212858	0.194218	0.332619	0.258623	0.281295
21	0.213903	0.185352	0.203527	0.191516	0.288586	0.390029	0.417100	0.524669	0.399932	0.355058	0.297194	0.311265	0.110385	0.090797	0.192954	0.396169	0.362198	0.415480	0.253814	0.193702	0.292727	0.442726	0.487828	0.344501	0.472651	0.442412	0.613540	0.305436	0.279047	0.403712	0.319793	0.120864	0.281924	0.266003	0.162577	0.142538	0.371136	0.383806	0.264393	0.352754	0.270854	0.222877	0.465107	0.203151	0.197448	0.354347	0.243307	0.189938
22	0.205136	0.187469	0.194399	0.181701	0.318334	0.470237	0.357775	0.263333	0.262006	0.249930	0.297103	0.347474	0.113445	0.083907	0.182662	0.151191	0.333990	0.382698	0.252364	0.148605	0.282793	0.425415	0.439195	0.325846	0.531475	0.466659	0.580090	0.231831	0.272381	0.420962	0.285361	0.142814	0.267361	0.262672	0.177098	0.212864	0.255860	0.333555	0.269580	0.213045	0.310037	0.213871	0.433086	0.177011	0.206455	0.351415	0.195768	0.188867
23	0.232309	0.206569	0.170723	0.162200	0.301706	0.479926	0.246913	0.203381	0.215255	0.227421	0.300030	0.361877	0.166375	0.109249	0.157766	0.156260	0.245438	0.299694	0.230461	0.141240	0.232388	0.320864	0.441956	0.318162	0.387795	0.364695	0.489785	0.205507	0.217939	0.378779	0.291237	0.165819	0.240764	0.244495	0.256529	0.225505	0.200026	0.273045	0.241210	0.169935	0.309571	0.179081	0.316915	0.180686	0.197466	0.463654	0.126612	0.187978
24	0.329926	0.211240	0.161082	0.116160	0.289801	0.530097	0.304801	0.205503	0.223008	0.238044	0.306221	0.357226	0.212255	0.195873	0.164575	0.203201	0.173345	0.219480	0.210725	0.131807	0.137662	0.165600	0.415765	0.289964	0.361502	0.345581	0.348728	0.203026	0.200259	0.392557	0.317713	0.167798	0.155138	0.172892	0.267313	0.253591	0.228806	0.270870	0.214752	0.159339	0.324530	0.173937	0.167231	0.174593	0.197150	0.490594	0.131992	0.156334
25	0.364598	0.204039	0.159379	0.109803	0.270186	0.493815	0.349649	0.239086	0.220161	0.238111	0.283795	0.352382	0.211790	0.212281	0.182961	0.210043	0.162190	0.196217	0.213807	0.134314	0.103473	0.145064	0.414905	0.235446	0.364435	0.339730	0.266174	0.186867	0.217168	0.412993	0.352830	0.170296	0.116409	0.113229	0.333276	0.276599	0.232616	0.268281	0.207230	0.150185	0.319588	0.181691	0.136969	0.157023	0.180837	0.486834	0.190721	0.121098
26	0.441342	0.253448	0.167100	0.118325	0.259253	0.485358	0.364067	0.268345	0.217683	0.241000	0.282402	0.349536	0.221312	0.210131	0.184887	0.219515	0.162925	0.196769	0.254404	0.134689	0.101891	0.137589	0.349335	0.224560	0.377122	0.332105	0.257316	0.183111	0.244285	0.478766	0.373783	0.169190	0.099921	0.092831	0.422030	0.278686	0.229507	0.262588	0.190822	0.157850	0.312874	0.183222	0.135699	0.134257	0.162095	0.483613	0.239247	0.116857
27	0.467203	0.257441	0.163241	0.117747	0.269215	0.486888	0.384595	0.267148	0.206667	0.247046	0.257248	0.352175	0.233185	0.212075	0.197458	0.248649	0.166127	0.196136	0.314837	0.187412	0.096416	0.137391	0.278748	0.260712	0.381733	0.314581	0.265121	0.179466	0.247563	0.527225	0.374252	0.155919	0.095440	0.092597	0.454376	0.280646	0.232321	0.275066	0.188986	0.153637	0.309161	0.180881	0.134980	0.129604	0.178332	0.473608	0.246716	0.116189
28	0.467554	0.267634	0.135238	0.129021	0.258462	0.476923	0.443696	0.265237	0.204629	0.254013	0.230715	0.338093	0.245675	0.238866	0.219129	0.272034	0.168258	0.191875	0.312857	0.195350	0.098022	0.136338	0.276440	0.306814	0.394986	0.313296	0.263704	0.179249	0.249764	0.544369	0.360908	0.144613	0.095970	0.093746	0.458349	0.272665	0.229215	0.285376	0.167544	0.140636	0.301558	0.177138	0.126227	0.128348	0.180049	0.469793	0.246908	0.165307
29	0.468777	0.288191	0.168615	0.134558	0.231052	0.455291	0.484391	0.265882	0.196670	0.246242	0.222214	0.301441	0.258314	0.265663	0.221627	0.290075	0.163041	0.188068	0.304345	0.191607	0.112986	0.149340	0.285589	0.308544	0.399705	0.320472	0.232837	0.181858	0.249780	0.528260	0.326346	0.146573	0.084680	0.077847	0.469902	0.240170	0.232817	0.335611	0.157042	0.128020	0.272643	0.176105	0.135243	0.127982	0.184970	0.470557	0.271218	0.195280
30	0.448452	0.296663	0.249196	0.157654	0.230272	0.448821	0.496900	0.282869	0.197151	0.241872	0.219273	0.311761	0.258902	0.265871	0.220521	0.295262	0.154713	0.181923	0.288403	0.202393	0.138214	0.181248	0.276718	0.301130	0.415014	0.336932	0.229210	0.161079	0.249305	0.518894	0.307329	0.148056	0.074448	0.072118	0.458804	0.190999	0.231826	0.414368	0.149969	0.114169	0.256142	0.179250	0.147339	0.132362	0.185030	0.481656	0.305897	0.192939
31	0.444984	0.301071	0.284339	0.164874	0.215895	0.426201	0.496263	0.285959	0.201863	0.244447	0.185631	0.325568	0.251001	0.265616	0.218770	0.299390	0.144505	0.184566	0.296091	0.205673	0.139522	0.196279	0.257417	0.297634	0.414633	0.340057	0.254583	0.128637	0.248495	0.507043	0.291064	0.148076	0.077640	0.063125	0.472469	0.201823	0.194611	0.429617	0.114078	0.096743	0.207073	0.175729	0.154882	0.145294	0.188004	0.460611	0.308319	0.184971
32	0.446592	0.304900	0.289381	0.202825	0.178648	0.336485	0.492387	0.284727	0.200265	0.239341	0.180626	0.291583	0.210218	0.255251	0.210223	0.268837	0.135376	0.212220	0.349720	0.234571	0.138282	0.215435	0.255026	0.295726	0.347919	0.297652	0.254172	0.106587	0.248747	0.501882	0.296439	0.109771	0.086111	0.062654	0.494029	0.238347	0.187370	0.418793	0.078023	0.095044	0.158217	0.176950	0.204339	0.150636	0.189066	0.488038	0.322031	0.184887
33	0.433736	0.293310	0.344062	0.206019	0.165819	0.300079	0.451738	0.287236	0.202065	0.228340	0.196133	0.252145	0.170981	0.248787	0.200372	0.258486	0.127430	0.202006	0.355624	0.244855	0.137278	0.233352	0.276524	0.291269	0.277721	0.267114	0.251632	0.107079	0.229744	0.487625	0.293666	0.101525	0.083542	0.064116	0.442183	0.250656	0.182973	0.412902	0.079957	0.115990	0.153295	0.183429	0.237995	0.143693	0.173979	0.436271	0.340615	0.178175
34	0.361668	0.284001	0.396092	0.221879	0.130127	0.118354	0.388365	0.278382	0.176681	0.209390	0.224886	0.235544	0.169718	0.246481	0.186665	0.274923	0.141389	0.204259	0.378811	0.249181	0.136025	0.231172	0.279074	0.278421	0.275823	0.261163	0.281607	0.115301	0.179258	0.450721	0.271705	0.094023	0.086966	0.065998	0.410358	0.246227	0.135602	0.413341	0.072918	0.152392	0.100071	0.170214	0.236711	0.129313	0.175091	0.349846	0.339682	0.178410
35	0.320641	0.285471	0.412944	0.232035	0.117952	0.117239	0.366043	0.233718	0.164533	0.197717	0.230302	0.275738	0.158070	0.248958	0.210709	0.267733	0.169236	0.226211	0.408292	0.255208	0.136742	0.223756	0.284700	0.290262	0.271915	0.254000	0.349441	0.156917	0.124447	0.443252	0.228654	0.099155	0.094961	0.067294	0.451775	0.289975	0.118605	0.409107	0.070507	0.153521	0.109281	0.166104	0.247162	0.113340	0.183517	0.338279	0.320495	0.178092
36	0.220462	0.251566	0.423466	0.226850	0.106069	0.113453	0.360104	0.201838	0.163586	0.199288	0.287867	0.314228	0.153286	0.244565	0.204040	0.232344	0.181264	0.237962	0.409584	0.253467	0.134299	0.229991	0.290492	0.326168	0.230080	0.226451	0.418159	0.235464	0.099941	0.421269	0.219396	0.196250	0.095890	0.065288	0.470291	0.420877	0.120487	0.410261	0.092190	0.147028	0.102568	0.169038	0.295953	0.161384	0.179408	0.324084	0.279148	0.179421
37	0.157299	0.244071	0.440330	0.251098	0.077593	0.097048	0.325481	0.206053	0.167229	0.207569	0.325988	0.316427	0.159411	0.229132	0.186712	0.214227	0.183881	0.244165	0.373634	0.246948	0.134193	0.228204	0.282965	0.320520	0.233106	0.230137	0.464929	0.243985	0.089194	0.432394	0.226463	0.227351	0.102625	0.065669	0.451059	0.504444	0.126444	0.413859	0.098845	0.149640	0.096167	0.166141	0.336307	0.265907	0.165050	0.327995	0.267694	0.194070
38	0.167361	0.244742	0.441799	0.325274	0.077170	0.119292	0.235623	0.249113	0.162154	0.197679	0.361764	0.328169	0.184522	0.244533	0.179888	0.271785	0.173848	0.245205	0.339010	0.213630	0.126722	0.228302	0.257218	0.279267	0.229386	0.243588	0.489989	0.255067	0.093701	0.508708	0.279234	0.226578	0.098025	0.069632	0.434491	0.517605	0.130563	0.419853	0.098814	0.153498	0.093663	0.165730	0.348764	0.273999	0.144894	0.312105	0.272692	0.176357
39	0.155805	0.232100	0.438726	0.373489	0.077369	0.130349	0.193799	0.264131	0.136304	0.172363	0.378245	0.333237	0.238567	0.353780	0.177222	0.331707	0.163195	0.240255	0.337151	0.220931	0.095815	0.222021	0.293206	0.297215	0.228395	0.246240	0.499936	0.265628	0.098981	0.501974	0.343982	0.253355	0.097155	0.093337	0.375304	0.495916	0.118753	0.389556	0.113606	0.153389	0.091694	0.153860	0.342145	0.303603	0.138722	0.297641	0.255141	0.131913
40	0.148598	0.226266	0.463240	0.363742	0.070193	0.130100	0.304131	0.229059	0.108610	0.145823	0.380105	0.332751	0.248801	0.391861	0.174584	0.340832	0.165182	0.239592	0.324198	0.213461	0.060982	0.197295	0.312304	0.355388	0.218945	0.231761	0.488216	0.280522	0.100901	0.509255	0.375885	0.326568	0.098949	0.120442	0.371209	0.463522	0.108841	0.289400	0.112593	0.155410	0.093690	0.145055	0.336647	0.318503	0.136553	0.266886	0.209380	0.130952
41	0.151593	0.219107	0.501461	0.360732	0.067135	0.130175	0.329974	0.225929	0.093242	0.132066	0.401938	0.310522	0.254692	0.393594	0.198533	0.354324	0.163648	0.237124	0.316078	0.195288	0.059289	0.167302	0.322264	0.399890	0.192214	0.197196	0.489647	0.289394	0.113505	0.504336	0.376347	0.369154	0.105105	0.136519	0.396449	0.467570	0.117011	0.213298	0.113468	0.162977	0.098364	0.144833	0.349953	0.314709	0.132043	0.261637	0.247919	0.132989
42	0.167098	0.207799	0.513260	0.368452	0.080678	0.131010	0.436257	0.235647	0.076220	0.122896	0.507234	0.286574	0.259664	0.378318	0.241427	0.383396	0.160034	0.212893	0.290509	0.199389	0.059960	0.153696	0.323672	0.416104	0.175734	0.171029	0.498727	0.325860	0.113518	0.517417	0.372295	0.383633	0.106857	0.138415	0.388599	0.480428	0.118996	0.196192	0.115713	0.164376	0.098620	0.141779	0.342730	0.317093	0.112587	0.227251	0.252446	0.128299
43	0.173083	0.199944	0.491428	0.430968	0.083250	0.118284	0.542733	0.243648	0.074689	0.121607	0.622624	0.309709	0.265901	0.414311	0.258976	0.408336	0.172260	0.188944	0.238226	0.177029	0.067364	0.185408	0.308077	0.432569	0.172739	0.167508	0.513365	0.334436	0.108969	0.529537	0.346643	0.385298	0.103267	0.172415	0.338630	0.477642	0.121099	0.194241	0.127704	0.160428	0.092317	0.125746	0.325689	0.322244	0.104424	0.183358	0.226627	0.138608
