	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_01.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_03.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_04.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_05.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d	102_F_P_sh_R_D_A_06.c3d
8	0.425217	0.372919	0.291882	0.101831	0.103452	0.258258	0.316295	0.304703	0.487867	0.333100	0.171929	0.108626	0.088755	0.138398	0.261254	0.247940	0.918171	0.433989	0.151754	0.163397	0.111207	0.181242	0.323539	0.113472	0.673103	0.207373	0.307996	0.252885	0.288320	0.539215	0.188469	0.474153	0.502320	0.683367	0.246374	0.091030	0.100314	0.435312	0.301996	0.304260
9	0.503634	0.390846	0.290393	0.102326	0.100399	0.273056	0.343540	0.281017	0.597489	0.333430	0.226680	0.114935	0.079420	0.164275	0.175136	0.232973	0.924261	0.391200	0.146604	0.166747	0.153835	0.226404	0.295825	0.152469	0.730824	0.203941	0.309594	0.250750	0.294545	0.550684	0.216010	0.461153	0.519409	0.615163	0.227536	0.088708	0.096471	0.435358	0.295741	0.313698
10	0.504009	0.517075	0.290608	0.100980	0.100401	0.275431	0.416260	0.278342	0.619767	0.329370	0.298658	0.114095	0.068888	0.166217	0.149433	0.250191	0.901011	0.336043	0.159396	0.166733	0.154981	0.265832	0.289148	0.221984	0.760939	0.199897	0.325567	0.250547	0.299395	0.540399	0.217437	0.470505	0.457403	0.561299	0.260573	0.077498	0.107952	0.423817	0.295935	0.332276
11	0.513611	0.544563	0.278806	0.098877	0.100058	0.308454	0.414367	0.239233	0.618564	0.317068	0.352873	0.106968	0.091189	0.168980	0.147023	0.242023	0.886448	0.326667	0.176325	0.162206	0.171958	0.280406	0.302294	0.298672	0.753721	0.188192	0.327554	0.248627	0.357906	0.420404	0.336787	0.465790	0.433110	0.568312	0.272376	0.074918	0.118018	0.430325	0.283663	0.341770
12	0.520160	0.535877	0.268721	0.144052	0.107288	0.314938	0.393429	0.204913	0.633519	0.316015	0.369477	0.107550	0.091464	0.197660	0.143039	0.206354	0.910843	0.397496	0.193159	0.145151	0.199620	0.355621	0.312478	0.356669	0.720544	0.183811	0.335274	0.242179	0.425935	0.425667	0.413922	0.443589	0.413042	0.434834	0.216107	0.078419	0.123928	0.450094	0.264342	0.349066
13	0.521640	0.535611	0.265171	0.148905	0.108578	0.320162	0.470445	0.199817	0.710876	0.300802	0.451416	0.109403	0.091536	0.245406	0.162841	0.197341	0.732708	0.396951	0.184426	0.124304	0.208025	0.414389	0.358012	0.382032	0.775787	0.219564	0.348240	0.227755	0.426117	0.426099	0.436962	0.436044	0.429491	0.364803	0.209100	0.082184	0.124110	0.448797	0.271667	0.347957
14	0.558621	0.504486	0.321332	0.149822	0.123419	0.330944	0.548674	0.218035	0.716515	0.280474	0.541870	0.116660	0.093038	0.244783	0.171005	0.197551	0.606403	0.357246	0.176084	0.118509	0.212952	0.420790	0.378121	0.377555	0.806929	0.221750	0.317322	0.201900	0.425726	0.390416	0.464481	0.437071	0.442379	0.368299	0.204671	0.088072	0.123967	0.456695	0.382569	0.340002
15	0.550189	0.504356	0.487337	0.140844	0.127599	0.329725	0.554452	0.226878	0.718518	0.266594	0.575891	0.118819	0.095437	0.237421	0.195251	0.205384	0.618514	0.372763	0.210304	0.121460	0.315942	0.417831	0.402220	0.382073	0.740831	0.221460	0.345155	0.167331	0.422991	0.375086	0.456979	0.429847	0.442133	0.367956	0.203602	0.113188	0.124653	0.460152	0.457570	0.345411
16	0.591255	0.526211	0.507547	0.174555	0.131971	0.308949	0.563375	0.227456	0.773713	0.260085	0.601053	0.122256	0.123013	0.228443	0.211622	0.206095	0.650276	0.381212	0.252997	0.133332	0.341095	0.405855	0.401646	0.390461	0.729486	0.217817	0.314709	0.127315	0.424060	0.374066	0.459579	0.423160	0.435704	0.366795	0.218235	0.164039	0.126395	0.466854	0.453364	0.331449
17	0.761992	0.594934	0.543630	0.194955	0.137372	0.297653	0.568073	0.229490	0.728899	0.251981	0.599206	0.132762	0.122203	0.219791	0.205618	0.212342	0.660456	0.375780	0.264168	0.146883	0.340767	0.402467	0.397809	0.401011	0.694821	0.222333	0.289836	0.097974	0.421863	0.332082	0.457765	0.396183	0.427973	0.366455	0.302327	0.226990	0.122497	0.437345	0.442963	0.341107
18	0.861400	0.654262	0.558339	0.198140	0.135137	0.286863	0.544181	0.225373	0.698261	0.164966	0.613531	0.135527	0.122892	0.219247	0.226022	0.252228	0.604060	0.355302	0.293211	0.157445	0.340869	0.407106	0.395970	0.413851	0.690639	0.226824	0.271031	0.082047	0.383508	0.324319	0.455428	0.361344	0.400383	0.369773	0.293453	0.299362	0.119392	0.397596	0.444376	0.319603
19	0.811375	0.661545	0.568973	0.198485	0.132669	0.258725	0.527667	0.255326	0.705071	0.117874	0.628221	0.148227	0.143113	0.219561	0.275049	0.267240	0.575971	0.348050	0.294258	0.225231	0.338005	0.409810	0.322484	0.425810	0.639728	0.228141	0.283935	0.096356	0.376710	0.300259	0.448362	0.357317	0.392997	0.243870	0.293659	0.346468	0.115294	0.395769	0.454766	0.300567
20	0.887617	0.678015	0.569348	0.197912	0.121948	0.262647	0.487070	0.251232	0.618224	0.117764	0.600740	0.147240	0.144740	0.219408	0.287499	0.252606	0.566182	0.325318	0.299425	0.299106	0.325703	0.402763	0.302999	0.421724	0.602237	0.219665	0.266202	0.142035	0.386798	0.266984	0.436624	0.320529	0.374551	0.236526	0.292824	0.364882	0.116907	0.297438	0.465140	0.289213
21	0.914956	0.569344	0.569601	0.196892	0.121876	0.256984	0.447010	0.242881	0.615651	0.117207	0.568068	0.150732	0.148438	0.201065	0.294026	0.246792	0.530791	0.329076	0.301374	0.352123	0.325046	0.363494	0.302658	0.404437	0.604815	0.203504	0.256981	0.189601	0.415831	0.267980	0.433820	0.259292	0.375887	0.228221	0.261910	0.459495	0.123557	0.280282	0.478935	0.280941
22	0.923888	0.555092	0.570831	0.185433	0.122835	0.225865	0.442191	0.236953	0.625592	0.120250	0.549142	0.152689	0.158239	0.203203	0.295978	0.234376	0.514842	0.325498	0.286504	0.374208	0.335598	0.365207	0.291676	0.359749	0.724786	0.204207	0.260537	0.211634	0.344495	0.210534	0.310953	0.238213	0.383833	0.161798	0.245428	0.605596	0.126096	0.273900	0.469878	0.272620
23	0.934455	0.556955	0.562801	0.156543	0.166992	0.291738	0.425590	0.231554	0.550799	0.123878	0.562087	0.150243	0.160737	0.210766	0.297661	0.252428	0.575841	0.388176	0.274478	0.379799	0.387787	0.358361	0.281754	0.325277	0.769504	0.165752	0.250818	0.215946	0.380535	0.198582	0.249146	0.263060	0.363291	0.172471	0.245920	0.909994	0.123446	0.273423	0.462266	0.251345
24	0.929858	0.561198	0.558599	0.153683	0.181044	0.314787	0.261280	0.222116	0.529720	0.144420	0.439266	0.155254	0.165461	0.211036	0.290626	0.249163	0.708410	0.449104	0.274264	0.387618	0.465126	0.303550	0.232479	0.295257	0.776269	0.171557	0.249781	0.215617	0.476923	0.205822	0.176386	0.265379	0.338273	0.210460	0.244246	0.980668	0.124926	0.268242	0.462758	0.252302
25	0.922631	0.565696	0.480264	0.151828	0.168239	0.318954	0.179743	0.200885	0.527233	0.163078	0.383514	0.140325	0.166527	0.177058	0.270029	0.248922	0.713411	0.489827	0.271100	0.392884	0.534801	0.296087	0.202302	0.294559	0.805862	0.174611	0.241677	0.216085	0.478774	0.210379	0.079417	0.280183	0.320841	0.213494	0.243142	0.994935	0.135016	0.220651	0.463528	0.266439
26	0.918480	0.563545	0.342525	0.145840	0.164140	0.364189	0.126001	0.177826	0.492650	0.176711	0.316210	0.144259	0.167028	0.190841	0.274815	0.247906	0.768653	0.483610	0.268411	0.393922	0.540758	0.307142	0.145988	0.290013	0.808756	0.171881	0.217619	0.219786	0.477669	0.196568	0.062892	0.327166	0.327643	0.222727	0.279458	0.993537	0.136760	0.213637	0.462624	0.266356
27	0.867249	0.522169	0.316257	0.095314	0.166693	0.376314	0.121136	0.176052	0.402134	0.192206	0.293406	0.135533	0.165616	0.196544	0.257117	0.241584	0.856515	0.480041	0.275631	0.388839	0.527597	0.338897	0.138391	0.278554	0.810543	0.162014	0.228022	0.220668	0.478837	0.187726	0.035357	0.352573	0.361684	0.449393	0.302818	0.988440	0.151497	0.195482	0.394998	0.288528
28	0.702168	0.415302	0.233877	0.068329	0.163592	0.392759	0.106952	0.174059	0.377326	0.230164	0.284773	0.127837	0.144505	0.196891	0.249024	0.241951	0.874293	0.493103	0.258776	0.382336	0.545285	0.345841	0.146082	0.265414	0.808090	0.167366	0.262530	0.222582	0.478994	0.176212	0.035362	0.376541	0.367645	0.483748	0.226310	0.983516	0.177039	0.191463	0.283453	0.294381
29	0.590254	0.324659	0.165585	0.059603	0.162588	0.397380	0.110614	0.157410	0.359699	0.252319	0.257663	0.116911	0.143184	0.199567	0.248697	0.239918	0.883572	0.497314	0.249925	0.363017	0.616363	0.352987	0.147346	0.247995	0.808228	0.181778	0.275125	0.218757	0.483263	0.170395	0.032111	0.394146	0.351103	0.492687	0.225778	0.975702	0.178918	0.178723	0.280804	0.306280
30	0.579051	0.311003	0.143790	0.059158	0.166836	0.393261	0.116210	0.115160	0.311433	0.311785	0.230619	0.105539	0.154321	0.212457	0.227336	0.196313	0.891508	0.504354	0.255795	0.308423	0.648741	0.344061	0.140143	0.222601	0.808432	0.233033	0.284564	0.196022	0.460729	0.177606	0.033059	0.397191	0.299988	0.812338	0.258509	0.976165	0.173299	0.158218	0.277952	0.299923
31	0.348300	0.178071	0.161449	0.060583	0.169666	0.405867	0.117303	0.095896	0.344870	0.492822	0.246689	0.100097	0.163659	0.255227	0.186050	0.153548	0.892974	0.517915	0.284748	0.264573	0.654336	0.335025	0.156647	0.214964	0.770415	0.256587	0.303721	0.150287	0.448313	0.175986	0.027304	0.399118	0.306013	0.883471	0.281223	0.988483	0.174523	0.156151	0.278016	0.304833
32	0.302733	0.182958	0.204249	0.073397	0.170014	0.412485	0.127255	0.083191	0.380846	0.537105	0.247898	0.090606	0.170887	0.260070	0.185820	0.150637	0.885373	0.553537	0.288792	0.178601	0.651343	0.332975	0.164903	0.218610	0.649559	0.320753	0.299848	0.104834	0.427569	0.169081	0.027763	0.404717	0.310255	0.893349	0.317096	0.966924	0.196154	0.152964	0.263041	0.301718
33	0.232327	0.207588	0.214476	0.077165	0.155407	0.389383	0.133776	0.078443	0.358931	0.541654	0.222995	0.110794	0.170311	0.270036	0.175654	0.150117	0.872906	0.546782	0.301876	0.145241	0.647064	0.338982	0.166286	0.229771	0.516129	0.429941	0.291919	0.084830	0.424459	0.170166	0.038177	0.399376	0.286252	0.897347	0.347215	0.901510	0.239034	0.174283	0.249195	0.298670
34	0.228484	0.245787	0.232034	0.080770	0.109341	0.397588	0.133240	0.076606	0.344036	0.538513	0.201262	0.142349	0.157239	0.269787	0.170893	0.138984	0.751685	0.467233	0.303241	0.134846	0.626752	0.321323	0.155630	0.226777	0.416618	0.463707	0.303365	0.083776	0.300751	0.196817	0.084663	0.399622	0.268306	0.890190	0.369011	0.618004	0.274597	0.201938	0.207380	0.301039
35	0.294526	0.269063	0.234563	0.083671	0.125839	0.382809	0.136094	0.075706	0.327894	0.534962	0.221802	0.155993	0.143445	0.266001	0.168858	0.102110	0.638740	0.452100	0.306872	0.129249	0.574783	0.292463	0.152326	0.198327	0.434284	0.464158	0.293144	0.090903	0.178750	0.194356	0.155515	0.417500	0.258807	0.881601	0.383119	0.523257	0.295336	0.213754	0.156338	0.313255
36	0.358615	0.260655	0.233900	0.087467	0.162459	0.345995	0.130674	0.082074	0.337316	0.523199	0.211930	0.183826	0.143311	0.261171	0.173697	0.090326	0.614315	0.418464	0.301984	0.144973	0.505764	0.272731	0.149655	0.183428	0.638163	0.475078	0.281973	0.094741	0.176622	0.187805	0.189349	0.410171	0.257115	0.878967	0.407667	0.521461	0.301462	0.236207	0.162538	0.332904
37	0.428076	0.284523	0.231722	0.088656	0.192990	0.309142	0.120819	0.082989	0.481456	0.522003	0.227994	0.233747	0.146123	0.304363	0.174482	0.082888	0.361461	0.415439	0.280494	0.180917	0.460903	0.273748	0.138302	0.190710	0.697848	0.484363	0.277446	0.090907	0.177035	0.186008	0.199425	0.370172	0.238013	0.877997	0.418877	0.545273	0.302523	0.276777	0.171570	0.346917
38	0.434111	0.348583	0.228275	0.087445	0.194518	0.304914	0.146159	0.099265	0.598775	0.513273	0.310190	0.329745	0.157153	0.302463	0.180180	0.081048	0.278955	0.405751	0.262006	0.222099	0.417652	0.261805	0.125574	0.197036	0.698375	0.482015	0.239674	0.081053	0.172367	0.180687	0.226027	0.324677	0.191379	0.804352	0.405652	0.594342	0.296087	0.281800	0.172899	0.344907
39	0.457568	0.371597	0.221968	0.085460	0.233074	0.277469	0.174363	0.150041	0.614766	0.500274	0.303209	0.823151	0.159917	0.303331	0.187196	0.081842	0.280398	0.399790	0.260346	0.249682	0.392117	0.280740	0.119526	0.197821	0.712440	0.478136	0.205828	0.101681	0.177248	0.178696	0.250921	0.304812	0.207650	0.820625	0.400887	0.961064	0.304209	0.303898	0.236214	0.333638
40	0.678730	0.372601	0.218900	0.093536	0.267281	0.275934	0.259632	0.183396	0.689386	0.500324	0.306947	1.141236	0.166302	0.356368	0.186533	0.104910	0.405502	0.393434	0.261193	0.271858	0.330964	0.267207	0.123386	0.204502	0.719462	0.459553	0.202538	0.148209	0.166269	0.182320	0.270167	0.304479	0.248163	0.820556	0.404856	0.987446	0.319359	0.423061	0.292197	0.322757
41	0.744335	0.372270	0.216955	0.121064	0.282868	0.267504	0.322525	0.198088	0.761907	0.392323	0.310769	1.152754	0.181529	0.366893	0.231756	0.163269	0.500287	0.387899	0.258358	0.276637	0.175646	0.265790	0.127573	0.224226	0.740761	0.451112	0.174309	0.213557	0.159599	0.267836	0.273840	0.321952	0.291254	0.505442	0.389167	0.979856	0.334578	0.426272	0.315372	0.313854
42	0.769206	0.370225	0.217712	0.125043	0.279991	0.242890	0.399035	0.207149	0.740228	0.221900	0.331981	1.158784	0.173693	0.361399	0.292349	0.184739	0.510094	0.366161	0.270125	0.275300	0.119594	0.264895	0.122891	0.248634	0.744843	0.397436	0.200849	0.338504	0.151264	0.339612	0.342956	0.332066	0.445823	0.410063	0.372580	0.961336	0.343384	0.428806	0.313259	0.303727
43	0.785225	0.356007	0.177800	0.131192	0.280044	0.237835	0.413384	0.281123	0.730729	0.177276	0.374168	1.168988	0.147078	0.336594	0.357122	0.189619	0.560779	0.275129	0.279665	0.275144	0.122746	0.265577	0.113756	0.266151	0.746586	0.312727	0.198192	0.704828	0.128514	0.375067	0.500015	0.324151	0.575890	0.410004	0.349356	0.942568	0.343650	0.429927	0.317762	0.294401
44	0.782171	0.343230	0.156976	0.132178	0.281154	0.203322	0.459676	0.321066	0.733402	0.224352	0.388978	1.168639	0.136299	0.333491	0.352030	0.191331	0.626932	0.248729	0.282195	0.281183	0.122535	0.263477	0.124399	0.282263	0.735281	0.199455	0.190784	0.731792	0.135442	0.438062	0.524258	0.306576	0.586520	0.453977	0.320617	0.924751	0.344606	0.422550	0.318479	0.290106
45	0.766912	0.323801	0.246448	0.146652	0.277783	0.135540	0.528181	0.334577	0.792947	0.232668	0.411648	1.166832	0.151794	0.326530	0.375612	0.204006	0.627443	0.215350	0.306262	0.417643	0.121815	0.251797	0.124152	0.280005	0.650929	0.178903	0.189382	0.731789	0.131618	0.538712	0.521570	0.282890	0.756555	0.458953	0.312573	0.908069	0.334403	0.421356	0.324641	0.296409
46	0.745620	0.324314	0.263068	0.163944	0.264446	0.275759	0.592428	0.337526	0.808370	0.229196	0.423853	1.170544	0.160720	0.325609	0.405505	0.215048	0.633585	0.231453	0.336880	0.471796	0.123249	0.248163	0.124421	0.269017	0.490301	0.144835	0.202656	0.730487	0.152576	0.591841	0.504083	0.264961	0.911131	0.460080	0.357814	0.898330	0.316394	0.414104	0.328174	0.316417
47	0.704929	0.371088	0.274709	0.209836	0.241130	0.352471	0.632039	0.360233	0.789195	0.256888	0.435732	1.222402	0.161654	0.331807	0.407601	0.221295	0.639301	0.320714	0.346250	0.473720	0.130710	0.222912	0.154093	0.271908	0.356699	0.170322	0.196997	0.730384	0.173427	0.596891	0.550204	0.268169	0.942317	0.529213	0.530958	0.900523	0.287047	0.400258	0.341125	0.342243
48	0.707024	0.398871	0.276965	0.223273	0.229343	0.380805	0.634810	0.371009	0.671350	0.277049	0.417285	1.286353	0.159017	0.335246	0.421722	0.222202	0.642031	0.476520	0.330970	0.462825	0.150588	0.223744	0.166926	0.297180	0.338737	0.284430	0.197505	0.734142	0.179437	0.741082	0.544707	0.280685	0.943939	0.579448	0.580665	0.936380	0.266023	0.394685	0.349972	0.358522
49	0.786435	0.527225	0.276946	0.223215	0.223979	0.389852	0.626592	0.364394	0.597909	0.438127	0.400007	1.283266	0.159437	0.302848	0.443524	0.222984	0.659491	0.527467	0.329297	0.451228	0.150481	0.214913	0.218694	0.315603	0.316708	0.436902	0.210332	0.734806	0.218926	0.824481	0.540769	0.278088	0.942866	0.614811	0.576708	0.945528	0.254664	0.387437	0.346357	0.361800
50	0.786092	0.533903	0.274195	0.225299	0.179949	0.392424	0.609596	0.341606	0.592918	0.597530	0.400201	0.910556	0.147556	0.298352	0.438847	0.226426	0.787744	0.667504	0.339926	0.439959	0.147950	0.174244	0.247414	0.323363	0.444200	0.481444	0.227676	0.731186	0.254140	0.827774	0.539320	0.257761	0.936204	0.607153	0.590820	0.581252	0.254030	0.486134	0.345776	0.352455
51	0.679857	0.627770	0.267323	0.224010	0.112059	0.435644	0.577478	0.326007	0.451622	0.749889	0.430099	0.964569	0.145534	0.314702	0.435394	0.225615	0.740870	0.851470	0.338343	0.428749	0.137447	0.161051	0.274353	0.325747	0.621020	0.515046	0.263142	0.730912	0.267477	0.821538	0.543904	0.236776	0.926139	0.603264	0.595538	0.527289	0.253388	0.742049	0.354453	0.334596
52	0.712729	0.660959	0.268397	0.210912	0.147572	0.444498	0.535134	0.320619	0.509806	0.773035	0.425632	1.029031	0.143452	0.293398	0.436903	0.213194	0.702068	0.864240	0.329017	0.428483	0.136600	0.210501	0.279881	0.317200	0.730557	0.518979	0.309857	0.713181	0.267985	0.794454	0.551110	0.221118	0.913608	0.653008	0.652411	0.521326	0.254372	0.848175	0.319313	0.318587
53	0.693457	0.664824	0.267475	0.209931	0.212308	0.455408	0.498368	0.293297	0.594105	0.821400	0.412167	1.030053	0.139168	0.368410	0.413505	0.167003	0.719009	0.861686	0.330218	0.453571	0.146279	0.282097	0.281526	0.301768	0.896346	0.546975	0.323690	0.458647	0.270418	0.771340	0.478750	0.199874	0.843877	0.689409	0.665991	0.535437	0.243254	0.811579	0.266655	0.312082
54	0.706402	0.837678	0.271442	0.207973	0.317384	0.465410	0.501473	0.225345	0.607291	0.899194	0.365214	1.024287	0.139690	0.398181	0.372333	0.141896	0.649632	0.865342	0.343217	0.621038	0.145034	0.337142	0.297958	0.281571	0.950097	0.551989	0.327821	0.419123	0.277789	0.762227	0.348155	0.190173	0.758772	0.691659	0.670284	0.599184	0.220223	0.926452	0.251576	0.312384
55	0.773801	0.917770	0.276342	0.208167	0.397939	0.466872	0.436869	0.183923	0.575668	1.004690	0.353665	1.021976	0.139711	0.418982	0.297779	0.136602	0.636668	0.875425	0.379470	0.727337	0.140040	0.356947	0.324308	0.261141	0.963917	0.560717	0.340658	0.722384	0.287557	0.740972	0.332321	0.190673	0.746701	0.712734	0.671243	0.692661	0.201663	0.984029	0.253398	0.330826
56	0.779759	0.912173	0.200011	0.212061	0.413173	0.461329	0.361453	0.168455	0.530492	1.033739	0.309125	1.020967	0.140476	0.423680	0.295497	0.135990	0.637780	0.930739	0.430678	0.740008	0.170950	0.364917	0.329654	0.238671	0.982126	0.570266	0.420875	0.793568	0.288050	0.650600	0.344456	0.190132	0.575060	0.713987	0.663553	0.755130	0.200948	0.992998	0.256433	0.364302
