	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_02.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_03.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_04.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_05.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_06.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_07.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_08.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_09.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d	112_F_P_sh_R_D_A_10.c3d
7	0.492455	0.211156	0.338406	0.397797	0.287512	0.169776	0.637314	0.438331	0.372135	0.250581	0.251720	0.436620	0.239226	0.174372	0.696121	0.822530	0.379602	0.261248	0.510960	0.361948	0.189149	0.064504	0.150331	0.137174	0.241828	0.161523	0.429679	0.411708	0.107494	0.084775	0.336667	0.389376	0.218346	0.220349	0.359849	0.557789	0.141001	0.105522	0.440897	0.359010	0.227651	0.171999	0.639617	0.349656	0.147487	0.092695	0.498583	0.485106	0.486416	0.199451	0.274077	0.522923	0.171861	0.111881	0.423654	0.268112	0.383540	0.296697	0.375212	0.660083	0.079780	0.083563	0.154089	0.255563	0.343759	0.186466	0.209129	0.615091	0.059524	0.065219	0.232932	0.705154
8	0.491435	0.197180	0.304622	0.408240	0.282230	0.169647	0.640627	0.418055	0.439621	0.273671	0.279918	0.460810	0.234980	0.174042	0.697829	0.824530	0.434863	0.262142	0.492628	0.344979	0.209018	0.063226	0.134241	0.178848	0.247241	0.168829	0.430066	0.454267	0.109076	0.074176	0.405904	0.386162	0.214579	0.212393	0.339808	0.555736	0.148542	0.142588	0.425165	0.383260	0.229289	0.173760	0.641081	0.350638	0.140083	0.092299	0.524248	0.479418	0.457723	0.174267	0.274509	0.525967	0.172402	0.113163	0.415853	0.271900	0.367474	0.297554	0.409381	0.725122	0.078310	0.089902	0.153499	0.246222	0.352002	0.181755	0.201877	0.608070	0.059246	0.064784	0.274948	0.692530
9	0.512594	0.221382	0.290466	0.406934	0.281308	0.170706	0.643747	0.414953	0.523208	0.346299	0.286760	0.467366	0.234111	0.175687	0.690238	0.850630	0.503892	0.279371	0.500733	0.501860	0.219145	0.062702	0.154222	0.208061	0.250176	0.169411	0.427003	0.494522	0.116083	0.064483	0.468817	0.405496	0.216915	0.207059	0.289486	0.556174	0.149381	0.153804	0.427766	0.381133	0.225138	0.170603	0.637781	0.351488	0.140096	0.092897	0.560364	0.485900	0.436807	0.157151	0.274516	0.523043	0.171767	0.114986	0.414888	0.259427	0.362280	0.298225	0.407821	0.722540	0.079825	0.094478	0.158378	0.236858	0.363934	0.182147	0.195571	0.607301	0.060226	0.063568	0.279695	0.688988
10	0.525130	0.232403	0.281237	0.411351	0.280418	0.173087	0.602467	0.424227	0.557377	0.411621	0.286124	0.476502	0.236645	0.178087	0.661489	0.856527	0.528915	0.274320	0.564256	0.591463	0.241878	0.064015	0.206228	0.253405	0.249477	0.165303	0.426951	0.500155	0.118378	0.059186	0.476955	0.424403	0.209266	0.191699	0.297262	0.558761	0.148461	0.160558	0.429536	0.386917	0.213615	0.171723	0.634972	0.356632	0.139218	0.090229	0.588176	0.486700	0.453035	0.144004	0.274750	0.521989	0.172709	0.118719	0.415074	0.259771	0.363056	0.299034	0.407466	0.712569	0.082714	0.099040	0.156766	0.269183	0.375628	0.187141	0.231397	0.603118	0.059728	0.062045	0.272642	0.695727
11	0.531250	0.232532	0.269596	0.398016	0.255895	0.163081	0.615717	0.461803	0.564612	0.461054	0.284631	0.475206	0.235953	0.178876	0.652076	0.853141	0.532991	0.238253	0.578856	0.592069	0.288278	0.073051	0.320529	0.299854	0.247962	0.165607	0.404579	0.499703	0.117745	0.057158	0.516447	0.431537	0.191696	0.164769	0.368794	0.564675	0.147232	0.163116	0.446658	0.463797	0.215756	0.178425	0.650707	0.390916	0.129673	0.085290	0.575727	0.484805	0.494337	0.136015	0.269929	0.460407	0.174244	0.120800	0.382100	0.296813	0.362925	0.296233	0.404331	0.712580	0.087733	0.105620	0.159568	0.271610	0.396504	0.202984	0.279335	0.597691	0.058485	0.061734	0.269202	0.681411
12	0.553948	0.226450	0.268837	0.384673	0.210896	0.123789	0.595017	0.469139	0.571854	0.471936	0.283000	0.473927	0.229403	0.177699	0.653514	0.822683	0.530817	0.231342	0.599960	0.591826	0.285462	0.073948	0.324158	0.296063	0.241293	0.177539	0.375557	0.485080	0.118054	0.055931	0.613308	0.425801	0.192734	0.138641	0.402465	0.625585	0.148057	0.174505	0.461921	0.494386	0.223001	0.183019	0.664241	0.409166	0.117236	0.075851	0.537893	0.482709	0.530804	0.133034	0.262980	0.326699	0.171192	0.121378	0.290997	0.317769	0.364055	0.284670	0.403547	0.711490	0.101635	0.114182	0.203348	0.253860	0.414419	0.225973	0.290745	0.598076	0.058774	0.061764	0.269928	0.627940
13	0.515037	0.214231	0.263027	0.368000	0.173804	0.109279	0.540129	0.429440	0.612135	0.538138	0.274332	0.479306	0.222511	0.178790	0.656604	0.824549	0.526157	0.233909	0.578616	0.598593	0.264469	0.067017	0.344754	0.291229	0.240665	0.191905	0.352686	0.477727	0.117299	0.055641	0.658127	0.439076	0.208198	0.128686	0.394643	0.649723	0.158761	0.209002	0.461326	0.494284	0.221940	0.178612	0.672445	0.411118	0.109824	0.073001	0.527712	0.497147	0.543563	0.132538	0.254021	0.271295	0.159244	0.121369	0.259260	0.446434	0.343006	0.257841	0.403352	0.710413	0.120520	0.121829	0.216580	0.244871	0.434625	0.250713	0.291212	0.598780	0.064450	0.063807	0.272749	0.621287
14	0.476963	0.217169	0.230966	0.295686	0.164282	0.109701	0.516866	0.369281	0.678731	0.587603	0.272007	0.473211	0.217522	0.179087	0.638011	0.827917	0.516846	0.231958	0.530099	0.602361	0.256163	0.066333	0.373148	0.293233	0.229891	0.200888	0.314823	0.459986	0.118344	0.056058	0.669277	0.444955	0.214329	0.123089	0.412667	0.636520	0.172884	0.233777	0.453565	0.499223	0.211016	0.167763	0.677072	0.409724	0.111892	0.072795	0.529476	0.503725	0.545727	0.132266	0.227559	0.271336	0.159286	0.120963	0.256735	0.669027	0.317796	0.234405	0.400530	0.711352	0.131381	0.121487	0.209215	0.264575	0.471571	0.269749	0.291241	0.602862	0.070348	0.063608	0.271703	0.483979
15	0.479265	0.227635	0.225248	0.271313	0.175770	0.122723	0.544576	0.364160	0.728259	0.610784	0.255845	0.412134	0.216308	0.179079	0.541175	0.838813	0.500336	0.219047	0.509089	0.606582	0.254792	0.066891	0.378004	0.295883	0.228462	0.208484	0.400217	0.458420	0.123954	0.059147	0.673359	0.443390	0.213941	0.121475	0.465328	0.599752	0.184283	0.249592	0.457435	0.502388	0.198508	0.158138	0.670754	0.381547	0.167485	0.068800	0.554904	0.497272	0.545047	0.130917	0.181043	0.260507	0.160233	0.121495	0.269230	0.757345	0.308297	0.232035	0.363055	0.645935	0.127691	0.116436	0.212937	0.334429	0.506125	0.279317	0.291820	0.612748	0.067201	0.056879	0.275356	0.387632
16	0.481307	0.230263	0.231440	0.256940	0.174668	0.123972	0.543990	0.327587	0.766042	0.623572	0.220289	0.406973	0.205702	0.174598	0.368417	0.877324	0.475315	0.192293	0.510558	0.604020	0.250815	0.066853	0.378968	0.306111	0.255209	0.220568	0.446449	0.450175	0.129283	0.062411	0.673625	0.440300	0.213294	0.119967	0.497688	0.534553	0.194139	0.259048	0.447438	0.472602	0.195127	0.149936	0.655190	0.336394	0.197831	0.065377	0.580134	0.461453	0.556172	0.126778	0.142817	0.262056	0.162831	0.124188	0.287470	0.749586	0.307241	0.232332	0.322860	0.510366	0.124738	0.112874	0.248172	0.412188	0.528373	0.280429	0.290880	0.619388	0.062131	0.052955	0.281658	0.383651
17	0.478951	0.226653	0.242507	0.235848	0.149865	0.116180	0.490959	0.320749	0.793041	0.629045	0.211001	0.404951	0.170458	0.140209	0.351138	0.833529	0.449449	0.177515	0.510096	0.593699	0.232063	0.066444	0.375520	0.302017	0.328757	0.232694	0.452941	0.442814	0.129438	0.063100	0.674554	0.440404	0.212074	0.117158	0.505089	0.498656	0.195379	0.261100	0.427226	0.450617	0.193349	0.139278	0.644362	0.358027	0.197251	0.064442	0.588678	0.446765	0.570694	0.115895	0.144432	0.262542	0.167279	0.124766	0.317588	0.779524	0.291578	0.234620	0.321631	0.456210	0.131191	0.115390	0.295465	0.418618	0.540955	0.280152	0.289883	0.621917	0.063395	0.050063	0.292766	0.355013
18	0.470070	0.217950	0.199455	0.269622	0.145994	0.110461	0.450851	0.324144	0.797809	0.629816	0.207072	0.405600	0.133394	0.102929	0.318242	0.808362	0.432887	0.177463	0.506020	0.588796	0.219960	0.069486	0.367945	0.302585	0.394174	0.240862	0.455455	0.443927	0.136196	0.065103	0.680433	0.480884	0.233564	0.126616	0.502094	0.503135	0.194344	0.263525	0.411012	0.467280	0.198490	0.130010	0.637539	0.360301	0.196436	0.059773	0.608530	0.397866	0.564055	0.107424	0.133116	0.273612	0.172110	0.123384	0.335787	0.815494	0.211294	0.224963	0.310687	0.446738	0.146362	0.124006	0.301488	0.445449	0.538014	0.287442	0.282751	0.623770	0.061796	0.047503	0.285970	0.360744
19	0.458208	0.210218	0.214638	0.268569	0.147464	0.107353	0.440800	0.314574	0.796711	0.629910	0.200187	0.406694	0.117895	0.086001	0.307577	0.802214	0.420212	0.177445	0.477423	0.564448	0.202630	0.072733	0.357486	0.275931	0.417021	0.240256	0.465534	0.448661	0.158706	0.074061	0.680608	0.509184	0.283709	0.144219	0.509116	0.519223	0.207741	0.272005	0.413682	0.557488	0.230874	0.132017	0.638484	0.351063	0.209046	0.053339	0.612016	0.394204	0.558884	0.104975	0.136121	0.275731	0.175326	0.120601	0.338998	0.818899	0.189088	0.185254	0.276108	0.446341	0.155468	0.128586	0.299631	0.459740	0.532733	0.297047	0.281157	0.623244	0.061733	0.047657	0.278084	0.336169
20	0.426176	0.205452	0.235889	0.234954	0.148493	0.105634	0.445538	0.315947	0.785666	0.628583	0.176056	0.400838	0.113213	0.082680	0.302543	0.767290	0.434384	0.177819	0.445020	0.522898	0.122098	0.064209	0.256126	0.220867	0.407988	0.224891	0.522109	0.407860	0.176406	0.079689	0.678339	0.497947	0.304378	0.149305	0.509819	0.520046	0.213966	0.275380	0.413683	0.575030	0.281108	0.140519	0.636432	0.345532	0.212319	0.052578	0.591924	0.357839	0.548185	0.108709	0.134383	0.266206	0.171283	0.116382	0.357325	0.815847	0.192089	0.139737	0.237911	0.447796	0.160750	0.127755	0.295908	0.460923	0.554901	0.303752	0.279819	0.597931	0.061341	0.047348	0.285781	0.328280
21	0.395698	0.190683	0.219810	0.231024	0.148075	0.103607	0.432311	0.291892	0.761443	0.619195	0.168265	0.323734	0.112092	0.083446	0.274617	0.727216	0.468382	0.184752	0.436625	0.522493	0.072806	0.070419	0.245160	0.216745	0.397668	0.217670	0.538443	0.438088	0.185185	0.080760	0.678396	0.479985	0.305485	0.150661	0.509064	0.514845	0.212629	0.275421	0.382057	0.570401	0.301818	0.144866	0.630083	0.351581	0.213351	0.058897	0.568041	0.288193	0.515680	0.111792	0.133856	0.255698	0.156706	0.107888	0.363584	0.814899	0.198348	0.123090	0.232575	0.446349	0.164248	0.124995	0.295102	0.463601	0.595506	0.306403	0.273664	0.459492	0.058792	0.043002	0.274097	0.280200
22	0.342571	0.161146	0.262365	0.239844	0.152677	0.103572	0.421147	0.285447	0.713905	0.591249	0.111629	0.277597	0.112410	0.085005	0.243393	0.719429	0.478897	0.205590	0.418441	0.522498	0.078038	0.107950	0.222496	0.218678	0.432993	0.239441	0.535653	0.468080	0.187274	0.080417	0.677455	0.444370	0.302405	0.149395	0.508258	0.519868	0.212467	0.274924	0.310153	0.568205	0.317748	0.147227	0.567728	0.367507	0.218551	0.067933	0.554762	0.255071	0.466366	0.111984	0.129104	0.241767	0.137979	0.100991	0.351350	0.813464	0.215871	0.125914	0.216934	0.345412	0.166199	0.128750	0.289502	0.463992	0.603412	0.304681	0.272981	0.419238	0.054903	0.037468	0.228945	0.275804
23	0.327832	0.156592	0.293500	0.222492	0.154138	0.103512	0.387011	0.220160	0.649279	0.546982	0.094896	0.262030	0.114628	0.089023	0.237624	0.710895	0.442607	0.225403	0.413580	0.522013	0.106624	0.163364	0.148459	0.231095	0.465144	0.253229	0.534058	0.415858	0.185366	0.078465	0.661572	0.438294	0.299615	0.151509	0.511284	0.516845	0.208484	0.262121	0.301251	0.550072	0.324284	0.147775	0.472032	0.373006	0.224550	0.070811	0.539383	0.249782	0.428542	0.112368	0.135397	0.217243	0.129964	0.097206	0.333219	0.812410	0.253369	0.134300	0.144835	0.186744	0.165422	0.130326	0.298482	0.458620	0.618577	0.301421	0.260846	0.405910	0.053548	0.033183	0.219597	0.278135
24	0.319554	0.159245	0.293524	0.232458	0.140105	0.105005	0.385259	0.204370	0.617670	0.499260	0.164265	0.211518	0.117386	0.091474	0.231143	0.654548	0.374810	0.211454	0.379061	0.336155	0.113845	0.195198	0.131265	0.237999	0.468110	0.256360	0.534145	0.387198	0.181762	0.075896	0.620896	0.439304	0.299004	0.154303	0.510549	0.540776	0.199321	0.246569	0.298995	0.532612	0.321742	0.145133	0.452883	0.369890	0.228378	0.070826	0.536816	0.243203	0.412901	0.113214	0.164228	0.209978	0.124706	0.093075	0.332973	0.812376	0.288303	0.151704	0.138770	0.171879	0.164596	0.128835	0.328389	0.447590	0.644011	0.298173	0.249024	0.356981	0.055190	0.034294	0.220597	0.271459
25	0.257679	0.154347	0.293124	0.254390	0.132948	0.104313	0.380259	0.262407	0.609405	0.454700	0.260114	0.184221	0.114565	0.090108	0.229768	0.568412	0.399712	0.203701	0.268765	0.207183	0.115832	0.205705	0.123827	0.229377	0.470026	0.256229	0.534552	0.377843	0.174031	0.070503	0.563579	0.425393	0.297060	0.155370	0.480553	0.544093	0.192226	0.237102	0.290055	0.530736	0.321130	0.139588	0.447337	0.365186	0.228796	0.069794	0.517431	0.234518	0.436947	0.130557	0.170957	0.209997	0.118660	0.088362	0.320486	0.813209	0.305255	0.163898	0.164268	0.186267	0.161909	0.123021	0.312921	0.457948	0.649526	0.295464	0.248596	0.304264	0.060297	0.034872	0.220205	0.259620
