	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_02.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_03.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_04.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_05.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_08.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d	103_F_P_sh_L_ND_A_10.c3d
8	0.291753	0.262267	0.244085	0.157280	0.344833	0.168734	0.468461	0.141211	0.343380	0.100692	0.373402	0.184434	0.243604	0.172517	0.525523	0.202426	0.490965	0.664930	0.353915	0.212295	0.456568	0.087309	0.299654	0.282893	0.480748	0.336893	0.537151	0.240363	0.342690	0.202910	0.300702	0.243551	0.410190	0.347982	0.219190	0.100169	0.540241	0.135872	0.647452	0.214501	0.492299	0.332137	0.546977	0.329324	0.261397	0.193635	0.246595	0.079563
9	0.295506	0.267114	0.216691	0.162779	0.380349	0.159679	0.434435	0.164625	0.330155	0.134918	0.350004	0.162154	0.250694	0.162518	0.509016	0.206906	0.501384	0.635777	0.394695	0.252423	0.456348	0.086987	0.300206	0.302310	0.475843	0.338560	0.511528	0.248219	0.354105	0.214233	0.260670	0.240765	0.427802	0.358611	0.202771	0.100991	0.566432	0.102617	0.649815	0.216904	0.495446	0.340309	0.579336	0.363083	0.250899	0.187826	0.239842	0.079913
10	0.295242	0.267715	0.213733	0.167772	0.400513	0.160135	0.386157	0.178851	0.260523	0.159079	0.329641	0.158307	0.258817	0.156564	0.501682	0.206982	0.407628	0.508226	0.425720	0.280953	0.459686	0.082615	0.319911	0.357731	0.451553	0.337843	0.517171	0.250486	0.391552	0.272844	0.219660	0.232139	0.400205	0.344279	0.193185	0.102849	0.506880	0.097825	0.692792	0.250564	0.479516	0.336232	0.603134	0.377363	0.237010	0.191908	0.245483	0.081284
11	0.297163	0.270899	0.220496	0.164015	0.400870	0.161617	0.375580	0.191643	0.259795	0.157470	0.302193	0.167581	0.259757	0.154825	0.502511	0.207093	0.366146	0.360883	0.472606	0.290087	0.466647	0.080933	0.358405	0.383778	0.423446	0.340763	0.519261	0.246321	0.363560	0.297810	0.214741	0.179411	0.351140	0.322958	0.198911	0.103289	0.504397	0.098000	0.671568	0.295648	0.444380	0.332820	0.601140	0.380692	0.251011	0.205942	0.247482	0.085406
12	0.328179	0.281405	0.266734	0.156361	0.376003	0.163093	0.381883	0.195562	0.255781	0.159950	0.282222	0.169488	0.257077	0.156636	0.498112	0.207156	0.370383	0.310284	0.485913	0.288406	0.464905	0.084035	0.396688	0.403803	0.418799	0.344548	0.499413	0.242146	0.388571	0.297930	0.238855	0.153785	0.282311	0.327264	0.186100	0.098222	0.387654	0.091979	0.637416	0.303552	0.449967	0.320082	0.588421	0.380690	0.246752	0.227405	0.255861	0.088637
13	0.348774	0.320627	0.261019	0.146515	0.338386	0.165164	0.377455	0.195971	0.244586	0.189944	0.245731	0.174999	0.260939	0.153786	0.476929	0.206957	0.377881	0.239507	0.500269	0.293044	0.447148	0.084558	0.414303	0.406767	0.437345	0.351290	0.468352	0.238350	0.366974	0.304788	0.249934	0.149560	0.263146	0.369652	0.169535	0.082279	0.263626	0.093062	0.529233	0.287595	0.450145	0.300461	0.582883	0.381174	0.211696	0.236985	0.283537	0.087835
14	0.381382	0.357515	0.253745	0.131534	0.311796	0.172331	0.364931	0.203994	0.319354	0.242602	0.214538	0.179358	0.265492	0.144205	0.410944	0.203413	0.399067	0.192735	0.501917	0.315041	0.419223	0.082259	0.423783	0.393348	0.474749	0.355208	0.431552	0.237757	0.327363	0.347337	0.287655	0.147198	0.275630	0.393886	0.190417	0.071191	0.260967	0.075672	0.416959	0.247306	0.432732	0.274753	0.583026	0.375042	0.214519	0.232631	0.305402	0.091646
15	0.421805	0.377376	0.265853	0.123654	0.314071	0.182844	0.366833	0.223674	0.374998	0.259381	0.204329	0.198484	0.231140	0.122079	0.318190	0.183865	0.436521	0.191077	0.516098	0.336950	0.391722	0.080435	0.424951	0.375635	0.510480	0.350442	0.392351	0.237460	0.332030	0.385688	0.280973	0.118333	0.276621	0.406126	0.284146	0.082177	0.219818	0.071073	0.379322	0.234566	0.390765	0.257747	0.579270	0.352560	0.217118	0.231462	0.320538	0.101527
16	0.418845	0.387170	0.316519	0.122150	0.333677	0.182547	0.382056	0.247152	0.365043	0.260756	0.199578	0.230441	0.169529	0.096855	0.270954	0.157520	0.471807	0.198278	0.541434	0.348786	0.390225	0.081107	0.429000	0.350675	0.532055	0.341818	0.378721	0.246144	0.346658	0.382249	0.283753	0.154023	0.336450	0.413623	0.339946	0.101695	0.143423	0.065561	0.362906	0.235870	0.321312	0.263893	0.545687	0.321577	0.220129	0.227822	0.302862	0.117436
17	0.391992	0.379204	0.360197	0.124705	0.352493	0.171778	0.389632	0.266278	0.338526	0.260215	0.205084	0.230907	0.178886	0.089398	0.245402	0.139079	0.489383	0.200025	0.572406	0.355209	0.347431	0.076387	0.434120	0.331843	0.553754	0.334690	0.385240	0.253529	0.344600	0.361280	0.369902	0.262660	0.366459	0.413589	0.343137	0.109847	0.131641	0.067306	0.186901	0.179259	0.315638	0.274887	0.444244	0.299361	0.229384	0.228671	0.321122	0.121673
18	0.365449	0.364338	0.380533	0.129786	0.415641	0.165112	0.389249	0.278958	0.327807	0.262411	0.207266	0.232339	0.219208	0.088841	0.250809	0.130782	0.491657	0.198592	0.610914	0.359818	0.241037	0.073514	0.423085	0.317691	0.558841	0.329299	0.416483	0.257975	0.286529	0.315257	0.399924	0.306752	0.376603	0.411440	0.345459	0.113600	0.110863	0.080811	0.124317	0.102063	0.316690	0.284624	0.396487	0.298227	0.248548	0.251985	0.400581	0.120457
19	0.363122	0.354591	0.375469	0.130801	0.468224	0.161938	0.385277	0.284723	0.337695	0.270084	0.186728	0.230942	0.232853	0.089734	0.275038	0.129231	0.493406	0.196553	0.632908	0.360920	0.169848	0.076555	0.372135	0.311482	0.527878	0.322375	0.443722	0.258460	0.404172	0.288618	0.410050	0.302803	0.381666	0.403416	0.345180	0.112764	0.095717	0.080431	0.126961	0.089138	0.318136	0.288927	0.397453	0.293691	0.377601	0.283611	0.425739	0.123512
20	0.369730	0.343964	0.372247	0.132614	0.475491	0.158658	0.385514	0.287228	0.341340	0.258434	0.183921	0.223732	0.233691	0.095140	0.289966	0.109513	0.493632	0.194848	0.641799	0.361737	0.159802	0.076739	0.366544	0.312701	0.486827	0.327928	0.446790	0.252789	0.432165	0.289232	0.507336	0.332373	0.391787	0.383757	0.345041	0.108261	0.100371	0.079669	0.125079	0.093226	0.315038	0.276816	0.378456	0.263445	0.478249	0.313979	0.416364	0.124871
21	0.382477	0.334023	0.371890	0.137299	0.482328	0.162945	0.388272	0.280952	0.363177	0.248149	0.181924	0.211026	0.297909	0.098407	0.294358	0.080608	0.485570	0.191317	0.651838	0.359321	0.161501	0.076365	0.365613	0.305064	0.473131	0.338855	0.435605	0.236604	0.428050	0.293673	0.575166	0.361414	0.384732	0.354018	0.347657	0.108968	0.102726	0.077652	0.104195	0.085364	0.289590	0.250395	0.318141	0.207565	0.532188	0.333271	0.419129	0.125082
22	0.401913	0.332853	0.371484	0.140912	0.498728	0.180153	0.396106	0.270859	0.380243	0.246556	0.195363	0.204935	0.409935	0.113403	0.280690	0.050950	0.448236	0.190675	0.661740	0.342939	0.151081	0.083246	0.351217	0.240058	0.514491	0.355364	0.404294	0.210956	0.456204	0.258132	0.576610	0.407219	0.366055	0.320887	0.347470	0.115902	0.097837	0.067286	0.127358	0.073860	0.280005	0.220150	0.244108	0.150166	0.544223	0.340706	0.442388	0.125181
23	0.407676	0.330902	0.368246	0.141728	0.503161	0.198880	0.395269	0.258297	0.383732	0.236048	0.222132	0.204836	0.444162	0.114541	0.271274	0.058008	0.399915	0.191206	0.656864	0.311479	0.131728	0.087247	0.318329	0.187807	0.533461	0.383481	0.386402	0.182177	0.499374	0.201108	0.565809	0.433900	0.352620	0.300583	0.344422	0.126565	0.089188	0.067341	0.210504	0.145387	0.295811	0.191264	0.204856	0.121775	0.607383	0.342647	0.463994	0.125092
24	0.402770	0.328333	0.364657	0.137345	0.497555	0.205806	0.387657	0.252670	0.369935	0.196877	0.205388	0.195241	0.439211	0.117738	0.302630	0.076940	0.382584	0.189211	0.617916	0.277158	0.123301	0.102100	0.276707	0.135124	0.549135	0.404114	0.394949	0.165566	0.497086	0.197708	0.579799	0.431570	0.352718	0.300488	0.360584	0.135934	0.122363	0.061287	0.224470	0.189655	0.294191	0.182335	0.212466	0.115410	0.734728	0.351459	0.467322	0.124947
25	0.399713	0.342024	0.366483	0.132075	0.497704	0.204610	0.364380	0.247873	0.305309	0.139660	0.171502	0.178142	0.451646	0.141398	0.328873	0.084444	0.387117	0.182398	0.567671	0.249971	0.157157	0.103473	0.223171	0.093848	0.552017	0.404467	0.385743	0.155170	0.509823	0.199248	0.569673	0.467401	0.349196	0.303272	0.377917	0.139879	0.200671	0.054795	0.260378	0.215733	0.280508	0.184296	0.233034	0.110221	0.761946	0.354740	0.487524	0.126019
26	0.397258	0.371938	0.367233	0.132861	0.526391	0.205557	0.349338	0.246270	0.306640	0.144522	0.162766	0.129013	0.490782	0.171573	0.340311	0.086921	0.410423	0.175151	0.521743	0.243239	0.207288	0.103740	0.202394	0.094748	0.551544	0.400856	0.389290	0.154223	0.519690	0.186342	0.545180	0.451018	0.345984	0.270972	0.393421	0.140190	0.218219	0.058220	0.395816	0.310975	0.295875	0.181361	0.223272	0.109147	0.759520	0.364829	0.513204	0.126695
27	0.383157	0.382537	0.343150	0.130352	0.542364	0.205925	0.345985	0.246608	0.324474	0.171190	0.161732	0.076457	0.547431	0.196735	0.340664	0.087554	0.478734	0.173740	0.501945	0.245849	0.211611	0.111101	0.218619	0.096142	0.546584	0.396527	0.389660	0.155206	0.450006	0.165133	0.541835	0.463049	0.347629	0.224479	0.404005	0.142423	0.304644	0.061949	0.439982	0.332599	0.297120	0.169528	0.225622	0.112747	0.762247	0.391231	0.513003	0.125443
28	0.362958	0.359175	0.318633	0.119349	0.542586	0.202465	0.339207	0.244993	0.314971	0.193793	0.161828	0.066095	0.595077	0.230041	0.335365	0.096414	0.508889	0.172601	0.508963	0.237057	0.229550	0.119025	0.215108	0.096478	0.534064	0.388099	0.390131	0.153282	0.370815	0.163459	0.461237	0.464753	0.361815	0.198450	0.385954	0.140320	0.379830	0.055233	0.484678	0.347788	0.281264	0.162339	0.218621	0.124328	0.763265	0.404108	0.500035	0.125132
29	0.333454	0.323583	0.315176	0.113442	0.540011	0.191734	0.310311	0.233050	0.362679	0.194084	0.157421	0.041829	0.604911	0.264757	0.331107	0.115837	0.495180	0.160793	0.571840	0.212398	0.246091	0.129224	0.203689	0.101003	0.511912	0.370488	0.389733	0.148996	0.365305	0.152724	0.342843	0.439766	0.391743	0.182798	0.315018	0.131133	0.381671	0.057388	0.541055	0.367512	0.279344	0.146831	0.215094	0.138554	0.765832	0.416599	0.484712	0.121076
30	0.279137	0.290142	0.323531	0.121022	0.532724	0.174541	0.258923	0.214493	0.375061	0.176421	0.157347	0.047259	0.612196	0.266228	0.346685	0.140966	0.463657	0.140799	0.601015	0.193957	0.248095	0.124739	0.199286	0.116033	0.480779	0.343527	0.386675	0.144197	0.342277	0.141078	0.307170	0.396836	0.413219	0.170078	0.274108	0.117710	0.398478	0.082462	0.525323	0.335619	0.287221	0.125718	0.210710	0.157365	0.769368	0.422485	0.468921	0.110206
31	0.265065	0.263249	0.296143	0.137040	0.507361	0.162006	0.217809	0.186061	0.370196	0.173035	0.162948	0.065231	0.645837	0.278444	0.358312	0.187078	0.423314	0.127806	0.595508	0.208521	0.267101	0.130312	0.194691	0.118339	0.438989	0.313548	0.377993	0.126803	0.274581	0.150212	0.313704	0.368643	0.459297	0.171425	0.316230	0.115052	0.414988	0.109665	0.524217	0.332983	0.283377	0.121648	0.233873	0.173525	0.764294	0.423181	0.468165	0.087406
32	0.269844	0.248625	0.250761	0.154252	0.459223	0.154577	0.210029	0.164176	0.361573	0.174757	0.161457	0.079278	0.654276	0.307894	0.351253	0.224719	0.400620	0.126157	0.582411	0.245648	0.265798	0.172248	0.213501	0.110480	0.396327	0.288444	0.362783	0.106596	0.245595	0.146075	0.291412	0.366924	0.468003	0.187694	0.419058	0.122842	0.381255	0.111709	0.485935	0.294148	0.260960	0.125417	0.243664	0.172486	0.759550	0.419589	0.443718	0.071279
33	0.281638	0.244042	0.203940	0.166804	0.391080	0.152677	0.220223	0.150250	0.363789	0.178552	0.118873	0.086460	0.653223	0.348602	0.330207	0.255276	0.399521	0.126557	0.584459	0.277595	0.264616	0.186531	0.219762	0.120431	0.366282	0.270851	0.327419	0.093954	0.185598	0.138557	0.210343	0.288093	0.463157	0.202220	0.485371	0.132344	0.390564	0.116693	0.421818	0.205489	0.248766	0.128434	0.241396	0.173135	0.746037	0.400982	0.367441	0.061962
34	0.297550	0.241470	0.196426	0.176498	0.360627	0.153738	0.288381	0.155127	0.369272	0.181957	0.105415	0.085642	0.650289	0.368074	0.313104	0.274697	0.400455	0.126438	0.585064	0.302987	0.269847	0.185226	0.219545	0.136837	0.361258	0.266245	0.287557	0.087969	0.139442	0.140102	0.189352	0.243372	0.461982	0.208490	0.520610	0.133888	0.301304	0.133185	0.399171	0.191459	0.249659	0.129167	0.249005	0.189936	0.682041	0.373095	0.344490	0.053192
35	0.308654	0.249912	0.207934	0.182818	0.380230	0.153446	0.304489	0.151356	0.411558	0.190153	0.125992	0.088757	0.609355	0.375794	0.300773	0.275532	0.408771	0.124627	0.575440	0.323867	0.275800	0.190558	0.217324	0.142755	0.360922	0.261472	0.252310	0.084661	0.179775	0.139674	0.184032	0.209421	0.555048	0.211223	0.523773	0.134888	0.268166	0.142561	0.304875	0.135006	0.263138	0.129267	0.260706	0.217667	0.620187	0.348009	0.345684	0.058351
36	0.355882	0.264770	0.214263	0.186087	0.400108	0.139117	0.293044	0.167195	0.423903	0.201077	0.168673	0.098544	0.542490	0.373994	0.299567	0.278191	0.422724	0.122327	0.564531	0.333605	0.283203	0.196791	0.222020	0.142512	0.357997	0.246342	0.225032	0.078584	0.191536	0.141378	0.186381	0.212455	0.668160	0.216732	0.524277	0.146500	0.267459	0.146188	0.226949	0.097591	0.250924	0.136862	0.258121	0.247265	0.579378	0.333336	0.344361	0.069414
37	0.366322	0.268446	0.216747	0.183238	0.404772	0.116929	0.286524	0.169807	0.412399	0.193386	0.181511	0.106342	0.542596	0.376345	0.288577	0.290590	0.433151	0.120146	0.556073	0.333004	0.284043	0.201177	0.232607	0.143497	0.302622	0.229175	0.228316	0.084448	0.230495	0.142482	0.178053	0.200948	0.706960	0.223631	0.552142	0.162200	0.276601	0.143443	0.223343	0.089944	0.296469	0.139618	0.253491	0.264194	0.576087	0.333662	0.316477	0.080927
38	0.413152	0.267777	0.221708	0.178591	0.380003	0.086481	0.285297	0.164486	0.423257	0.170686	0.186772	0.109102	0.561774	0.374552	0.264430	0.304117	0.440113	0.120696	0.552219	0.332879	0.243498	0.211321	0.238846	0.142976	0.255494	0.188090	0.227674	0.112824	0.232670	0.144365	0.182494	0.206705	0.718869	0.221354	0.567392	0.171084	0.253774	0.150626	0.222218	0.058835	0.334911	0.137613	0.232972	0.269000	0.497880	0.338428	0.291220	0.092363
39	0.460540	0.266779	0.250963	0.174882	0.371603	0.083575	0.285356	0.156414	0.402905	0.156204	0.191164	0.115488	0.549351	0.365068	0.256135	0.320330	0.446475	0.120279	0.556551	0.335287	0.245801	0.219242	0.221952	0.139959	0.213871	0.123878	0.211259	0.135244	0.225595	0.123793	0.171846	0.196049	0.722860	0.216619	0.563979	0.176159	0.251445	0.155937	0.213846	0.063501	0.321886	0.136950	0.224928	0.269040	0.324939	0.334155	0.287677	0.099378
40	0.466494	0.255271	0.285983	0.173360	0.355478	0.079155	0.288134	0.163121	0.346633	0.160966	0.208960	0.158559	0.515697	0.350015	0.262186	0.336466	0.451384	0.119915	0.569860	0.342667	0.262802	0.220348	0.218790	0.136991	0.207775	0.107083	0.226136	0.152776	0.227797	0.098147	0.168751	0.167359	0.720978	0.206620	0.558246	0.176918	0.247913	0.170829	0.184596	0.066881	0.321509	0.136959	0.226976	0.266743	0.297745	0.326572	0.238105	0.097347
41	0.468083	0.210365	0.334404	0.171821	0.313296	0.073343	0.302186	0.178045	0.339650	0.163310	0.225034	0.167351	0.461314	0.335715	0.265383	0.353963	0.433056	0.109925	0.594463	0.353675	0.296886	0.218058	0.230814	0.135292	0.232515	0.101793	0.210515	0.156142	0.236737	0.077384	0.177545	0.150446	0.710997	0.180757	0.553216	0.175239	0.360390	0.181538	0.199953	0.064008	0.328337	0.135041	0.217612	0.261161	0.297826	0.299612	0.210454	0.094856
42	0.479468	0.167623	0.362645	0.170636	0.309358	0.072388	0.322130	0.188952	0.339451	0.160927	0.251863	0.161767	0.413969	0.308354	0.261145	0.364746	0.351508	0.084950	0.639537	0.372947	0.311376	0.218984	0.267003	0.122590	0.249513	0.091156	0.202135	0.154709	0.225095	0.078898	0.180877	0.147577	0.694882	0.164441	0.554657	0.180720	0.372967	0.178996	0.325319	0.097644	0.327475	0.138262	0.208358	0.254565	0.290631	0.247635	0.214054	0.095554
43	0.486906	0.158892	0.364485	0.176082	0.310804	0.076675	0.348673	0.191723	0.322543	0.165486	0.251765	0.154858	0.409548	0.285510	0.250352	0.365237	0.298061	0.056113	0.638217	0.398028	0.292274	0.216063	0.283248	0.111593	0.271165	0.088270	0.202510	0.165106	0.216675	0.116147	0.175026	0.135696	0.670201	0.159689	0.559778	0.190661	0.363070	0.171341	0.373022	0.138442	0.323737	0.163384	0.210957	0.241457	0.295631	0.216982	0.218427	0.097988
44	0.489861	0.157445	0.365365	0.186380	0.310000	0.079038	0.350498	0.207928	0.323605	0.175609	0.255655	0.164837	0.382447	0.287349	0.237632	0.358387	0.311154	0.042852	0.589099	0.418155	0.296145	0.189739	0.267808	0.112049	0.286438	0.086305	0.228668	0.192779	0.265326	0.153782	0.171224	0.110291	0.626363	0.160427	0.560105	0.214381	0.330507	0.152267	0.375924	0.182913	0.320660	0.183237	0.182973	0.230369	0.280335	0.188055	0.222158	0.099657
