	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_01.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_02.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_03.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_05.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_07.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_08.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_09.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d	108_F_P_sh_L_ND_A_10.c3d
14	0.332107	0.316650	0.305773	0.310781	0.271641	0.318000	0.362561	0.124375	0.365979	0.244513	0.487672	0.170198	0.277098	0.323166	0.518733	0.319040	0.358571	0.250417	0.268055	0.200118	0.759716	0.726521	0.394273	0.119347	0.166897	0.340219	0.494418	0.323440	0.280081	0.421867	0.348888	0.127807	0.348209	0.382706	0.422232	0.119819	0.309763	0.518196	0.344005	0.128114	0.323891	0.311154	0.555111	0.208865	0.326563	0.492232	0.436579	0.124010	0.274446	0.235227	0.350237	0.235980	0.442240	0.267891	0.598989	0.451581	0.288584	0.253650	0.562751	0.387564	0.209583	0.203382	0.359019	0.323052
15	0.328770	0.317149	0.265286	0.257517	0.260458	0.325530	0.351700	0.115544	0.370149	0.254563	0.484441	0.183715	0.291433	0.324608	0.513701	0.312825	0.333649	0.237380	0.257011	0.231541	0.734079	0.694212	0.520644	0.155664	0.192159	0.301156	0.538684	0.363895	0.268324	0.474880	0.353934	0.132948	0.379449	0.369861	0.457738	0.127552	0.332119	0.534867	0.373684	0.134166	0.319997	0.294946	0.558554	0.209322	0.337410	0.617943	0.536645	0.098009	0.254360	0.189990	0.381752	0.248953	0.456111	0.248892	0.643493	0.454824	0.271288	0.233732	0.509651	0.385251	0.211440	0.221562	0.325904	0.318156
16	0.315829	0.309121	0.257318	0.248077	0.251486	0.300697	0.345540	0.109688	0.369763	0.249641	0.488253	0.184857	0.290703	0.322989	0.492211	0.301684	0.312012	0.214517	0.255372	0.244524	0.481804	0.696942	0.567187	0.195709	0.188138	0.277343	0.608177	0.396756	0.260591	0.473368	0.378955	0.134356	0.377676	0.374839	0.525254	0.140545	0.516794	0.606988	0.433820	0.134660	0.298684	0.299968	0.601539	0.212182	0.421246	0.790470	0.638151	0.112684	0.250304	0.169256	0.414423	0.262751	0.401480	0.214371	0.669555	0.449662	0.262097	0.245262	0.508593	0.380959	0.251383	0.270803	0.286223	0.279642
17	0.321602	0.303322	0.274902	0.252832	0.253936	0.281022	0.357972	0.116628	0.370578	0.234289	0.488131	0.183458	0.296768	0.320946	0.451212	0.255007	0.246833	0.203670	0.258781	0.247991	0.485065	0.690073	0.620221	0.231534	0.169139	0.269103	0.653687	0.403226	0.259670	0.474961	0.368967	0.122138	0.378514	0.380683	0.581458	0.144441	0.544189	0.622164	0.407478	0.137611	0.285281	0.293278	0.643009	0.218141	0.531855	0.795711	0.649189	0.113420	0.255823	0.199771	0.438025	0.265194	0.393650	0.205782	0.679696	0.457746	0.226132	0.244431	0.491814	0.379501	0.257708	0.362978	0.249083	0.224586
18	0.335220	0.275005	0.299275	0.251293	0.254269	0.284463	0.364685	0.127504	0.360508	0.223151	0.497900	0.185334	0.301395	0.366893	0.400132	0.226267	0.248401	0.159327	0.278637	0.233016	0.534054	0.687572	0.640718	0.237956	0.177567	0.290133	0.660529	0.391782	0.289190	0.493110	0.363744	0.116649	0.356461	0.376532	0.603336	0.150013	0.571869	0.628961	0.411596	0.139652	0.284788	0.275649	0.652478	0.225153	0.575415	0.798754	0.631012	0.102493	0.257623	0.202789	0.440901	0.265033	0.397025	0.200435	0.669774	0.483616	0.195859	0.237118	0.443031	0.374836	0.248761	0.384236	0.223084	0.191517
19	0.349049	0.264856	0.296852	0.241727	0.307905	0.283189	0.349134	0.132543	0.351799	0.220058	0.522218	0.215958	0.303569	0.392471	0.397567	0.225764	0.261799	0.157943	0.313914	0.226303	0.534766	0.657559	0.628171	0.235740	0.182133	0.419701	0.693285	0.390984	0.312775	0.504927	0.356098	0.111660	0.335666	0.370376	0.617501	0.178037	0.565096	0.623797	0.461549	0.137278	0.271800	0.215810	0.636960	0.232315	0.585390	0.809624	0.655018	0.103600	0.250349	0.202388	0.364411	0.245552	0.420916	0.211293	0.702276	0.514919	0.179673	0.223838	0.434691	0.389340	0.239226	0.539880	0.206128	0.178810
20	0.350134	0.273870	0.298303	0.231725	0.309922	0.294642	0.328804	0.133891	0.350331	0.220477	0.566427	0.263468	0.291907	0.430765	0.385386	0.225675	0.260059	0.146284	0.346810	0.231243	0.533321	0.633114	0.600742	0.229786	0.184816	0.432972	0.773293	0.391269	0.380516	0.507795	0.355940	0.108022	0.332836	0.359707	0.615229	0.197419	0.562480	0.608773	0.522499	0.137792	0.210778	0.211906	0.638048	0.247788	0.589535	0.893018	0.727619	0.128572	0.247291	0.203698	0.357977	0.222303	0.447598	0.220911	0.879393	0.542345	0.128108	0.220022	0.427473	0.423424	0.221875	0.587120	0.231376	0.177753
21	0.350401	0.271033	0.326345	0.230393	0.332724	0.307888	0.290142	0.131399	0.352991	0.213895	0.587117	0.283858	0.347296	0.470309	0.385074	0.220609	0.224328	0.181248	0.346035	0.235197	0.539234	0.637116	0.615923	0.229880	0.183437	0.434522	0.787886	0.387782	0.383551	0.522100	0.358157	0.107858	0.316228	0.364520	0.692094	0.196882	0.548260	0.552602	0.554170	0.126080	0.202385	0.180277	0.640275	0.268344	0.596857	0.907614	0.748751	0.136903	0.245577	0.191467	0.363073	0.215779	0.444768	0.193276	0.994577	0.558202	0.121432	0.182917	0.398732	0.426045	0.226350	0.619649	0.308513	0.165319
22	0.331830	0.249353	0.419205	0.216430	0.321334	0.304095	0.286106	0.136944	0.335259	0.215028	0.572165	0.281759	0.366378	0.465865	0.367645	0.197021	0.200268	0.190248	0.394017	0.236339	0.543617	0.590832	0.623193	0.230660	0.211428	0.432001	0.767199	0.361550	0.454297	0.598215	0.357994	0.104498	0.329305	0.365270	0.751284	0.202535	0.544201	0.518059	0.557285	0.123887	0.201238	0.171905	0.654421	0.285322	0.607526	0.863097	0.736628	0.137388	0.245798	0.185637	0.371372	0.220354	0.416605	0.231634	1.034434	0.572061	0.134005	0.171560	0.320904	0.386702	0.231412	0.630249	0.303998	0.119577
23	0.304897	0.281450	0.437223	0.195818	0.318877	0.305594	0.285564	0.154887	0.310346	0.210862	0.536728	0.283477	0.404207	0.463294	0.302491	0.158258	0.149675	0.212554	0.414854	0.239750	0.544953	0.524907	0.621097	0.230373	0.218143	0.429655	0.768627	0.316092	0.516188	0.649363	0.347230	0.087050	0.311006	0.363831	0.812763	0.216244	0.546597	0.424775	0.547791	0.100131	0.205699	0.165439	0.635063	0.278620	0.606252	0.814638	0.733193	0.137929	0.237794	0.167232	0.391759	0.288751	0.424449	0.281211	1.037872	0.576713	0.120628	0.203036	0.289961	0.388649	0.309198	0.672745	0.305723	0.069933
24	0.330200	0.277626	0.447720	0.190336	0.379623	0.388873	0.301383	0.155587	0.269142	0.202036	0.512898	0.296450	0.400122	0.447753	0.253264	0.124056	0.149541	0.221979	0.425258	0.241715	0.552803	0.509289	0.603719	0.231660	0.228880	0.412207	0.770684	0.306176	0.552604	0.673486	0.322619	0.061802	0.289606	0.371662	0.895246	0.242580	0.533648	0.380523	0.580606	0.095043	0.217897	0.159850	0.546979	0.280519	0.590631	0.789801	0.711875	0.129114	0.190543	0.157567	0.394739	0.390522	0.440811	0.289307	1.029466	0.574611	0.158675	0.252456	0.279734	0.446840	0.328239	0.706078	0.303693	0.052173
25	0.324016	0.280880	0.457709	0.178954	0.395781	0.416778	0.341066	0.158404	0.268728	0.205428	0.507903	0.343071	0.377044	0.435171	0.239639	0.121123	0.172530	0.251662	0.471834	0.248163	0.543839	0.512169	0.604600	0.232439	0.217324	0.396686	0.761846	0.307925	0.551264	0.696900	0.291374	0.064183	0.281144	0.388141	0.953699	0.280399	0.498723	0.280442	0.584677	0.097349	0.220678	0.166186	0.473927	0.274568	0.493371	0.549181	0.624480	0.111215	0.164678	0.165240	0.396385	0.444257	0.477301	0.286741	1.024394	0.545462	0.257518	0.266089	0.287921	0.538976	0.331519	0.708257	0.301994	0.050961
26	0.330746	0.293218	0.474933	0.177005	0.395602	0.431206	0.370504	0.161970	0.270497	0.224569	0.510774	0.392959	0.369235	0.426277	0.227812	0.121573	0.247675	0.291084	0.470963	0.232170	0.569736	0.510109	0.595672	0.233414	0.214073	0.388209	0.740315	0.297557	0.556365	0.692441	0.280236	0.066795	0.262931	0.385418	0.947450	0.304345	0.365590	0.228782	0.564035	0.095286	0.203150	0.164186	0.461323	0.286193	0.397403	0.522845	0.632650	0.110573	0.142006	0.160885	0.390119	0.485825	0.506735	0.300527	0.999558	0.471585	0.268017	0.319094	0.313729	0.591876	0.415796	0.717702	0.301603	0.050986
27	0.370304	0.284994	0.478071	0.177022	0.425978	0.422945	0.420879	0.162778	0.257736	0.201735	0.503942	0.401465	0.361584	0.426380	0.224846	0.121592	0.258664	0.287276	0.479574	0.191166	0.583892	0.455909	0.517410	0.233155	0.212894	0.386027	0.715666	0.276184	0.561650	0.666512	0.294045	0.067311	0.275243	0.329204	0.934328	0.312168	0.337840	0.189727	0.558428	0.087199	0.185386	0.151707	0.483480	0.313368	0.287197	0.539596	0.646981	0.116155	0.132592	0.174084	0.382240	0.486322	0.532503	0.313134	0.971105	0.439568	0.268040	0.351423	0.335342	0.615803	0.437424	0.714938	0.296875	0.057717
28	0.362544	0.269919	0.471574	0.171371	0.454357	0.423191	0.489434	0.164185	0.313147	0.183351	0.503740	0.401777	0.363943	0.428681	0.207114	0.124839	0.287377	0.292521	0.484402	0.179841	0.537061	0.413852	0.447369	0.217658	0.193587	0.386313	0.679804	0.225533	0.559637	0.680535	0.279302	0.112622	0.238297	0.315609	0.930303	0.314543	0.341717	0.241248	0.534682	0.088970	0.174660	0.171253	0.511772	0.324035	0.283196	0.534852	0.638136	0.113735	0.170805	0.211637	0.359550	0.501927	0.504225	0.312655	0.958112	0.518197	0.266528	0.355028	0.349171	0.628029	0.448925	0.713920	0.291171	0.062108
29	0.355953	0.259915	0.463680	0.148629	0.455920	0.405393	0.536350	0.168357	0.307298	0.196635	0.510724	0.403619	0.361485	0.434218	0.234843	0.121740	0.306258	0.312719	0.483276	0.192714	0.530480	0.313532	0.383514	0.183424	0.214443	0.388147	0.620021	0.153643	0.558699	0.691520	0.248118	0.154477	0.238426	0.317063	0.906201	0.309424	0.342654	0.370086	0.462638	0.102124	0.158267	0.191499	0.511864	0.325172	0.261406	0.369777	0.559422	0.091839	0.239813	0.211000	0.297152	0.593616	0.447481	0.312823	0.982581	0.683137	0.270164	0.353044	0.398866	0.631485	0.435021	0.700122	0.278591	0.065349
