	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_01.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_02.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_03.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_05.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_06.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_07.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_08.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d	150_P_T3_sh_L_ND_A_10.c3d
14	0.515800	0.130505	0.364472	0.273933	0.292346	0.388807	0.294757	0.201800	0.250063	0.181971	0.278104	0.148483	0.734217	0.346076	0.391665	0.253153	0.365890	0.281011	0.503469	0.252391	0.286696	0.105916	0.407379	0.180280	0.372305	0.383545	0.384135	0.358385	0.232988	0.419644	0.490968	0.296834	0.502099	0.395553	0.419719	0.226220	0.207695	0.094998	0.302534	0.251316	0.203128	0.068677	0.406847	0.457303	0.364515	0.131616	0.356583	0.146486	0.385350	0.240764	0.241632	0.480758	0.315701	0.147307	0.668347	0.294306	0.458293	0.758901	0.137561	0.096407	0.389971	0.077293	0.477261	0.441645
15	0.512743	0.124015	0.356063	0.273529	0.272421	0.365270	0.417871	0.231877	0.243163	0.174197	0.283376	0.148124	0.731161	0.346082	0.407832	0.243582	0.396478	0.293379	0.542750	0.245871	0.580132	0.164876	0.359744	0.165144	0.343500	0.395282	0.388555	0.372542	0.231255	0.411424	0.472543	0.304482	0.601564	0.398007	0.421325	0.212303	0.176556	0.097635	0.347958	0.265651	0.202192	0.079757	0.421924	0.480087	0.351719	0.105185	0.354427	0.171577	0.363369	0.270816	0.241401	0.518452	0.562455	0.201244	0.774638	0.330952	0.450744	0.756341	0.124155	0.099519	0.408498	0.085167	0.508815	0.440242
16	0.508987	0.118763	0.354387	0.265525	0.309267	0.345784	0.511887	0.267895	0.246697	0.171488	0.287211	0.227510	0.737950	0.347894	0.402800	0.233016	0.400957	0.314956	0.559616	0.270024	0.651276	0.187392	0.347821	0.163519	0.337175	0.403652	0.419482	0.380030	0.235785	0.405263	0.490555	0.303172	0.604466	0.389948	0.410062	0.218399	0.162704	0.098389	0.438184	0.261392	0.179290	0.155508	0.425891	0.485684	0.343605	0.088696	0.352485	0.207066	0.365259	0.277654	0.237032	0.544437	0.783253	0.226870	0.901996	0.368272	0.445645	0.758594	0.124292	0.097848	0.424244	0.095569	0.539783	0.468186
17	0.509307	0.115316	0.345767	0.255203	0.365204	0.325393	0.596956	0.271553	0.281379	0.174191	0.291935	0.252823	0.741321	0.349517	0.402221	0.235793	0.408917	0.327919	0.558028	0.345125	0.668432	0.188806	0.377710	0.160425	0.312725	0.405356	0.426854	0.380931	0.226753	0.405649	0.493052	0.281356	0.604347	0.379127	0.403003	0.228306	0.181273	0.096276	0.544920	0.276598	0.159566	0.175376	0.437880	0.483062	0.374256	0.088268	0.366373	0.237795	0.352904	0.274408	0.236911	0.575370	0.811812	0.228702	0.939725	0.404245	0.436364	0.769959	0.121030	0.123267	0.454896	0.103251	0.546098	0.530971
18	0.501510	0.123231	0.344573	0.256317	0.410828	0.350751	0.629956	0.302402	0.301187	0.174998	0.308674	0.259724	0.718524	0.346898	0.409322	0.236479	0.407601	0.328138	0.543394	0.380085	0.668909	0.187699	0.388538	0.162519	0.296426	0.387984	0.435902	0.402571	0.207017	0.393179	0.492427	0.257851	0.598154	0.367453	0.403843	0.222640	0.175780	0.094813	0.563137	0.312049	0.147509	0.175483	0.464300	0.480952	0.385299	0.099862	0.344522	0.237457	0.356622	0.262763	0.242372	0.598074	0.804419	0.227556	0.933510	0.436358	0.412829	0.766004	0.118002	0.151556	0.460530	0.104491	0.648990	0.568518
19	0.470831	0.134109	0.322492	0.256104	0.408194	0.356726	0.644663	0.327782	0.281915	0.177278	0.314769	0.275429	0.703972	0.357945	0.440161	0.228508	0.408439	0.333586	0.528078	0.386105	0.678373	0.193372	0.370586	0.182834	0.267992	0.383141	0.447808	0.450876	0.205934	0.349499	0.493500	0.250595	0.591791	0.357956	0.407410	0.223460	0.166845	0.095307	0.574756	0.325845	0.143537	0.193087	0.474623	0.480623	0.425889	0.101606	0.331921	0.231909	0.362264	0.253469	0.241954	0.607776	0.805558	0.227711	0.938627	0.457139	0.372853	0.752446	0.155436	0.160747	0.452943	0.103898	0.740228	0.574082
20	0.460605	0.138989	0.296070	0.242669	0.401107	0.357889	0.678505	0.348056	0.268732	0.177127	0.322832	0.275988	0.709298	0.392675	0.463205	0.207325	0.408572	0.339819	0.543898	0.391681	0.697918	0.202515	0.347315	0.185146	0.240049	0.372969	0.446192	0.464024	0.205682	0.343396	0.490723	0.248542	0.613044	0.397132	0.418033	0.266600	0.164449	0.092478	0.595637	0.326467	0.137338	0.231114	0.476438	0.465811	0.445666	0.096447	0.330458	0.238587	0.363435	0.249775	0.236858	0.611265	0.814492	0.231663	0.938611	0.466866	0.328054	0.785770	0.248563	0.163211	0.444944	0.103829	0.757938	0.571244
21	0.459624	0.133221	0.292356	0.194962	0.399780	0.359593	0.692574	0.367373	0.279253	0.177884	0.326609	0.275503	0.688917	0.397466	0.469814	0.188913	0.369659	0.340380	0.566542	0.394109	0.710637	0.212858	0.340317	0.182663	0.233551	0.305761	0.439759	0.456783	0.196126	0.325213	0.484318	0.248255	0.692124	0.449785	0.411339	0.328128	0.165421	0.092756	0.570232	0.329880	0.127355	0.234745	0.463085	0.416614	0.464443	0.093463	0.319245	0.261143	0.373224	0.251156	0.229635	0.606567	0.824778	0.239373	0.901702	0.466165	0.336203	0.695861	0.261295	0.168136	0.405485	0.103266	0.760633	0.567999
22	0.441930	0.126926	0.293715	0.161381	0.399539	0.355442	0.708628	0.376265	0.303711	0.205228	0.320766	0.279999	0.620921	0.396302	0.448814	0.183190	0.356304	0.336506	0.578639	0.394769	0.702359	0.226047	0.327863	0.181186	0.229927	0.239557	0.437081	0.442722	0.168067	0.320935	0.422952	0.241446	0.800486	0.506931	0.346658	0.355299	0.169269	0.092303	0.573841	0.332343	0.182991	0.241947	0.445116	0.364563	0.467664	0.093349	0.330617	0.281006	0.374331	0.255609	0.306583	0.580110	0.834844	0.248386	0.849254	0.466886	0.432079	0.546292	0.257836	0.170856	0.362000	0.103247	0.761772	0.568267
23	0.389033	0.118923	0.291036	0.154671	0.399783	0.354045	0.721195	0.380252	0.330956	0.220368	0.313447	0.275826	0.579013	0.420565	0.439927	0.182270	0.371757	0.339736	0.585004	0.391800	0.707005	0.244361	0.324952	0.182755	0.151970	0.220966	0.431205	0.406442	0.167838	0.306933	0.404061	0.226289	0.805506	0.532382	0.253672	0.357446	0.179222	0.092592	0.590361	0.335004	0.283768	0.243755	0.423727	0.347053	0.461885	0.098128	0.345781	0.291209	0.354795	0.261135	0.362785	0.519248	0.844096	0.259835	0.833131	0.450557	0.487086	0.530075	0.258727	0.171643	0.367273	0.103258	0.762232	0.569083
24	0.311891	0.111340	0.272277	0.153752	0.400516	0.355498	0.724671	0.381149	0.351331	0.229497	0.298714	0.271332	0.526763	0.425037	0.422954	0.180914	0.387374	0.332573	0.591278	0.391655	0.713030	0.251051	0.322068	0.185416	0.154897	0.218860	0.428637	0.346654	0.168590	0.320818	0.404207	0.194310	0.799904	0.543694	0.213614	0.394299	0.198712	0.094531	0.596162	0.335358	0.346602	0.309915	0.382213	0.350286	0.464982	0.103625	0.325800	0.292484	0.312893	0.269473	0.346296	0.498412	0.856715	0.277856	0.833280	0.429540	0.527757	0.553310	0.267354	0.170298	0.362461	0.103052	0.761813	0.569109
25	0.276417	0.109445	0.234292	0.154112	0.401592	0.367367	0.723680	0.376990	0.370857	0.260028	0.223682	0.271101	0.527795	0.426927	0.394135	0.166649	0.411187	0.339779	0.591846	0.412890	0.712951	0.252209	0.323553	0.186990	0.188690	0.237103	0.419979	0.320091	0.164853	0.261772	0.384153	0.156580	0.800570	0.516494	0.207371	0.450101	0.199120	0.096208	0.598341	0.326985	0.368488	0.399370	0.345852	0.343327	0.464687	0.103691	0.299648	0.292215	0.275572	0.287971	0.330386	0.494692	0.926045	0.302692	0.839097	0.415584	0.613272	0.586459	0.335332	0.168702	0.360800	0.102906	0.759742	0.568221
26	0.273751	0.112149	0.176470	0.151279	0.396359	0.368294	0.716779	0.370498	0.373026	0.272057	0.199205	0.265684	0.540816	0.407280	0.380247	0.129789	0.436768	0.374938	0.584074	0.465412	0.712218	0.261416	0.322113	0.178217	0.234824	0.263854	0.344582	0.314184	0.155112	0.246120	0.337951	0.148010	0.825050	0.521926	0.214697	0.474937	0.226426	0.123945	0.597468	0.305784	0.368571	0.417291	0.313950	0.315027	0.453879	0.102570	0.276796	0.286348	0.268774	0.295719	0.335222	0.494646	1.007697	0.322804	0.841641	0.395358	0.616985	0.591871	0.347640	0.201488	0.362917	0.109172	0.761765	0.552893
27	0.252947	0.113865	0.123350	0.138003	0.394524	0.371133	0.708641	0.356466	0.387514	0.341583	0.197713	0.263696	0.449695	0.402725	0.348235	0.114624	0.431635	0.397074	0.553423	0.498051	0.704715	0.271350	0.313534	0.159811	0.283796	0.277798	0.266298	0.312205	0.145077	0.322194	0.260293	0.125304	0.777572	0.546057	0.224004	0.483056	0.289606	0.129548	0.597641	0.276771	0.385735	0.520184	0.309182	0.250567	0.439968	0.100534	0.267398	0.280354	0.271725	0.262372	0.370708	0.463143	1.062558	0.330419	0.824414	0.397536	0.614972	0.587107	0.359225	0.261611	0.374869	0.127357	0.744824	0.518000
28	0.197492	0.114762	0.124988	0.130914	0.398416	0.377761	0.704211	0.346929	0.396284	0.435415	0.188685	0.227373	0.455483	0.431373	0.292945	0.113236	0.420310	0.406782	0.501740	0.508365	0.709491	0.269581	0.300656	0.144720	0.360970	0.285102	0.267040	0.297193	0.171552	0.327411	0.230495	0.099859	0.677580	0.541565	0.227337	0.483797	0.285049	0.184255	0.591925	0.259348	0.424377	0.552461	0.276056	0.178696	0.392806	0.095097	0.261511	0.278820	0.271886	0.246471	0.481304	0.427059	0.998074	0.315389	0.733674	0.371033	0.614940	0.569872	0.361520	0.285465	0.396435	0.154905	0.700626	0.502035
29	0.187783	0.114608	0.128530	0.134947	0.412194	0.363084	0.650653	0.326076	0.388851	0.432100	0.188489	0.162211	0.456546	0.477934	0.306166	0.103555	0.380422	0.386930	0.467150	0.518016	0.644540	0.251423	0.295776	0.151676	0.427540	0.308696	0.268734	0.285993	0.202657	0.342277	0.234660	0.067960	0.660399	0.541590	0.313513	0.490366	0.279690	0.299320	0.562918	0.270086	0.459061	0.546967	0.248043	0.145251	0.371493	0.095287	0.262262	0.262598	0.268941	0.241218	0.549710	0.402520	0.834116	0.296240	0.563825	0.324724	0.612714	0.559221	0.363973	0.280333	0.392242	0.183839	0.649494	0.511409
