	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_03.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_04.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_06.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_07.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_08.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d	155_P_T3_sh_R_D_A_09.c3d
8	0.206720	0.310746	0.372722	0.179586	0.165436	0.338187	0.377931	0.300731	0.173215	0.178018	0.196582	0.134741	0.131884	0.574599	0.421699	0.365062	0.244425	0.103673	0.290000	0.146622	0.145624	0.241299	0.267940	0.421862	0.081311	0.049210	0.137085	0.166805	0.124225	0.123196	0.422860	0.173033	0.307801	0.195538	0.508138	0.211493	0.099094	0.090909	0.355484	0.248209	0.228139	0.172387	0.180805	0.153256	0.096549	0.151092	0.177424	0.518864
9	0.204668	0.272919	0.378324	0.178910	0.156315	0.324681	0.411235	0.247272	0.175325	0.171838	0.197435	0.134931	0.128490	0.538203	0.423089	0.386201	0.214759	0.104896	0.297783	0.147667	0.136118	0.242583	0.305453	0.479925	0.077058	0.039912	0.141687	0.152136	0.104451	0.092942	0.541901	0.212634	0.219612	0.186974	0.555849	0.199196	0.098283	0.086836	0.335852	0.233166	0.220031	0.169882	0.188258	0.150384	0.090604	0.144440	0.193879	0.526602
10	0.196206	0.252625	0.391461	0.177484	0.134705	0.278309	0.423290	0.228569	0.187578	0.170876	0.196934	0.144476	0.129015	0.528020	0.428559	0.400888	0.193494	0.101761	0.302184	0.148310	0.141471	0.242446	0.334168	0.498262	0.068429	0.035605	0.143588	0.154238	0.089338	0.087840	0.638426	0.222576	0.196947	0.172638	0.586861	0.197833	0.090492	0.086152	0.316142	0.232490	0.216351	0.169037	0.188216	0.150293	0.072967	0.111595	0.197313	0.521447
11	0.186699	0.235038	0.413186	0.169114	0.122187	0.236640	0.422740	0.192126	0.189447	0.170810	0.188573	0.161297	0.125290	0.516139	0.420757	0.391135	0.179248	0.100808	0.305193	0.148975	0.146234	0.243074	0.350564	0.498703	0.063817	0.029778	0.141919	0.154453	0.080222	0.085543	0.638703	0.228386	0.213947	0.161840	0.590013	0.200776	0.070587	0.074710	0.433289	0.268222	0.147486	0.157150	0.167674	0.151730	0.074264	0.098325	0.195731	0.525292
12	0.185972	0.234821	0.398967	0.158227	0.092180	0.216953	0.426111	0.153261	0.190902	0.170096	0.225229	0.162965	0.119443	0.513487	0.406518	0.385445	0.171673	0.098869	0.307584	0.153412	0.161094	0.246215	0.356357	0.500318	0.063061	0.025346	0.141193	0.144187	0.081134	0.077548	0.777354	0.235423	0.215633	0.164806	0.585414	0.191517	0.073297	0.080018	0.510745	0.275288	0.098769	0.140688	0.160106	0.148224	0.061944	0.097524	0.187299	0.505746
13	0.180190	0.224107	0.357409	0.129586	0.093835	0.199570	0.385443	0.184002	0.190199	0.164993	0.268048	0.161009	0.118075	0.511962	0.419084	0.409059	0.167022	0.097417	0.296650	0.140970	0.178269	0.253585	0.357137	0.502436	0.065484	0.023409	0.141417	0.123910	0.087547	0.067888	0.939971	0.288850	0.220518	0.167743	0.583752	0.187230	0.088417	0.084226	0.525409	0.284234	0.089757	0.137501	0.160249	0.139389	0.057941	0.084708	0.179616	0.480783
14	0.149394	0.218358	0.343017	0.126877	0.096813	0.182438	0.343319	0.189940	0.189560	0.161713	0.287512	0.161967	0.125741	0.511429	0.446310	0.402726	0.166862	0.097757	0.295840	0.114107	0.178511	0.266124	0.359777	0.503613	0.068465	0.021360	0.141814	0.109963	0.112526	0.077226	0.950052	0.306622	0.216551	0.168107	0.578603	0.187637	0.092091	0.082433	0.509831	0.269531	0.083832	0.124229	0.157049	0.129183	0.060001	0.085390	0.181893	0.466285
15	0.131265	0.196562	0.355675	0.126089	0.077047	0.084124	0.363048	0.192712	0.189236	0.161033	0.304064	0.162285	0.128221	0.510138	0.464604	0.391865	0.168689	0.096650	0.276913	0.098691	0.198585	0.273627	0.374165	0.503317	0.069286	0.018634	0.137922	0.104988	0.131960	0.085017	0.948666	0.295730	0.211444	0.164244	0.563140	0.186981	0.088195	0.075667	0.506057	0.267781	0.061409	0.064963	0.154552	0.128059	0.058580	0.082575	0.205056	0.429408
16	0.108059	0.091933	0.354516	0.125493	0.076618	0.078978	0.365214	0.204830	0.187635	0.162069	0.313598	0.166343	0.128068	0.500276	0.466157	0.412332	0.164522	0.088098	0.249273	0.096861	0.240398	0.276258	0.394839	0.507444	0.068191	0.017060	0.132600	0.101549	0.135262	0.083884	0.930933	0.285212	0.205886	0.156045	0.535001	0.181272	0.076745	0.070420	0.492676	0.246220	0.051474	0.032166	0.149575	0.122820	0.068732	0.083049	0.193131	0.375330
17	0.107760	0.079326	0.325106	0.124657	0.090735	0.069185	0.332513	0.204686	0.180878	0.140538	0.312078	0.171595	0.130165	0.411489	0.458029	0.455399	0.156813	0.083039	0.247921	0.085870	0.265433	0.277891	0.397332	0.515194	0.066550	0.016923	0.130933	0.098240	0.130362	0.078842	0.917886	0.284286	0.201215	0.135368	0.497435	0.180397	0.075593	0.067134	0.492044	0.233127	0.051189	0.031629	0.144831	0.106415	0.069656	0.084134	0.208219	0.400195
18	0.105573	0.077791	0.283601	0.111211	0.102810	0.061330	0.334526	0.192226	0.177891	0.089185	0.312273	0.175376	0.129537	0.393154	0.473419	0.508643	0.151087	0.079042	0.211299	0.081539	0.271598	0.277540	0.384156	0.509495	0.062523	0.015088	0.129290	0.097581	0.129083	0.077658	0.902080	0.280679	0.193204	0.123425	0.473846	0.166536	0.081743	0.066527	0.499218	0.240511	0.050777	0.031823	0.150075	0.084775	0.090716	0.233209	0.241939	0.464886
19	0.078560	0.071836	0.292775	0.085561	0.109491	0.061452	0.318234	0.195080	0.170200	0.070499	0.308423	0.176511	0.108884	0.237915	0.536770	0.571885	0.122083	0.059138	0.145754	0.077082	0.273967	0.274830	0.381826	0.510681	0.058173	0.013578	0.125557	0.088878	0.128100	0.075494	0.821279	0.277640	0.184031	0.118127	0.482615	0.135272	0.084914	0.199611	0.477915	0.229970	0.052986	0.031011	0.198237	0.079783	0.096955	0.273438	0.254065	0.478885
20	0.062323	0.067680	0.315020	0.092870	0.113515	0.066115	0.324976	0.202762	0.155330	0.061222	0.298660	0.174835	0.114025	0.089749	0.596491	0.621910	0.079973	0.030494	0.141348	0.075246	0.284495	0.271211	0.387257	0.505735	0.056256	0.013367	0.116748	0.080499	0.123680	0.075055	0.820304	0.281298	0.170483	0.109108	0.491152	0.099378	0.093346	0.246633	0.367927	0.256604	0.057275	0.033553	0.306150	0.092480	0.109661	0.327344	0.294384	0.477899
21	0.057813	0.067058	0.320497	0.091527	0.113799	0.073195	0.387402	0.263361	0.144308	0.066535	0.341834	0.159986	0.126356	0.095019	0.605646	0.638215	0.057774	0.021414	0.136937	0.075965	0.290550	0.265352	0.391842	0.491123	0.056158	0.013306	0.101749	0.079358	0.127984	0.083306	0.752167	0.282113	0.160179	0.100922	0.452517	0.086698	0.109812	0.374761	0.240765	0.254168	0.057104	0.033370	0.431929	0.121255	0.109125	0.339609	0.300378	0.484874
22	0.057514	0.068174	0.295321	0.093094	0.114437	0.116335	0.400083	0.281926	0.093207	0.060350	0.384541	0.162440	0.130788	0.100154	0.599435	0.637837	0.050348	0.022154	0.143863	0.076464	0.290696	0.256863	0.391541	0.493331	0.054162	0.012974	0.176486	0.076101	0.128392	0.082038	0.520135	0.259179	0.159650	0.101892	0.387721	0.086946	0.111223	0.381683	0.206008	0.249838	0.057904	0.035894	0.521654	0.174646	0.113026	0.339638	0.300465	0.487700
23	0.057638	0.076266	0.265792	0.097935	0.116757	0.133520	0.399293	0.261924	0.071038	0.061685	0.420933	0.177225	0.132733	0.103501	0.593259	0.647880	0.050546	0.027285	0.141918	0.095014	0.288868	0.239089	0.391379	0.516774	0.050149	0.013842	0.297748	0.078045	0.113328	0.070228	0.356841	0.205956	0.161047	0.104277	0.326676	0.085398	0.124899	0.383045	0.204249	0.266445	0.072041	0.051147	0.557311	0.192609	0.148372	0.339377	0.300564	0.480779
24	0.057097	0.078446	0.262291	0.128305	0.114028	0.147727	0.418471	0.255154	0.059901	0.063379	0.453113	0.163850	0.131625	0.104078	0.595442	0.647536	0.060634	0.037592	0.145447	0.114066	0.282658	0.211445	0.398227	0.546945	0.047934	0.017220	0.380193	0.080586	0.082187	0.058280	0.342658	0.202242	0.155973	0.100283	0.303316	0.121440	0.143856	0.386184	0.203972	0.275047	0.122437	0.062894	0.557932	0.198574	0.163191	0.341578	0.293188	0.422081
25	0.054764	0.082231	0.267760	0.150896	0.112728	0.150423	0.409684	0.252457	0.055011	0.065129	0.448516	0.146148	0.131083	0.104021	0.596840	0.645183	0.074280	0.047008	0.150543	0.169730	0.277360	0.184427	0.422656	0.578928	0.051839	0.023942	0.427405	0.081812	0.067902	0.067984	0.349173	0.233868	0.129532	0.082642	0.300387	0.182348	0.160951	0.388092	0.212367	0.274589	0.135842	0.061983	0.597692	0.198700	0.185526	0.342426	0.279288	0.415599
26	0.052751	0.093807	0.273881	0.157315	0.109173	0.154941	0.394761	0.238745	0.052672	0.065638	0.444546	0.141367	0.132070	0.104164	0.596454	0.661689	0.075399	0.047854	0.143670	0.185865	0.274798	0.173907	0.478638	0.612383	0.064152	0.034239	0.458723	0.086669	0.068318	0.076555	0.355789	0.250400	0.097578	0.065729	0.301064	0.208177	0.178170	0.388237	0.203834	0.273622	0.139493	0.063308	0.691654	0.224145	0.193955	0.344659	0.272398	0.389074
27	0.059119	0.100883	0.253314	0.198364	0.096628	0.158716	0.393199	0.235081	0.063129	0.069540	0.478211	0.149729	0.137413	0.105322	0.599703	0.663207	0.073236	0.048658	0.147895	0.187278	0.276327	0.176394	0.534815	0.642301	0.066459	0.044524	0.468751	0.079962	0.100206	0.121966	0.345256	0.232172	0.083060	0.056994	0.309183	0.210340	0.190789	0.385850	0.181190	0.266027	0.140169	0.063650	0.782765	0.281283	0.200946	0.305597	0.277611	0.264248
28	0.060519	0.131720	0.280378	0.221906	0.094401	0.158058	0.379595	0.237419	0.072339	0.070471	0.498185	0.179328	0.139416	0.109941	0.596560	0.624697	0.073682	0.049376	0.148101	0.203792	0.278990	0.177675	0.564331	0.657390	0.066000	0.056363	0.469783	0.070417	0.111872	0.144890	0.298162	0.221742	0.073437	0.052001	0.332070	0.216711	0.190222	0.331992	0.168350	0.238477	0.148433	0.067143	0.842438	0.344683	0.193395	0.218774	0.253481	0.173616
29	0.054605	0.129710	0.364668	0.233207	0.097047	0.155592	0.359561	0.231161	0.073351	0.074159	0.504874	0.212981	0.135255	0.110755	0.576665	0.603129	0.076403	0.052392	0.155813	0.232419	0.280464	0.173869	0.571477	0.639393	0.067607	0.064393	0.469798	0.071363	0.110986	0.145689	0.268147	0.218754	0.072959	0.054342	0.368264	0.242726	0.183542	0.294650	0.165170	0.149670	0.162197	0.071252	0.867662	0.381085	0.188362	0.171122	0.215497	0.171031
30	0.065039	0.129030	0.406142	0.234443	0.085450	0.151805	0.337765	0.224870	0.098435	0.084086	0.509348	0.236306	0.135650	0.126338	0.555764	0.604807	0.087726	0.058551	0.177584	0.280621	0.280932	0.170359	0.562388	0.594849	0.082386	0.065021	0.469882	0.080849	0.120358	0.147719	0.258294	0.229285	0.083512	0.065192	0.389696	0.258425	0.172417	0.110968	0.161141	0.137164	0.168583	0.076887	0.871967	0.388403	0.185357	0.088830	0.179602	0.150016
31	0.071545	0.128929	0.393621	0.229105	0.082032	0.147486	0.257833	0.152022	0.129882	0.095770	0.510254	0.242697	0.136294	0.134269	0.564243	0.602190	0.091660	0.059912	0.187652	0.318259	0.279532	0.170300	0.547531	0.565450	0.086125	0.068069	0.473012	0.103004	0.118359	0.146957	0.248397	0.220821	0.092905	0.070750	0.391812	0.265168	0.164272	0.078676	0.166532	0.128300	0.171619	0.084422	0.872852	0.389271	0.185507	0.102607	0.164874	0.122501
32	0.071500	0.128026	0.374926	0.226601	0.077929	0.117277	0.221607	0.110313	0.152962	0.120161	0.510310	0.241608	0.135197	0.142550	0.581253	0.584880	0.091740	0.061632	0.194828	0.331074	0.275350	0.170205	0.535146	0.551848	0.093789	0.068453	0.485392	0.125713	0.121100	0.149176	0.226754	0.210711	0.093555	0.071075	0.394556	0.275809	0.151670	0.072432	0.166387	0.084146	0.172194	0.093474	0.872832	0.389356	0.174382	0.149338	0.173600	0.120987
33	0.071114	0.147396	0.375934	0.240683	0.069648	0.099122	0.220287	0.116902	0.161066	0.137170	0.510303	0.241919	0.135402	0.197899	0.580577	0.548105	0.091987	0.063692	0.188020	0.337615	0.267734	0.167685	0.528817	0.544338	0.117286	0.071366	0.500392	0.127931	0.138394	0.148257	0.225349	0.206110	0.095906	0.073245	0.373228	0.277577	0.138502	0.053492	0.157780	0.060686	0.171955	0.095186	0.871257	0.389378	0.142805	0.148316	0.201327	0.121323
34	0.075478	0.242212	0.377333	0.250230	0.070453	0.074063	0.167414	0.118203	0.187149	0.140385	0.494110	0.244281	0.132883	0.208346	0.537626	0.485948	0.091108	0.063404	0.173385	0.342390	0.253821	0.161331	0.527276	0.542745	0.138211	0.076032	0.519871	0.144293	0.163202	0.147994	0.257361	0.192052	0.098226	0.074363	0.359270	0.283067	0.123787	0.047545	0.284790	0.106602	0.172607	0.121168	0.857793	0.387319	0.118902	0.143190	0.216903	0.112084
35	0.077819	0.382445	0.377368	0.254188	0.075398	0.074632	0.120760	0.124699	0.205902	0.206324	0.459167	0.248294	0.120718	0.211406	0.466088	0.412784	0.087565	0.064285	0.206487	0.341749	0.248988	0.145412	0.539109	0.544316	0.155775	0.076691	0.554631	0.162918	0.172032	0.148279	0.371413	0.153221	0.099203	0.074545	0.378339	0.288616	0.098307	0.048847	0.326350	0.112350	0.171178	0.150296	0.826136	0.384134	0.104759	0.140667	0.224477	0.087639
36	0.096925	0.404815	0.381307	0.248966	0.075848	0.065176	0.143291	0.126344	0.212248	0.218023	0.428909	0.264687	0.105024	0.205316	0.433311	0.378952	0.091701	0.064926	0.320900	0.430031	0.243221	0.127788	0.643827	0.550551	0.159016	0.080492	0.613017	0.165335	0.231205	0.149778	0.430805	0.165696	0.097393	0.072402	0.402224	0.299919	0.066690	0.050742	0.335943	0.116081	0.175500	0.152765	0.775204	0.370249	0.056212	0.135454	0.214843	0.118327
37	0.135410	0.561328	0.380747	0.251447	0.075434	0.058164	0.153673	0.121748	0.211891	0.217771	0.387095	0.270579	0.097825	0.202564	0.428266	0.384407	0.093830	0.064424	0.418543	0.485995	0.209916	0.118629	0.744632	0.563503	0.166383	0.095613	0.673274	0.172419	0.249133	0.119817	0.431881	0.189039	0.094875	0.069502	0.400229	0.308464	0.069388	0.053449	0.404743	0.119596	0.177382	0.153260	0.728135	0.350848	0.049363	0.141106	0.194924	0.127032
38	0.140312	0.577452	0.374244	0.243107	0.076062	0.119326	0.147973	0.119192	0.211156	0.217828	0.366634	0.269391	0.093004	0.225628	0.428014	0.372019	0.099134	0.069698	0.461132	0.511001	0.166089	0.109713	0.783414	0.573780	0.192900	0.106205	0.707547	0.189476	0.256147	0.129200	0.530827	0.203183	0.092277	0.069192	0.376869	0.290395	0.129678	0.121544	0.465784	0.132852	0.175223	0.153839	0.711344	0.342516	0.053430	0.142261	0.197104	0.143112
39	0.139128	0.581133	0.370663	0.224719	0.070701	0.195295	0.143372	0.139759	0.210681	0.226559	0.358589	0.275331	0.092222	0.238728	0.422552	0.346557	0.118353	0.077420	0.472972	0.541986	0.149728	0.101325	0.796149	0.582357	0.213552	0.109581	0.715863	0.200122	0.261317	0.150696	0.593107	0.229123	0.090098	0.071118	0.371381	0.252666	0.159776	0.138798	0.467306	0.145991	0.151613	0.150445	0.706905	0.346161	0.057348	0.143839	0.198543	0.145536
40	0.140930	0.610642	0.325983	0.212844	0.085545	0.287467	0.150882	0.138908	0.209789	0.246132	0.296945	0.288960	0.091448	0.240792	0.416928	0.326521	0.136743	0.080654	0.519738	0.561031	0.147464	0.144845	0.795302	0.585251	0.223966	0.111196	0.704838	0.204804	0.262451	0.148895	0.600310	0.225818	0.086856	0.092130	0.369879	0.235356	0.162848	0.143484	0.465614	0.151497	0.143616	0.154971	0.657039	0.364002	0.055182	0.154828	0.209007	0.190581
41	0.139456	0.614220	0.228377	0.207887	0.089331	0.312196	0.190690	0.160665	0.209754	0.264218	0.219052	0.296067	0.087936	0.241320	0.407497	0.284273	0.137473	0.085139	0.643027	0.560586	0.132092	0.295711	0.800055	0.579101	0.229209	0.112832	0.665304	0.207178	0.263977	0.174210	0.604059	0.229404	0.082494	0.123961	0.363475	0.234039	0.162470	0.153168	0.463897	0.151488	0.139582	0.160498	0.546022	0.368558	0.060496	0.148228	0.213794	0.246459
42	0.156150	0.616265	0.168300	0.204337	0.090750	0.360951	0.212037	0.168194	0.220322	0.268464	0.158483	0.285864	0.080804	0.242636	0.386579	0.249664	0.137603	0.089287	0.704344	0.584209	0.104424	0.402371	0.807233	0.585011	0.232416	0.114147	0.619159	0.209982	0.263496	0.220003	0.604799	0.231988	0.082043	0.176764	0.351665	0.225500	0.159613	0.168723	0.460856	0.150130	0.138899	0.163162	0.414540	0.401386	0.075454	0.142967	0.188360	0.254738
43	0.162275	0.618750	0.219324	0.235381	0.090924	0.385239	0.217302	0.163850	0.236996	0.297646	0.110116	0.265147	0.077012	0.241771	0.338697	0.236361	0.138378	0.092838	0.723695	0.598913	0.100051	0.420450	0.808957	0.585742	0.233960	0.113437	0.587362	0.212161	0.249613	0.244579	0.605018	0.231469	0.082399	0.212067	0.330777	0.197589	0.156386	0.168835	0.374473	0.122819	0.145195	0.165827	0.307144	0.432677	0.093406	0.155418	0.190338	0.259450
44	0.184498	0.621112	0.296767	0.252387	0.095936	0.396191	0.234614	0.175568	0.242149	0.301230	0.095783	0.266885	0.074022	0.241675	0.302006	0.236412	0.156066	0.103134	0.735614	0.610392	0.107950	0.443420	0.809335	0.568586	0.231170	0.112602	0.564545	0.210408	0.241751	0.259548	0.577056	0.243440	0.099150	0.224161	0.328416	0.188297	0.153474	0.171480	0.351911	0.119765	0.147949	0.164574	0.289888	0.423377	0.095052	0.168041	0.199146	0.257799
