	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_01.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_02.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_03.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_04.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_06.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_07.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_08.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_09.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_10.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d	110_F_P_sh_R_D_A_11.c3d
7	0.279490	0.277896	0.165735	0.103657	0.702134	0.081807	0.123753	0.074997	0.532621	0.485943	0.238349	0.138467	0.138634	0.333968	0.345205	0.042197	0.175526	0.355012	0.187007	0.313026	0.271695	0.151030	0.233299	0.145807	0.225775	0.205707	0.323634	0.429011	0.301423	0.205431	0.158218	0.093110	0.202679	0.493867	0.164637	0.175964	0.065374	0.090794	0.158001	0.137580	0.412052	0.171888	0.210662	0.196061	0.606958	0.088334	0.252571	0.205936	0.106038	0.073975	0.202824	0.254816	0.154998	0.131709	0.337455	0.206289	0.521523	0.376575	0.106671	0.164457	0.414725	0.036546	0.104142	0.061282	0.320912	0.178272	0.368976	0.239503	0.577928	0.140005	0.270523	0.181876	0.077661	0.113596	0.170523	0.182565	0.129592	0.050059	0.255354	0.201413
8	0.254964	0.277994	0.178817	0.124613	0.593294	0.081630	0.119156	0.091363	0.407139	0.411713	0.239127	0.150909	0.144867	0.333864	0.348251	0.042803	0.171959	0.360005	0.199786	0.346804	0.180671	0.151672	0.201285	0.132991	0.188874	0.205813	0.336497	0.487685	0.299581	0.205419	0.152264	0.093933	0.200788	0.427636	0.182234	0.181436	0.054046	0.081640	0.116473	0.137347	0.379557	0.189911	0.211426	0.206670	0.557197	0.060028	0.237780	0.159048	0.100625	0.081840	0.249719	0.272242	0.127169	0.135008	0.337029	0.233713	0.519985	0.379135	0.109473	0.195734	0.302550	0.039087	0.101194	0.086628	0.367343	0.192556	0.356040	0.232275	0.575132	0.122853	0.287295	0.181684	0.079795	0.126217	0.145965	0.198294	0.108813	0.049750	0.257371	0.202745
9	0.200105	0.277015	0.182771	0.119674	0.551263	0.077354	0.102680	0.095556	0.365291	0.343958	0.239249	0.148747	0.146817	0.333373	0.349746	0.080272	0.137600	0.373752	0.206084	0.372801	0.175954	0.149802	0.197194	0.112077	0.179579	0.228401	0.374498	0.512160	0.294288	0.234710	0.154474	0.127196	0.170086	0.405276	0.182920	0.209858	0.046344	0.074281	0.116450	0.136944	0.501510	0.190278	0.221235	0.214703	0.334374	0.044682	0.197487	0.130922	0.114663	0.085404	0.303750	0.263560	0.115859	0.144257	0.335687	0.237003	0.520146	0.379093	0.143129	0.238193	0.286124	0.056537	0.100489	0.089884	0.375356	0.257886	0.351287	0.239695	0.522606	0.120821	0.290198	0.178233	0.088527	0.140251	0.156407	0.209992	0.062908	0.048147	0.252876	0.203991
10	0.197356	0.269524	0.181592	0.118922	0.422310	0.080208	0.098409	0.100558	0.331250	0.342213	0.231893	0.136101	0.148446	0.375599	0.345568	0.106524	0.140938	0.383105	0.206296	0.373290	0.184749	0.141598	0.203834	0.096867	0.189811	0.230733	0.391209	0.518785	0.269345	0.386815	0.182283	0.170802	0.159263	0.396614	0.176803	0.227114	0.044365	0.067120	0.115777	0.137927	0.501264	0.190986	0.238853	0.218763	0.163151	0.063716	0.172192	0.127373	0.121273	0.084434	0.331325	0.261714	0.119219	0.148890	0.331898	0.241391	0.520096	0.378381	0.188692	0.254368	0.249986	0.062031	0.100396	0.093034	0.398014	0.257469	0.326686	0.247533	0.500121	0.112122	0.292517	0.170348	0.107366	0.154186	0.174707	0.236008	0.062729	0.041837	0.220777	0.201778
11	0.173087	0.262357	0.188704	0.121414	0.487015	0.077049	0.100084	0.104173	0.324469	0.338487	0.206024	0.135712	0.147613	0.381280	0.315049	0.112867	0.135132	0.386846	0.207015	0.374437	0.186833	0.123618	0.180986	0.094724	0.194911	0.228852	0.409966	0.523082	0.184133	0.406642	0.214106	0.184244	0.157937	0.255787	0.174244	0.241954	0.044125	0.061298	0.111536	0.137617	0.524437	0.206010	0.242214	0.220555	0.136069	0.110825	0.160884	0.117545	0.118582	0.091573	0.336004	0.283069	0.115005	0.144940	0.324026	0.259916	0.520218	0.377276	0.220615	0.257401	0.178672	0.061355	0.092459	0.102100	0.427522	0.257029	0.249905	0.260128	0.478918	0.097110	0.291207	0.166115	0.108764	0.147131	0.188758	0.245349	0.061260	0.038871	0.207353	0.187747
12	0.168163	0.249732	0.194451	0.124645	0.395803	0.068924	0.115178	0.127861	0.316313	0.321062	0.178070	0.131132	0.146204	0.362586	0.248997	0.131872	0.127311	0.393173	0.217916	0.382660	0.183531	0.107478	0.162282	0.096621	0.196786	0.213197	0.417044	0.523561	0.166551	0.428479	0.244199	0.183365	0.162776	0.239609	0.191027	0.250749	0.043902	0.060461	0.101313	0.130255	0.524439	0.234791	0.243228	0.219854	0.147871	0.128006	0.159006	0.093219	0.109011	0.103454	0.363447	0.306817	0.113649	0.134025	0.303995	0.279469	0.508010	0.370734	0.240942	0.271066	0.133760	0.060635	0.081720	0.115560	0.440235	0.257934	0.224002	0.261646	0.384237	0.073620	0.289728	0.166985	0.108171	0.141570	0.192991	0.248816	0.060789	0.038915	0.203898	0.148188
13	0.161843	0.225245	0.196986	0.127498	0.395547	0.066322	0.128736	0.162357	0.311382	0.268529	0.178572	0.119560	0.138660	0.359329	0.224057	0.147416	0.128556	0.390303	0.254455	0.387072	0.196868	0.095488	0.163186	0.095502	0.197106	0.205403	0.418417	0.523578	0.161303	0.429629	0.257901	0.188475	0.160172	0.230987	0.199481	0.251630	0.044240	0.061647	0.100216	0.114648	0.519293	0.237162	0.244845	0.204773	0.150064	0.126841	0.141305	0.061628	0.116775	0.110756	0.363767	0.313175	0.114862	0.129187	0.301435	0.294022	0.461595	0.350485	0.240986	0.311146	0.133711	0.063657	0.080281	0.128443	0.446349	0.258203	0.219089	0.251718	0.206433	0.053480	0.288967	0.166854	0.107947	0.140248	0.195472	0.220487	0.055770	0.037294	0.169337	0.145778
14	0.146243	0.207954	0.190301	0.134543	0.395134	0.065835	0.135374	0.172801	0.290957	0.252220	0.131901	0.134560	0.114906	0.342985	0.153379	0.147826	0.128739	0.389101	0.265237	0.387653	0.198113	0.084934	0.158283	0.088108	0.196597	0.203785	0.418580	0.524884	0.166987	0.430435	0.281023	0.218450	0.157614	0.222034	0.203115	0.254457	0.043557	0.060088	0.092973	0.107318	0.518273	0.236425	0.249681	0.192907	0.148223	0.128461	0.102894	0.036016	0.125269	0.109587	0.375535	0.306387	0.114769	0.126619	0.299036	0.287341	0.388816	0.309070	0.251091	0.341307	0.089882	0.067158	0.075073	0.137451	0.449047	0.257224	0.217672	0.222802	0.126889	0.045340	0.285955	0.141141	0.113970	0.140080	0.244698	0.215306	0.051757	0.038074	0.149133	0.157579
15	0.145944	0.194685	0.191091	0.139743	0.398848	0.066569	0.123598	0.176386	0.285366	0.181331	0.093792	0.137477	0.095367	0.310794	0.098015	0.147740	0.127665	0.392025	0.266090	0.386517	0.233118	0.072130	0.150918	0.075068	0.195973	0.204897	0.417293	0.476301	0.177675	0.433457	0.346259	0.259182	0.152892	0.224320	0.202017	0.272907	0.042426	0.052370	0.089550	0.110917	0.517738	0.238188	0.263308	0.183628	0.133240	0.141954	0.078614	0.029337	0.119933	0.105212	0.373263	0.329847	0.115864	0.131998	0.295876	0.281586	0.367083	0.265191	0.295866	0.343691	0.072027	0.075511	0.060343	0.138757	0.447195	0.254596	0.219331	0.201017	0.104655	0.045753	0.282152	0.100817	0.104773	0.137691	0.310671	0.220636	0.050087	0.038508	0.138503	0.136834
16	0.133812	0.194535	0.192292	0.137340	0.426062	0.065113	0.120412	0.176404	0.277542	0.123094	0.133091	0.139953	0.092517	0.254756	0.105475	0.147985	0.129039	0.394969	0.265609	0.371119	0.240902	0.063841	0.150833	0.074236	0.199566	0.248329	0.419229	0.383182	0.183922	0.439024	0.354138	0.272373	0.153197	0.227284	0.206252	0.306270	0.029710	0.037972	0.090634	0.111970	0.518321	0.239103	0.257548	0.157915	0.116234	0.142764	0.066749	0.037877	0.118673	0.105805	0.371600	0.335410	0.114758	0.130829	0.281676	0.284451	0.286448	0.257287	0.366892	0.340304	0.105315	0.078688	0.047870	0.139122	0.447929	0.254724	0.215916	0.194360	0.104706	0.049143	0.260848	0.086881	0.107224	0.139340	0.312653	0.209573	0.035799	0.035887	0.081974	0.109354
17	0.124671	0.186049	0.197042	0.161457	0.423793	0.060255	0.120552	0.177389	0.226090	0.137323	0.157564	0.165141	0.063441	0.246499	0.095071	0.152141	0.129897	0.395326	0.267632	0.306459	0.237676	0.061377	0.150806	0.076337	0.212372	0.305358	0.411517	0.364033	0.187791	0.450393	0.349572	0.272921	0.144431	0.233257	0.217885	0.331550	0.025910	0.031870	0.087767	0.100044	0.516216	0.238035	0.257120	0.165369	0.117068	0.143275	0.055592	0.059888	0.129502	0.110150	0.371424	0.331049	0.095030	0.111536	0.165035	0.286278	0.142891	0.241225	0.383366	0.356535	0.151720	0.078957	0.049644	0.139077	0.446615	0.254723	0.197479	0.187326	0.103431	0.052783	0.232612	0.087707	0.098765	0.124694	0.307204	0.214361	0.033712	0.038458	0.104105	0.123291
18	0.109869	0.183720	0.217750	0.224930	0.423429	0.061010	0.137725	0.178021	0.219537	0.129160	0.195971	0.192052	0.069934	0.260182	0.104989	0.155196	0.130452	0.378600	0.265846	0.273272	0.237164	0.061360	0.151205	0.118055	0.213643	0.338936	0.367124	0.354587	0.188986	0.465194	0.346538	0.272739	0.139566	0.238899	0.217397	0.335419	0.025684	0.031472	0.082330	0.079920	0.514078	0.227905	0.256485	0.192549	0.115350	0.149160	0.080156	0.085828	0.135612	0.111137	0.381624	0.329163	0.077091	0.106826	0.088383	0.274254	0.144243	0.192108	0.389042	0.374919	0.186324	0.079065	0.050114	0.138101	0.446329	0.251625	0.163298	0.184812	0.096489	0.055129	0.224523	0.095063	0.077370	0.100093	0.319790	0.197822	0.029228	0.054359	0.103153	0.126956
19	0.126897	0.190243	0.214769	0.256745	0.417234	0.061677	0.171563	0.180086	0.090290	0.134129	0.233938	0.199347	0.068336	0.216581	0.108716	0.149654	0.127649	0.342137	0.255414	0.292840	0.237221	0.062483	0.158749	0.138092	0.221419	0.395672	0.296496	0.312244	0.186632	0.474937	0.346016	0.270791	0.133721	0.238308	0.189293	0.345416	0.025821	0.031298	0.074873	0.075055	0.486378	0.217052	0.251246	0.188681	0.110907	0.153468	0.106552	0.183510	0.133651	0.105238	0.378534	0.323876	0.072875	0.111929	0.074789	0.243477	0.139530	0.172747	0.420365	0.379542	0.222437	0.085203	0.052708	0.135188	0.459805	0.239263	0.156510	0.194859	0.081545	0.059559	0.186426	0.114813	0.095548	0.112244	0.331748	0.217716	0.031904	0.088388	0.104942	0.130090
20	0.130246	0.191045	0.204824	0.248675	0.403772	0.060794	0.179096	0.173838	0.083468	0.142225	0.236781	0.194528	0.065412	0.153000	0.116905	0.147982	0.127783	0.262765	0.240380	0.316289	0.234595	0.064773	0.157548	0.142450	0.206493	0.398633	0.282984	0.209255	0.179233	0.477766	0.345948	0.269365	0.118100	0.235453	0.170047	0.376347	0.026556	0.035228	0.071493	0.075521	0.443566	0.204407	0.252358	0.182908	0.110015	0.155582	0.136669	0.284508	0.128220	0.098943	0.348509	0.317833	0.072556	0.110476	0.074570	0.217933	0.109531	0.184768	0.437303	0.378073	0.287184	0.090575	0.066653	0.121030	0.434839	0.217467	0.174947	0.297409	0.067678	0.065734	0.151288	0.118185	0.097361	0.113480	0.367841	0.259820	0.038946	0.115683	0.114553	0.130617
21	0.133272	0.196079	0.192045	0.244165	0.392048	0.072864	0.184060	0.168945	0.089168	0.202232	0.236416	0.193187	0.066144	0.147488	0.113413	0.136227	0.126087	0.233310	0.251966	0.319118	0.237151	0.086719	0.157844	0.138410	0.175702	0.386105	0.225075	0.144886	0.171332	0.462547	0.346047	0.272130	0.116052	0.231665	0.171563	0.391874	0.026743	0.039980	0.076583	0.075655	0.393930	0.181777	0.251921	0.192498	0.112100	0.157111	0.154636	0.318814	0.113108	0.100910	0.303153	0.315119	0.066612	0.126563	0.073754	0.213326	0.108599	0.190403	0.440514	0.358576	0.333869	0.083749	0.095453	0.111277	0.403854	0.202483	0.268353	0.440249	0.065416	0.068015	0.135897	0.118449	0.098187	0.109988	0.371961	0.251161	0.039572	0.117919	0.135369	0.131669
