	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_01.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_02.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_03.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_07.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_08.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_09.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d	325_At_T1_sh_L_ND_10.c3d
7	0.476961	0.571759	0.405257	0.246918	0.809391	0.484498	0.322682	0.163662	0.753293	0.338557	0.323058	0.190843	0.209847	0.711938	0.205664	0.253467	0.582109	0.451955	0.230687	0.190051	0.182454	0.304894	0.297510	0.156201	1.063431	0.400884	0.272773	0.217865	0.168932	0.408416	0.229940	0.195675	0.824309	0.317059	0.306613	0.187080	0.114584	0.257365	0.266803	0.309836	0.350995	0.518175	0.124935	0.190248	0.204075	0.448382	0.366231	0.142375	0.640463	0.221976	0.255654	0.147521	0.392499	0.469622	0.225164	0.090797
8	0.421179	0.289842	0.361109	0.251280	0.795668	0.449410	0.308319	0.169345	0.765143	0.353759	0.313029	0.191013	0.245087	0.696836	0.183165	0.255373	0.637817	0.440513	0.326672	0.269731	0.186791	0.303914	0.257149	0.115585	0.980596	0.347928	0.251743	0.203194	0.162335	0.364626	0.230154	0.187510	0.774391	0.307524	0.315045	0.194336	0.115867	0.254735	0.305318	0.323175	0.334431	0.515489	0.155729	0.200194	0.204263	0.438892	0.368696	0.149845	0.687980	0.234687	0.245892	0.148387	0.407310	0.468070	0.259723	0.097463
9	0.402862	0.205991	0.324461	0.229915	0.829094	0.481488	0.302430	0.183369	0.747580	0.343462	0.314447	0.190404	0.266399	0.545470	0.187455	0.275876	0.817634	0.496760	0.404153	0.300318	0.147369	0.271797	0.255682	0.119524	0.965602	0.343487	0.230927	0.190692	0.162615	0.362413	0.229271	0.185964	0.848896	0.304710	0.320586	0.185487	0.128672	0.208089	0.315979	0.320852	0.242745	0.460947	0.157743	0.205876	0.220216	0.439325	0.354019	0.141432	0.741088	0.236577	0.234880	0.148895	0.421352	0.411891	0.277611	0.098020
10	0.396488	0.200667	0.322461	0.206070	0.827443	0.491645	0.300497	0.201207	0.729049	0.320298	0.320419	0.200016	0.315887	0.486374	0.188567	0.294135	0.839870	0.489391	0.419222	0.302843	0.141089	0.275358	0.272747	0.119797	0.857336	0.324530	0.219884	0.192589	0.137794	0.295265	0.216388	0.162173	0.850429	0.290652	0.319202	0.190289	0.129418	0.197381	0.274484	0.339827	0.154788	0.347513	0.156595	0.216873	0.225706	0.410806	0.266360	0.128529	0.756074	0.235320	0.234128	0.149634	0.254906	0.219524	0.283934	0.100336
11	0.397289	0.212468	0.328074	0.182822	0.657561	0.386717	0.266316	0.179037	0.727305	0.327946	0.343865	0.237779	0.334467	0.424729	0.184202	0.255154	0.824484	0.472180	0.415883	0.311640	0.143714	0.270058	0.247156	0.103226	0.834378	0.321544	0.213300	0.198106	0.109439	0.251783	0.207809	0.187587	0.842828	0.262132	0.340450	0.202199	0.138055	0.191319	0.239202	0.343125	0.126834	0.299002	0.145449	0.217344	0.192790	0.391713	0.230901	0.138904	0.739273	0.245756	0.233883	0.153446	0.196409	0.159120	0.281630	0.101144
12	0.385980	0.235198	0.287569	0.181494	0.600654	0.345552	0.200482	0.169101	0.728372	0.354865	0.382563	0.277951	0.342484	0.364487	0.138470	0.265851	0.823449	0.473035	0.415419	0.351154	0.147316	0.265324	0.234436	0.101620	0.805680	0.303374	0.212312	0.198131	0.112554	0.247711	0.189141	0.232005	0.809746	0.294090	0.372082	0.225288	0.165301	0.188264	0.238274	0.346197	0.135414	0.296638	0.143611	0.215882	0.190914	0.335900	0.251615	0.117867	0.761777	0.281271	0.230951	0.156679	0.195487	0.159161	0.274399	0.138305
13	0.373329	0.239942	0.269325	0.176153	0.596133	0.339137	0.144609	0.172202	0.681546	0.374495	0.412696	0.306870	0.352202	0.450347	0.134163	0.277376	0.833198	0.464617	0.433943	0.419944	0.136641	0.243769	0.216718	0.103039	0.717667	0.258216	0.209122	0.189008	0.118443	0.252401	0.181644	0.255702	0.771046	0.352006	0.391571	0.279940	0.180764	0.194446	0.237720	0.366051	0.112500	0.233448	0.140720	0.241669	0.183827	0.296763	0.235164	0.096343	0.748482	0.284442	0.229131	0.153269	0.200606	0.170340	0.253170	0.162545
14	0.342394	0.205093	0.274341	0.184634	0.526865	0.323048	0.135098	0.200096	0.551088	0.368465	0.431134	0.321950	0.381292	0.596561	0.137153	0.247943	0.827811	0.442366	0.485358	0.475604	0.124179	0.246228	0.213187	0.105489	0.640707	0.183176	0.164967	0.168472	0.139604	0.258543	0.170126	0.262487	0.786976	0.366496	0.452219	0.315743	0.207963	0.211363	0.243724	0.353748	0.102199	0.126192	0.162953	0.251124	0.188055	0.285133	0.204477	0.091690	0.725461	0.291299	0.223967	0.140337	0.224269	0.293210	0.233090	0.170601
15	0.261019	0.184462	0.277590	0.193094	0.473680	0.327589	0.128762	0.219339	0.460316	0.378026	0.448763	0.316601	0.378979	0.656725	0.138275	0.238164	0.818106	0.428990	0.544774	0.494130	0.106567	0.330764	0.215540	0.240632	0.605893	0.137717	0.143801	0.154745	0.149580	0.219395	0.169670	0.250294	0.764129	0.363809	0.485931	0.331976	0.214743	0.210048	0.239134	0.281801	0.108654	0.131520	0.184415	0.248461	0.192704	0.305578	0.192012	0.088688	0.685323	0.296089	0.207840	0.130151	0.231312	0.361344	0.195097	0.162842
16	0.261219	0.191725	0.296710	0.199334	0.478638	0.343142	0.123495	0.200042	0.441500	0.380803	0.458409	0.310288	0.378489	0.659098	0.113805	0.216625	0.755441	0.394715	0.581199	0.495215	0.098572	0.501112	0.208226	0.314264	0.580284	0.131986	0.201303	0.151841	0.152558	0.248364	0.158144	0.259584	0.747938	0.361508	0.477087	0.333131	0.206050	0.236246	0.170490	0.238621	0.102295	0.131774	0.171567	0.233156	0.186060	0.314133	0.217808	0.188794	0.680324	0.296491	0.192293	0.129958	0.201467	0.378803	0.144419	0.159590
17	0.265058	0.193558	0.330108	0.186691	0.418647	0.307319	0.120634	0.197922	0.431486	0.379654	0.457339	0.330353	0.351306	0.643328	0.129888	0.268376	0.727766	0.383140	0.585579	0.489271	0.086183	0.510473	0.194207	0.322252	0.577925	0.146252	0.242481	0.147384	0.151585	0.311604	0.162620	0.276612	0.664619	0.330426	0.449507	0.327355	0.185185	0.242771	0.125446	0.236203	0.102843	0.123604	0.158953	0.348452	0.157176	0.310568	0.230706	0.201785	0.680516	0.298019	0.176549	0.122729	0.196508	0.417919	0.112768	0.180621
18	0.258089	0.192402	0.326097	0.171575	0.255443	0.326773	0.117149	0.178948	0.425111	0.379821	0.457020	0.348053	0.493922	0.734244	0.114874	0.315980	0.720852	0.383643	0.580368	0.482335	0.100327	0.582248	0.252389	0.343291	0.577760	0.148906	0.241260	0.129082	0.149847	0.325527	0.162176	0.276269	0.580090	0.302540	0.440114	0.316831	0.195132	0.257138	0.179704	0.342566	0.105891	0.125891	0.171501	0.399272	0.134594	0.334159	0.221209	0.210443	0.687669	0.298025	0.166212	0.115169	0.194971	0.419710	0.148151	0.304201
19	0.257957	0.192165	0.307498	0.169564	0.255522	0.633225	0.159208	0.166756	0.425383	0.380507	0.464082	0.354883	0.621722	0.758637	0.156535	0.304122	0.669253	0.379758	0.558352	0.471313	0.096178	0.632821	0.253986	0.396921	0.568014	0.145672	0.236491	0.150022	0.164995	0.373812	0.149325	0.254582	0.517199	0.308624	0.432641	0.312353	0.216440	0.285286	0.271287	0.474004	0.151193	0.128242	0.195951	0.411928	0.135614	0.313818	0.192126	0.207384	0.686687	0.293550	0.167056	0.113513	0.201895	0.423098	0.158609	0.352619
20	0.255574	0.195013	0.305544	0.172711	0.267163	0.720428	0.184745	0.167074	0.421179	0.380718	0.480612	0.365962	0.620903	0.710251	0.178431	0.304554	0.627274	0.367744	0.510747	0.431186	0.105343	0.636686	0.263990	0.444499	0.545781	0.140333	0.240359	0.217586	0.168610	0.411537	0.152906	0.228337	0.421892	0.349299	0.427942	0.313313	0.208114	0.282333	0.309246	0.466254	0.171635	0.147065	0.198285	0.415221	0.137323	0.243604	0.183783	0.209532	0.683380	0.280574	0.164671	0.114658	0.221374	0.445939	0.157052	0.339784
21	0.224267	0.196530	0.286463	0.183355	0.272184	0.742831	0.180340	0.167233	0.416942	0.381386	0.498994	0.382509	0.600963	0.592228	0.185566	0.336760	0.347893	0.288304	0.447777	0.407458	0.160567	0.634377	0.332917	0.465219	0.487261	0.133383	0.252194	0.237935	0.165257	0.420078	0.163965	0.217682	0.525757	0.368826	0.427802	0.311488	0.198595	0.278608	0.312670	0.461969	0.163594	0.153373	0.208386	0.401550	0.141940	0.226707	0.214147	0.224830	0.657986	0.262854	0.158317	0.113534	0.215773	0.441940	0.181044	0.347269
22	0.161535	0.175795	0.268843	0.184956	0.271762	0.766520	0.186294	0.156366	0.399322	0.380133	0.528447	0.396837	0.593803	0.523440	0.197052	0.350102	0.288019	0.204151	0.426882	0.405934	0.194616	0.619881	0.370587	0.461872	0.393644	0.131560	0.272915	0.238700	0.152051	0.413336	0.159395	0.200248	0.599383	0.367741	0.419495	0.304822	0.175817	0.257258	0.319282	0.495417	0.166909	0.150880	0.266541	0.420663	0.129901	0.222178	0.210880	0.243083	0.621875	0.244645	0.139057	0.111486	0.213979	0.365895	0.181759	0.359860
23	0.114824	0.159771	0.267774	0.196232	0.273399	0.803860	0.194720	0.151599	0.344280	0.408153	0.546666	0.406916	0.590360	0.517634	0.198027	0.348079	0.372009	0.226380	0.426301	0.407032	0.199433	0.515413	0.373198	0.390300	0.365919	0.131555	0.295133	0.271065	0.137957	0.406467	0.184251	0.211398	0.653915	0.375512	0.426155	0.321666	0.175081	0.229042	0.358731	0.526771	0.168016	0.145432	0.277900	0.418729	0.120860	0.176140	0.187668	0.224241	0.574185	0.259375	0.110362	0.112053	0.208725	0.315860	0.180794	0.364977
24	0.121392	0.170230	0.270128	0.181443	0.276406	0.877141	0.186634	0.215941	0.318039	0.499313	0.548072	0.411990	0.586788	0.491151	0.203857	0.303956	0.463802	0.271761	0.424092	0.381112	0.205598	0.414524	0.380224	0.367696	0.376530	0.131308	0.312349	0.316905	0.134186	0.406143	0.215325	0.233087	0.879713	0.414157	0.440520	0.360007	0.183407	0.205530	0.365915	0.530825	0.169715	0.135393	0.273818	0.417970	0.119936	0.173711	0.156644	0.162892	0.494624	0.272858	0.097328	0.121687	0.206116	0.272410	0.183911	0.365456
25	0.133671	0.168133	0.269922	0.174375	0.281898	0.921073	0.185862	0.250704	0.322127	0.587906	0.535513	0.403578	0.466441	0.305676	0.209739	0.258408	0.512456	0.293789	0.406536	0.306479	0.222817	0.403047	0.340953	0.371297	0.382423	0.130666	0.317858	0.357594	0.141991	0.347456	0.209892	0.211149	0.862866	0.409907	0.426784	0.436188	0.188421	0.199279	0.362856	0.542299	0.174612	0.133043	0.285423	0.421386	0.115603	0.166485	0.173940	0.240889	0.410312	0.274011	0.106391	0.194191	0.189635	0.209378	0.191599	0.348807
26	0.133052	0.163905	0.256722	0.224331	0.304807	0.941233	0.187713	0.351412	0.317034	0.649602	0.504201	0.373773	0.196663	0.193093	0.209668	0.252920	0.520420	0.311522	0.350423	0.211578	0.230373	0.243159	0.320282	0.362547	0.355376	0.119161	0.321414	0.383601	0.151640	0.305365	0.212343	0.213580	0.867595	0.414347	0.399117	0.466680	0.176899	0.174304	0.331188	0.461352	0.179287	0.132480	0.376016	0.448561	0.126748	0.090222	0.273686	0.342438	0.384585	0.267930	0.122259	0.333786	0.197698	0.206983	0.160540	0.247390
27	0.128359	0.154174	0.230670	0.298019	0.305201	0.878431	0.197856	0.360146	0.316805	0.658713	0.472530	0.344638	0.179228	0.223504	0.214108	0.269512	0.541589	0.319266	0.252650	0.157560	0.232027	0.182896	0.336310	0.324112	0.299829	0.114491	0.326295	0.390033	0.152499	0.301054	0.220233	0.214105	0.878186	0.419204	0.387347	0.471796	0.157246	0.148028	0.270326	0.358567	0.165721	0.132395	0.471830	0.516008	0.148064	0.105747	0.289355	0.376707	0.341880	0.254240	0.139422	0.389513	0.193215	0.192161	0.172246	0.212288
28	0.135719	0.158045	0.245555	0.345403	0.277375	0.694605	0.155881	0.414541	0.305005	0.641513	0.446985	0.321780	0.180052	0.268238	0.244649	0.235338	0.632825	0.319809	0.143184	0.164879	0.223480	0.173088	0.329125	0.277422	0.270309	0.111776	0.327358	0.390398	0.119151	0.268982	0.218685	0.218228	0.878884	0.422185	0.395297	0.531621	0.155949	0.165091	0.229772	0.358952	0.169225	0.137217	0.518163	0.525088	0.166917	0.110171	0.286557	0.387964	0.337639	0.276849	0.174340	0.399019	0.178944	0.128373	0.180019	0.214475
29	0.161427	0.175159	0.255307	0.370371	0.273520	0.647744	0.145167	0.482404	0.311419	0.645717	0.426829	0.348579	0.186041	0.298110	0.236160	0.240562	0.731697	0.330217	0.112152	0.200026	0.180252	0.161821	0.256514	0.259386	0.273562	0.105581	0.327871	0.390832	0.100366	0.246132	0.214980	0.212322	0.881030	0.423974	0.410549	0.571890	0.148090	0.165732	0.220195	0.381548	0.176453	0.121081	0.523654	0.521407	0.299720	0.171421	0.338248	0.457691	0.283575	0.278851	0.205001	0.397309	0.190930	0.103499	0.163175	0.182741
30	0.193614	0.210040	0.276621	0.382304	0.287362	0.624275	0.147718	0.526779	0.366686	0.727004	0.415971	0.413689	0.153498	0.291177	0.264068	0.284533	0.758746	0.346624	0.166893	0.219447	0.166741	0.146484	0.233588	0.262102	0.277624	0.108116	0.321437	0.390163	0.099377	0.246427	0.221174	0.259415	0.893691	0.431152	0.415955	0.596479	0.145255	0.166689	0.199060	0.334822	0.176661	0.124358	0.508452	0.537522	0.516906	0.258308	0.360516	0.516773	0.266129	0.280835	0.221269	0.406366	0.175877	0.103352	0.179867	0.174343
31	0.201569	0.215255	0.282933	0.379534	0.300935	0.609172	0.151054	0.547306	0.397782	0.827614	0.422638	0.444449	0.130404	0.270619	0.287608	0.344606	0.807412	0.429073	0.236316	0.222669	0.173577	0.169363	0.232768	0.244980	0.278621	0.102107	0.292865	0.394610	0.101263	0.245392	0.248565	0.440917	0.876915	0.421251	0.424671	0.599159	0.127066	0.157609	0.313574	0.307304	0.173785	0.120497	0.536908	0.667587	0.635324	0.323448	0.363247	0.537853	0.251028	0.292082	0.232767	0.431927	0.182614	0.095998	0.213439	0.195754
32	0.200516	0.209234	0.278859	0.375711	0.295316	0.541973	0.149233	0.529505	0.398517	0.854440	0.430361	0.431820	0.133069	0.270205	0.287070	0.383141	0.821336	0.468514	0.279891	0.223537	0.168246	0.175108	0.234512	0.237501	0.265998	0.079356	0.252174	0.406748	0.130583	0.242962	0.320110	0.500013	0.822394	0.410293	0.429995	0.599762	0.129861	0.167955	0.365514	0.322618	0.221884	0.155011	0.671252	0.791626	0.745720	0.366276	0.363147	0.535059	0.243903	0.306475	0.228837	0.470981	0.166432	0.065845	0.215398	0.258400
33	0.200964	0.207780	0.269114	0.377757	0.273067	0.428714	0.150050	0.511740	0.397696	0.853967	0.427136	0.419093	0.152907	0.272556	0.268915	0.412529	0.818916	0.498346	0.282186	0.228445	0.142567	0.155959	0.239985	0.248678	0.254679	0.062599	0.246574	0.411326	0.222065	0.280500	0.337194	0.506302	0.772590	0.407144	0.423705	0.604376	0.126775	0.171812	0.367284	0.339792	0.272793	0.205081	0.744510	0.802110	0.814442	0.381459	0.337930	0.475116	0.229755	0.311236	0.253337	0.502436	0.162721	0.056269	0.202482	0.272477
34	0.189891	0.196074	0.256695	0.409774	0.247743	0.336173	0.162238	0.531703	0.396569	0.856993	0.402323	0.408840	0.178241	0.331215	0.254717	0.391495	0.815977	0.509307	0.302742	0.248295	0.143929	0.170118	0.286896	0.216275	0.251258	0.064644	0.251823	0.403934	0.277245	0.328349	0.341693	0.532061	0.709588	0.353213	0.393453	0.589242	0.119790	0.168339	0.373504	0.405246	0.309346	0.241572	0.750449	0.770575	0.814480	0.375469	0.270057	0.427683	0.237895	0.310219	0.316630	0.524815	0.164967	0.065073	0.198372	0.266725
35	0.179487	0.187615	0.260094	0.470707	0.213824	0.265007	0.167034	0.526854	0.393671	0.858540	0.359645	0.396574	0.180607	0.311750	0.227222	0.382429	0.785718	0.497320	0.321300	0.245417	0.142347	0.170658	0.272557	0.194825	0.241590	0.066312	0.252014	0.370425	0.278222	0.334243	0.371333	0.577558	0.383639	0.241377	0.351663	0.541678	0.103402	0.170186	0.398688	0.427451	0.309755	0.245398	0.711232	0.794400	0.810449	0.371984	0.284606	0.417002	0.248524	0.317452	0.375902	0.538159	0.165703	0.070260	0.194546	0.264723
36	0.201534	0.201349	0.296803	0.509459	0.224935	0.246254	0.153979	0.581819	0.383109	0.856776	0.306885	0.383385	0.157541	0.290745	0.237340	0.370098	0.737296	0.474352	0.336321	0.241108	0.146219	0.175039	0.268714	0.238419	0.227202	0.065963	0.241159	0.349531	0.290672	0.373002	0.437143	0.639198	0.355722	0.229517	0.283243	0.459099	0.094722	0.192659	0.412735	0.422340	0.327181	0.267088	0.776680	0.836577	0.806220	0.372228	0.270980	0.388202	0.256588	0.330730	0.408614	0.546207	0.167807	0.075855	0.192119	0.265713
