	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_02.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_04.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_06.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_07.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d	302_At_T1_sh_ND_08.c3d
9	0.197312	0.190403	0.105206	0.230034	0.072260	0.097084	0.110462	0.107028	0.066420	0.132009	0.061838	0.157964	0.214964	0.162513	0.217914	0.164736	0.059520	0.076614	0.104340	0.131080	0.321280	0.219099	0.071909	0.132664	0.085323	0.118579	0.165743	0.187822	0.077744	0.064525	0.154631	0.156913	0.048066	0.064381	0.135479	0.203595	0.228209	0.253677	0.120303	0.113078
10	0.172047	0.179477	0.105600	0.228754	0.077234	0.105442	0.111071	0.108171	0.068574	0.123839	0.058875	0.152362	0.186485	0.147414	0.270694	0.204336	0.057585	0.079000	0.097177	0.118862	0.291245	0.193448	0.071861	0.135007	0.057823	0.081466	0.175895	0.228067	0.074825	0.063819	0.156783	0.165042	0.046594	0.065546	0.129808	0.210116	0.206922	0.213330	0.118704	0.109360
11	0.126310	0.167624	0.109154	0.228793	0.084456	0.108714	0.111777	0.107733	0.070215	0.110413	0.068991	0.144976	0.171444	0.156221	0.296520	0.210008	0.044993	0.074870	0.088628	0.112784	0.262810	0.188463	0.068120	0.131771	0.057501	0.075941	0.184491	0.232756	0.069045	0.062668	0.171265	0.160210	0.051973	0.068751	0.114750	0.211241	0.164472	0.150843	0.121535	0.108487
12	0.091794	0.126981	0.108728	0.227655	0.088280	0.108634	0.111585	0.105241	0.066993	0.078761	0.087228	0.144327	0.176491	0.171318	0.303783	0.214150	0.046728	0.071066	0.083628	0.101470	0.245577	0.186926	0.066557	0.121558	0.060263	0.078448	0.176001	0.240871	0.061766	0.059844	0.200348	0.163518	0.053114	0.072996	0.114183	0.191132	0.122327	0.109762	0.128729	0.109682
13	0.086493	0.116183	0.096817	0.213353	0.091510	0.110084	0.110066	0.110020	0.066072	0.055743	0.087586	0.125723	0.175968	0.174775	0.307124	0.213740	0.050814	0.061289	0.085152	0.110560	0.242554	0.174782	0.059081	0.100724	0.055242	0.076729	0.162183	0.234675	0.056765	0.058167	0.220324	0.177065	0.053950	0.081448	0.113202	0.187225	0.101433	0.078810	0.131978	0.103500
14	0.082671	0.108973	0.092094	0.163363	0.094986	0.114549	0.112791	0.111801	0.061850	0.053707	0.110959	0.128311	0.175824	0.173590	0.305913	0.207241	0.064811	0.087857	0.084208	0.120011	0.187938	0.124454	0.049895	0.096807	0.051901	0.070685	0.156378	0.213620	0.055216	0.057500	0.241114	0.199595	0.052640	0.082318	0.113278	0.188219	0.101776	0.078596	0.162645	0.085561
15	0.052043	0.074894	0.084739	0.121803	0.101734	0.117512	0.118559	0.107191	0.058617	0.064446	0.150740	0.179267	0.174770	0.172373	0.268473	0.195704	0.062217	0.090051	0.080810	0.105926	0.119992	0.069840	0.050880	0.097866	0.052084	0.063389	0.154432	0.216247	0.054958	0.057689	0.262681	0.240879	0.047598	0.077794	0.077087	0.160521	0.099409	0.082076	0.201267	0.089234
16	0.041163	0.065202	0.076257	0.108448	0.103561	0.113317	0.118190	0.102194	0.071353	0.095123	0.174542	0.210337	0.167430	0.170784	0.243623	0.183222	0.063246	0.091286	0.069395	0.126685	0.093226	0.061940	0.055518	0.097676	0.061769	0.067061	0.153725	0.194134	0.054703	0.059407	0.280618	0.265305	0.049196	0.080475	0.068214	0.124409	0.089533	0.082514	0.226538	0.100975
17	0.051179	0.077783	0.077152	0.111096	0.106439	0.107500	0.156248	0.120331	0.071066	0.103618	0.169358	0.214692	0.154554	0.161651	0.244662	0.183729	0.065559	0.092176	0.069053	0.149213	0.086423	0.068478	0.067864	0.098590	0.072912	0.086359	0.125238	0.146910	0.054404	0.058806	0.283408	0.267405	0.059980	0.099854	0.081645	0.183567	0.095219	0.102361	0.232206	0.098105
18	0.057632	0.088333	0.085545	0.111470	0.107872	0.105354	0.195688	0.129137	0.063352	0.096559	0.183446	0.264833	0.084303	0.125632	0.248662	0.176328	0.069699	0.094233	0.066497	0.149337	0.078827	0.069644	0.084623	0.122190	0.072401	0.090198	0.127584	0.191527	0.054312	0.057910	0.278913	0.265327	0.061531	0.104183	0.105312	0.206118	0.099367	0.137490	0.235907	0.094596
19	0.057961	0.088543	0.089605	0.109959	0.108499	0.104534	0.203669	0.130312	0.070880	0.103604	0.211486	0.298551	0.081956	0.120402	0.198487	0.123072	0.075225	0.101671	0.074309	0.151165	0.082373	0.083144	0.095503	0.152678	0.070259	0.092409	0.143304	0.269950	0.053689	0.057420	0.263840	0.260250	0.060744	0.105662	0.109680	0.214717	0.117383	0.175486	0.237692	0.096320
20	0.056504	0.090051	0.080782	0.126360	0.110056	0.104134	0.202776	0.127269	0.080052	0.114915	0.209486	0.298494	0.070232	0.096138	0.147423	0.109294	0.077621	0.112499	0.079401	0.162411	0.089955	0.098610	0.090575	0.154153	0.066165	0.086180	0.126421	0.272531	0.053280	0.056223	0.258417	0.257205	0.061303	0.104561	0.117952	0.274036	0.129275	0.202808	0.244938	0.111513
21	0.057552	0.102936	0.086011	0.243108	0.111778	0.104626	0.208661	0.129046	0.085353	0.119418	0.215526	0.302054	0.047294	0.079203	0.123493	0.100051	0.079459	0.125218	0.075541	0.155243	0.088818	0.110638	0.099703	0.162896	0.071161	0.110611	0.123361	0.300092	0.053627	0.054171	0.255016	0.256697	0.060241	0.097991	0.170664	0.308011	0.132332	0.218051	0.250453	0.116998
22	0.070355	0.132242	0.100276	0.297594	0.110946	0.099239	0.231018	0.170310	0.088246	0.124014	0.223158	0.301750	0.040309	0.098755	0.114789	0.103416	0.068976	0.111287	0.075800	0.144820	0.084571	0.118598	0.103540	0.175216	0.078146	0.148876	0.161273	0.379506	0.053790	0.057822	0.248129	0.250199	0.062435	0.096413	0.212004	0.314439	0.132207	0.219923	0.248337	0.115124
23	0.078569	0.140005	0.112637	0.297410	0.105385	0.084488	0.265780	0.213985	0.092319	0.129647	0.201205	0.286814	0.040951	0.105191	0.105723	0.124221	0.066828	0.107501	0.079056	0.151195	0.085216	0.118576	0.105183	0.175502	0.074404	0.160020	0.187647	0.406295	0.053411	0.061567	0.244671	0.234905	0.062727	0.092554	0.223849	0.324188	0.134216	0.229194	0.248640	0.112785
24	0.078877	0.138809	0.110779	0.319044	0.099406	0.080145	0.291225	0.231591	0.090108	0.129787	0.190771	0.273224	0.045497	0.109409	0.102628	0.132537	0.064236	0.105791	0.133769	0.233816	0.088842	0.119828	0.106446	0.175559	0.064238	0.161347	0.192265	0.410573	0.056638	0.061013	0.245910	0.235180	0.059368	0.083692	0.306598	0.440119	0.139777	0.246314	0.234722	0.109480
25	0.079779	0.138636	0.129349	0.375469	0.097024	0.081635	0.294317	0.232178	0.085639	0.117890	0.208896	0.275375	0.048526	0.115340	0.104854	0.124981	0.065424	0.111657	0.154774	0.244441	0.094110	0.123671	0.106274	0.176961	0.084331	0.189570	0.215621	0.419689	0.076916	0.073785	0.241962	0.253068	0.053032	0.064646	0.321224	0.462935	0.149110	0.268155	0.203376	0.107205
26	0.076449	0.139617	0.185394	0.434461	0.090505	0.079440	0.295285	0.230918	0.087053	0.118350	0.207963	0.240821	0.049612	0.122189	0.090208	0.107952	0.062274	0.109868	0.155097	0.269425	0.094025	0.124823	0.110737	0.176062	0.092685	0.206174	0.250169	0.410331	0.088935	0.081804	0.258371	0.300899	0.051656	0.058527	0.315700	0.455468	0.156169	0.288205	0.158886	0.091444
27	0.074499	0.134276	0.194271	0.441414	0.082896	0.075449	0.295273	0.227996	0.083152	0.116487	0.184889	0.197144	0.063720	0.151961	0.061394	0.103200	0.059375	0.101609	0.169837	0.308327	0.091464	0.129676	0.155118	0.188494	0.092767	0.205300	0.267026	0.410941	0.089492	0.079391	0.254285	0.343664	0.047546	0.052599	0.329650	0.469305	0.158040	0.297521	0.121344	0.084381
28	0.074419	0.131899	0.191821	0.442243	0.075699	0.067131	0.293666	0.227218	0.069111	0.105396	0.177015	0.174179	0.063999	0.153175	0.061889	0.101059	0.088829	0.125139	0.182471	0.310511	0.090496	0.139467	0.192657	0.211815	0.089950	0.194234	0.264951	0.384783	0.089122	0.111304	0.236934	0.344162	0.064076	0.096514	0.327231	0.446392	0.149555	0.288155	0.108569	0.089399
29	0.078052	0.131988	0.194857	0.445622	0.067640	0.059496	0.290765	0.227216	0.063335	0.102747	0.176243	0.169933	0.062769	0.152883	0.071706	0.102375	0.128382	0.182089	0.185316	0.312039	0.087478	0.141515	0.203072	0.220968	0.078547	0.164170	0.248920	0.309016	0.089579	0.124454	0.214888	0.317098	0.067599	0.106243	0.301943	0.430538	0.134448	0.266884	0.105898	0.086380
30	0.078800	0.127700	0.208216	0.432224	0.062861	0.058832	0.290299	0.223792	0.057713	0.096642	0.164480	0.163354	0.063641	0.155970	0.075659	0.103725	0.138465	0.199479	0.192590	0.314690	0.087012	0.145786	0.197926	0.214136	0.078725	0.161297	0.260666	0.315816	0.091292	0.125135	0.201445	0.330722	0.074418	0.123357	0.279127	0.434567	0.116305	0.239673	0.114119	0.112612
31	0.078129	0.116635	0.211109	0.377335	0.057294	0.057098	0.266799	0.212273	0.067170	0.096302	0.156900	0.165518	0.061118	0.142895	0.084805	0.135176	0.143344	0.203481	0.217663	0.313395	0.081603	0.143637	0.195637	0.192477	0.092012	0.166826	0.310957	0.394494	0.095948	0.130290	0.200227	0.389579	0.080122	0.133682	0.285808	0.431842	0.103489	0.219735	0.118625	0.132859
32	0.066937	0.117010	0.203970	0.355462	0.055504	0.056777	0.240060	0.207829	0.070605	0.079797	0.181130	0.248511	0.061927	0.142967	0.099869	0.163373	0.156279	0.215645	0.189715	0.239987	0.069313	0.133030	0.213332	0.200459	0.077200	0.137068	0.305028	0.394935	0.101220	0.137062	0.206054	0.431004	0.078394	0.150240	0.208560	0.302371	0.101832	0.215920	0.114876	0.134461
33	0.118068	0.311274	0.200763	0.352427	0.055478	0.056350	0.230998	0.208365	0.068472	0.077500	0.222472	0.348767	0.070529	0.160379	0.167739	0.213874	0.163299	0.219007	0.169009	0.217497	0.067143	0.125008	0.245707	0.230097	0.072716	0.114003	0.268615	0.378614	0.102862	0.138235	0.213684	0.435508	0.085895	0.154091	0.191813	0.242511	0.098052	0.209122	0.113971	0.139002
34	0.166081	0.407752	0.201390	0.334633	0.051851	0.077231	0.233930	0.215053	0.066242	0.076703	0.233278	0.371286	0.069074	0.166868	0.199561	0.308176	0.163731	0.219293	0.181428	0.191839	0.072231	0.124187	0.258939	0.234343	0.072274	0.113847	0.262295	0.422949	0.104071	0.139118	0.217020	0.436198	0.095604	0.168316	0.191554	0.237647	0.097058	0.192980	0.136195	0.172028
35	0.170950	0.424871	0.180728	0.284777	0.048510	0.088148	0.228109	0.213565	0.073482	0.077990	0.238397	0.386615	0.083847	0.227177	0.211246	0.316591	0.162937	0.220003	0.183401	0.133864	0.081109	0.131599	0.261151	0.233872	0.071154	0.112023	0.293580	0.425286	0.107737	0.137754	0.218752	0.436295	0.099900	0.175156	0.162709	0.192540	0.082861	0.162523	0.152235	0.183899
36	0.191109	0.511415	0.150200	0.248873	0.050002	0.087963	0.195712	0.178181	0.086041	0.087207	0.281785	0.469853	0.086752	0.232387	0.212565	0.341074	0.147516	0.208866	0.187268	0.124202	0.082227	0.133845	0.261563	0.233970	0.080690	0.114179	0.294541	0.429010	0.111731	0.135765	0.221607	0.436069	0.087942	0.161457	0.169583	0.192294	0.068858	0.126593	0.156586	0.195717
37	0.193760	0.520795	0.155146	0.248573	0.049142	0.083408	0.138706	0.124616	0.085279	0.084658	0.325943	0.522394	0.119673	0.297914	0.246378	0.416736	0.113776	0.212233	0.199001	0.122990	0.073800	0.130795	0.262288	0.234040	0.082610	0.130942	0.265422	0.401028	0.112443	0.135665	0.221360	0.435403	0.086713	0.177861	0.188446	0.230730	0.058036	0.088426	0.165691	0.203308
38	0.193459	0.521261	0.172571	0.277700	0.047327	0.078033	0.081040	0.095789	0.084591	0.089092	0.340305	0.534642	0.123047	0.302561	0.301750	0.482326	0.105936	0.209823	0.201140	0.115781	0.074439	0.129918	0.262874	0.234041	0.073589	0.135061	0.199078	0.322434	0.103083	0.133129	0.213837	0.430355	0.087552	0.175481	0.199651	0.230144	0.052723	0.071981	0.182030	0.201722
39	0.193159	0.522816	0.212539	0.318546	0.041049	0.073039	0.074681	0.096737	0.081163	0.089059	0.340893	0.535687	0.136043	0.321511	0.318225	0.485709	0.136352	0.311382	0.173584	0.107884	0.079562	0.129702	0.249291	0.229934	0.071834	0.130118	0.170440	0.283837	0.091763	0.129098	0.175792	0.403892	0.094244	0.171843	0.161440	0.203640	0.052599	0.069463	0.189671	0.203079
40	0.192038	0.522803	0.226392	0.332734	0.038057	0.071980	0.071949	0.098467	0.063949	0.082269	0.337843	0.519782	0.140348	0.325223	0.324775	0.487474	0.133166	0.335128	0.174363	0.110384	0.084342	0.119393	0.221222	0.210170	0.070591	0.183142	0.175243	0.244141	0.091066	0.127765	0.135107	0.357401	0.098102	0.159674	0.155291	0.209351	0.053707	0.069453	0.184336	0.203307
41	0.191399	0.522193	0.227336	0.334237	0.037412	0.072012	0.074494	0.098530	0.066659	0.073849	0.304912	0.454369	0.140326	0.324444	0.325506	0.477051	0.122881	0.335662	0.179521	0.112253	0.087305	0.110005	0.202038	0.197817	0.079526	0.212602	0.166255	0.143887	0.092612	0.127068	0.123837	0.318896	0.128911	0.157692	0.165178	0.218885	0.059180	0.075541	0.180753	0.185877
42	0.185225	0.498673	0.227615	0.337640	0.036206	0.072877	0.075214	0.100232	0.076628	0.073199	0.272019	0.408214	0.135838	0.313758	0.309282	0.459903	0.121887	0.335436	0.172934	0.107112	0.090408	0.105075	0.198115	0.195046	0.091196	0.244861	0.097752	0.133021	0.091690	0.160209	0.119579	0.311234	0.193138	0.177561	0.164461	0.218317	0.059465	0.075984	0.184570	0.182705
43	0.141135	0.378026	0.228206	0.333072	0.034914	0.073772	0.071664	0.110267	0.093963	0.085105	0.268235	0.405769	0.134498	0.310406	0.285151	0.409038	0.121162	0.335561	0.157434	0.089868	0.090416	0.099270	0.202506	0.195886	0.086049	0.259152	0.080391	0.114034	0.091691	0.192917	0.116457	0.307977	0.228846	0.188636	0.164746	0.213264	0.061473	0.078389	0.187325	0.183859
44	0.105924	0.333269	0.230357	0.308422	0.033490	0.073558	0.083052	0.138972	0.094778	0.082504	0.241820	0.338461	0.129071	0.276376	0.292018	0.399315	0.121284	0.332067	0.136106	0.077211	0.090350	0.098225	0.198822	0.185878	0.079499	0.242844	0.080066	0.095882	0.088102	0.207711	0.116222	0.282287	0.230691	0.181978	0.152711	0.190493	0.064427	0.085364	0.175785	0.167274
45	0.090532	0.253109	0.227634	0.274797	0.045459	0.081491	0.089135	0.175023	0.093610	0.081789	0.156525	0.198806	0.124483	0.259962	0.301596	0.389851	0.123306	0.294468	0.121402	0.078574	0.088339	0.097803	0.162770	0.152317	0.078382	0.230644	0.083395	0.078441	0.086762	0.212296	0.110803	0.239650	0.243647	0.167268	0.123235	0.127412	0.072536	0.089688	0.163884	0.142812
46	0.039571	0.082246	0.217522	0.272578	0.060449	0.087738	0.089552	0.180988	0.120958	0.105985	0.085815	0.124032	0.085349	0.176279	0.288480	0.331574	0.135881	0.287309	0.106118	0.081852	0.080719	0.092579	0.119878	0.118137	0.096968	0.256994	0.081723	0.061408	0.095839	0.245566	0.118840	0.262882	0.259771	0.163600	0.099132	0.102142	0.075467	0.084311	0.168999	0.134924
47	0.034853	0.072259	0.214806	0.262726	0.067282	0.088430	0.088130	0.179517	0.316566	0.271405	0.073275	0.106833	0.080199	0.168302	0.226227	0.214060	0.114897	0.170702	0.103656	0.082706	0.067160	0.078063	0.109440	0.118462	0.110930	0.269398	0.064820	0.049653	0.112303	0.288519	0.143755	0.290596	0.284909	0.206838	0.093744	0.099742	0.082734	0.082680	0.162421	0.136269
48	0.030933	0.075490	0.189453	0.209094	0.069465	0.071189	0.077179	0.183697	0.429185	0.369163	0.071442	0.104949	0.057103	0.133657	0.187194	0.195219	0.103966	0.097856	0.110095	0.108430	0.060316	0.069037	0.108952	0.120662	0.114736	0.285996	0.077967	0.056630	0.116470	0.300373	0.159433	0.296191	0.285836	0.206652	0.073164	0.065416	0.087410	0.083431	0.147393	0.140118
49	0.036529	0.102743	0.135751	0.156211	0.072726	0.064595	0.075435	0.199879	0.513789	0.422362	0.061036	0.090034	0.039611	0.104268	0.176004	0.181461	0.104714	0.079749	0.122681	0.118066	0.059696	0.070029	0.107564	0.128674	0.115849	0.283440	0.230873	0.267339	0.112781	0.300088	0.166925	0.299243	0.263550	0.198531	0.095805	0.052461	0.089097	0.086051	0.133862	0.145561
50	0.039128	0.115563	0.148982	0.223794	0.075668	0.108577	0.096573	0.232849	0.734058	0.558262	0.069093	0.085580	0.039035	0.102645	0.168466	0.175905	0.104867	0.081998	0.123173	0.118184	0.058905	0.068549	0.106937	0.157799	0.114871	0.285213	0.306590	0.306313	0.108838	0.300024	0.161950	0.323642	0.252586	0.204856	0.201152	0.179276	0.092869	0.089501	0.137681	0.152219
51	0.038659	0.113937	0.186574	0.257333	0.082577	0.142261	0.128354	0.254162	0.830091	0.653313	0.076990	0.081573	0.039322	0.107162	0.155216	0.181284	0.104683	0.082394	0.205400	0.174457	0.054387	0.064988	0.116825	0.199012	0.114919	0.296163	0.314259	0.314475	0.110773	0.303456	0.165512	0.352257	0.244235	0.203479	0.224853	0.235121	0.096073	0.090510	0.138019	0.163546
52	0.050052	0.138890	0.212703	0.257301	0.083403	0.147244	0.143625	0.254592	0.827920	0.651586	0.076562	0.076499	0.037887	0.106774	0.152160	0.172022	0.109267	0.080417	0.250084	0.236542	0.044173	0.057269	0.132392	0.227659	0.113631	0.295825	0.386935	0.369769	0.109857	0.303541	0.180000	0.381808	0.247720	0.203856	0.230230	0.239382	0.099322	0.091554	0.143696	0.176742
53	0.079891	0.180736	0.212547	0.255606	0.091109	0.173722	0.146106	0.253773	0.827759	0.652231	0.083279	0.079509	0.035371	0.102394	0.119356	0.149944	0.105371	0.080832	0.248670	0.238438	0.039767	0.061820	0.131827	0.231017	0.119153	0.285702	0.475692	0.406271	0.112512	0.311023	0.194110	0.398607	0.238759	0.205415	0.249377	0.255428	0.099816	0.090867	0.146322	0.179259
54	0.099276	0.200665	0.235554	0.273275	0.102280	0.203164	0.147160	0.253275	0.829614	0.658198	0.161941	0.154206	0.032457	0.100333	0.074878	0.144566	0.089278	0.072155	0.257283	0.273390	0.037100	0.071281	0.131811	0.226486	0.116441	0.257990	0.488360	0.409635	0.123975	0.324713	0.196485	0.399733	0.207320	0.190953	0.257782	0.258166	0.093632	0.081174	0.145806	0.172578
55	0.102187	0.233718	0.276265	0.296089	0.103251	0.205985	0.145967	0.256182	0.805652	0.643692	0.290028	0.297271	0.032404	0.083210	0.060033	0.126048	0.092469	0.075110	0.310444	0.315925	0.038672	0.078435	0.128672	0.225630	0.105170	0.207649	0.490270	0.407631	0.132510	0.317050	0.195396	0.400875	0.182299	0.158826	0.266974	0.258359	0.088618	0.074626	0.139739	0.171864
56	0.124748	0.336105	0.290995	0.304043	0.103446	0.207563	0.147816	0.268893	0.749662	0.597381	0.338361	0.339948	0.032279	0.062797	0.056245	0.103452	0.092327	0.090912	0.326400	0.325489	0.039581	0.078372	0.112258	0.225734	0.096216	0.186345	0.436938	0.308743	0.136438	0.292722	0.194655	0.401871	0.179154	0.160872	0.266831	0.265894	0.092551	0.076699	0.127663	0.171074
