	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_01.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_02.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_03.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_04.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_05.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_06.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_07.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_08.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_09.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d	306_At_T1_ih_ND_10.c3d
7	0.252872	0.020440	0.340662	0.359613	0.390559	0.071755	0.258281	0.091946	0.313732	0.138924	0.214743	0.200257	0.111306	0.188354	0.199348	0.152993	0.228700	0.084915	0.397778	0.415921	0.400328	0.155173	0.116513	0.224331	0.496670	0.263063	0.181731	0.169117	0.444327	0.287381	0.422706	0.436794	0.445850	0.378001	1.026456	0.695702	0.242284	0.140856	0.160565	0.201447	0.284347	0.167791	0.658922	0.681399	0.270946	0.487047	0.383608	0.223205	0.467997	0.090346	0.410481	0.244302	0.148158	0.416006	0.174984	0.173997	0.757461	0.066814	0.152253	0.128093	0.126854	0.384716	0.078833	0.054744	0.215501	0.307405	0.592981	0.490174	0.273057	1.123902	0.211822	0.172339	0.292860	0.081450	0.625805	0.600401	0.085249	0.499637	0.347861	0.184578
8	0.249617	0.021915	0.499593	0.413700	0.395504	0.065685	0.176573	0.095532	0.292827	0.162468	0.219283	0.202278	0.090483	0.197567	0.202402	0.128878	0.148910	0.102141	0.406433	0.419465	0.372928	0.137617	0.116144	0.223208	0.568345	0.276179	0.309159	0.229609	0.435670	0.288063	0.440922	0.449746	0.430834	0.377523	1.035370	0.716422	0.235630	0.172281	0.154407	0.199611	0.272847	0.195687	0.733851	0.712469	0.258788	0.485488	0.384669	0.235504	0.425903	0.094685	0.415113	0.228965	0.142254	0.450604	0.173162	0.181994	0.733369	0.082911	0.175944	0.157482	0.157178	0.380859	0.057086	0.050105	0.220381	0.324173	0.590758	0.498002	0.264554	1.056027	0.225525	0.184042	0.288834	0.086751	0.644505	0.601965	0.081139	0.572724	0.352483	0.184712
9	0.255732	0.023073	0.546512	0.452332	0.391352	0.062026	0.124020	0.100160	0.275429	0.187748	0.220199	0.207768	0.086023	0.201513	0.225865	0.168392	0.122031	0.120479	0.396386	0.414354	0.367243	0.120182	0.114732	0.222212	0.570314	0.285118	0.421905	0.434307	0.424409	0.284594	0.481503	0.467366	0.428155	0.378802	1.038474	0.738292	0.235622	0.208258	0.153841	0.202596	0.241657	0.244980	0.779386	0.767129	0.219643	0.477694	0.387887	0.233735	0.413413	0.099585	0.413215	0.206389	0.133769	0.493980	0.174506	0.192370	0.683807	0.102864	0.187387	0.161941	0.160601	0.376945	0.050374	0.046598	0.216226	0.329192	0.591279	0.495482	0.261826	1.015447	0.249835	0.195956	0.287883	0.089792	0.630775	0.583802	0.070957	0.657936	0.352115	0.185524
10	0.267032	0.023893	0.544863	0.446404	0.388873	0.060853	0.121787	0.102291	0.259557	0.208043	0.228992	0.187831	0.097717	0.200725	0.247429	0.224229	0.118738	0.138322	0.391780	0.402028	0.353372	0.105655	0.113381	0.221388	0.571358	0.289948	0.467739	0.565246	0.410097	0.280585	0.523080	0.482602	0.428652	0.381378	1.046739	0.754670	0.224678	0.254281	0.164297	0.210871	0.209217	0.317080	0.814517	0.820797	0.206742	0.468812	0.407057	0.229770	0.419968	0.102901	0.433087	0.185901	0.132615	0.542446	0.175152	0.200479	0.578027	0.125658	0.189842	0.158556	0.174390	0.369359	0.050784	0.043638	0.212363	0.329059	0.591960	0.493097	0.256234	1.039827	0.262029	0.205096	0.281348	0.090962	0.583308	0.531062	0.069668	0.728086	0.351839	0.187435
11	0.276385	0.024616	0.553533	0.432972	0.387761	0.060654	0.120328	0.101622	0.098567	0.221156	0.297695	0.180672	0.110045	0.196751	0.251875	0.229451	0.112914	0.152722	0.383889	0.394001	0.329348	0.093824	0.109979	0.214534	0.585916	0.291320	0.480860	0.604428	0.382699	0.285211	0.552557	0.491492	0.421557	0.384334	1.056566	0.764036	0.219045	0.312844	0.181522	0.220403	0.207080	0.372798	0.834644	0.864191	0.193873	0.475302	0.429838	0.245591	0.412675	0.104781	0.479054	0.179371	0.115261	0.587789	0.174259	0.206459	0.554452	0.138215	0.187456	0.158050	0.187998	0.349391	0.051139	0.041933	0.210138	0.335689	0.591502	0.492355	0.248921	1.105718	0.240056	0.196806	0.261133	0.090561	0.535161	0.449048	0.073524	0.782320	0.351273	0.187912
12	0.294072	0.025509	0.606238	0.432685	0.387603	0.060804	0.114137	0.101482	0.073469	0.226241	0.368348	0.214522	0.111248	0.190170	0.270732	0.243425	0.113304	0.163091	0.366893	0.385140	0.287783	0.081850	0.102903	0.186375	0.590969	0.290127	0.480621	0.605690	0.374797	0.309374	0.564577	0.494806	0.397570	0.387392	1.065939	0.769575	0.144349	0.380201	0.193367	0.231817	0.209261	0.399952	0.841738	0.892936	0.150024	0.515268	0.443702	0.285027	0.409614	0.106440	0.507372	0.180452	0.112947	0.621489	0.171812	0.208043	0.544176	0.140050	0.230641	0.158046	0.204089	0.311978	0.044164	0.040445	0.200086	0.370017	0.586650	0.492455	0.224378	1.162913	0.218909	0.184212	0.254565	0.090420	0.514560	0.380249	0.071098	0.838900	0.334440	0.164134
13	0.350456	0.026647	0.676261	0.461047	0.378951	0.063534	0.122640	0.101189	0.075194	0.227538	0.403725	0.239437	0.108990	0.180566	0.314271	0.270503	0.112636	0.170806	0.347663	0.380422	0.236472	0.070173	0.091474	0.150467	0.590384	0.287542	0.504039	0.626158	0.338236	0.354635	0.565247	0.496543	0.376146	0.387397	1.068079	0.772248	0.122790	0.450915	0.197527	0.241528	0.209575	0.411896	0.841252	0.897626	0.147058	0.542517	0.448568	0.314019	0.406467	0.110975	0.513173	0.178469	0.112658	0.637497	0.162956	0.203505	0.503462	0.138811	0.278349	0.158165	0.208069	0.271156	0.037981	0.039264	0.189464	0.419684	0.557306	0.492578	0.220024	1.218519	0.212212	0.164409	0.254946	0.090228	0.507681	0.356719	0.073359	0.900360	0.302659	0.137542
14	0.383073	0.027795	0.692245	0.494710	0.345588	0.074002	0.128960	0.098943	0.065661	0.225603	0.403737	0.241894	0.111630	0.168211	0.305289	0.296378	0.106685	0.177580	0.347912	0.379807	0.192565	0.061121	0.086856	0.136064	0.590146	0.285133	0.565901	0.688537	0.238510	0.402768	0.546414	0.495497	0.375299	0.376432	1.059585	0.772138	0.114807	0.512339	0.195940	0.245406	0.208120	0.413845	0.836090	0.894485	0.147451	0.559633	0.445636	0.327239	0.405327	0.122427	0.513160	0.177849	0.102665	0.637498	0.130765	0.192352	0.422079	0.142195	0.302723	0.164228	0.197527	0.261945	0.036942	0.038720	0.186092	0.446830	0.458840	0.479148	0.221495	1.275204	0.248643	0.140075	0.247314	0.089777	0.505539	0.360998	0.078115	0.965984	0.291352	0.126747
15	0.390455	0.029409	0.690540	0.507934	0.318224	0.095889	0.129201	0.094418	0.066379	0.221241	0.413259	0.247399	0.121322	0.151057	0.324092	0.300826	0.107672	0.184995	0.354503	0.384521	0.150225	0.067148	0.120201	0.133019	0.591084	0.285003	0.644269	0.768824	0.225023	0.439584	0.502191	0.473306	0.347909	0.351519	1.023940	0.755447	0.102779	0.552629	0.188550	0.242849	0.206366	0.411350	0.826983	0.896065	0.147450	0.568893	0.441964	0.331632	0.386236	0.142743	0.512350	0.169477	0.097300	0.627090	0.102134	0.187034	0.319511	0.159627	0.313089	0.171646	0.199865	0.255870	0.035690	0.037596	0.178075	0.465204	0.360268	0.405469	0.221671	1.313110	0.260244	0.141535	0.242064	0.090819	0.503822	0.367444	0.079230	1.030380	0.293666	0.155622
16	0.393712	0.032260	0.683749	0.502053	0.310643	0.129655	0.134781	0.092658	0.060799	0.216175	0.456531	0.300230	0.130899	0.130233	0.453736	0.314814	0.100795	0.192504	0.358963	0.398440	0.134154	0.095012	0.143448	0.132928	0.580401	0.289613	0.679970	0.830919	0.227772	0.475654	0.461939	0.410795	0.311025	0.315289	0.952028	0.673629	0.095111	0.569184	0.180490	0.218887	0.199960	0.412776	0.797028	0.875542	0.139133	0.572530	0.439523	0.333396	0.313133	0.172518	0.520628	0.173002	0.095497	0.612483	0.087886	0.183401	0.269322	0.193278	0.314108	0.170415	0.200347	0.252556	0.040612	0.039033	0.173408	0.478171	0.320758	0.334801	0.221151	1.317743	0.257468	0.152413	0.200026	0.096632	0.497126	0.374715	0.077972	1.079953	0.292512	0.192404
17	0.382098	0.037560	0.683651	0.559262	0.304360	0.167997	0.149126	0.093690	0.058383	0.221872	0.490445	0.333789	0.137266	0.108501	0.512388	0.337869	0.081696	0.194722	0.357160	0.417054	0.140156	0.135054	0.149566	0.129206	0.549190	0.297688	0.696588	0.850746	0.197921	0.494529	0.433974	0.332204	0.300563	0.272621	0.879778	0.586770	0.095180	0.570491	0.174945	0.188608	0.160093	0.424108	0.717453	0.771494	0.096641	0.573250	0.437570	0.334029	0.257422	0.207978	0.527831	0.189119	0.061416	0.601969	0.157060	0.199425	0.222352	0.236918	0.312841	0.163926	0.200329	0.256101	0.048885	0.045960	0.167137	0.484240	0.312674	0.305548	0.201710	1.312641	0.256680	0.166734	0.181275	0.107557	0.497819	0.371120	0.076478	1.118597	0.289882	0.208478
18	0.378365	0.042507	0.705734	0.688102	0.214207	0.193461	0.157424	0.096891	0.056140	0.261895	0.518437	0.346986	0.138189	0.084096	0.525320	0.350016	0.064220	0.195774	0.345001	0.413607	0.140260	0.173797	0.148858	0.121742	0.520807	0.309125	0.700484	0.850784	0.120448	0.491879	0.415765	0.279689	0.239211	0.228739	0.851218	0.670269	0.093794	0.595579	0.173597	0.174603	0.156305	0.446111	0.650652	0.662688	0.083633	0.577517	0.434746	0.333868	0.190017	0.231634	0.527392	0.195095	0.049726	0.599681	0.405092	0.311577	0.142485	0.281819	0.312126	0.153426	0.202283	0.263943	0.079994	0.068773	0.167041	0.482185	0.313400	0.290383	0.128763	1.314913	0.256611	0.180469	0.181351	0.121441	0.498756	0.357124	0.077563	1.150507	0.270328	0.210393
19	0.378440	0.042983	0.734936	0.742670	0.203024	0.203594	0.159293	0.101887	0.053077	0.277738	0.520742	0.343733	0.153204	0.059778	0.540723	0.348274	0.064423	0.213786	0.318832	0.355014	0.120041	0.204557	0.156734	0.126002	0.502391	0.326850	0.707651	0.852114	0.110520	0.495845	0.401553	0.284908	0.192105	0.194193	0.873563	0.867267	0.083974	0.660818	0.167231	0.170058	0.150870	0.473399	0.623249	0.625669	0.089429	0.589497	0.408016	0.331416	0.169848	0.237424	0.527535	0.195234	0.050075	0.597370	0.523955	0.403161	0.117972	0.321660	0.312593	0.156944	0.207300	0.273388	0.092225	0.090391	0.148965	0.471682	0.321010	0.298447	0.102657	1.315768	0.254951	0.175458	0.172634	0.134139	0.501252	0.339260	0.073673	1.158414	0.235020	0.205130
20	0.378709	0.047891	0.726471	0.756458	0.182722	0.205060	0.159676	0.108522	0.063048	0.276139	0.537754	0.364282	0.177026	0.042823	0.595213	0.337741	0.056757	0.266272	0.297272	0.309580	0.109066	0.227407	0.167564	0.139844	0.492140	0.357317	0.756870	0.858162	0.111696	0.560411	0.398862	0.303091	0.181687	0.171127	0.900205	0.958272	0.078882	0.714704	0.178144	0.167259	0.161735	0.499129	0.620458	0.621879	0.102547	0.605314	0.363182	0.318039	0.167639	0.236490	0.525954	0.196114	0.053292	0.572617	0.541307	0.421514	0.090789	0.350064	0.309093	0.192177	0.203964	0.284850	0.095200	0.093777	0.100030	0.454214	0.307943	0.324797	0.101570	1.308883	0.234065	0.162494	0.121545	0.139815	0.525614	0.316700	0.071364	1.185275	0.207656	0.199102
21	0.382388	0.057080	0.641506	0.732239	0.112022	0.210954	0.159047	0.103089	0.095549	0.270273	0.538351	0.382727	0.173653	0.037993	0.623063	0.317376	0.054823	0.311990	0.283628	0.305554	0.107911	0.244971	0.179643	0.147113	0.465481	0.404465	0.794578	0.871569	0.117756	0.714472	0.396724	0.299707	0.169713	0.162045	0.878784	0.967352	0.079185	0.761330	0.289483	0.190374	0.169497	0.518270	0.619546	0.622064	0.107317	0.616512	0.341467	0.294312	0.171691	0.238988	0.510028	0.193458	0.055053	0.544759	0.551136	0.420171	0.088165	0.360122	0.293196	0.224113	0.180189	0.293064	0.113444	0.095683	0.096993	0.434291	0.303279	0.408238	0.100956	1.278895	0.199816	0.149160	0.117630	0.137500	0.646072	0.284904	0.070230	1.293981	0.207159	0.197679
22	0.380068	0.057931	0.591571	0.709454	0.130085	0.216384	0.152284	0.086844	0.094795	0.267379	0.507926	0.378304	0.166043	0.070158	0.651362	0.331051	0.057030	0.334879	0.265431	0.304459	0.108025	0.258936	0.190046	0.147166	0.398676	0.461832	0.807143	0.886193	0.122492	0.892759	0.396166	0.270168	0.166931	0.164544	0.799099	0.953491	0.074657	0.794923	0.361404	0.256502	0.173282	0.528127	0.605776	0.623652	0.105477	0.619829	0.342134	0.307902	0.184419	0.244643	0.487238	0.264941	0.057150	0.506464	0.615349	0.433990	0.065330	0.357625	0.279076	0.232928	0.178812	0.289521	0.118254	0.096163	0.094845	0.416478	0.317605	0.522767	0.097968	1.192368	0.190612	0.154880	0.112556	0.129961	0.785813	0.326902	0.065366	1.394789	0.195392	0.205729
