	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_01.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_02.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_03.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_04.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_05.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_07.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_08.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d	313_At_T2_sh_R_ND_10.c3d
14	0.064267	0.225561	0.308638	0.703459	0.119753	0.131163	0.149128	0.208192	0.025965	0.052889	0.135527	0.248991	0.202643	0.177610	0.732294	0.318701	0.148476	0.499856	0.059447	0.239958	0.071144	0.240582	0.138689	0.160689	0.182434	0.586880	0.210793	0.748952	0.138091	0.378049	0.260981	0.520719	0.053982	0.102844	0.270401	0.301457	0.054483	0.183557	0.164346	0.172122	0.044559	0.104535	0.281095	0.189387	0.039005	0.082113	0.262260	0.365219	0.090329	0.275395	0.184699	0.292580	0.047986	0.073258	0.233950	0.386433	0.071490	0.198925	0.181059	0.286751	0.110170	0.129381	0.590860	0.367216
15	0.071616	0.221264	0.351636	0.724588	0.119344	0.110267	0.130236	0.233349	0.029611	0.048458	0.132874	0.380707	0.202734	0.167568	0.723131	0.313014	0.114383	0.481461	0.058137	0.245603	0.068463	0.255832	0.174022	0.182210	0.171067	0.584685	0.291997	0.674865	0.125321	0.352056	0.214319	0.470970	0.046407	0.084166	0.299698	0.278815	0.056469	0.183646	0.151657	0.173630	0.041206	0.090000	0.229758	0.180752	0.034435	0.080589	0.196516	0.367514	0.094096	0.279729	0.183795	0.290168	0.047915	0.078165	0.226025	0.369045	0.076007	0.190598	0.177787	0.270005	0.110903	0.129371	0.585179	0.327023
16	0.080705	0.209174	0.374135	0.720517	0.104401	0.102448	0.147023	0.244638	0.032487	0.060560	0.130702	0.391794	0.195896	0.158565	0.691963	0.293818	0.118764	0.416156	0.059388	0.252431	0.072932	0.279046	0.175488	0.189782	0.153707	0.567719	0.331298	0.558339	0.105786	0.304014	0.214884	0.501886	0.046270	0.090387	0.294146	0.307865	0.056274	0.183859	0.132967	0.228052	0.039042	0.083317	0.128293	0.175319	0.034768	0.067441	0.203470	0.356078	0.093980	0.288400	0.184394	0.250037	0.047284	0.082247	0.212714	0.362451	0.070643	0.158275	0.180208	0.254751	0.111312	0.128026	0.540391	0.304323
17	0.078545	0.206573	0.384524	0.717452	0.095813	0.097028	0.181522	0.246656	0.034152	0.065459	0.186039	0.408793	0.190344	0.159695	0.630052	0.295024	0.144425	0.406466	0.061099	0.223405	0.074639	0.269772	0.174099	0.253610	0.141611	0.479494	0.324055	0.522544	0.097655	0.227868	0.208269	0.488283	0.047161	0.088584	0.295309	0.288704	0.053693	0.179507	0.133756	0.226512	0.042148	0.077072	0.101566	0.178359	0.039700	0.066646	0.225343	0.334276	0.095354	0.297579	0.192277	0.190084	0.046901	0.093631	0.206562	0.367170	0.086380	0.203706	0.176336	0.244779	0.111247	0.128532	0.473534	0.296939
18	0.073586	0.200473	0.384838	0.711514	0.065797	0.094523	0.191604	0.238389	0.041959	0.076729	0.216813	0.429841	0.150074	0.130488	0.647602	0.271607	0.149872	0.371171	0.064387	0.168490	0.064691	0.271741	0.171759	0.258499	0.139713	0.394661	0.319879	0.377804	0.081483	0.162506	0.235178	0.470364	0.055965	0.118071	0.316771	0.270380	0.052223	0.175722	0.137869	0.228441	0.030002	0.062073	0.099954	0.164489	0.045841	0.075615	0.263174	0.280037	0.095215	0.303838	0.182581	0.157772	0.051180	0.122453	0.193366	0.348825	0.092689	0.288513	0.179973	0.243316	0.103692	0.125351	0.470342	0.291439
19	0.076640	0.177388	0.387117	0.682743	0.052171	0.084014	0.181456	0.212794	0.043224	0.079158	0.234381	0.454511	0.125853	0.114703	0.492067	0.211257	0.139761	0.240149	0.105085	0.201864	0.067487	0.282241	0.187900	0.323207	0.141365	0.406225	0.319935	0.281832	0.070424	0.144730	0.316979	0.432717	0.055252	0.132260	0.310770	0.269280	0.041776	0.130642	0.122284	0.221569	0.034759	0.071359	0.077074	0.098516	0.047167	0.083735	0.252013	0.244305	0.102628	0.322882	0.170356	0.157528	0.072046	0.119460	0.181776	0.293919	0.116207	0.302753	0.177162	0.230860	0.080222	0.109554	0.468840	0.298286
20	0.087891	0.170155	0.414741	0.566058	0.050188	0.078717	0.175880	0.205568	0.048295	0.081778	0.287790	0.463946	0.053629	0.103975	0.397234	0.180252	0.152968	0.196032	0.191945	0.204456	0.068516	0.288717	0.219529	0.365789	0.132241	0.375667	0.316133	0.257893	0.072626	0.119370	0.323119	0.367574	0.077340	0.216202	0.297254	0.272759	0.042249	0.121541	0.117142	0.204578	0.034603	0.073619	0.053924	0.096685	0.074834	0.209591	0.273012	0.229808	0.114279	0.334996	0.145567	0.145000	0.086266	0.120621	0.179847	0.242804	0.154073	0.355622	0.154226	0.188933	0.076886	0.099566	0.399243	0.301714
21	0.094883	0.179373	0.393764	0.577998	0.037795	0.072494	0.163753	0.205810	0.050910	0.138945	0.314207	0.459237	0.041010	0.104060	0.377475	0.190237	0.168048	0.233443	0.197402	0.205310	0.076469	0.288499	0.233327	0.380669	0.116867	0.340063	0.311718	0.245609	0.076962	0.108921	0.339257	0.339883	0.084064	0.253127	0.294568	0.274047	0.048962	0.095080	0.112095	0.181286	0.034352	0.077094	0.053231	0.085179	0.102550	0.268995	0.281489	0.233521	0.147101	0.344607	0.134091	0.113210	0.089208	0.148650	0.170969	0.247289	0.155363	0.382523	0.129108	0.179768	0.061039	0.074134	0.301238	0.290105
22	0.094419	0.163782	0.382515	0.531180	0.031732	0.095471	0.161107	0.198071	0.051322	0.170780	0.313407	0.454731	0.052888	0.128136	0.378050	0.161570	0.180685	0.314974	0.210381	0.196184	0.085069	0.288852	0.259975	0.390943	0.111800	0.303718	0.294140	0.228526	0.069417	0.112698	0.351701	0.309697	0.093666	0.266625	0.273045	0.265927	0.052933	0.075782	0.093250	0.197721	0.034706	0.086902	0.054400	0.090338	0.131961	0.297236	0.281185	0.243869	0.153508	0.339544	0.101237	0.072833	0.091611	0.171953	0.161698	0.260231	0.158951	0.373882	0.162697	0.178902	0.042440	0.072724	0.316451	0.234516
23	0.097900	0.160239	0.366236	0.441440	0.057411	0.141382	0.159918	0.161986	0.052783	0.194103	0.313086	0.378126	0.053170	0.128142	0.381867	0.140433	0.180550	0.314158	0.224784	0.185911	0.087248	0.282499	0.268366	0.392375	0.151829	0.315175	0.296902	0.209379	0.061954	0.127439	0.349987	0.296760	0.100308	0.277296	0.228437	0.245268	0.049962	0.113924	0.090940	0.251150	0.035078	0.085543	0.057453	0.096855	0.133952	0.313771	0.281459	0.189263	0.163278	0.345389	0.092452	0.064913	0.092007	0.181970	0.154312	0.201367	0.164712	0.372143	0.226813	0.173109	0.043912	0.130053	0.377053	0.209841
24	0.103396	0.159283	0.317242	0.356740	0.074817	0.152141	0.162438	0.119579	0.062803	0.196942	0.313129	0.263607	0.057962	0.132198	0.368232	0.136968	0.181182	0.311615	0.241405	0.178613	0.085519	0.247405	0.264969	0.392573	0.165602	0.301360	0.314437	0.193881	0.061916	0.124360	0.351295	0.295312	0.154001	0.276216	0.261019	0.253871	0.050483	0.131254	0.088428	0.219919	0.028098	0.087109	0.062618	0.121203	0.137656	0.340809	0.282275	0.157750	0.172517	0.360083	0.091401	0.077325	0.092767	0.183743	0.151113	0.169541	0.162762	0.358591	0.232744	0.167598	0.045778	0.136871	0.371343	0.198989
25	0.099626	0.157102	0.277460	0.326894	0.076410	0.159143	0.223202	0.286311	0.070016	0.196517	0.301102	0.256632	0.060288	0.133016	0.249958	0.118440	0.171061	0.307209	0.248413	0.201396	0.085473	0.219521	0.241271	0.373125	0.160040	0.288505	0.297958	0.168332	0.070451	0.128395	0.347384	0.303681	0.222250	0.270267	0.294072	0.243639	0.050557	0.136714	0.078486	0.216780	0.039459	0.098212	0.061928	0.142903	0.141006	0.365039	0.261793	0.173169	0.173861	0.354715	0.121296	0.075812	0.094634	0.184287	0.151716	0.157928	0.160652	0.356155	0.250785	0.151066	0.045470	0.145523	0.371458	0.192941
26	0.096452	0.150812	0.263517	0.333336	0.081229	0.164044	0.213251	0.296775	0.068497	0.195984	0.263869	0.240183	0.059736	0.130885	0.248232	0.115894	0.155331	0.302137	0.250307	0.217816	0.077541	0.166418	0.237812	0.373076	0.161359	0.294828	0.264059	0.132533	0.075975	0.138678	0.350911	0.168304	0.239597	0.268212	0.276494	0.245216	0.061179	0.148253	0.067502	0.224611	0.052604	0.163345	0.057332	0.153740	0.149908	0.371774	0.226035	0.174366	0.172631	0.369437	0.217564	0.108629	0.098320	0.199341	0.159345	0.139466	0.160442	0.356154	0.255812	0.124112	0.045572	0.146924	0.396240	0.202670
27	0.099851	0.135142	0.258726	0.335488	0.081360	0.167721	0.220685	0.313926	0.064333	0.191675	0.256692	0.221222	0.060722	0.104694	0.235441	0.102400	0.142960	0.292568	0.249951	0.219026	0.075097	0.125340	0.238576	0.335223	0.161287	0.294976	0.245888	0.137305	0.089857	0.160317	0.347951	0.141361	0.293633	0.258821	0.266654	0.228807	0.069327	0.167823	0.075214	0.219183	0.053740	0.186526	0.060593	0.162318	0.163547	0.381724	0.212136	0.179458	0.171349	0.368751	0.255339	0.115850	0.098701	0.192852	0.172083	0.135191	0.152505	0.336760	0.247260	0.107578	0.045626	0.145883	0.422018	0.203543
28	0.112106	0.121438	0.258398	0.338323	0.082670	0.168649	0.240754	0.320258	0.064938	0.203567	0.231355	0.167449	0.062326	0.113904	0.221149	0.093412	0.149383	0.305763	0.240965	0.189522	0.073213	0.114495	0.238445	0.323995	0.159935	0.289884	0.251902	0.141175	0.125922	0.208839	0.279893	0.156635	0.350364	0.240231	0.261052	0.203000	0.070207	0.167488	0.080672	0.222343	0.061320	0.208676	0.063137	0.166438	0.164943	0.361002	0.164094	0.183851	0.167558	0.353452	0.255188	0.227793	0.091542	0.204244	0.175119	0.142515	0.148518	0.266836	0.249886	0.119565	0.045862	0.148176	0.427669	0.187675
29	0.113909	0.127058	0.247166	0.327851	0.085427	0.189922	0.251634	0.316783	0.059957	0.215291	0.167268	0.146899	0.101383	0.198723	0.221697	0.058568	0.136657	0.308139	0.299437	0.192664	0.071647	0.104522	0.232116	0.278262	0.161131	0.281569	0.266486	0.119357	0.138986	0.249476	0.249280	0.193512	0.351062	0.151086	0.264422	0.203709	0.065060	0.166802	0.081173	0.234731	0.062729	0.219841	0.144488	0.181836	0.145170	0.343244	0.174653	0.172748	0.153925	0.324727	0.255241	0.287010	0.074743	0.202511	0.173770	0.148659	0.131732	0.250041	0.277170	0.123183	0.043318	0.147234	0.444989	0.174347
30	0.104075	0.116273	0.174301	0.272554	0.090006	0.220756	0.257047	0.315127	0.077522	0.187724	0.121658	0.155281	0.193737	0.225706	0.224946	0.092748	0.114033	0.276286	0.409660	0.308471	0.074418	0.070663	0.202142	0.221126	0.156791	0.241269	0.282791	0.107522	0.134150	0.249707	0.238082	0.206186	0.351237	0.140010	0.270407	0.214175	0.055108	0.171179	0.094142	0.251458	0.064733	0.231683	0.245595	0.371999	0.134249	0.340048	0.190662	0.180860	0.110442	0.254898	0.261286	0.301065	0.080054	0.203001	0.186748	0.140447	0.082903	0.183348	0.281494	0.121762	0.042215	0.146377	0.449886	0.170672
