	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_01.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_02.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_03.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_04.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_05.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_06.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_07.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_08.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_09.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d	320_At_T2_sh_ND_L_10.c3d
7	0.700033	0.392556	0.334619	0.417102	0.339023	0.315202	0.333126	0.333432	0.235759	0.214902	0.235301	0.120717	0.440758	0.286276	0.331638	0.420930	0.120946	0.104982	0.229020	0.160377	0.286736	0.236121	0.450932	0.405847	0.092836	0.108029	0.406861	0.508416	0.201479	0.194344	0.433658	0.512360	0.406229	0.285023	0.256113	0.348006	0.337588	0.251475	0.368226	0.298760	0.238694	0.211426	0.215806	0.353865	0.265102	0.209374	0.380472	0.521112	0.134254	0.181023	0.348257	0.464336	0.204648	0.222622	0.567182	0.308600	0.234052	0.247972	0.331725	0.342641	0.208390	0.136625	0.661487	0.256627	0.161530	0.080422	0.485688	0.439139	0.335678	0.302762	0.608079	0.306515	0.402092	0.267412	0.195365	0.152658	0.175856	0.163596	0.650884	0.233159
8	0.700514	0.392322	0.395123	0.395092	0.396152	0.332706	0.335339	0.385856	0.237887	0.222181	0.276626	0.130584	0.430508	0.317326	0.318326	0.429666	0.120174	0.103415	0.212701	0.153271	0.286840	0.229154	0.453165	0.405978	0.093663	0.102207	0.395520	0.516377	0.193916	0.190500	0.435885	0.511736	0.368048	0.261377	0.310517	0.378923	0.344343	0.250182	0.365755	0.301319	0.278419	0.236276	0.223612	0.335286	0.199469	0.185049	0.384218	0.489816	0.169962	0.189846	0.344356	0.437549	0.195819	0.199344	0.587978	0.318255	0.230580	0.233783	0.346501	0.303219	0.180366	0.126853	0.689493	0.263112	0.187564	0.084575	0.487598	0.426056	0.345989	0.314571	0.653628	0.320250	0.360620	0.261332	0.190313	0.125236	0.116224	0.112651	0.681251	0.234773
9	0.701309	0.392346	0.399465	0.416923	0.402210	0.344078	0.334370	0.423319	0.220642	0.204461	0.320603	0.146508	0.443960	0.349487	0.267359	0.454739	0.115099	0.099439	0.213563	0.249739	0.288474	0.222922	0.454591	0.406838	0.085375	0.091194	0.387045	0.521821	0.188483	0.185285	0.416583	0.490139	0.362862	0.261257	0.425605	0.441387	0.341234	0.253514	0.361750	0.300037	0.292866	0.242404	0.230979	0.313639	0.183952	0.182063	0.400700	0.454205	0.182013	0.204473	0.345080	0.399433	0.190407	0.179683	0.570991	0.319938	0.219721	0.218472	0.376977	0.262078	0.132766	0.114609	0.696514	0.263933	0.206346	0.086179	0.495698	0.418303	0.353470	0.318163	0.671960	0.302984	0.333962	0.248628	0.235811	0.143122	0.103825	0.101591	0.704750	0.232561
10	0.701729	0.392582	0.393577	0.467823	0.425882	0.364063	0.346179	0.439729	0.204499	0.186966	0.344440	0.152210	0.459014	0.362361	0.259849	0.483161	0.110344	0.100651	0.257725	0.275083	0.285941	0.215958	0.450005	0.403647	0.084266	0.092177	0.344080	0.515497	0.188125	0.182678	0.402185	0.462860	0.369220	0.260663	0.430116	0.480482	0.343955	0.255545	0.336114	0.299523	0.295351	0.248304	0.229498	0.308265	0.184450	0.186548	0.428008	0.437392	0.280451	0.282970	0.343675	0.365284	0.192884	0.179330	0.527562	0.315972	0.213333	0.212837	0.377206	0.260205	0.126117	0.116112	0.688881	0.261585	0.212339	0.143913	0.560694	0.418128	0.414025	0.366144	0.674306	0.307634	0.254275	0.219925	0.301381	0.146603	0.109495	0.106849	0.727031	0.225905
11	0.701640	0.393648	0.464598	0.471819	0.436707	0.368448	0.370820	0.446445	0.242609	0.194338	0.346680	0.154982	0.458778	0.363400	0.324413	0.489822	0.116695	0.126476	0.302951	0.291213	0.244545	0.197271	0.442153	0.399000	0.083950	0.093357	0.333129	0.467178	0.188039	0.182461	0.452740	0.507725	0.374788	0.261800	0.417795	0.492444	0.340342	0.284404	0.329773	0.302168	0.350322	0.292931	0.228672	0.319681	0.196608	0.204229	0.479455	0.441021	0.368366	0.328221	0.327090	0.357946	0.216971	0.193738	0.484822	0.316182	0.208781	0.211806	0.357938	0.256373	0.131208	0.118781	0.683029	0.261578	0.278800	0.211856	0.646731	0.410920	0.485908	0.405117	0.675173	0.350522	0.243854	0.222251	0.352274	0.163665	0.112519	0.113802	0.745074	0.217834
12	0.705317	0.394149	0.608295	0.477179	0.439879	0.372421	0.387357	0.447546	0.263483	0.211346	0.346590	0.179108	0.457568	0.364100	0.441549	0.493481	0.128311	0.147963	0.347399	0.335284	0.213653	0.181064	0.423624	0.379782	0.083992	0.091774	0.307816	0.379853	0.188767	0.184172	0.558649	0.559111	0.374188	0.261930	0.405884	0.492483	0.330359	0.311043	0.346796	0.322121	0.419023	0.334033	0.227054	0.349685	0.213366	0.218570	0.518037	0.442168	0.377749	0.332512	0.324169	0.349473	0.244541	0.208119	0.452459	0.320804	0.209498	0.214376	0.300929	0.261737	0.132863	0.120225	0.665837	0.249682	0.292645	0.218456	0.669608	0.383991	0.492988	0.407449	0.682078	0.370139	0.246985	0.236897	0.372037	0.182430	0.115909	0.119064	0.742918	0.218720
13	0.693451	0.365110	0.664732	0.451944	0.442078	0.377384	0.404265	0.443837	0.267028	0.214551	0.346586	0.192229	0.447225	0.367065	0.554779	0.538233	0.138044	0.154071	0.362018	0.363018	0.210857	0.181347	0.397852	0.356148	0.084589	0.091013	0.274022	0.319542	0.184118	0.190128	0.617895	0.562708	0.375058	0.275497	0.413518	0.486493	0.331872	0.310913	0.346289	0.350038	0.449034	0.351929	0.220683	0.364155	0.220609	0.212294	0.542702	0.443096	0.377925	0.330426	0.333975	0.284459	0.246652	0.208808	0.446825	0.321050	0.190764	0.196198	0.291186	0.248992	0.138722	0.122135	0.645578	0.248994	0.297250	0.225096	0.662946	0.356904	0.473472	0.403745	0.680579	0.370760	0.254508	0.236934	0.376660	0.193106	0.117285	0.122595	0.721844	0.235900
14	0.601867	0.311093	0.667323	0.411056	0.441597	0.379393	0.413259	0.439983	0.305005	0.205717	0.346844	0.192483	0.446900	0.368985	0.599471	0.586498	0.145954	0.158419	0.376194	0.372771	0.207536	0.182412	0.405421	0.349409	0.081858	0.095814	0.253911	0.315436	0.177303	0.189465	0.647447	0.537024	0.391144	0.291290	0.416540	0.476855	0.333346	0.301200	0.341038	0.366138	0.460565	0.357869	0.201749	0.365291	0.217182	0.206973	0.545452	0.445383	0.376599	0.328253	0.336264	0.208316	0.247040	0.209986	0.447354	0.318575	0.153547	0.152522	0.285079	0.229038	0.141053	0.117008	0.659232	0.247531	0.303068	0.231638	0.671501	0.353366	0.465783	0.405632	0.658796	0.373331	0.251916	0.234601	0.378584	0.201030	0.106345	0.121361	0.702034	0.260503
15	0.423760	0.290894	0.676900	0.424777	0.438038	0.379380	0.404555	0.466849	0.318742	0.202610	0.348037	0.192879	0.448360	0.370436	0.608059	0.572554	0.141255	0.154672	0.373855	0.372584	0.201930	0.172616	0.430312	0.355792	0.072785	0.105488	0.190237	0.317427	0.172850	0.187184	0.671281	0.522747	0.391718	0.276135	0.412104	0.466782	0.331772	0.295071	0.341415	0.373422	0.459346	0.356105	0.198169	0.368314	0.209111	0.204026	0.545989	0.415145	0.374850	0.325272	0.334067	0.177838	0.248425	0.213150	0.445889	0.314224	0.119787	0.120984	0.242069	0.220188	0.142052	0.118818	0.679130	0.248752	0.302575	0.233054	0.681851	0.349098	0.469347	0.406817	0.620225	0.382698	0.248977	0.236506	0.407869	0.204222	0.102684	0.126406	0.677342	0.274383
16	0.302055	0.185749	0.688092	0.437799	0.440744	0.383035	0.416394	0.588471	0.322024	0.203761	0.342305	0.199404	0.445711	0.365415	0.605491	0.537504	0.143020	0.150657	0.373863	0.368000	0.147548	0.137745	0.451548	0.354576	0.071538	0.110143	0.167876	0.287198	0.153818	0.188014	0.678149	0.540927	0.342884	0.225434	0.403734	0.451411	0.331401	0.298969	0.351071	0.366143	0.457450	0.354055	0.202147	0.378416	0.178756	0.188393	0.552020	0.357894	0.373239	0.322155	0.325913	0.175842	0.248765	0.213894	0.443121	0.311225	0.106651	0.113581	0.267637	0.216709	0.143192	0.123000	0.694347	0.250210	0.302266	0.235114	0.685733	0.321075	0.475224	0.408490	0.582617	0.392534	0.249942	0.243831	0.461339	0.204620	0.078984	0.127283	0.659734	0.279670
17	0.238708	0.162671	0.689971	0.424479	0.445256	0.396808	0.438892	0.717818	0.323262	0.206936	0.370930	0.214832	0.447184	0.357703	0.605542	0.497516	0.138447	0.145167	0.371737	0.367187	0.131490	0.129194	0.414579	0.348474	0.070009	0.106742	0.140521	0.224862	0.124314	0.183980	0.660864	0.582153	0.322590	0.212538	0.403074	0.402258	0.298378	0.306926	0.330390	0.359379	0.458038	0.353179	0.204881	0.391378	0.168388	0.192065	0.552813	0.303274	0.373401	0.320303	0.318541	0.174558	0.238807	0.213767	0.440809	0.302329	0.133572	0.177074	0.545550	0.215056	0.139777	0.119585	0.700844	0.245046	0.295540	0.235317	0.686649	0.279836	0.471447	0.403034	0.545163	0.407268	0.252269	0.254653	0.486831	0.204591	0.083147	0.127311	0.670462	0.281228
18	0.137526	0.149173	0.640077	0.401619	0.446424	0.406224	0.459003	0.776854	0.323936	0.211615	0.448921	0.214780	0.466828	0.357182	0.601733	0.483641	0.138851	0.145182	0.365350	0.367214	0.122773	0.120628	0.335465	0.330171	0.065650	0.102679	0.109964	0.196376	0.109123	0.190397	0.624729	0.626976	0.309498	0.205685	0.404670	0.383568	0.268019	0.263421	0.304122	0.376728	0.458367	0.352671	0.204647	0.398864	0.185417	0.213804	0.547635	0.274528	0.371912	0.311649	0.315032	0.165626	0.223534	0.213090	0.434856	0.286344	0.177194	0.294963	0.566468	0.209509	0.119809	0.107021	0.705476	0.242227	0.293251	0.235370	0.686124	0.238862	0.464408	0.385616	0.534716	0.419845	0.241364	0.250294	0.505750	0.202715	0.090783	0.127097	0.719781	0.282247
19	0.139299	0.149990	0.617187	0.396978	0.445890	0.412399	0.475280	0.780533	0.324650	0.224794	0.469319	0.216500	0.490210	0.357198	0.594974	0.483580	0.162891	0.170216	0.365430	0.341056	0.115695	0.109188	0.283424	0.317931	0.054584	0.101580	0.114166	0.182642	0.106629	0.195689	0.624298	0.663002	0.308758	0.204237	0.407856	0.373078	0.208055	0.230468	0.304202	0.427644	0.459897	0.351599	0.192945	0.396236	0.192951	0.227015	0.550299	0.279426	0.365681	0.296037	0.295613	0.161339	0.221869	0.200955	0.447632	0.271688	0.219402	0.386107	0.551012	0.184017	0.112539	0.101616	0.706054	0.226923	0.289615	0.233659	0.674430	0.212912	0.455902	0.369474	0.552491	0.423279	0.220035	0.239067	0.526660	0.202202	0.091666	0.125270	0.806819	0.282448
20	0.138377	0.152510	0.622085	0.338076	0.445478	0.420333	0.475956	0.790368	0.324091	0.238426	0.450938	0.224352	0.496480	0.345491	0.625669	0.488428	0.182081	0.215069	0.352412	0.279525	0.113003	0.109109	0.305806	0.303772	0.056037	0.122473	0.299871	0.159269	0.107308	0.192793	0.639328	0.682292	0.313107	0.207458	0.369013	0.324556	0.214919	0.244044	0.317881	0.479550	0.458734	0.349010	0.187110	0.383809	0.196117	0.231558	0.550615	0.282673	0.360025	0.286357	0.293990	0.158588	0.189745	0.165621	0.518541	0.267791	0.294239	0.438921	0.526309	0.162637	0.107241	0.102141	0.659195	0.221376	0.282477	0.232577	0.602534	0.210303	0.432100	0.364551	0.589366	0.409942	0.205768	0.249236	0.532932	0.204523	0.092029	0.121650	0.871078	0.282554
21	0.139500	0.176786	0.622233	0.253951	0.445439	0.415908	0.506094	0.817703	0.321823	0.238924	0.443005	0.270613	0.434711	0.322581	0.660857	0.507108	0.191048	0.274438	0.318594	0.279508	0.109408	0.104772	0.309928	0.288834	0.065097	0.168331	0.452556	0.135089	0.112305	0.184745	0.662584	0.682287	0.349153	0.232368	0.455845	0.256669	0.208081	0.245418	0.309108	0.514590	0.462550	0.354049	0.187219	0.360337	0.195973	0.230916	0.550392	0.279636	0.343423	0.285703	0.293286	0.152973	0.166874	0.148067	0.581623	0.269373	0.352595	0.441817	0.524078	0.159669	0.098832	0.104189	0.585960	0.224644	0.283126	0.233504	0.538302	0.216931	0.426754	0.351901	0.679630	0.397928	0.213775	0.283074	0.532481	0.217931	0.093670	0.117865	0.884556	0.283130
