	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_02.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_05.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_06.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_08.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_09.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d	320_At_T1_sh_ND_L_10.c3d
8	0.419421	0.339638	0.229825	0.246217	0.301161	0.244337	0.372085	0.354320	0.378643	0.252326	0.432548	0.456436	0.245081	0.094825	0.343166	0.306439	0.405967	0.325314	0.445853	0.256041	0.109651	0.114655	0.285856	0.308260	0.597288	0.492049	0.220548	0.247638	0.635441	0.416013	0.263277	0.302180	0.327021	0.240643	0.328295	0.249735	0.316768	0.163236	0.218185	0.420622	0.094276	0.091319	0.122751	0.208814	0.158692	0.253188	0.297764	0.256490
9	0.446764	0.346255	0.232045	0.270389	0.302023	0.227095	0.466883	0.337138	0.342376	0.255236	0.437509	0.456912	0.234198	0.095958	0.342822	0.310558	0.408921	0.320504	0.514581	0.234713	0.101170	0.094319	0.307454	0.290380	0.571134	0.496280	0.301931	0.257340	0.631794	0.394611	0.292688	0.339744	0.322769	0.235866	0.333787	0.305610	0.321981	0.178603	0.216232	0.426410	0.086441	0.093781	0.123242	0.242891	0.160960	0.249520	0.296767	0.224775
10	0.651582	0.471121	0.265028	0.271951	0.303740	0.205857	0.484052	0.333096	0.327492	0.283461	0.445223	0.458832	0.221496	0.093921	0.343369	0.322894	0.417692	0.316952	0.592269	0.194793	0.102599	0.094850	0.318031	0.314310	0.594516	0.495639	0.338098	0.264437	0.630514	0.394419	0.283347	0.426751	0.315604	0.235686	0.327935	0.375190	0.424203	0.258646	0.226888	0.442565	0.081475	0.097551	0.149176	0.255651	0.163102	0.247604	0.302224	0.237098
11	0.707133	0.505851	0.306922	0.264952	0.295201	0.201042	0.485457	0.332389	0.328990	0.323638	0.452655	0.458014	0.216559	0.094066	0.375339	0.327229	0.406000	0.328773	0.644666	0.166030	0.102430	0.113961	0.334164	0.322977	0.599796	0.492556	0.338404	0.260540	0.627248	0.390867	0.260603	0.526010	0.311597	0.234831	0.320605	0.398261	0.515811	0.296055	0.265944	0.448723	0.083876	0.092280	0.157193	0.255830	0.151853	0.226443	0.315472	0.289897
12	0.719878	0.511735	0.320713	0.274069	0.311194	0.253807	0.485952	0.338841	0.308686	0.346094	0.449626	0.454116	0.229209	0.126902	0.432401	0.311442	0.391552	0.339561	0.648054	0.161086	0.112433	0.119504	0.397698	0.317092	0.597141	0.475055	0.337854	0.247565	0.613474	0.373943	0.264005	0.566672	0.312016	0.230073	0.314196	0.403123	0.531917	0.295052	0.288493	0.444293	0.104154	0.092194	0.159354	0.253787	0.146887	0.192673	0.332943	0.332319
13	0.728415	0.512326	0.363748	0.352299	0.358065	0.322460	0.486681	0.343302	0.284793	0.352529	0.452686	0.436226	0.249993	0.191969	0.473314	0.337578	0.381917	0.333438	0.635247	0.161783	0.121321	0.121353	0.393805	0.302489	0.595874	0.478004	0.340675	0.229348	0.589532	0.360084	0.268346	0.573250	0.308337	0.215100	0.303744	0.402577	0.529478	0.302939	0.298954	0.440959	0.110973	0.095443	0.195994	0.251748	0.147046	0.186851	0.378874	0.349569
14	0.730854	0.505046	0.377765	0.384357	0.459283	0.395485	0.519514	0.325892	0.262059	0.347211	0.452257	0.385244	0.273201	0.258051	0.469180	0.361219	0.373214	0.318184	0.634874	0.155678	0.163093	0.117014	0.387027	0.292389	0.527808	0.430812	0.346193	0.210030	0.570665	0.364080	0.269490	0.573975	0.299177	0.188505	0.302750	0.404621	0.526872	0.307519	0.308653	0.472977	0.109028	0.092776	0.209127	0.238453	0.145162	0.172907	0.398475	0.349467
15	0.726603	0.490701	0.389697	0.390299	0.474162	0.401003	0.563096	0.310588	0.288549	0.352121	0.440970	0.325981	0.278122	0.276494	0.467087	0.355927	0.369356	0.313905	0.649807	0.144574	0.169165	0.106994	0.378253	0.282921	0.454356	0.365463	0.352389	0.203538	0.545121	0.373082	0.319950	0.573575	0.291752	0.173094	0.293052	0.405376	0.522080	0.303506	0.289145	0.540535	0.108342	0.091282	0.203709	0.233689	0.131716	0.154632	0.402434	0.346288
16	0.676507	0.439353	0.386336	0.382670	0.462647	0.390967	0.563822	0.332822	0.304282	0.406471	0.418707	0.304542	0.278013	0.276683	0.485486	0.350204	0.367609	0.313300	0.682085	0.131758	0.173512	0.127977	0.376268	0.281436	0.437731	0.364342	0.357941	0.203768	0.531048	0.367459	0.335189	0.563278	0.291497	0.173347	0.262265	0.406091	0.515731	0.295033	0.284219	0.586318	0.103708	0.091269	0.201058	0.234695	0.106177	0.132003	0.405168	0.331623
17	0.615694	0.404072	0.386072	0.366957	0.444426	0.395547	0.554778	0.365524	0.346371	0.466787	0.390738	0.305008	0.275127	0.275511	0.504196	0.350159	0.360523	0.312611	0.701526	0.126296	0.174559	0.158934	0.371112	0.277563	0.435322	0.365096	0.363455	0.210620	0.506123	0.360162	0.335506	0.544205	0.293870	0.184341	0.238566	0.406965	0.495936	0.288206	0.304186	0.600422	0.103578	0.090452	0.198764	0.228618	0.108564	0.126993	0.390367	0.317888
18	0.592933	0.393797	0.367091	0.346791	0.441206	0.406233	0.548266	0.359790	0.346798	0.479630	0.351966	0.293380	0.272489	0.272326	0.500034	0.356087	0.343471	0.306290	0.700778	0.117110	0.169790	0.167454	0.343518	0.277992	0.433968	0.363883	0.361055	0.230286	0.474909	0.340206	0.336394	0.523606	0.293373	0.207620	0.242453	0.404939	0.488558	0.290668	0.314177	0.597393	0.106194	0.091905	0.194738	0.213153	0.109881	0.126518	0.344601	0.317872
19	0.509111	0.308913	0.345603	0.337601	0.443209	0.413307	0.544662	0.338054	0.344042	0.474393	0.321672	0.262281	0.270812	0.271804	0.490292	0.356915	0.334859	0.293342	0.698818	0.123105	0.169319	0.166204	0.300665	0.271531	0.388054	0.310461	0.357209	0.267600	0.361967	0.311034	0.329979	0.520805	0.274033	0.215075	0.245180	0.400121	0.488752	0.292495	0.315690	0.569773	0.112750	0.090999	0.193366	0.207672	0.116900	0.124272	0.318293	0.317053
20	0.234815	0.147152	0.304160	0.337327	0.449929	0.417702	0.541892	0.329576	0.323829	0.458395	0.308324	0.231467	0.270980	0.274155	0.502915	0.345357	0.329095	0.278606	0.698794	0.120264	0.172474	0.194691	0.315245	0.228012	0.334630	0.253770	0.357135	0.275182	0.305783	0.309014	0.325849	0.532231	0.279142	0.224955	0.239041	0.390889	0.489472	0.301060	0.316457	0.537148	0.126231	0.082944	0.191942	0.202125	0.134387	0.107113	0.322826	0.317468
21	0.182187	0.062586	0.263078	0.342138	0.452620	0.422409	0.540094	0.323986	0.294156	0.447819	0.307927	0.226008	0.270054	0.274533	0.561776	0.337077	0.255873	0.259593	0.697352	0.121367	0.220933	0.260413	0.329805	0.181295	0.300432	0.235092	0.355680	0.273268	0.278592	0.294645	0.328786	0.558340	0.233094	0.212314	0.228937	0.372295	0.484765	0.303147	0.327752	0.514502	0.136756	0.090166	0.191267	0.199289	0.167805	0.075529	0.328863	0.319338
22	0.127725	0.054376	0.226734	0.311336	0.460881	0.426101	0.533401	0.322481	0.287920	0.446632	0.312265	0.230521	0.271254	0.282651	0.642409	0.331297	0.250433	0.265511	0.673214	0.120554	0.292226	0.294474	0.344665	0.218455	0.303234	0.233691	0.343680	0.268562	0.289227	0.266368	0.320001	0.573587	0.210272	0.211088	0.223058	0.349049	0.477307	0.303201	0.361198	0.500789	0.142437	0.102296	0.191545	0.193511	0.199806	0.067867	0.325997	0.319867
23	0.088092	0.052509	0.173765	0.226528	0.479226	0.425837	0.485139	0.322814	0.287441	0.445980	0.319259	0.233661	0.288743	0.309711	0.635218	0.317773	0.247058	0.271616	0.628395	0.126773	0.312831	0.295324	0.295831	0.282967	0.315578	0.231409	0.332632	0.256470	0.280436	0.235502	0.277049	0.561629	0.229457	0.245468	0.226486	0.346270	0.457976	0.306769	0.377287	0.485731	0.140563	0.120454	0.191490	0.155758	0.199034	0.088800	0.329080	0.324541
24	0.087407	0.057510	0.106424	0.190280	0.503267	0.424860	0.381641	0.317768	0.283980	0.440873	0.322823	0.233900	0.301605	0.373829	0.626202	0.313237	0.228250	0.271906	0.548159	0.120774	0.315120	0.296218	0.471493	0.286574	0.327012	0.205400	0.306777	0.237361	0.283762	0.228597	0.265205	0.515417	0.267414	0.252844	0.219531	0.313349	0.477490	0.317728	0.376042	0.478602	0.146031	0.152677	0.178956	0.128960	0.204306	0.123105	0.328338	0.335988
25	0.084866	0.060640	0.131943	0.189854	0.512970	0.425738	0.334175	0.313413	0.280245	0.434818	0.326930	0.233993	0.381986	0.460975	0.624650	0.282221	0.230303	0.257238	0.452185	0.114675	0.291065	0.296383	0.816431	0.296688	0.317679	0.193971	0.212936	0.222776	0.292603	0.234474	0.263154	0.423525	0.277952	0.252544	0.189227	0.219128	0.486000	0.333217	0.374533	0.480293	0.147822	0.162885	0.183157	0.135106	0.217796	0.169493	0.324608	0.348475
26	0.078426	0.062647	0.153547	0.188518	0.513647	0.428191	0.329859	0.318027	0.278405	0.427091	0.321373	0.233924	0.415975	0.519223	0.619054	0.277528	0.212750	0.205663	0.408864	0.118259	0.297415	0.295618	0.877557	0.345502	0.264222	0.193765	0.191971	0.238128	0.310665	0.264195	0.258950	0.358770	0.277463	0.254470	0.190046	0.152377	0.434635	0.297399	0.374816	0.472014	0.137409	0.160446	0.196029	0.135850	0.218125	0.177904	0.319309	0.345303
27	0.088576	0.069367	0.164469	0.184348	0.498988	0.407411	0.329971	0.318073	0.278155	0.415395	0.303022	0.232127	0.415288	0.534283	0.610162	0.310171	0.167831	0.168743	0.410060	0.160900	0.307651	0.283579	0.892436	0.385568	0.260955	0.193842	0.192571	0.264543	0.314080	0.278327	0.252140	0.344525	0.273355	0.271171	0.217796	0.128000	0.309448	0.251073	0.361960	0.465012	0.127924	0.178436	0.165595	0.147268	0.215743	0.183936	0.306254	0.305164
28	0.128243	0.082234	0.164764	0.183084	0.473209	0.362795	0.330231	0.313019	0.273660	0.389409	0.290968	0.237048	0.390339	0.526173	0.624356	0.322970	0.152496	0.176387	0.391197	0.186625	0.324049	0.291648	1.018793	0.396450	0.249841	0.180740	0.203412	0.271089	0.290261	0.250675	0.255801	0.349356	0.268825	0.280119	0.247499	0.128348	0.272780	0.270656	0.358506	0.463876	0.122920	0.194551	0.138830	0.159441	0.215457	0.201214	0.278336	0.266092
29	0.167658	0.093928	0.168239	0.173465	0.388178	0.284754	0.295389	0.315983	0.269931	0.362993	0.286936	0.240060	0.368759	0.524691	0.684324	0.359710	0.145047	0.185535	0.352765	0.198160	0.341596	0.290994	1.064686	0.400175	0.217506	0.143033	0.208650	0.270693	0.267345	0.230020	0.223262	0.348114	0.270758	0.283277	0.310669	0.123279	0.281805	0.275415	0.363963	0.459221	0.141824	0.195988	0.137335	0.166572	0.217750	0.220374	0.210875	0.258746
30	0.192881	0.105660	0.168651	0.158743	0.331057	0.248869	0.175391	0.300967	0.270572	0.351841	0.273408	0.231216	0.361742	0.527106	0.735312	0.406918	0.135401	0.206667	0.288698	0.200414	0.361319	0.288279	1.062502	0.399826	0.201524	0.117457	0.215196	0.278446	0.253091	0.213489	0.195761	0.356067	0.271167	0.285939	0.416372	0.147145	0.282407	0.287915	0.352985	0.432856	0.207232	0.204179	0.156732	0.164397	0.215662	0.227890	0.188009	0.262061
31	0.198138	0.112861	0.172040	0.104701	0.325339	0.250545	0.124183	0.247322	0.270407	0.349327	0.274350	0.235811	0.362022	0.547049	0.734383	0.407737	0.134647	0.224870	0.188136	0.207911	0.363192	0.246652	1.056075	0.398856	0.202479	0.098662	0.212360	0.292908	0.248012	0.209174	0.186889	0.412760	0.271295	0.285379	0.521492	0.221768	0.284853	0.384266	0.341126	0.362156	0.227656	0.204885	0.160952	0.163219	0.214552	0.231036	0.170142	0.263243
32	0.198360	0.114609	0.177788	0.085046	0.318450	0.250583	0.120454	0.225587	0.249089	0.347546	0.286948	0.255178	0.362336	0.564494	0.718342	0.409472	0.133657	0.238947	0.145410	0.230781	0.315045	0.173023	1.043298	0.392191	0.203561	0.098703	0.234575	0.292685	0.251126	0.216369	0.182994	0.463847	0.269945	0.280839	0.532323	0.236728	0.283344	0.419058	0.339161	0.343843	0.236590	0.204431	0.164166	0.169056	0.214144	0.232824	0.155579	0.284920
33	0.201358	0.111585	0.365899	0.112367	0.316780	0.313142	0.127122	0.290448	0.234000	0.321538	0.306700	0.253871	0.366772	0.590848	0.721382	0.421029	0.138179	0.246917	0.133911	0.259931	0.271521	0.145989	1.059959	0.332764	0.203526	0.106405	0.239512	0.288661	0.254752	0.226314	0.187146	0.470419	0.265015	0.263761	0.531392	0.243841	0.283839	0.426387	0.325873	0.354348	0.234752	0.204559	0.174263	0.173732	0.213341	0.238406	0.154909	0.322369
34	0.209962	0.110422	0.495075	0.156318	0.313845	0.368616	0.125588	0.319064	0.157255	0.200038	0.323995	0.266644	0.374429	0.605108	0.729005	0.443710	0.159565	0.247171	0.229889	0.286363	0.259939	0.142754	1.065711	0.334089	0.204982	0.107654	0.239786	0.282491	0.254308	0.231455	0.208438	0.461071	0.264775	0.247572	0.529463	0.282489	0.283681	0.429786	0.317569	0.348484	0.229986	0.203728	0.175708	0.178926	0.217037	0.244583	0.156031	0.336795
35	0.217989	0.105949	0.520803	0.190228	0.307954	0.379847	0.128344	0.328348	0.123542	0.120594	0.338004	0.290401	0.377345	0.613437	0.724016	0.453825	0.185949	0.248146	0.307627	0.299541	0.258844	0.141500	0.864229	0.377187	0.210538	0.103590	0.273731	0.273699	0.242806	0.231042	0.235535	0.433594	0.252147	0.234973	0.533494	0.319610	0.282542	0.433810	0.321496	0.349370	0.223232	0.202291	0.199384	0.178918	0.226641	0.248650	0.154713	0.337177
36	0.227200	0.120437	0.656966	0.271469	0.306438	0.382647	0.128579	0.329515	0.121132	0.085897	0.364803	0.306947	0.376233	0.615639	0.692830	0.453468	0.204865	0.247206	0.318621	0.302737	0.250587	0.143912	0.701505	0.460418	0.209599	0.100696	0.298374	0.306117	0.198654	0.230352	0.236764	0.405699	0.243764	0.227864	0.542101	0.329784	0.281081	0.438893	0.321442	0.348071	0.220231	0.202524	0.227131	0.184425	0.232717	0.251526	0.168666	0.335366
37	0.219280	0.187125	0.697938	0.276497	0.302414	0.381622	0.129324	0.330486	0.095701	0.084273	0.382095	0.305223	0.369328	0.613445	0.604870	0.452857	0.225885	0.249164	0.324917	0.300094	0.275607	0.170618	0.685812	0.503033	0.200937	0.101291	0.305204	0.324861	0.183538	0.230833	0.236832	0.398783	0.243359	0.227231	0.588886	0.330247	0.285616	0.438285	0.313554	0.350458	0.222632	0.194407	0.269259	0.187094	0.227630	0.252482	0.211466	0.335963
38	0.230821	0.230075	0.699228	0.276055	0.276454	0.379790	0.136044	0.334108	0.093035	0.092152	0.383960	0.284646	0.352694	0.602420	0.595501	0.452805	0.226085	0.251149	0.376784	0.301777	0.334029	0.161570	0.609209	0.507478	0.196788	0.103261	0.307431	0.327786	0.185381	0.230946	0.236006	0.396899	0.209778	0.187006	0.679703	0.329515	0.290487	0.438023	0.278302	0.359074	0.228417	0.174910	0.356414	0.229533	0.232562	0.248626	0.218129	0.335011
39	0.236215	0.299073	0.708498	0.278135	0.226651	0.378414	0.137239	0.343341	0.113829	0.105316	0.382726	0.266647	0.347863	0.573165	0.604091	0.452908	0.218711	0.258499	0.422786	0.305192	0.341736	0.149149	0.468723	0.502184	0.184054	0.103514	0.325047	0.328458	0.184730	0.230052	0.236180	0.392499	0.148718	0.167645	0.744250	0.332633	0.286122	0.436349	0.243603	0.369895	0.239652	0.160464	0.373617	0.243735	0.243965	0.241443	0.214825	0.329972
40	0.232080	0.305774	0.728449	0.288990	0.167328	0.376026	0.131494	0.353954	0.146050	0.118316	0.375521	0.260087	0.269191	0.513291	0.606182	0.453348	0.217785	0.269968	0.475692	0.305335	0.487737	0.151972	0.457840	0.519836	0.166016	0.101716	0.337429	0.336896	0.173577	0.202904	0.235400	0.385585	0.140606	0.175129	0.773176	0.339787	0.250040	0.428972	0.239237	0.374463	0.254938	0.161309	0.449890	0.250995	0.235882	0.219162	0.225870	0.327417
41	0.235885	0.305129	0.731508	0.306300	0.150953	0.374112	0.123372	0.370564	0.165201	0.124118	0.361461	0.258881	0.188652	0.458760	0.592781	0.449822	0.216804	0.274057	0.532906	0.292426	0.519055	0.150473	0.530036	0.564525	0.157683	0.100407	0.340361	0.357445	0.180042	0.158107	0.238154	0.379851	0.152847	0.178447	0.786592	0.346299	0.207208	0.415029	0.240073	0.370802	0.266039	0.146534	0.510103	0.306484	0.225039	0.196375	0.241171	0.330074
42	0.306285	0.310152	0.725106	0.316765	0.150322	0.371847	0.119542	0.388685	0.165789	0.124288	0.405492	0.259036	0.153831	0.432956	0.561499	0.431538	0.217664	0.269905	0.547757	0.272492	0.521249	0.147835	0.589162	0.613340	0.159312	0.098906	0.350435	0.349747	0.194944	0.149523	0.250589	0.379028	0.152704	0.156283	0.784206	0.349578	0.204806	0.405547	0.236225	0.363258	0.274782	0.123445	0.578523	0.368487	0.223394	0.201678	0.280033	0.347561
43	0.478721	0.375772	0.567420	0.320812	0.146871	0.371887	0.117920	0.409468	0.179342	0.127112	0.654245	0.258775	0.146702	0.427847	0.510712	0.394431	0.225522	0.254836	0.549002	0.263120	0.528050	0.147208	0.592904	0.664346	0.159360	0.099516	0.350634	0.335194	0.199579	0.125340	0.229021	0.380559	0.152257	0.131205	0.782660	0.353429	0.190929	0.401455	0.220188	0.358468	0.287517	0.122135	0.617027	0.460125	0.223202	0.200089	0.365143	0.376379
44	0.475881	0.398528	0.557669	0.308090	0.136687	0.374256	0.117815	0.433246	0.180356	0.128471	0.775631	0.257712	0.147347	0.392346	0.414980	0.329035	0.234436	0.223046	0.554416	0.276623	0.527617	0.160284	0.560139	0.694889	0.151487	0.100567	0.342269	0.343675	0.199132	0.122793	0.221840	0.378763	0.144057	0.126462	0.771828	0.355318	0.155534	0.388874	0.196603	0.358300	0.267435	0.111774	0.673366	0.483130	0.221954	0.184259	0.409231	0.399988
