	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_01.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_03.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_04.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_05.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_06.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_07.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_08.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_09.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d	313_At_T1_sh_R_ND_10.c3d
7	0.023754	0.215655	0.396983	0.285187	0.046848	0.177154	0.131153	0.178788	0.010703	0.162969	0.155433	0.229638	0.063863	0.175622	0.168094	0.358485	0.015100	0.118631	0.238571	0.184322	0.062715	0.146581	0.084088	0.236254	0.028631	0.185079	0.074254	0.336902	0.032884	0.163545	0.355987	0.270094	0.013697	0.050885	0.072601	0.180247	0.014929	0.044011	0.153489	0.224685	0.035512	0.269468	0.131285	0.407537	0.052116	0.585136	0.393097	0.368517	0.033471	0.332981	0.245996	0.268464	0.043906	0.141032	0.313981	0.268551	0.025339	0.119685	0.134370	0.319162	0.048756	0.270292	0.565718	0.574270	0.022946	0.066651	0.104538	0.139779	0.017087	0.125939	0.519804	0.418719
8	0.025618	0.198586	0.415737	0.282934	0.048598	0.227455	0.132430	0.171043	0.009768	0.172831	0.156571	0.242225	0.054807	0.162530	0.306931	0.414110	0.019668	0.328268	0.238535	0.180327	0.052331	0.123961	0.109012	0.245247	0.026894	0.170103	0.083047	0.345652	0.032425	0.162410	0.368651	0.246768	0.010085	0.045524	0.073502	0.165571	0.021043	0.063040	0.243932	0.242754	0.038757	0.286113	0.168726	0.402312	0.048311	0.606737	0.401689	0.380705	0.033789	0.348378	0.262454	0.270766	0.039895	0.146697	0.356239	0.233482	0.025380	0.114779	0.161806	0.240477	0.053884	0.299230	0.585831	0.572925	0.023730	0.066222	0.116921	0.235849	0.025357	0.096792	0.565975	0.408631
9	0.032177	0.167837	0.492073	0.287962	0.050926	0.265629	0.158950	0.163331	0.007367	0.172724	0.163269	0.198365	0.036038	0.170373	0.377852	0.378570	0.020158	0.362234	0.237895	0.213862	0.051335	0.125824	0.153360	0.185431	0.025099	0.092356	0.088355	0.324366	0.032653	0.156099	0.437483	0.260675	0.008923	0.039609	0.074065	0.190613	0.027239	0.096645	0.351221	0.271164	0.031006	0.275860	0.167255	0.358673	0.046241	0.613148	0.400654	0.384828	0.033904	0.350308	0.294514	0.290345	0.035411	0.124398	0.358508	0.248455	0.027136	0.119663	0.163361	0.201137	0.052626	0.307775	0.600970	0.585105	0.022305	0.070027	0.132547	0.326645	0.028084	0.101610	0.644790	0.467869
10	0.032374	0.166260	0.535632	0.308196	0.052170	0.287396	0.193381	0.221239	0.009906	0.173573	0.174322	0.249113	0.033249	0.167768	0.393973	0.388357	0.025424	0.406082	0.248161	0.206496	0.059346	0.145925	0.164009	0.157008	0.022221	0.078772	0.119819	0.333185	0.036842	0.154961	0.518294	0.286840	0.008569	0.037366	0.076274	0.212155	0.029839	0.110857	0.369131	0.303585	0.026223	0.266602	0.257145	0.261699	0.040878	0.632583	0.392489	0.404376	0.033732	0.350591	0.341922	0.330010	0.041476	0.129540	0.374405	0.255236	0.027477	0.122185	0.174098	0.220603	0.050502	0.310080	0.660347	0.616211	0.018204	0.079678	0.138633	0.324024	0.034578	0.110655	0.701324	0.508844
11	0.031796	0.177506	0.553919	0.334673	0.057613	0.317910	0.184898	0.256267	0.014187	0.183814	0.179174	0.261971	0.033122	0.162561	0.412067	0.393369	0.031853	0.465331	0.264018	0.208673	0.076316	0.190076	0.167336	0.182166	0.019876	0.066746	0.136545	0.316418	0.039522	0.161396	0.544590	0.290859	0.008679	0.037469	0.199621	0.286670	0.030388	0.112553	0.398393	0.288119	0.026905	0.229558	0.281874	0.242480	0.040704	0.646301	0.264611	0.343237	0.033209	0.335946	0.369573	0.361678	0.048490	0.148705	0.389539	0.254103	0.029148	0.122058	0.190518	0.226409	0.049875	0.310191	0.730213	0.654374	0.013882	0.124784	0.141584	0.351919	0.046508	0.138582	0.729801	0.516364
12	0.031385	0.171418	0.542167	0.306672	0.059111	0.336569	0.204008	0.371494	0.016372	0.313741	0.197425	0.257134	0.033036	0.159978	0.434103	0.397736	0.036993	0.467581	0.276011	0.224649	0.074128	0.183431	0.166833	0.183810	0.017481	0.060730	0.133893	0.266940	0.044938	0.255458	0.542616	0.277001	0.010840	0.033193	0.263040	0.293828	0.033493	0.126288	0.458387	0.284618	0.026989	0.170324	0.316233	0.246502	0.041287	0.637982	0.237661	0.335448	0.031151	0.275801	0.372783	0.332672	0.045707	0.139287	0.400689	0.253763	0.031349	0.123415	0.208883	0.239973	0.051367	0.313338	0.790196	0.692346	0.018635	0.153751	0.143598	0.379875	0.049583	0.144526	0.737135	0.529727
13	0.028174	0.177752	0.472684	0.255049	0.059104	0.340626	0.266640	0.424509	0.017993	0.326708	0.156538	0.223507	0.033349	0.162013	0.460963	0.411293	0.038424	0.471781	0.276492	0.246156	0.072517	0.179944	0.180673	0.196502	0.017216	0.064369	0.154108	0.264949	0.039942	0.266751	0.541511	0.278239	0.011696	0.031582	0.283294	0.305562	0.035169	0.172115	0.504802	0.293609	0.029564	0.271252	0.356338	0.239646	0.035434	0.433144	0.174959	0.298745	0.031345	0.252211	0.372061	0.317443	0.048530	0.131733	0.403706	0.253864	0.030093	0.127286	0.219871	0.259234	0.063571	0.344755	0.830983	0.713993	0.019577	0.176280	0.142867	0.388478	0.050107	0.143615	0.727528	0.530005
14	0.026944	0.202396	0.405521	0.250058	0.058992	0.370456	0.280159	0.410856	0.020284	0.357673	0.182902	0.256421	0.033011	0.167734	0.494902	0.426829	0.038404	0.476201	0.275296	0.238752	0.077538	0.182255	0.222193	0.207053	0.014304	0.075539	0.181815	0.227537	0.040594	0.317528	0.529594	0.235655	0.011893	0.036732	0.353323	0.302100	0.038895	0.211030	0.532642	0.318873	0.025394	0.273305	0.348971	0.241526	0.035172	0.328355	0.098877	0.255479	0.026709	0.231966	0.356658	0.280401	0.051217	0.134444	0.404730	0.258318	0.027792	0.132794	0.221342	0.260553	0.073243	0.369984	0.851167	0.725218	0.019167	0.182982	0.138949	0.392339	0.049377	0.132114	0.676556	0.529327
15	0.025264	0.217819	0.419448	0.281420	0.059610	0.404559	0.392730	0.435946	0.022450	0.359964	0.184994	0.315893	0.030212	0.174187	0.506933	0.424943	0.037698	0.477067	0.237952	0.225388	0.083732	0.181234	0.258807	0.219990	0.011765	0.089594	0.203673	0.209505	0.041453	0.322062	0.471434	0.210386	0.015104	0.054019	0.394651	0.303920	0.039250	0.213450	0.545091	0.336249	0.031822	0.282789	0.379315	0.233205	0.036658	0.263074	0.080096	0.231464	0.018212	0.206471	0.302801	0.280573	0.051285	0.134831	0.405335	0.264285	0.028892	0.137377	0.220197	0.260118	0.076174	0.361517	0.855501	0.724061	0.018086	0.213637	0.128111	0.399119	0.049063	0.130232	0.572689	0.517480
16	0.037537	0.340545	0.353116	0.276582	0.053186	0.410635	0.482957	0.455221	0.023550	0.364869	0.175477	0.277124	0.019605	0.139542	0.450223	0.320007	0.037161	0.478183	0.189073	0.225847	0.085361	0.181581	0.273156	0.226980	0.011936	0.109529	0.208687	0.212875	0.043180	0.322955	0.465788	0.200498	0.016744	0.106542	0.409436	0.297689	0.039403	0.218237	0.535080	0.336202	0.035669	0.285835	0.394371	0.230199	0.033026	0.284068	0.193238	0.275377	0.022441	0.215528	0.296798	0.285164	0.051205	0.131300	0.402026	0.259170	0.034623	0.143849	0.217583	0.251877	0.076882	0.345810	0.847264	0.718520	0.018054	0.229032	0.114684	0.400722	0.048951	0.130260	0.552057	0.474042
17	0.039528	0.343664	0.287403	0.227038	0.053241	0.416169	0.514727	0.483456	0.022930	0.355903	0.189143	0.274781	0.014710	0.106538	0.388491	0.298208	0.036083	0.414220	0.201319	0.208597	0.085902	0.180837	0.267841	0.205668	0.015562	0.117590	0.205958	0.182240	0.046021	0.344851	0.390223	0.209302	0.017311	0.115322	0.412332	0.289522	0.038114	0.217095	0.513415	0.313511	0.035431	0.286312	0.335694	0.191452	0.032980	0.240819	0.268820	0.284494	0.022776	0.220746	0.285853	0.287321	0.051488	0.130167	0.377715	0.235948	0.034599	0.187403	0.181893	0.247803	0.076529	0.344856	0.797372	0.586392	0.018653	0.229205	0.110383	0.407184	0.049725	0.128959	0.572415	0.447750
18	0.046369	0.335693	0.259776	0.193383	0.052731	0.383803	0.519562	0.501185	0.027246	0.331180	0.169466	0.278381	0.015242	0.106663	0.352539	0.299399	0.038047	0.413385	0.195377	0.172749	0.085112	0.180880	0.245734	0.247295	0.019020	0.143750	0.208984	0.177941	0.042823	0.361360	0.286816	0.334991	0.020874	0.131557	0.418135	0.281351	0.033617	0.208340	0.461448	0.333977	0.037564	0.288861	0.323725	0.114689	0.038458	0.219688	0.282559	0.284245	0.027228	0.233187	0.266631	0.268632	0.051440	0.128299	0.310858	0.204673	0.033899	0.195988	0.156657	0.255403	0.071710	0.319801	0.723138	0.507310	0.017848	0.229815	0.094028	0.324649	0.057375	0.130019	0.553221	0.476661
19	0.046561	0.342339	0.260000	0.204407	0.050427	0.367998	0.506908	0.503017	0.032656	0.336117	0.163241	0.274873	0.027216	0.127147	0.362164	0.234069	0.053228	0.374709	0.178576	0.179003	0.081603	0.182183	0.236339	0.252509	0.020837	0.172597	0.237074	0.162897	0.041460	0.353374	0.223721	0.334967	0.025545	0.133648	0.406050	0.202834	0.030262	0.196780	0.430507	0.344756	0.035116	0.229068	0.279885	0.111243	0.037052	0.205905	0.328155	0.298502	0.038716	0.307688	0.206831	0.216171	0.050676	0.113382	0.263361	0.182939	0.034777	0.241310	0.164420	0.260022	0.063611	0.264529	0.650505	0.472932	0.021108	0.240951	0.082510	0.295279	0.071296	0.177328	0.476288	0.441753
20	0.047064	0.338554	0.262004	0.207049	0.048156	0.348856	0.502181	0.466898	0.037091	0.317054	0.167766	0.252924	0.035829	0.151338	0.346395	0.232510	0.057586	0.355717	0.174414	0.174332	0.062784	0.127561	0.246346	0.231067	0.020936	0.178685	0.239011	0.191801	0.035788	0.283698	0.259229	0.338254	0.027226	0.140227	0.345152	0.151363	0.029202	0.195389	0.436635	0.334089	0.038576	0.342991	0.258845	0.119162	0.032410	0.209335	0.352405	0.312477	0.040053	0.322216	0.146558	0.152617	0.050865	0.113610	0.260142	0.208148	0.037806	0.286388	0.185928	0.315597	0.063586	0.240412	0.653706	0.475521	0.023015	0.250401	0.085607	0.274899	0.076953	0.261278	0.403793	0.396352
21	0.050726	0.323819	0.255995	0.206580	0.038377	0.315403	0.505838	0.446081	0.046642	0.323519	0.157380	0.163555	0.038245	0.157630	0.316884	0.278463	0.056482	0.351266	0.249689	0.159415	0.054172	0.384060	0.263864	0.229513	0.022157	0.186077	0.235406	0.193939	0.035411	0.262296	0.265508	0.339585	0.026691	0.139998	0.334278	0.094262	0.028092	0.196667	0.388321	0.338430	0.031814	0.347958	0.247016	0.119695	0.029884	0.212249	0.356786	0.327550	0.040998	0.323007	0.135236	0.134473	0.045597	0.103756	0.233896	0.231219	0.038586	0.283133	0.237277	0.352276	0.070846	0.251286	0.642293	0.464513	0.021162	0.229536	0.088363	0.231539	0.075836	0.276501	0.347610	0.355699
22	0.049398	0.303876	0.146536	0.260693	0.036870	0.312597	0.487660	0.361587	0.046201	0.317232	0.175137	0.158503	0.040871	0.151587	0.261963	0.287953	0.057912	0.349026	0.290195	0.198528	0.062997	0.953547	0.263430	0.222441	0.025140	0.216570	0.229895	0.202613	0.029052	0.185442	0.318775	0.342076	0.027061	0.139669	0.279920	0.084988	0.035123	0.215984	0.318362	0.349663	0.028929	0.379737	0.151090	0.121411	0.029185	0.221021	0.352473	0.326689	0.040730	0.338113	0.136811	0.168872	0.036720	0.105060	0.194781	0.247550	0.039692	0.282130	0.340276	0.365718	0.073330	0.258601	0.579420	0.435089	0.018380	0.218192	0.090531	0.202535	0.084169	0.310921	0.326773	0.318057
23	0.038490	0.168025	0.105541	0.265059	0.036300	0.331560	0.472585	0.334173	0.045945	0.334113	0.181177	0.172123	0.042432	0.146547	0.216622	0.274869	0.058590	0.346317	0.291989	0.215776	0.058761	1.030000	0.245959	0.211000	0.026144	0.257467	0.215485	0.203633	0.030988	0.199784	0.355852	0.350125	0.027258	0.246755	0.203258	0.080270	0.040799	0.209582	0.255927	0.376817	0.029987	0.380803	0.151004	0.120154	0.032141	0.208862	0.284657	0.251626	0.041123	0.346316	0.129859	0.179312	0.035405	0.107654	0.145836	0.249382	0.040718	0.275561	0.396070	0.369541	0.073402	0.259244	0.489647	0.408117	0.017920	0.233928	0.089275	0.208485	0.086336	0.313990	0.343342	0.306452
24	0.036089	0.166217	0.101125	0.281448	0.033040	0.368556	0.441597	0.315998	0.047226	0.300272	0.189165	0.192361	0.043458	0.146130	0.225991	0.281367	0.059480	0.344547	0.298648	0.215064	0.054688	1.122210	0.254721	0.255771	0.028070	0.259058	0.196132	0.203527	0.028920	0.196149	0.355546	0.350751	0.028386	0.350185	0.136634	0.077014	0.042268	0.207832	0.216951	0.388252	0.033257	0.417190	0.149451	0.119561	0.031265	0.175018	0.259675	0.216964	0.043257	0.393239	0.139519	0.179025	0.024485	0.118413	0.108123	0.276308	0.040945	0.279818	0.406974	0.371774	0.071347	0.252093	0.396882	0.353825	0.019572	0.226180	0.086869	0.206801	0.086469	0.315573	0.364095	0.316886
25	0.029274	0.156720	0.127814	0.308702	0.028674	0.341878	0.326937	0.278557	0.044851	0.276887	0.192508	0.205676	0.043377	0.148659	0.246144	0.293795	0.059814	0.302851	0.322451	0.227725	0.053515	1.208690	0.245253	0.279954	0.031367	0.271889	0.184904	0.202825	0.023400	0.151620	0.351833	0.312455	0.031275	0.369393	0.133669	0.089435	0.043079	0.243282	0.207214	0.395033	0.065854	0.505785	0.126837	0.125746	0.025586	0.176267	0.251377	0.210184	0.043926	0.458580	0.153452	0.182776	0.018373	0.130234	0.095667	0.284144	0.039597	0.283168	0.459422	0.374571	0.059961	0.200565	0.317592	0.301244	0.023282	0.212768	0.120863	0.202094	0.086630	0.315933	0.373187	0.317966
