	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_01.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_02.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_03.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_04.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_05.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_06.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_07.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_08.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_09.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d	314_At_T1_sh_L_ND_10.c3d
7	0.516776	0.259400	0.127283	0.109418	0.119834	0.246650	0.070976	0.107881	0.087838	0.113580	0.166240	0.260356	0.093107	0.262061	0.202722	0.149014	0.095802	0.066196	0.152056	0.139636	0.094286	0.181568	0.068776	0.163151	0.063157	0.209695	0.087748	0.036542	0.019842	0.137351	0.097185	0.053638	0.080757	0.189459	0.048766	0.105180	0.184425	0.118044	0.098547	0.061083	0.450061	0.129852	0.111196	0.088874	0.044901	0.119384	0.096080	0.132106	0.090382	0.152215	0.018014	0.052565	0.053687	0.196181	0.107907	0.057936	0.080093	0.172629	0.087533	0.100229	0.084665	0.075333	0.080119	0.111220	0.039906	0.041138	0.057920	0.162782	0.065590	0.090735	0.080237	0.127466	0.463059	0.344010	0.062696	0.193027	0.080076	0.194021	0.063894	0.084664
8	0.526940	0.257424	0.083714	0.115279	0.112384	0.233615	0.091994	0.136749	0.086873	0.109961	0.154133	0.281980	0.094062	0.269017	0.195855	0.142333	0.061540	0.073174	0.171274	0.169126	0.097277	0.185579	0.069357	0.170747	0.063840	0.208742	0.109265	0.056388	0.029345	0.139498	0.100290	0.053027	0.053366	0.173951	0.048539	0.082247	0.182361	0.117696	0.105611	0.063527	0.463381	0.134656	0.119841	0.129996	0.051878	0.138113	0.103213	0.132905	0.058143	0.124994	0.029688	0.108788	0.053942	0.205285	0.106379	0.060422	0.069667	0.155037	0.118195	0.099423	0.080642	0.078191	0.082874	0.106739	0.050770	0.051658	0.069340	0.182712	0.064474	0.088122	0.082996	0.119601	0.469971	0.274274	0.071660	0.256565	0.078579	0.217889	0.067931	0.091306
9	0.524988	0.251417	0.081236	0.121336	0.101909	0.243883	0.111850	0.139060	0.071373	0.098155	0.132612	0.265168	0.099585	0.247248	0.204907	0.156524	0.103046	0.070961	0.168493	0.232627	0.104376	0.196598	0.068651	0.162330	0.064832	0.204824	0.110620	0.099522	0.031976	0.141553	0.101122	0.052846	0.037377	0.180891	0.045984	0.039050	0.181766	0.123385	0.095007	0.083390	0.528726	0.213765	0.131428	0.165816	0.087922	0.145908	0.110448	0.151526	0.060981	0.096492	0.060723	0.125027	0.052316	0.206031	0.106483	0.065164	0.074917	0.124950	0.131316	0.097233	0.075093	0.077245	0.083370	0.113963	0.059373	0.049337	0.067438	0.200374	0.065263	0.090116	0.085288	0.117994	0.371021	0.263886	0.072364	0.289671	0.075089	0.238095	0.065530	0.102188
10	0.523025	0.254002	0.078406	0.176664	0.100456	0.239531	0.118534	0.181943	0.123148	0.138196	0.138267	0.245555	0.090743	0.238533	0.224991	0.169845	0.100898	0.062874	0.162890	0.241573	0.102095	0.202755	0.062757	0.154167	0.065921	0.210734	0.111246	0.100207	0.032955	0.141671	0.109431	0.052630	0.060796	0.149520	0.026288	0.081310	0.171950	0.142222	0.087321	0.086536	0.630349	0.283797	0.152001	0.405148	0.099408	0.150292	0.114978	0.188095	0.059859	0.094894	0.076536	0.143655	0.051836	0.208475	0.108436	0.062568	0.061604	0.103778	0.157250	0.085836	0.075287	0.077264	0.099116	0.115606	0.064097	0.049874	0.068071	0.200410	0.065395	0.083357	0.099995	0.118036	0.367745	0.264304	0.071836	0.295817	0.073462	0.245634	0.068437	0.101931
11	0.486217	0.250255	0.082902	0.171582	0.095807	0.236926	0.145501	0.190925	0.166159	0.140723	0.094269	0.234330	0.072126	0.223668	0.228234	0.166420	0.102305	0.069295	0.128317	0.238761	0.105228	0.212552	0.061312	0.179720	0.063130	0.198549	0.111933	0.127756	0.033571	0.136574	0.111920	0.052350	0.077216	0.167733	0.082201	0.095921	0.159475	0.150126	0.088841	0.086663	0.662416	0.310230	0.165780	0.426875	0.099468	0.150087	0.120018	0.202437	0.077631	0.107770	0.089308	0.147398	0.052044	0.211857	0.105186	0.060287	0.066153	0.096325	0.173782	0.052209	0.076138	0.071985	0.101987	0.129547	0.064359	0.050852	0.055279	0.190482	0.069017	0.062194	0.109806	0.108815	0.352445	0.264210	0.069641	0.283247	0.074321	0.267582	0.075544	0.100503
12	0.423649	0.246744	0.095118	0.170732	0.095034	0.241052	0.170217	0.229962	0.188302	0.143329	0.094367	0.233178	0.069970	0.191773	0.228285	0.164388	0.097676	0.073060	0.080311	0.215080	0.106515	0.213123	0.063562	0.184078	0.057913	0.159064	0.099403	0.143762	0.040542	0.115730	0.173555	0.066024	0.094663	0.168304	0.092177	0.120874	0.152479	0.140909	0.084304	0.082939	0.636044	0.316897	0.242521	0.500415	0.099051	0.162167	0.116219	0.192416	0.083049	0.105036	0.091123	0.151560	0.038932	0.211987	0.102656	0.060520	0.134243	0.147797	0.181298	0.056087	0.063973	0.068645	0.105174	0.143520	0.064949	0.053970	0.055492	0.156410	0.065396	0.055956	0.104345	0.107181	0.349140	0.230893	0.063197	0.263254	0.090364	0.289807	0.074478	0.113206
13	0.190247	0.143660	0.103299	0.226209	0.108223	0.273328	0.243655	0.250656	0.239613	0.183163	0.095019	0.232057	0.064670	0.164550	0.215888	0.164957	0.093040	0.067723	0.037805	0.179328	0.102009	0.201026	0.096124	0.179854	0.096278	0.140430	0.088365	0.209649	0.045994	0.087529	0.181331	0.084072	0.096789	0.178924	0.112942	0.162115	0.136570	0.138945	0.076979	0.090313	0.574876	0.367551	0.231254	0.545404	0.099568	0.234488	0.112254	0.171387	0.145415	0.110981	0.093965	0.153047	0.038351	0.221374	0.092885	0.058719	0.144620	0.173227	0.184345	0.059411	0.051874	0.068922	0.107894	0.144404	0.055786	0.046702	0.091357	0.213660	0.056663	0.056907	0.104027	0.108398	0.347115	0.203586	0.057352	0.250622	0.095955	0.288429	0.074150	0.120814
14	0.153404	0.122299	0.123755	0.234086	0.120899	0.303667	0.238937	0.245826	0.272224	0.245418	0.092628	0.164482	0.055711	0.120345	0.172398	0.153557	0.045482	0.130859	0.037997	0.099401	0.069855	0.148871	0.136698	0.181399	0.104798	0.121257	0.085830	0.227281	0.048360	0.092731	0.182099	0.088056	0.099539	0.174721	0.115546	0.167693	0.101590	0.128675	0.075469	0.117298	0.528680	0.378670	0.232148	0.545442	0.137760	0.353540	0.079032	0.168762	0.158242	0.113281	0.095860	0.156984	0.037325	0.212303	0.090891	0.064214	0.155410	0.174930	0.161819	0.062583	0.058348	0.066885	0.116875	0.147304	0.051582	0.092890	0.095348	0.190857	0.048435	0.061654	0.110724	0.109260	0.302708	0.181431	0.046427	0.246657	0.099212	0.271735	0.074937	0.126173
15	0.149938	0.123914	0.131856	0.319699	0.138390	0.351887	0.273037	0.268564	0.274537	0.326984	0.086283	0.159103	0.056154	0.100312	0.157734	0.144342	0.050840	0.171263	0.039939	0.083129	0.068703	0.137608	0.136579	0.173118	0.106027	0.124656	0.074078	0.232210	0.050019	0.121934	0.189990	0.094922	0.101752	0.140288	0.116667	0.160962	0.103837	0.128298	0.073555	0.124221	0.475112	0.371413	0.231330	0.541015	0.142488	0.463507	0.075350	0.168278	0.168139	0.118292	0.092159	0.121345	0.039031	0.185231	0.089419	0.061800	0.197189	0.173905	0.148807	0.059905	0.057523	0.067199	0.120985	0.159424	0.044369	0.137327	0.101238	0.231159	0.051828	0.067191	0.116524	0.109662	0.081457	0.084139	0.025954	0.186080	0.097430	0.262171	0.079889	0.155092
16	0.161453	0.130007	0.150524	0.351919	0.151017	0.382977	0.273504	0.250749	0.267999	0.318754	0.060896	0.129037	0.052281	0.052218	0.156579	0.146206	0.104479	0.210147	0.056495	0.077193	0.066075	0.139470	0.144247	0.167896	0.106237	0.125059	0.119648	0.223827	0.051020	0.142120	0.220015	0.112579	0.089183	0.113426	0.115133	0.156791	0.103942	0.130232	0.072660	0.144800	0.324011	0.335639	0.218190	0.401986	0.123187	0.480585	0.093614	0.142724	0.192666	0.122507	0.073159	0.109355	0.040252	0.172822	0.078714	0.056125	0.208739	0.187305	0.109968	0.058381	0.049884	0.064181	0.118117	0.159973	0.057009	0.149191	0.106942	0.260241	0.065010	0.081378	0.117482	0.116140	0.068633	0.218259	0.022242	0.113545	0.102830	0.270916	0.080249	0.188039
17	0.204586	0.183066	0.158129	0.346506	0.160965	0.400974	0.262383	0.240622	0.254633	0.334175	0.061345	0.107635	0.043232	0.052092	0.140958	0.121826	0.122550	0.260811	0.066946	0.079460	0.052884	0.122569	0.148206	0.160419	0.105935	0.122485	0.124297	0.223200	0.050427	0.143573	0.226717	0.131825	0.064265	0.112420	0.088795	0.174507	0.105713	0.137557	0.057875	0.144370	0.211170	0.308194	0.214764	0.381612	0.124225	0.482250	0.097481	0.095692	0.193313	0.110069	0.059834	0.086914	0.041042	0.169418	0.069262	0.052967	0.201430	0.183683	0.091420	0.056554	0.045893	0.053931	0.114294	0.162669	0.081519	0.158533	0.105348	0.264924	0.069470	0.081918	0.117498	0.118262	0.065727	0.221462	0.019571	0.079484	0.104569	0.278302	0.080549	0.206829
18	0.201234	0.206448	0.148070	0.349782	0.217350	0.380967	0.243819	0.220229	0.240626	0.344437	0.052812	0.111191	0.038526	0.101609	0.087845	0.098193	0.156657	0.398491	0.079439	0.074806	0.047893	0.110017	0.148358	0.158550	0.107378	0.102357	0.134992	0.220464	0.047092	0.141839	0.225625	0.132719	0.057335	0.100947	0.098975	0.145338	0.114687	0.163524	0.069694	0.153014	0.165683	0.311392	0.110839	0.286718	0.131754	0.493487	0.093931	0.077718	0.186677	0.084571	0.042696	0.085770	0.041681	0.197834	0.066449	0.066015	0.173001	0.111906	0.038515	0.039261	0.045466	0.041943	0.121688	0.172763	0.082004	0.202199	0.118272	0.302365	0.069482	0.084077	0.115740	0.117949	0.055646	0.243309	0.014697	0.078831	0.106197	0.275515	0.073276	0.209144
19	0.192844	0.204018	0.140328	0.331716	0.226962	0.363038	0.180668	0.187683	0.188481	0.347653	0.099372	0.148041	0.035026	0.141904	0.095490	0.092401	0.165653	0.388192	0.083854	0.060077	0.042262	0.096205	0.148051	0.136035	0.103921	0.107258	0.145552	0.214795	0.044726	0.142629	0.224684	0.134359	0.059032	0.080636	0.094581	0.135287	0.129465	0.176440	0.095285	0.169087	0.134386	0.327091	0.081356	0.167690	0.132778	0.509961	0.094164	0.084443	0.185424	0.083577	0.040349	0.078434	0.041819	0.259293	0.067510	0.063235	0.165486	0.093737	0.024909	0.028845	0.047785	0.056721	0.120512	0.164208	0.083861	0.250301	0.084792	0.359297	0.067949	0.087788	0.119696	0.117270	0.041848	0.259350	0.021320	0.073783	0.106254	0.262224	0.077602	0.201853
20	0.176090	0.197370	0.123734	0.308322	0.330976	0.393363	0.172527	0.180237	0.143894	0.311023	0.119483	0.196518	0.035661	0.190627	0.139595	0.173168	0.162940	0.403999	0.142605	0.074307	0.035402	0.104748	0.145707	0.087014	0.078076	0.127354	0.145529	0.164857	0.043955	0.145648	0.221388	0.134365	0.061835	0.100834	0.097480	0.158025	0.135830	0.231269	0.099159	0.171824	0.113019	0.328973	0.063814	0.125442	0.133584	0.478839	0.102144	0.079200	0.137820	0.072471	0.036496	0.074019	0.062118	0.280168	0.063154	0.080929	0.134628	0.099906	0.087242	0.137885	0.050808	0.084933	0.100015	0.157887	0.095959	0.232070	0.095486	0.377127	0.068160	0.085332	0.119675	0.117072	0.036365	0.263715	0.055893	0.091892	0.105797	0.250391	0.079008	0.198146
21	0.155411	0.217614	0.111202	0.259250	0.380317	0.356628	0.090480	0.145615	0.148480	0.236005	0.149983	0.204309	0.040326	0.210339	0.152664	0.220646	0.141570	0.393122	0.141508	0.193387	0.053726	0.234454	0.142010	0.066054	0.065603	0.171823	0.144617	0.108603	0.043290	0.148551	0.217035	0.134554	0.057171	0.125361	0.099248	0.162280	0.136502	0.300043	0.099559	0.171220	0.082746	0.314776	0.048713	0.121846	0.088118	0.408236	0.103516	0.095714	0.132450	0.078390	0.032159	0.051632	0.091333	0.368937	0.061315	0.101189	0.092119	0.114160	0.087660	0.169361	0.048184	0.092145	0.096092	0.146541	0.120328	0.230660	0.101031	0.389077	0.065997	0.094510	0.102970	0.129675	0.037230	0.263028	0.057786	0.096092	0.103125	0.237882	0.069981	0.198430
