	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_02.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_03.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_04.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_05.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_06.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_07.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_08.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d	327_At_T1_sh_L_ND_10.c3d
14	0.122137	0.263789	0.466264	0.345093	0.106436	0.290968	0.334342	0.350928	0.292389	0.277676	0.392636	0.284315	0.596526	0.833459	0.519272	0.303581	0.167973	0.696709	0.301906	0.283318	0.365277	0.649301	0.303224	0.229799	0.175477	0.339211	0.160497	0.318368	0.105836	0.371503	0.252870	0.634618	0.227945	0.270715	0.224796	0.251339	0.099553	0.251408	0.320467	0.180594	0.186515	0.243267	0.236789	0.401894	0.167552	0.517046	0.599649	0.220630	0.070481	0.313121	0.130702	0.225122	0.106491	0.296168	0.267604	0.427668	0.441153	0.887505	0.386197	0.279738	0.149048	0.346837	0.578780	0.476048
15	0.128765	0.286832	0.467741	0.366704	0.106827	0.287758	0.482726	0.351836	0.284927	0.285081	0.396573	0.294266	0.521886	0.774419	0.530550	0.336271	0.151471	0.691887	0.303547	0.287772	0.193798	0.575520	0.359457	0.234074	0.207558	0.366290	0.128326	0.341689	0.112369	0.454047	0.248469	0.648586	0.229681	0.289500	0.266545	0.305028	0.105019	0.251978	0.332525	0.210197	0.190343	0.257904	0.248479	0.392602	0.184782	0.528558	0.620871	0.255063	0.070273	0.255626	0.138708	0.244557	0.107804	0.295862	0.284878	0.421866	0.463924	0.901974	0.431556	0.299901	0.149704	0.346247	0.570217	0.492298
16	0.121579	0.263822	0.467551	0.369068	0.104221	0.281328	0.560682	0.384247	0.263898	0.279802	0.422633	0.309251	0.449563	0.671077	0.536120	0.395549	0.147394	0.687963	0.308214	0.282503	0.168169	0.570656	0.373805	0.234878	0.210429	0.369523	0.119236	0.336550	0.112019	0.455538	0.257009	0.690365	0.234457	0.304066	0.274001	0.334033	0.105262	0.254319	0.334382	0.227206	0.192882	0.259868	0.257924	0.375197	0.199343	0.507949	0.635367	0.289380	0.071422	0.260934	0.138402	0.237180	0.110351	0.299743	0.330025	0.406211	0.462516	0.881448	0.451427	0.310818	0.149767	0.342282	0.570369	0.496973
17	0.121983	0.260673	0.468805	0.328305	0.105134	0.279423	0.565085	0.400131	0.227029	0.248166	0.428759	0.312573	0.265530	0.423323	0.547639	0.411860	0.145816	0.690443	0.301363	0.282126	0.161983	0.549833	0.385342	0.239477	0.220041	0.401468	0.107196	0.305713	0.124127	0.462874	0.267624	0.718211	0.229629	0.296223	0.273760	0.329611	0.117958	0.273516	0.342714	0.230568	0.211274	0.268763	0.258602	0.372813	0.192092	0.444035	0.689605	0.305891	0.075391	0.271411	0.142692	0.219077	0.110587	0.297539	0.341350	0.400226	0.452344	0.865832	0.456392	0.315461	0.150615	0.338963	0.570854	0.501699
18	0.121139	0.253358	0.452254	0.251794	0.119026	0.289464	0.574929	0.399729	0.224796	0.269175	0.437591	0.311729	0.202763	0.422891	0.544851	0.413381	0.138283	0.666713	0.299494	0.282818	0.156920	0.539520	0.403550	0.254734	0.300066	0.541994	0.136662	0.316774	0.140036	0.479189	0.328073	0.738496	0.222407	0.288710	0.265885	0.333069	0.130451	0.291731	0.328588	0.236649	0.203660	0.269168	0.259934	0.373456	0.187429	0.446672	0.724998	0.307543	0.086598	0.253444	0.171606	0.215995	0.108884	0.293277	0.338255	0.411053	0.436786	0.894826	0.458535	0.315574	0.150313	0.339315	0.571014	0.519904
19	0.110271	0.251324	0.375966	0.229172	0.120253	0.251629	0.577184	0.408987	0.213606	0.318504	0.449834	0.310998	0.196190	0.431896	0.544291	0.409644	0.116676	0.572460	0.300933	0.281379	0.128817	0.348317	0.399602	0.264057	0.361558	0.565182	0.142271	0.310124	0.142018	0.482003	0.338751	0.744952	0.216073	0.275698	0.289102	0.339545	0.132575	0.267022	0.318846	0.231796	0.210867	0.276182	0.256811	0.373307	0.186839	0.445899	0.733036	0.288630	0.088745	0.252304	0.173638	0.221351	0.102178	0.285733	0.341523	0.433825	0.427856	0.926591	0.459744	0.314607	0.153968	0.343189	0.584605	0.536602
20	0.095095	0.244876	0.364165	0.228984	0.119005	0.238320	0.584770	0.409688	0.204867	0.353864	0.449425	0.297237	0.192879	0.434330	0.533412	0.410645	0.120065	0.459784	0.290405	0.277010	0.095357	0.174066	0.396618	0.268413	0.366266	0.567372	0.138071	0.286337	0.138568	0.479540	0.330954	0.739549	0.209067	0.268742	0.298788	0.333289	0.126750	0.239502	0.321301	0.209411	0.235317	0.300858	0.258963	0.349324	0.186343	0.438049	0.748444	0.254790	0.092454	0.267461	0.198866	0.222872	0.113273	0.312500	0.364429	0.438304	0.429358	0.933240	0.453591	0.312889	0.151998	0.343127	0.608882	0.525009
21	0.090208	0.243480	0.362807	0.236577	0.113022	0.237419	0.583177	0.425149	0.200510	0.359552	0.410949	0.273077	0.192642	0.435614	0.510102	0.417552	0.152716	0.429870	0.248876	0.244536	0.090283	0.163517	0.392459	0.260343	0.382618	0.587903	0.136794	0.271943	0.137884	0.470810	0.351908	0.731285	0.220382	0.317320	0.302508	0.325553	0.129765	0.235521	0.322297	0.216631	0.290675	0.350323	0.240011	0.263545	0.185021	0.424388	0.761579	0.256959	0.091614	0.237736	0.199930	0.209132	0.133834	0.337735	0.395997	0.419368	0.444671	0.935371	0.446039	0.306603	0.151630	0.357915	0.615249	0.505023
22	0.090156	0.241679	0.339321	0.262674	0.106690	0.236990	0.580279	0.450042	0.197292	0.354701	0.395073	0.241310	0.190882	0.434929	0.465546	0.424428	0.163984	0.373067	0.189279	0.216227	0.079336	0.119458	0.443531	0.269462	0.407219	0.593754	0.136131	0.267370	0.140684	0.470995	0.389198	0.724336	0.234870	0.392023	0.306080	0.333075	0.130169	0.222447	0.326269	0.234340	0.355308	0.398253	0.237815	0.222653	0.174511	0.381434	0.770972	0.310244	0.103071	0.263227	0.198740	0.199333	0.138173	0.314987	0.406668	0.357119	0.415397	0.919160	0.444934	0.269978	0.149966	0.384517	0.590858	0.496072
23	0.090913	0.234688	0.259192	0.264599	0.105445	0.227006	0.586146	0.457999	0.197426	0.349771	0.374180	0.215335	0.192325	0.434551	0.484918	0.428270	0.157927	0.311896	0.186314	0.239458	0.064516	0.117510	0.496481	0.316249	0.396984	0.570292	0.134890	0.232999	0.141452	0.459861	0.431693	0.724133	0.226665	0.414451	0.297245	0.334798	0.121806	0.208568	0.311756	0.304014	0.385966	0.410538	0.244281	0.221177	0.157923	0.348085	0.742486	0.413472	0.112129	0.318267	0.187723	0.203607	0.134081	0.291357	0.412198	0.287809	0.364346	0.840299	0.444692	0.212922	0.144434	0.394527	0.508335	0.496144
24	0.082095	0.164021	0.209737	0.245145	0.097380	0.196243	0.595134	0.456647	0.200268	0.358546	0.333765	0.209864	0.193730	0.436444	0.404747	0.434360	0.217176	0.342512	0.180488	0.238813	0.072754	0.137105	0.514302	0.368544	0.371780	0.544609	0.134206	0.170688	0.141428	0.449431	0.437755	0.707633	0.180153	0.426376	0.270772	0.329980	0.116653	0.197153	0.252698	0.348849	0.390005	0.412926	0.236391	0.211013	0.157580	0.284248	0.661483	0.439157	0.120830	0.344909	0.184239	0.206899	0.127733	0.275207	0.416441	0.290759	0.350279	0.758643	0.433982	0.196237	0.137840	0.402635	0.377431	0.478962
25	0.076799	0.125750	0.200667	0.219089	0.096296	0.193646	0.585697	0.429307	0.195639	0.369450	0.298443	0.209621	0.191215	0.442714	0.322823	0.447978	0.277154	0.391078	0.158651	0.244201	0.104345	0.213415	0.513198	0.383719	0.369827	0.539754	0.136008	0.163129	0.139577	0.449122	0.436168	0.651886	0.173984	0.439494	0.267139	0.324490	0.116344	0.202975	0.252567	0.350189	0.403226	0.442772	0.217120	0.192588	0.172849	0.310946	0.631866	0.439915	0.126214	0.378171	0.180711	0.197388	0.124259	0.261224	0.397433	0.311694	0.365191	0.732045	0.405143	0.255685	0.134301	0.395414	0.357499	0.394395
26	0.079464	0.116468	0.201058	0.223621	0.096712	0.189926	0.588087	0.377837	0.200330	0.389943	0.275743	0.199790	0.189997	0.443669	0.311699	0.445810	0.290179	0.416069	0.132575	0.251203	0.126082	0.270485	0.509467	0.384429	0.367528	0.526335	0.134579	0.155089	0.132735	0.448919	0.442529	0.532825	0.174222	0.435784	0.259502	0.323316	0.117162	0.202646	0.265013	0.347995	0.477801	0.519994	0.219556	0.157168	0.172425	0.348599	0.593765	0.458859	0.134332	0.392433	0.176251	0.170715	0.137395	0.240468	0.383260	0.293742	0.376525	0.731755	0.329818	0.301731	0.102571	0.365421	0.320812	0.308252
27	0.075399	0.115772	0.210632	0.218876	0.095457	0.189602	0.514824	0.362612	0.204556	0.383631	0.274957	0.172233	0.187335	0.445183	0.286023	0.397242	0.289938	0.420797	0.123199	0.267830	0.128469	0.274287	0.483049	0.391242	0.320565	0.497592	0.107322	0.108336	0.115837	0.418431	0.432181	0.465672	0.174536	0.463679	0.217862	0.272128	0.115957	0.200439	0.256868	0.344870	0.515179	0.561332	0.203639	0.111399	0.157414	0.335522	0.569468	0.463637	0.135489	0.388411	0.177500	0.183859	0.151374	0.245570	0.370310	0.283042	0.371327	0.733415	0.302302	0.306217	0.094536	0.415566	0.281809	0.301277
28	0.077290	0.114383	0.187070	0.203549	0.103537	0.193854	0.385974	0.357737	0.175000	0.376201	0.229868	0.120474	0.136844	0.310418	0.296666	0.341787	0.290249	0.461654	0.119261	0.282581	0.128358	0.275596	0.442080	0.392711	0.238378	0.515934	0.065279	0.079956	0.101626	0.279044	0.423169	0.463468	0.166838	0.482032	0.204265	0.209953	0.116216	0.202559	0.254132	0.339471	0.520998	0.574380	0.191747	0.079324	0.156175	0.370656	0.557203	0.452096	0.136293	0.383138	0.184716	0.193169	0.152728	0.238734	0.341194	0.282806	0.325131	0.701696	0.271012	0.287233	0.099692	0.445107	0.276265	0.262567
29	0.073273	0.123353	0.171840	0.221047	0.123581	0.203610	0.298972	0.302654	0.167864	0.394506	0.184507	0.087243	0.077071	0.267757	0.280020	0.350953	0.292829	0.516587	0.122576	0.285741	0.136294	0.294315	0.424258	0.389579	0.213833	0.511751	0.060872	0.069094	0.101049	0.261539	0.421295	0.405666	0.156484	0.476935	0.203942	0.203944	0.116718	0.244359	0.240157	0.324800	0.523810	0.580641	0.182545	0.080815	0.164958	0.393472	0.494881	0.441663	0.133347	0.374635	0.172292	0.194328	0.152307	0.241612	0.313956	0.277423	0.305715	0.681393	0.192471	0.271794	0.113984	0.599617	0.274996	0.244946
30	0.074320	0.135843	0.171167	0.224421	0.107887	0.155408	0.295839	0.278643	0.176250	0.380202	0.163799	0.079065	0.071246	0.206652	0.278597	0.369501	0.301163	0.555257	0.125794	0.287156	0.137963	0.302933	0.413151	0.377626	0.194859	0.509444	0.069102	0.068256	0.096840	0.243479	0.424097	0.322439	0.155230	0.477320	0.205417	0.198873	0.102980	0.227112	0.223982	0.316907	0.516342	0.576612	0.199387	0.078082	0.166224	0.374603	0.437496	0.439526	0.138427	0.409159	0.152262	0.194409	0.154494	0.241785	0.316879	0.259486	0.303384	0.680183	0.147134	0.279674	0.131357	0.728627	0.274080	0.235860
