	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_01.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_02.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_03.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_04.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_05.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_06.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_07.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_08.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d	324_At_T1_sh_L_ND_09.c3d
7	0.639762	0.055517	0.212508	0.128708	0.441941	0.031693	0.810574	0.267641	0.528826	0.080668	0.230211	0.191847	0.144024	0.014752	0.664390	0.301686	0.407945	0.032222	0.486727	0.197709	0.158305	0.018357	1.039395	0.193676	0.300807	0.075464	0.230673	0.112749	0.232948	0.037921	0.674065	0.321449	0.264078	0.027360	0.192068	0.106617	0.080916	0.009271	0.543539	0.270441	0.371926	0.033943	0.333489	0.240031	0.173337	0.016593	0.334404	0.264217	0.593644	0.042429	0.283588	0.190071	0.067015	0.015880	0.457188	0.237461	0.484403	0.044681	0.264791	0.188724	0.104809	0.015554	0.613016	0.616280	0.435722	0.032816	0.177844	0.250426	0.198757	0.012763	0.375918	0.288557
8	0.625303	0.055246	0.229721	0.129492	0.444117	0.032148	0.891982	0.268390	0.481219	0.066866	0.232739	0.204066	0.137055	0.014458	0.689201	0.298110	0.405570	0.031975	0.477228	0.171818	0.155995	0.018083	1.025720	0.189252	0.290377	0.071613	0.224413	0.142843	0.306442	0.043540	0.693214	0.368446	0.267766	0.027415	0.195223	0.116922	0.090972	0.009949	0.542450	0.277010	0.387313	0.038753	0.331933	0.241048	0.162716	0.015608	0.335580	0.261653	0.566712	0.039087	0.264859	0.192646	0.047634	0.010193	0.433122	0.246458	0.471904	0.039836	0.313782	0.187675	0.110219	0.016031	0.676758	0.660965	0.432521	0.032826	0.198921	0.331848	0.198806	0.012745	0.371310	0.293127
9	0.606960	0.055998	0.234077	0.125520	0.439730	0.032965	0.970905	0.281847	0.424300	0.056555	0.227685	0.204534	0.117495	0.013116	0.694355	0.288267	0.403205	0.031667	0.482651	0.206507	0.153925	0.017834	0.986411	0.164283	0.285626	0.065019	0.205749	0.154943	0.355902	0.045630	0.696136	0.404034	0.290378	0.027509	0.197957	0.126767	0.090976	0.010728	0.540525	0.277423	0.420017	0.043350	0.331774	0.238989	0.171105	0.015502	0.346015	0.281137	0.521467	0.035553	0.231487	0.185428	0.047579	0.009797	0.417487	0.275560	0.469341	0.038772	0.357336	0.195586	0.119210	0.016845	0.736370	0.679688	0.434831	0.033442	0.223115	0.376568	0.189392	0.012101	0.370805	0.303717
10	0.606023	0.056117	0.234360	0.117795	0.426654	0.033533	0.994943	0.302367	0.441603	0.050523	0.217795	0.198657	0.093351	0.011897	0.683430	0.265146	0.379999	0.030024	0.537947	0.253119	0.147525	0.017816	0.919513	0.150713	0.287901	0.059101	0.190222	0.155692	0.369577	0.045792	0.688053	0.403545	0.296894	0.027199	0.198366	0.171364	0.090140	0.011707	0.530661	0.269543	0.451415	0.048189	0.321535	0.239134	0.177096	0.015982	0.370595	0.293606	0.488615	0.036169	0.212433	0.178206	0.051812	0.009918	0.420197	0.277641	0.457154	0.038756	0.379310	0.226559	0.129079	0.017919	0.764765	0.686287	0.443835	0.034643	0.228261	0.387516	0.139676	0.010220	0.376106	0.305573
11	0.603645	0.056108	0.239544	0.107796	0.397930	0.032881	0.980756	0.321919	0.519462	0.052789	0.213669	0.202151	0.086479	0.011717	0.678492	0.265246	0.354947	0.028699	0.574453	0.287667	0.141220	0.017909	0.841609	0.130584	0.279813	0.058857	0.185186	0.155979	0.401859	0.045535	0.660594	0.398860	0.386727	0.035904	0.213317	0.234910	0.092497	0.012392	0.507875	0.272617	0.444715	0.051420	0.281153	0.237939	0.174023	0.016142	0.382237	0.283663	0.499511	0.043394	0.217981	0.178159	0.055777	0.009625	0.421230	0.267850	0.444847	0.037388	0.398561	0.245733	0.133339	0.018725	0.765080	0.684587	0.459334	0.036108	0.222685	0.386974	0.118384	0.009931	0.388333	0.306150
12	0.514573	0.053198	0.241096	0.121972	0.354169	0.031739	0.942718	0.338641	0.566023	0.053838	0.222011	0.210056	0.087300	0.012197	0.692201	0.265046	0.352537	0.027951	0.590171	0.312953	0.137815	0.017909	0.782491	0.130291	0.298863	0.059284	0.185208	0.156139	0.524956	0.045934	0.637302	0.392758	0.467601	0.045758	0.254703	0.294786	0.092587	0.012557	0.491993	0.298816	0.452094	0.053624	0.246524	0.220640	0.173771	0.015930	0.375001	0.259925	0.450828	0.047307	0.218686	0.179970	0.057621	0.009046	0.437119	0.237922	0.286139	0.030269	0.427053	0.244811	0.133313	0.018785	0.750553	0.684776	0.470200	0.036980	0.223292	0.387172	0.114578	0.009974	0.390632	0.306181
13	0.419755	0.049759	0.243687	0.153438	0.342490	0.031622	0.921230	0.345676	0.584116	0.053268	0.233037	0.205583	0.087042	0.012325	0.712692	0.263550	0.327013	0.023534	0.614056	0.320529	0.136806	0.018176	0.752584	0.136196	0.329095	0.057961	0.185653	0.155263	0.566745	0.045398	0.605950	0.391207	0.481956	0.047237	0.303095	0.323311	0.096448	0.012910	0.490830	0.311951	0.460031	0.054138	0.263166	0.201737	0.179786	0.015364	0.359494	0.248349	0.519593	0.050263	0.219265	0.181094	0.060025	0.009351	0.459285	0.224895	0.137014	0.026247	0.434183	0.241118	0.134286	0.018687	0.751343	0.704479	0.477805	0.037238	0.214537	0.394314	0.111812	0.010008	0.392511	0.301457
14	0.390443	0.046849	0.242918	0.163558	0.317221	0.029128	0.926625	0.348075	0.577936	0.052859	0.234180	0.190785	0.088989	0.012302	0.731413	0.277913	0.282153	0.017964	0.614744	0.314503	0.120523	0.017345	0.747660	0.141411	0.377145	0.057341	0.194399	0.165101	0.568475	0.045436	0.590092	0.414086	0.470682	0.047464	0.327677	0.326428	0.095163	0.012734	0.484938	0.312942	0.458360	0.053264	0.282869	0.245759	0.182440	0.013591	0.348964	0.247282	0.591648	0.051656	0.237365	0.179799	0.062086	0.009600	0.417836	0.222350	0.127180	0.026181	0.439945	0.239924	0.136836	0.018531	0.786138	0.719437	0.472322	0.035120	0.208139	0.424120	0.106560	0.009961	0.392033	0.278682
15	0.366841	0.041868	0.234957	0.155618	0.276923	0.024357	0.935536	0.382491	0.586726	0.056553	0.232325	0.187871	0.089530	0.011842	0.743381	0.327173	0.228178	0.014029	0.604928	0.345554	0.068003	0.013188	0.739347	0.166986	0.419280	0.056931	0.239117	0.173488	0.569094	0.045647	0.597671	0.462650	0.466880	0.048161	0.334995	0.331161	0.091439	0.012476	0.468783	0.313519	0.458015	0.052783	0.283474	0.251157	0.182318	0.012173	0.352520	0.231720	0.623298	0.051783	0.278582	0.177345	0.063118	0.008786	0.328931	0.240830	0.138178	0.025144	0.454161	0.225637	0.137910	0.018098	0.818886	0.704699	0.450441	0.031467	0.232394	0.463998	0.099176	0.009743	0.379061	0.263559
16	0.368756	0.038916	0.222760	0.159787	0.251345	0.021262	0.938373	0.412258	0.708431	0.064140	0.231499	0.172855	0.089911	0.011397	0.733449	0.361655	0.199064	0.012831	0.602666	0.419927	0.061009	0.012346	0.666882	0.209961	0.428512	0.051512	0.290113	0.188398	0.569678	0.045597	0.566939	0.447898	0.484018	0.048801	0.335650	0.365589	0.088161	0.012564	0.456634	0.317306	0.458043	0.052574	0.287083	0.244153	0.182201	0.012148	0.366248	0.235603	0.629955	0.055282	0.298564	0.180478	0.063410	0.008966	0.299320	0.268406	0.152893	0.023217	0.464091	0.202654	0.134963	0.016716	0.825258	0.660470	0.418456	0.028280	0.291294	0.478389	0.092438	0.009341	0.360691	0.266832
17	0.361741	0.036721	0.250752	0.163269	0.217275	0.019632	0.922218	0.414770	0.830593	0.070115	0.237768	0.181665	0.089299	0.011308	0.699060	0.366845	0.167731	0.010715	0.657967	0.455740	0.053276	0.012241	0.525688	0.243920	0.430613	0.047680	0.311873	0.202986	0.570106	0.045480	0.527689	0.431484	0.519846	0.049286	0.412335	0.414874	0.085763	0.012148	0.447162	0.316065	0.455705	0.052094	0.281655	0.244304	0.184735	0.012786	0.374958	0.257643	0.694375	0.064604	0.298041	0.197609	0.069680	0.008989	0.297700	0.285009	0.163071	0.018706	0.486719	0.209869	0.123107	0.014586	0.809669	0.600110	0.375107	0.026088	0.320721	0.480122	0.085902	0.008701	0.345802	0.271921
18	0.292675	0.031462	0.262029	0.169229	0.193946	0.018604	0.880729	0.417177	0.864524	0.071450	0.235040	0.197985	0.089222	0.011373	0.664151	0.343477	0.109673	0.008617	0.714987	0.471601	0.053338	0.011570	0.455219	0.254055	0.432330	0.047455	0.316915	0.206308	0.569568	0.045295	0.463477	0.444765	0.518490	0.049120	0.534603	0.446359	0.082883	0.011039	0.446369	0.309250	0.455068	0.052158	0.271422	0.258000	0.185779	0.012965	0.357858	0.291829	0.720876	0.067390	0.312351	0.212025	0.079957	0.009960	0.309168	0.290718	0.163594	0.014902	0.542359	0.224592	0.106536	0.013029	0.735743	0.556255	0.324744	0.025276	0.326599	0.482235	0.077005	0.007404	0.335250	0.271766
19	0.289273	0.029557	0.259823	0.169560	0.180630	0.018017	0.818221	0.403679	0.872149	0.070900	0.208713	0.210319	0.090858	0.011263	0.657720	0.332585	0.110715	0.009221	0.742606	0.479162	0.075616	0.012073	0.438230	0.257054	0.434526	0.047778	0.317352	0.211364	0.568960	0.045078	0.367397	0.451073	0.510116	0.047963	0.570570	0.465859	0.081429	0.010782	0.436679	0.309271	0.477087	0.055221	0.258694	0.266449	0.179966	0.012973	0.344567	0.375674	0.707492	0.067085	0.354356	0.216131	0.087403	0.010602	0.370155	0.300179	0.170687	0.013690	0.595368	0.223799	0.099407	0.012884	0.673087	0.547427	0.312433	0.024935	0.323433	0.480149	0.069791	0.005815	0.306163	0.257189
20	0.289935	0.029373	0.246363	0.170916	0.175265	0.017921	0.765733	0.375232	0.875754	0.070435	0.213896	0.198126	0.092160	0.011273	0.666657	0.334394	0.111206	0.009156	0.770869	0.478752	0.114600	0.014388	0.427423	0.255950	0.442769	0.047524	0.305934	0.212578	0.569299	0.043831	0.313133	0.465461	0.504685	0.047375	0.582784	0.468698	0.080974	0.010699	0.397214	0.313502	0.512271	0.059401	0.273682	0.266711	0.172260	0.012268	0.334293	0.406666	0.714772	0.067283	0.419025	0.204215	0.095537	0.011155	0.409577	0.301106	0.174780	0.013185	0.615488	0.220705	0.098886	0.012869	0.660535	0.547511	0.271001	0.021337	0.312256	0.471771	0.071126	0.006162	0.276076	0.256108
21	0.289445	0.027083	0.244359	0.171474	0.167862	0.017796	0.742681	0.366724	0.877838	0.070085	0.219832	0.183677	0.092862	0.011403	0.679461	0.331694	0.107200	0.008611	0.776022	0.477636	0.123981	0.015371	0.434471	0.268957	0.435307	0.044940	0.297862	0.202219	0.553936	0.038972	0.320905	0.470520	0.534437	0.048788	0.586699	0.470548	0.083829	0.010788	0.349791	0.314740	0.539123	0.063620	0.274473	0.269697	0.159707	0.011278	0.331303	0.409164	0.731807	0.067715	0.440979	0.203766	0.100472	0.011409	0.415502	0.298194	0.175776	0.013142	0.620226	0.220146	0.100639	0.012642	0.659622	0.543076	0.229057	0.019809	0.307819	0.466471	0.065555	0.006319	0.276913	0.247132
22	0.289637	0.025073	0.225332	0.168456	0.155516	0.017273	0.740118	0.366666	0.877377	0.069625	0.219936	0.183327	0.093649	0.011300	0.675586	0.317022	0.100783	0.007700	0.775315	0.475797	0.124490	0.015237	0.435428	0.289535	0.421495	0.044431	0.297434	0.181809	0.515617	0.032125	0.277115	0.459596	0.567377	0.050119	0.587539	0.470719	0.088843	0.010935	0.362880	0.311046	0.589409	0.068278	0.263434	0.264321	0.142616	0.011057	0.326594	0.408212	0.737311	0.067865	0.439097	0.194242	0.101791	0.011470	0.421619	0.288437	0.178384	0.013447	0.619164	0.219272	0.102510	0.012545	0.654993	0.495302	0.227558	0.019824	0.307835	0.466478	0.058214	0.006070	0.296186	0.233842
23	0.289864	0.023867	0.221881	0.168237	0.148753	0.016827	0.740892	0.369711	0.877102	0.069161	0.212061	0.178516	0.092789	0.010581	0.649381	0.309427	0.088962	0.007637	0.774182	0.475841	0.127449	0.015074	0.454696	0.309359	0.429471	0.046004	0.297934	0.181945	0.477129	0.029846	0.228504	0.413742	0.580650	0.050717	0.586348	0.469229	0.091428	0.011362	0.398974	0.283399	0.650702	0.070168	0.262242	0.257733	0.136100	0.011078	0.329718	0.415169	0.739088	0.067949	0.434246	0.189718	0.101503	0.011497	0.426331	0.287991	0.180518	0.013594	0.611052	0.219416	0.100425	0.012307	0.611987	0.411287	0.234060	0.019911	0.307625	0.458973	0.055084	0.005979	0.299479	0.223824
24	0.291083	0.023861	0.232264	0.169445	0.149266	0.016832	0.732538	0.370615	0.876786	0.068394	0.198606	0.166711	0.086926	0.010214	0.599629	0.310143	0.110417	0.013608	0.772007	0.472233	0.132466	0.015101	0.543899	0.324056	0.480215	0.049066	0.307415	0.222959	0.446602	0.034132	0.226220	0.383493	0.587405	0.051577	0.585989	0.466014	0.081604	0.011135	0.410289	0.268702	0.653329	0.067817	0.273846	0.257183	0.132001	0.010838	0.338667	0.427952	0.740597	0.068000	0.435249	0.189650	0.101493	0.011453	0.429779	0.283180	0.180776	0.013500	0.588856	0.219524	0.093025	0.011548	0.532577	0.347844	0.258749	0.020623	0.299427	0.412160	0.054459	0.005975	0.288496	0.210418
25	0.294094	0.024313	0.236885	0.169745	0.145289	0.016371	0.689947	0.370677	0.875614	0.067146	0.212096	0.162929	0.076554	0.010029	0.543410	0.309897	0.156413	0.020662	0.754775	0.451937	0.136892	0.015278	0.583888	0.328706	0.496891	0.049915	0.328968	0.286800	0.441575	0.044211	0.225599	0.387098	0.587602	0.051050	0.584862	0.444745	0.081365	0.010442	0.403603	0.269064	0.626764	0.065637	0.288679	0.256947	0.093885	0.009219	0.324218	0.423001	0.743887	0.068073	0.432844	0.187647	0.100812	0.011212	0.432727	0.256683	0.180936	0.013561	0.560963	0.216421	0.081146	0.010325	0.447551	0.312823	0.280869	0.021011	0.278534	0.359532	0.054669	0.005754	0.270511	0.208942
