	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_01.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_03.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_04.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_05.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_06.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d	302_At_T2_sh_ND_10.c3d
9	0.206322	0.243407	0.170473	0.499165	0.198736	0.202644	0.333953	0.185085	0.148429	0.131781	0.370791	0.289757	0.307306	0.229938	0.195421	0.183922	0.079815	0.124685	0.192327	0.117169	0.063449	0.074733	0.378288	0.143514	0.125014	0.129323	0.243616	0.271355	0.044004	0.090653	0.201848	0.149236	0.100369	0.169844	0.087443	0.223197	0.423157	0.346337	0.219074	0.088111	0.045540	0.075471	0.196626	0.228829	0.102864	0.093313	0.196147	0.106759
10	0.204105	0.235592	0.173238	0.437369	0.200633	0.210004	0.310485	0.185452	0.138825	0.129718	0.420127	0.291379	0.272153	0.212025	0.201811	0.208924	0.065987	0.120996	0.195080	0.110554	0.078658	0.069515	0.357971	0.138612	0.127821	0.136755	0.253326	0.438583	0.066903	0.091044	0.199148	0.161102	0.100397	0.169306	0.089889	0.202038	0.420597	0.348279	0.232184	0.090136	0.040027	0.078032	0.170081	0.205556	0.088030	0.102942	0.193369	0.102544
11	0.204379	0.235618	0.145240	0.398985	0.201197	0.212811	0.295321	0.187548	0.139364	0.132388	0.427806	0.292686	0.262135	0.211478	0.219536	0.211774	0.058585	0.115694	0.194337	0.109331	0.089727	0.074082	0.354054	0.115550	0.130924	0.143851	0.242777	0.511473	0.127773	0.115199	0.203050	0.173385	0.089675	0.152592	0.087880	0.202225	0.419899	0.350119	0.239223	0.101584	0.042353	0.074068	0.172380	0.195647	0.082752	0.109490	0.187948	0.103081
12	0.204400	0.235099	0.142024	0.397679	0.193319	0.212043	0.304007	0.193116	0.138234	0.131988	0.433810	0.291657	0.262284	0.208233	0.223904	0.208248	0.058790	0.117077	0.187468	0.113434	0.092972	0.072579	0.295491	0.152444	0.130625	0.140353	0.282411	0.528404	0.153708	0.121041	0.244310	0.179632	0.079755	0.131279	0.054441	0.205124	0.420050	0.350505	0.246943	0.115035	0.048020	0.065116	0.182138	0.194078	0.083904	0.111411	0.185149	0.101991
13	0.206304	0.235246	0.143926	0.382660	0.174264	0.207091	0.323065	0.199063	0.135958	0.129630	0.425091	0.247751	0.219353	0.158793	0.220061	0.215366	0.057880	0.123027	0.188031	0.123477	0.092784	0.081630	0.264308	0.183537	0.130464	0.131176	0.339350	0.549989	0.161124	0.120419	0.290378	0.179301	0.067899	0.108737	0.065922	0.202271	0.422521	0.351630	0.254049	0.121166	0.050597	0.065855	0.180110	0.172187	0.068515	0.098413	0.186270	0.100339
14	0.209331	0.235723	0.141907	0.311144	0.164473	0.201781	0.402153	0.202036	0.129423	0.125133	0.334493	0.211594	0.068387	0.072376	0.226170	0.217697	0.088650	0.146794	0.197475	0.134676	0.097200	0.111548	0.247627	0.183475	0.135123	0.134261	0.390914	0.612257	0.161623	0.127013	0.306158	0.169640	0.051268	0.085622	0.097200	0.229762	0.422633	0.350770	0.258701	0.121201	0.048983	0.066813	0.136925	0.092194	0.053818	0.088520	0.176231	0.094952
15	0.191701	0.207601	0.135579	0.233139	0.162376	0.197504	0.484195	0.230835	0.122402	0.131171	0.319077	0.208549	0.056824	0.087034	0.238264	0.220960	0.097102	0.150950	0.179514	0.136113	0.101139	0.121479	0.216618	0.192756	0.157683	0.179077	0.400471	0.641935	0.208240	0.167375	0.306171	0.166963	0.046999	0.064662	0.155293	0.260296	0.412010	0.338328	0.258862	0.123438	0.043466	0.053502	0.110453	0.083511	0.050355	0.088843	0.155799	0.093338
16	0.148827	0.145208	0.137313	0.231303	0.161997	0.195022	0.508317	0.236088	0.107286	0.133503	0.307631	0.174443	0.056812	0.100330	0.238746	0.219373	0.096947	0.143306	0.177649	0.158655	0.102330	0.122526	0.246999	0.228264	0.184390	0.216639	0.400009	0.670049	0.305264	0.220354	0.305244	0.182711	0.066532	0.070432	0.158213	0.262626	0.379065	0.306318	0.259974	0.131267	0.053280	0.096585	0.108689	0.090055	0.047131	0.092236	0.126486	0.087830
17	0.122398	0.114923	0.136187	0.239612	0.149478	0.197993	0.503358	0.220141	0.093287	0.145454	0.252898	0.081314	0.053061	0.101057	0.238724	0.223034	0.096228	0.133491	0.173176	0.209198	0.100153	0.137193	0.255998	0.233688	0.184730	0.230275	0.393532	0.677015	0.326559	0.227808	0.332017	0.222998	0.066950	0.072050	0.158861	0.302123	0.318221	0.261318	0.254859	0.135835	0.055402	0.112326	0.107561	0.141680	0.043671	0.093600	0.127821	0.085771
18	0.103084	0.100569	0.135758	0.232998	0.125989	0.202937	0.482720	0.217790	0.077023	0.138128	0.160799	0.068735	0.043202	0.099990	0.235993	0.237407	0.096047	0.128493	0.183951	0.213864	0.094735	0.141268	0.253354	0.229223	0.180059	0.227918	0.345810	0.650046	0.329197	0.225575	0.368167	0.268970	0.071777	0.092481	0.175192	0.405550	0.268705	0.235328	0.224632	0.135666	0.088678	0.145576	0.108640	0.187737	0.039241	0.094335	0.107624	0.083739
19	0.091498	0.095347	0.116380	0.203086	0.127068	0.193548	0.471054	0.217508	0.066502	0.132630	0.130097	0.064093	0.043934	0.100853	0.257337	0.254648	0.100808	0.129806	0.235498	0.211782	0.085013	0.142194	0.262265	0.233875	0.179014	0.223621	0.336423	0.546040	0.330375	0.220544	0.381384	0.302063	0.071853	0.093454	0.177878	0.434536	0.258646	0.232332	0.210862	0.131077	0.135567	0.211097	0.108458	0.204453	0.035829	0.094077	0.095769	0.069615
20	0.084889	0.090437	0.084653	0.177037	0.121210	0.181667	0.466738	0.213235	0.068003	0.141041	0.126739	0.063021	0.047786	0.099813	0.278631	0.254101	0.098501	0.128923	0.246756	0.251954	0.092383	0.154330	0.275188	0.229042	0.178878	0.223753	0.338598	0.478242	0.330156	0.218317	0.387267	0.315767	0.073056	0.095607	0.180151	0.419792	0.249066	0.217220	0.210959	0.125712	0.137732	0.214161	0.085769	0.205651	0.040694	0.087830	0.093279	0.053508
21	0.085412	0.089471	0.081586	0.166030	0.136366	0.191590	0.455040	0.217446	0.070236	0.155395	0.137584	0.069192	0.048053	0.096451	0.283022	0.235995	0.100981	0.132819	0.271921	0.352235	0.094312	0.167120	0.299112	0.196327	0.182243	0.228520	0.293526	0.459861	0.329873	0.219688	0.386639	0.318197	0.073782	0.096091	0.179980	0.420805	0.211012	0.178489	0.216448	0.128920	0.144233	0.216967	0.096832	0.225737	0.040897	0.070342	0.088452	0.061994
22	0.089864	0.090867	0.082041	0.174405	0.139799	0.196466	0.453770	0.230322	0.071348	0.172270	0.159185	0.080685	0.048569	0.094954	0.279618	0.218342	0.123167	0.159083	0.299031	0.393820	0.111964	0.190330	0.289906	0.194879	0.182769	0.230264	0.225095	0.424301	0.329657	0.220555	0.379391	0.312776	0.074310	0.094848	0.180634	0.449826	0.144334	0.156023	0.201073	0.133335	0.144539	0.218159	0.119663	0.262370	0.038228	0.056738	0.088194	0.094223
23	0.091556	0.090294	0.073003	0.175425	0.139376	0.195845	0.469314	0.232309	0.059881	0.159057	0.170873	0.104499	0.049767	0.098743	0.265436	0.218675	0.132782	0.170962	0.300287	0.393514	0.108895	0.186854	0.277309	0.195012	0.169556	0.219631	0.132877	0.337253	0.327577	0.220902	0.380527	0.305483	0.074064	0.088410	0.183422	0.455846	0.140885	0.170647	0.170918	0.143258	0.150321	0.247419	0.148683	0.269202	0.033165	0.047919	0.095358	0.112447
24	0.083950	0.084889	0.114340	0.207040	0.133354	0.185338	0.476558	0.228859	0.064512	0.160019	0.167054	0.113504	0.048954	0.102494	0.258995	0.226869	0.115998	0.155627	0.284923	0.410020	0.108990	0.192904	0.266620	0.164861	0.150464	0.197723	0.122170	0.285239	0.310496	0.210411	0.380767	0.298074	0.064775	0.093162	0.192872	0.445053	0.142606	0.178724	0.157767	0.147633	0.155926	0.268197	0.155797	0.266682	0.030514	0.047064	0.139890	0.116009
25	0.092074	0.102934	0.147759	0.237290	0.125099	0.172800	0.476930	0.229799	0.062578	0.152968	0.177111	0.122157	0.055778	0.115021	0.257396	0.229402	0.110021	0.164400	0.281241	0.438414	0.128634	0.209006	0.276968	0.138105	0.135910	0.182792	0.146753	0.217506	0.298085	0.206382	0.360468	0.292275	0.045773	0.092688	0.202016	0.448043	0.141638	0.179373	0.145697	0.138195	0.163450	0.278070	0.158297	0.249747	0.030427	0.045730	0.191412	0.113950
26	0.099304	0.109539	0.146628	0.235786	0.122976	0.167970	0.479553	0.228931	0.064083	0.145429	0.198839	0.208792	0.064241	0.127812	0.253728	0.223916	0.109753	0.174428	0.306417	0.449820	0.147530	0.223343	0.303574	0.167000	0.123114	0.161435	0.160391	0.185165	0.294855	0.208142	0.324227	0.288611	0.058475	0.092428	0.217569	0.425878	0.138642	0.178145	0.138351	0.127069	0.158445	0.273823	0.169680	0.214748	0.031139	0.051121	0.200759	0.115697
27	0.099847	0.111195	0.142116	0.226240	0.125223	0.168148	0.488212	0.224198	0.064784	0.146363	0.241567	0.269379	0.067301	0.125973	0.243883	0.209601	0.111287	0.186840	0.309833	0.427764	0.146696	0.233666	0.300290	0.166451	0.119269	0.172395	0.160168	0.176707	0.296300	0.207516	0.307233	0.288521	0.063052	0.082306	0.227069	0.323544	0.130107	0.176478	0.135464	0.124916	0.114429	0.220277	0.188580	0.185951	0.037676	0.061967	0.198889	0.116822
28	0.103950	0.116117	0.153001	0.226094	0.127325	0.169389	0.487048	0.219305	0.063522	0.151305	0.272180	0.272038	0.068354	0.122863	0.247400	0.203786	0.115235	0.209489	0.302038	0.430980	0.136709	0.229654	0.306201	0.152189	0.118918	0.194490	0.154696	0.177869	0.275489	0.184110	0.306403	0.295866	0.063727	0.103675	0.230894	0.272034	0.129976	0.181214	0.133184	0.125552	0.105264	0.213114	0.212880	0.195028	0.040476	0.064842	0.202381	0.120999
29	0.100792	0.122177	0.172157	0.233375	0.128292	0.169765	0.439992	0.217753	0.060937	0.153875	0.270906	0.273622	0.067919	0.123742	0.253152	0.197735	0.123817	0.218503	0.266717	0.437973	0.132930	0.226371	0.285035	0.166846	0.116221	0.187529	0.150462	0.181188	0.160108	0.112455	0.305913	0.295111	0.062735	0.107501	0.237759	0.267878	0.132291	0.189874	0.136163	0.120072	0.104926	0.211928	0.211374	0.187329	0.040775	0.064325	0.206627	0.120805
30	0.095955	0.134084	0.178769	0.243620	0.129077	0.170127	0.338091	0.191432	0.086291	0.140009	0.259186	0.277738	0.067004	0.126677	0.247193	0.180569	0.149114	0.238956	0.253784	0.432972	0.119399	0.193385	0.242114	0.261868	0.117018	0.180992	0.157303	0.190642	0.099028	0.090265	0.267582	0.271368	0.062713	0.129907	0.242095	0.259255	0.135029	0.198561	0.140451	0.112586	0.110039	0.217036	0.218833	0.286012	0.041245	0.063856	0.211489	0.121212
31	0.093851	0.144193	0.195061	0.246171	0.133617	0.172595	0.285001	0.163061	0.099416	0.149663	0.259081	0.303622	0.062609	0.127787	0.218189	0.152490	0.149170	0.247661	0.227891	0.416044	0.115635	0.186635	0.246484	0.278490	0.115673	0.189889	0.171725	0.214780	0.088745	0.090748	0.210195	0.229174	0.065137	0.153567	0.234878	0.199504	0.137253	0.204097	0.131437	0.109771	0.108997	0.200297	0.207605	0.385500	0.044966	0.065965	0.215925	0.120491
32	0.090783	0.145653	0.200460	0.249254	0.140837	0.175508	0.277210	0.157363	0.099433	0.150895	0.277586	0.306832	0.060263	0.128007	0.192562	0.138605	0.132280	0.259354	0.235047	0.396367	0.107755	0.166266	0.296598	0.288487	0.113706	0.197853	0.198164	0.221865	0.083505	0.094527	0.179547	0.182781	0.069075	0.152758	0.215748	0.146956	0.137466	0.205515	0.123062	0.110948	0.101582	0.182675	0.216461	0.405312	0.045972	0.069473	0.231173	0.125742
33	0.088344	0.157227	0.200598	0.256123	0.147011	0.174814	0.276114	0.156977	0.108019	0.157090	0.309024	0.368205	0.062187	0.128096	0.169972	0.140647	0.122902	0.255840	0.278717	0.399482	0.095372	0.151620	0.291148	0.297411	0.107718	0.195346	0.194734	0.223798	0.084927	0.095818	0.167340	0.152274	0.069483	0.162435	0.174536	0.139679	0.135022	0.203548	0.122282	0.110806	0.113614	0.224072	0.216202	0.434657	0.047693	0.071503	0.238860	0.129712
34	0.084144	0.168269	0.195022	0.230989	0.148889	0.168335	0.274782	0.156515	0.122730	0.193158	0.352048	0.406310	0.065536	0.128008	0.174254	0.135452	0.127631	0.252911	0.284740	0.440253	0.057688	0.111469	0.246250	0.302992	0.108726	0.199533	0.190310	0.223255	0.085646	0.093926	0.159000	0.146036	0.065641	0.177052	0.180591	0.191956	0.128598	0.197059	0.123630	0.107457	0.119056	0.257064	0.254329	0.542877	0.048279	0.070165	0.254497	0.110243
35	0.069998	0.158675	0.168018	0.188240	0.140832	0.151007	0.283244	0.160068	0.125151	0.195307	0.339653	0.379556	0.068411	0.125823	0.182292	0.118665	0.131125	0.242785	0.334401	0.494130	0.036929	0.088713	0.237314	0.296478	0.105179	0.212365	0.216429	0.261326	0.084814	0.092285	0.161271	0.145613	0.055390	0.175670	0.168406	0.244667	0.114715	0.176610	0.121078	0.104372	0.119151	0.265149	0.290313	0.589073	0.048565	0.069610	0.265240	0.104074
36	0.051782	0.152657	0.168923	0.191822	0.121157	0.121390	0.299735	0.160957	0.125130	0.189623	0.310745	0.376600	0.067980	0.131279	0.182304	0.100313	0.130949	0.234093	0.394503	0.517707	0.033464	0.060521	0.235623	0.306339	0.109330	0.264746	0.258297	0.327217	0.083958	0.089980	0.171835	0.146695	0.069372	0.172889	0.161558	0.298291	0.094657	0.145677	0.121718	0.094725	0.118773	0.265824	0.270994	0.600942	0.049164	0.069637	0.244463	0.102576
37	0.055171	0.154176	0.173843	0.290146	0.113761	0.109397	0.322645	0.154630	0.124953	0.175696	0.313407	0.375467	0.063440	0.164614	0.185371	0.080883	0.137425	0.223021	0.422123	0.522209	0.036911	0.055183	0.233136	0.317102	0.108959	0.279589	0.330160	0.370476	0.082222	0.088325	0.195618	0.152595	0.075714	0.163065	0.173254	0.324248	0.075189	0.123049	0.124747	0.088229	0.111785	0.265095	0.269962	0.599633	0.055983	0.075101	0.224555	0.101931
38	0.050598	0.163926	0.175289	0.336263	0.113766	0.107406	0.332167	0.160853	0.113622	0.168930	0.331185	0.371006	0.053274	0.199520	0.195667	0.090284	0.139515	0.200645	0.423230	0.516313	0.059283	0.090916	0.233118	0.281115	0.107671	0.288024	0.361770	0.418146	0.079866	0.088925	0.204816	0.154286	0.127488	0.168061	0.170255	0.325445	0.063329	0.115455	0.125624	0.090713	0.108891	0.262824	0.277916	0.570755	0.065067	0.076820	0.223994	0.103062
39	0.049669	0.195057	0.157998	0.338787	0.113495	0.104960	0.337679	0.188427	0.101484	0.157460	0.333492	0.346970	0.048357	0.228351	0.217728	0.096761	0.134433	0.189691	0.424880	0.514520	0.094397	0.131371	0.229623	0.256289	0.101812	0.296393	0.380284	0.424536	0.075395	0.086299	0.213688	0.148376	0.148467	0.156585	0.165680	0.326122	0.058457	0.115004	0.121997	0.101145	0.108405	0.257526	0.298175	0.521921	0.067714	0.068935	0.230295	0.108476
40	0.049259	0.219501	0.170610	0.385728	0.113599	0.103549	0.343479	0.209016	0.090769	0.151120	0.320839	0.337630	0.051297	0.230639	0.225039	0.095128	0.110622	0.161514	0.429906	0.504836	0.094758	0.136393	0.173325	0.244357	0.105475	0.287504	0.395048	0.420081	0.067553	0.079472	0.218586	0.143335	0.149848	0.137702	0.166705	0.337548	0.058912	0.115081	0.120327	0.103344	0.106843	0.248070	0.294184	0.509386	0.067907	0.085002	0.237148	0.120330
41	0.048174	0.236349	0.188483	0.435468	0.115011	0.104059	0.337036	0.216897	0.085762	0.135296	0.288825	0.338159	0.053520	0.240310	0.232932	0.100880	0.109079	0.145622	0.428299	0.458148	0.097435	0.149909	0.119149	0.240873	0.103031	0.282503	0.408532	0.504527	0.059491	0.075961	0.217573	0.131485	0.153555	0.140094	0.167384	0.390976	0.064654	0.113434	0.128104	0.124124	0.082296	0.190123	0.293751	0.502186	0.069887	0.102733	0.232080	0.138681
42	0.066847	0.237464	0.178853	0.448371	0.118060	0.110009	0.315539	0.222707	0.068338	0.079303	0.225627	0.311539	0.063298	0.241390	0.246889	0.104390	0.108948	0.085006	0.403290	0.438956	0.099224	0.157930	0.119372	0.199269	0.092127	0.268967	0.443654	0.625736	0.053683	0.073952	0.207115	0.118682	0.231324	0.175317	0.173114	0.458294	0.062967	0.102860	0.128950	0.158724	0.055843	0.111387	0.270274	0.401053	0.068712	0.104985	0.253606	0.141478
43	0.071661	0.231386	0.182840	0.440443	0.128150	0.118701	0.298843	0.229894	0.063405	0.078550	0.205285	0.292032	0.079643	0.244212	0.249826	0.105284	0.109884	0.058626	0.376864	0.443501	0.099330	0.162807	0.120711	0.207124	0.065477	0.260668	0.458434	0.672619	0.047039	0.071256	0.195059	0.113539	0.249280	0.164780	0.194480	0.464905	0.056476	0.084913	0.120666	0.179483	0.054863	0.079037	0.227501	0.299697	0.065928	0.105350	0.304397	0.143782
44	0.067987	0.220748	0.196836	0.439240	0.133874	0.119152	0.300830	0.230398	0.070988	0.117309	0.208607	0.304208	0.079888	0.247899	0.235578	0.110698	0.105872	0.066340	0.385571	0.430419	0.100580	0.166825	0.114593	0.228544	0.064006	0.283571	0.443970	0.669374	0.044744	0.070699	0.186578	0.110065	0.250458	0.163645	0.197402	0.435383	0.048568	0.064606	0.123161	0.179071	0.064652	0.102990	0.224832	0.253647	0.074913	0.113757	0.304500	0.130679
45	0.067876	0.224554	0.202569	0.440718	0.136762	0.119092	0.315675	0.236482	0.074673	0.145688	0.230470	0.355949	0.107069	0.282224	0.217416	0.114968	0.097341	0.066059	0.339711	0.374056	0.102830	0.179402	0.066099	0.216996	0.062031	0.275484	0.425359	0.643368	0.045240	0.067171	0.193570	0.119774	0.245611	0.171663	0.211737	0.416352	0.043918	0.056212	0.152462	0.184471	0.111268	0.214958	0.235265	0.252752	0.085492	0.116523	0.296058	0.140156
